parameter,parameter,mean,std,2.5q,25q,50q,75q,97.5q,mc err
69,a(70),1.4136261003729764,0.2784524827605746,0.9687917941498387,1.1682785248915881,1.433573586136749,1.6006010912326685,1.9579147317808232,0.025640043369578397
70,a(71),1.5110340357145977,0.2454059109380925,1.204503161735612,1.3924383670101885,1.4415687033009101,1.5083477240616328,2.227757028551069,0.014079383086884648
71,a(72),2.020216399268689,0.4919322359459139,1.3998894842286278,1.5483189173946257,1.9419714112258326,2.561265487954719,2.912538100800061,0.04508168399460595
72,a(73),2.036691934929646,0.356599951785058,1.5334966823837497,1.7025756195466442,1.9753692336134496,2.3776337193193573,2.619157884311605,0.034656699707264836
73,a(74),1.7372757270442045,0.32292117310974067,1.364070895066752,1.4949694888443197,1.6295329680003734,1.9128812148691736,2.524599737533458,0.024859689865402483
74,a(75),2.2580453178576367,0.4598087829351279,1.7299338582804922,1.9137694175535684,2.067215113975329,2.6652343536353236,3.256667455230542,0.03707337781234715
75,a(76),1.587634852334252,0.20380396837161682,1.3122583353399937,1.4356483960617887,1.5666238572736986,1.6631269612708275,2.0861407743291807,0.0171645350399196
76,a(77),1.652279025592561,0.3547096439995131,1.283353949363315,1.379202181913317,1.5119902064069435,1.9188442334808413,2.4009816901360828,0.029168449768247933
77,a(78),1.680712060732737,0.1687968021052752,1.3222854325668916,1.5849815612171496,1.7236365647837084,1.8140844772103073,1.9246288239569442,0.01685849916393859
78,a(79),2.0972233431988503,0.18747219071115626,1.601961422423442,2.0442086007965714,2.133894721472324,2.2123361877588845,2.378543632549497,0.01900539496845504
79,a(80),1.8476671140248555,0.30029456262741416,1.4080036190543355,1.6236382138017955,1.7694658868823927,2.123012714815555,2.518048902696234,0.025188819366478953
80,a(81),2.022946764776499,0.19216629985348796,1.6170672152990746,1.9128064980866877,1.993051296781689,2.1278212947494,2.4163775379308094,0.017460263531634188
81,a(82),1.707861687119198,0.31467932030608275,1.3890812620258801,1.4744386697583958,1.5467952997601495,1.9750477719434758,2.340682895221598,0.027261922255803504
82,a(83),1.8418770508870221,0.22825012468384825,1.5231030571894553,1.6771789662313314,1.7759481823931127,1.978653669191306,2.330363297623175,0.020619167731230615
83,a(84),2.1652151106881727,0.472330120009144,1.6111984357918097,1.743842670136477,1.9770538133743876,2.672396406696879,3.026535151971576,0.04574652965328124
84,a(85),1.3484082308669953,0.18213019711681247,1.040689365470784,1.1971497151879835,1.3509451154208363,1.4918232048597775,1.6836597659236499,0.017747574105722634
85,a(86),2.2527215652259533,0.3898699056942229,1.7051613276468758,1.9053440217766697,2.1644025718017135,2.5804501319374005,2.970573521826287,0.036656279028610225
86,a(87),1.648766721409707,0.3958581515154028,1.1933800859319732,1.3104902556681104,1.4793451145247352,2.0138414770373476,2.4841934905744187,0.033207624097906674
87,a(88),1.8471567389760937,0.3354383663152352,1.3246287561666747,1.6076832417931861,1.800673352010408,2.157426257708377,2.368013631142413,0.03444399075231696
88,a(89),2.048536839175121,0.5039815619323356,1.3655754260754147,1.6672485068544776,1.8707957358335785,2.4176937797411644,3.0674352008080628,0.0451378605713783
89,a(90),2.0534075245806185,0.35030136197743994,1.5301986399733387,1.711177922511088,2.1465125764196835,2.34918211549108,2.5746255951550405,0.03488474067297566
90,a(91),1.5510379677572173,0.16712284740438774,1.2045890857888644,1.4148780109833456,1.5508969616503827,1.7078940861044616,1.8017976138017888,0.014733275904225369
91,a(92),1.4657253025410641,0.1744130736749782,1.2153949758969331,1.3263590545467523,1.4451777285496517,1.575933778625257,1.8663369918195112,0.01778180921102531
92,a(93),2.0132562831231597,0.24279966164259534,1.4197913367929254,1.9528800990181627,2.0706752538680564,2.1610707185197464,2.346822384469087,0.023565691350117483
93,a(94),1.750982098679092,0.17746830862220297,1.4181753194407716,1.6201487161152273,1.750917140030912,1.874360178363441,2.105255864494265,0.018027649319359778
94,a(95),1.3816976537686458,0.13272088773237506,1.0873181287711593,1.3087021977050763,1.3826217548265447,1.4459614300405803,1.6768741189849423,0.012816829384784654
95,a(96),1.4783136385679692,0.20073612021907497,1.1058949283480795,1.3492772721580253,1.4122312132718802,1.657118063860508,1.8676610541930574,0.01918182412461592
96,a(97),1.1979878667714974,0.11769696193908104,1.0455871919174533,1.1225383221816672,1.1684002373645674,1.2339881471710816,1.4963698208906988,0.011672426132917016
97,a(98),2.2534570796963673,0.5320132613576701,1.5521364638286814,1.7138327734615217,2.0897448431858487,2.688491552834659,3.161943331377198,0.05418185144567913
98,a(99),1.9790915598430894,0.3269669255102628,1.5249852015115306,1.6783741212099441,1.9176237706437247,2.2566565561220555,2.570762219529158,0.03225024780163633
99,a(100),1.3344372982526809,0.19603940734785846,0.8498933328683573,1.2803009619586945,1.3740478902313176,1.4683413620283463,1.609564476126242,0.017958986756690994
100,a_std,0.066347637551202,0.019479906005098052,0.03845945257492543,0.046428977817678206,0.07589767689886397,0.08440017910164752,0.09288353214504025,0.0019630644281289225
101,a_subj(1).s3m7_usuario1,2.5509985149112273,0.4385827792102144,2.037036018595322,2.179709033984035,2.425140024458374,2.8340594115269275,3.490052413737502,0.03576846048615514
102,a_subj(1).s3m7_usuario10,2.548520631560043,0.43285126307255006,2.0325773866856927,2.1790938559468147,2.424173263072849,2.831111892590127,3.4730831261513035,0.03528305727704108
103,a_subj(1).s3m7_usuario11,2.5500391515128777,0.43291612727594864,2.033900116692432,2.184267915829368,2.4313065807189207,2.807461507397028,3.480753818913615,0.03515587279677427
104,a_subj(1).s3m7_usuario12,2.5466285094993677,0.4348297062755572,2.0269193692011784,2.1811447333199356,2.4359785188073557,2.825389433911005,3.4912951652882214,0.03547851656169459
105,a_subj(1).s3m7_usuario13,2.5530869961754683,0.43409567453531533,2.0242772827429407,2.1882538153336446,2.4483656046512,2.828227866822378,3.48074748915883,0.03548191408169914
106,a_subj(1).s3m7_usuario14,2.5521211905118184,0.4379088897110185,2.0144168449035957,2.180608370872455,2.4466298857839277,2.8662914708287395,3.481002126138312,0.0358618491722193
107,a_subj(1).s3m7_usuario15,2.5467191788752546,0.43457518951604907,2.0213336470054513,2.18239359694541,2.431333964229663,2.8269656762212505,3.4931874168964057,0.03526474231982247
108,a_subj(1).s3m7_usuario16,2.547465226877905,0.43170312151628526,2.0117830922802575,2.1864056798371783,2.4313060822865658,2.814203438587569,3.481166516643432,0.03522866229198944
109,a_subj(1).s3m7_usuario17,2.554417085024474,0.43280506868098134,2.0427640920219985,2.1851851395249877,2.448989950398019,2.8270034135985544,3.494203781815486,0.03542069521209025
110,a_subj(1).s3m7_usuario18,2.551426546065737,0.4363677986577966,2.0241579183156944,2.178368930122661,2.4289761549220774,2.827184687371134,3.4742251530125277,0.03560763331699715
111,a_subj(1).s3m7_usuario2,2.5517477153839927,0.4342663068768392,2.025331574756189,2.1823103621226108,2.431370082129189,2.82336422059806,3.4961227552322782,0.03543483216051972
112,a_subj(1).s3m7_usuario3,2.5511584524937314,0.4383327235108936,2.0374966282582823,2.1797210525982456,2.4357773001031826,2.828741567830381,3.5164986293406164,0.03545237322093163
113,a_subj(1).s3m7_usuario4,2.5532897909742056,0.4328121769304942,2.024140018698739,2.1852034552831694,2.4379308064498555,2.838665725706348,3.4759029569117774,0.03553548553945162
114,a_subj(1).s3m7_usuario5,2.5495258855703375,0.4343500161675167,2.028518102126446,2.1804984547334056,2.4389023794632188,2.8339518218067754,3.4831292103596523,0.03549977242895558
115,a_subj(1).s3m7_usuario6,2.5475243518414525,0.4356399216155918,2.0279054034827513,2.1787616446902764,2.4280204981474243,2.8231912531120193,3.4560112641017753,0.035923683295423815
116,a_subj(1).s3m7_usuario7,2.551887293965124,0.4373149191097853,2.0331707175688147,2.180709130023421,2.4452533038529687,2.8323554071911454,3.484568516884993,0.03582000649105814
117,a_subj(1).s3m7_usuario8,2.5554585796474303,0.43941272779684176,2.031658555970031,2.1838472057814626,2.438997691221973,2.83907460179744,3.485934931382078,0.03580740727599872
118,a_subj(1).s3m7_usuario9,2.549002058214906,0.4344329036845287,2.0305478504093135,2.1770378045918117,2.4222767592455785,2.8207770563711247,3.4665733886882455,0.03538493722837122
119,a_subj(2).s3m7_usuario1,3.0654377486563176,0.8403369368764378,2.1406543174850174,2.316625453927431,2.597909306935972,3.920095774919792,4.473746870646231,0.07659341763771566
120,a_subj(2).s3m7_usuario10,3.0710651168792302,0.8452368648683073,2.1144960244692594,2.3250361081975117,2.5996473945322056,3.9173911916840676,4.534754759791986,0.07672566666087778
121,a_subj(2).s3m7_usuario11,3.064270827036031,0.8370773499273801,2.126409222081457,2.315675956438328,2.6014236598214437,3.9101904547678394,4.466724770982972,0.07635842146847734
122,a_subj(2).s3m7_usuario12,3.0636069668471815,0.8417398019522511,2.133361010151451,2.3214850412468198,2.583219753279197,3.89327863997361,4.481320663146179,0.07672235291239278
123,a_subj(2).s3m7_usuario13,3.0634062694637043,0.8366933807230803,2.1243212299761476,2.319947584208628,2.617286634044989,3.8952144862750946,4.476288016933385,0.07597502984473449
124,a_subj(2).s3m7_usuario14,3.0687226746098446,0.8428828528404835,2.0985773935142937,2.3242063234503205,2.602000594982468,3.9134733924774907,4.522482022153543,0.07621733851001117
125,a_subj(2).s3m7_usuario15,3.061990889079552,0.8363010605766182,2.1162240476346876,2.325762028656756,2.6147918855481307,3.8920769525329786,4.49128725255629,0.07586839887597796
126,a_subj(2).s3m7_usuario16,3.0660734364944937,0.8393836753765355,2.1319472932001373,2.320277187272044,2.592016028329744,3.897981494691292,4.482560681778501,0.07654902375630843
127,a_subj(2).s3m7_usuario17,3.0666592323040187,0.8392872202789015,2.13800720810977,2.3264036063439537,2.609989946885469,3.899527452077331,4.497688831158746,0.07625806520046848
128,a_subj(2).s3m7_usuario18,3.067179808520413,0.8366383138034422,2.125053274583388,2.319533702905441,2.605547039297204,3.9168099403382217,4.475351541119712,0.07624159090446607
129,a_subj(2).s3m7_usuario2,3.0725538052780235,0.8466034264430139,2.1272429874201677,2.3211096546706544,2.603045268938513,3.910181966870765,4.494666933804657,0.07750553895721171
130,a_subj(2).s3m7_usuario3,3.0679892442080137,0.8441580053478167,2.1325142206869336,2.320796442478777,2.6014667580846456,3.9133008205035473,4.496990947533917,0.07682029161924733
131,a_subj(2).s3m7_usuario4,3.0620901395004627,0.831178219595167,2.1326332638797254,2.333404515012052,2.6015360173955173,3.893224867873257,4.4820194441024945,0.07558023407314754
132,a_subj(2).s3m7_usuario5,3.062166821814397,0.8379782878723495,2.125807494399318,2.3251573646129815,2.5980877393339123,3.9022398295708136,4.475432767213592,0.07621811523744361
133,a_subj(2).s3m7_usuario6,3.066316881550822,0.8406370298216922,2.1289498049267648,2.3247141000924856,2.5958696488308957,3.912894295956631,4.511508508623136,0.07625060204821774
134,a_subj(2).s3m7_usuario7,3.0646500963279286,0.8348617808449308,2.149316915552745,2.324977362454965,2.617568685877543,3.900989824584886,4.488148149713136,0.07588581351774806
135,a_subj(2).s3m7_usuario8,3.0665001733228388,0.8422644414349408,2.113492765243106,2.320634977842354,2.5923592083823244,3.910642697353073,4.496629929770004,0.076469528403414
136,a_subj(2).s3m7_usuario9,3.067052598164251,0.836899712324488,2.1394961504081818,2.326718707327644,2.602391405411629,3.8997116549574744,4.467471745005353,0.07614318634868383
137,a_subj(3).s3m7_usuario1,3.2589296626024793,0.8036190215110014,2.0555838815570513,2.487926949780998,3.3022636657465325,4.092007174344824,4.378125039005261,0.07780426339185988
138,a_subj(3).s3m7_usuario10,3.257061251399704,0.8019613157784232,2.0448390737826507,2.4846380613883157,3.304076833094579,4.089459510161552,4.380273250840744,0.07741580813670497
139,a_subj(3).s3m7_usuario11,3.253547859613673,0.8002716819947807,2.0477176618993593,2.4821221483802205,3.309337668709114,4.097793034733506,4.361379410592255,0.07733069219471121
140,a_subj(3).s3m7_usuario12,3.262952105136432,0.8102266484262327,2.044957416485162,2.4960869596902855,3.305448619314932,4.113497121957619,4.396497346733705,0.07843735779853067
141,a_subj(3).s3m7_usuario13,3.253015092020861,0.7981679430232301,2.064389809265426,2.491136645372399,3.310223462644745,4.082627383490067,4.373465740477744,0.07700481663791903
142,a_subj(3).s3m7_usuario14,3.253228134046402,0.7955925055216175,2.0540819312790557,2.484421618980127,3.334522763298808,4.069957770786532,4.374429806056434,0.07712341000347808
143,a_subj(3).s3m7_usuario15,3.254805832129313,0.7977660044483664,2.074531169192128,2.4854762693285966,3.3436712180196544,4.050161916741445,4.37840432474217,0.07718320342758939
144,a_subj(3).s3m7_usuario16,3.2556131037312066,0.800697150507688,2.076161832862889,2.481844664542793,3.3444090698290623,4.087029035470169,4.379267166575624,0.07737500654893519
145,a_subj(3).s3m7_usuario17,3.2556562252596573,0.7992657267749699,2.0638723823950396,2.493938354200777,3.344439761321206,4.066434079372244,4.381362926606999,0.07725989381291902
146,a_subj(3).s3m7_usuario18,3.257333856571207,0.7988865479026678,2.051653652892772,2.4865491395768435,3.375135153912156,4.098501145857234,4.373773310073052,0.07720914040102654
147,a_subj(3).s3m7_usuario2,3.260344156073261,0.8043355067447628,2.0555821035234887,2.4846732279694885,3.2673522813780784,4.092862214984092,4.385358716274281,0.07801272386561954
148,a_subj(3).s3m7_usuario3,3.2522639715565007,0.7973684921729834,2.061063297983069,2.4942967264902896,3.2978265772550146,4.0828774331792745,4.372276566822161,0.077133254055355
149,a_subj(3).s3m7_usuario4,3.252573657720278,0.7968617349131318,2.073507576164094,2.4820786954475675,3.313579398693788,4.102646975595723,4.372373638471398,0.07717194371056037
150,a_subj(3).s3m7_usuario5,3.2529024122129653,0.7984675450612563,2.037905532465295,2.4917313020279925,3.2722958496208134,4.089535850715262,4.378738279700464,0.07731933563527883
151,a_subj(3).s3m7_usuario6,3.255118924668258,0.8031936731315542,2.0710992044045664,2.487324097072257,3.3295913732368354,4.093384653034957,4.388946871753244,0.07763880502774782
152,a_subj(3).s3m7_usuario7,3.251666833726997,0.7969591233384647,2.0717634646382463,2.4931704669984787,3.3311058065392487,4.064566889053738,4.376656968973879,0.07704230110044338
153,a_subj(3).s3m7_usuario8,3.2589030996701687,0.8034600122796788,2.0576209911717496,2.493003448439152,3.3162735946022868,4.091862533141917,4.3942165331803995,0.07763168093086044
154,a_subj(3).s3m7_usuario9,3.2618443233335666,0.7988835089466766,2.0583995913786866,2.4942616612471498,3.3816140886886292,4.090581943640655,4.37491839030546,0.0772723440121399
155,a_subj(4).s3m7_usuario1,2.3803778497312504,0.5075070593719804,1.6221615756432202,1.9050277851846467,2.338489466886589,2.802507559059814,3.287669375134573,0.048020146953224534
156,a_subj(4).s3m7_usuario10,2.387095171557238,0.5105558549563013,1.6249592506337538,1.89351965065377,2.3488261627374305,2.766713901027134,3.298824271554942,0.047883799492074816
157,a_subj(4).s3m7_usuario11,2.3995562978800136,0.5153261558383984,1.6238990919942036,1.8986809153012472,2.362459827518605,2.7962578988333058,3.304755133018112,0.04868916722904461
158,a_subj(4).s3m7_usuario12,2.386469644676395,0.510651647680534,1.6192402641044854,1.9016715892099967,2.346939316986001,2.769602680036896,3.2936698105233537,0.0481207417741343
159,a_subj(4).s3m7_usuario13,2.3803024881652224,0.5075689359439666,1.6057317377215024,1.8968700850035694,2.3394583641158357,2.7993435437272387,3.2761486423137285,0.04762420649184584
160,a_subj(4).s3m7_usuario14,2.3810498262539506,0.5055561356190127,1.623719098135601,1.909184583434405,2.340721285649887,2.7869155558315337,3.280114026453212,0.04768393408462969
161,a_subj(4).s3m7_usuario15,2.3810219205360403,0.51139396306114,1.6082248638603698,1.8924778732560916,2.3349843632785765,2.766092408442181,3.2934014015088273,0.04792712820506891
162,a_subj(4).s3m7_usuario16,2.3736237813744308,0.5069782713788691,1.5965193327603915,1.9028695822841217,2.3298156499260547,2.7959360716492476,3.284299027140969,0.04760252327558469
163,a_subj(4).s3m7_usuario17,2.3771935397354285,0.5036927556454129,1.6181047295575637,1.8977063973232784,2.34257387748857,2.7809771424487417,3.2654185371351927,0.047592583818233766
164,a_subj(4).s3m7_usuario18,2.3776822762902747,0.5062265983531276,1.6141036892488791,1.9184952401313486,2.329068875107162,2.7903941261101113,3.2826491354586462,0.04769538950746131
165,a_subj(4).s3m7_usuario2,2.3831082780913277,0.504931753830304,1.6150343327763599,1.8956176509894231,2.357146822655379,2.7762423593929526,3.2878916467261843,0.047543841549344684
166,a_subj(4).s3m7_usuario3,2.3814513909259403,0.5073488121137105,1.6126087620393246,1.8996443180684288,2.347915259039099,2.772322778176261,3.275487035319957,0.04773989512008395
167,a_subj(4).s3m7_usuario4,2.3786470109684585,0.5055501717951727,1.6293478641052328,1.8855832423314074,2.348897584968123,2.7535668042925048,3.2946483150409005,0.04767340726393567
168,a_subj(4).s3m7_usuario5,2.3801501582092035,0.5062091027273662,1.6254703516532374,1.907880675178716,2.3373728518295187,2.775106585470323,3.2636695667299986,0.0476305218887869
169,a_subj(4).s3m7_usuario6,2.382364671274994,0.506781805165465,1.61498788602311,1.8908033151141994,2.3600195225200387,2.7681852452190285,3.3009737553296796,0.04784236002460425
170,a_subj(4).s3m7_usuario7,2.3764872851397776,0.5090804561023704,1.6097012377760342,1.8912601296317249,2.3427324727701535,2.7701537483553067,3.279050277084039,0.04790608374246014
