,player,response,round,rt
4884,4884,1,0,1.81
4885,4885,1,0,3.75
4886,4886,1,0,1.52
4887,4887,1,0,5.39
4888,4888,1,0,2.97
4889,4889,1,0,6.37
4890,4890,1,0,3.75
4891,4891,1,0,3.24
4892,4892,1,0,4.54
4893,4893,1,0,2.23
4894,4894,1,0,2.47
4895,4895,1,0,0.8300000000000001
4896,4896,1,0,3.41
4897,4897,1,0,2.39
4898,4898,1,0,1.3900000000000001
4899,4899,1,0,6.26
4900,4900,1,0,3.99
4901,4901,1,0,1.24
4902,4902,1,0,4.01
4903,4903,0,0,2.64
4904,4904,1,0,3.12
4905,4905,1,0,4.65
4906,4906,1,0,2.08
4907,4907,1,0,2.66
4908,4908,0,0,2.05
4909,4909,1,0,1.84
4910,4910,1,0,2.24
4911,4911,1,0,8.06
4912,4912,1,0,1.97
4913,4913,1,0,5.9
4914,4914,1,0,2.54
4915,4915,1,0,13.22
4916,4916,1,0,3.02
4917,4917,1,0,2.46
4918,4918,1,0,10.96
4919,4919,1,0,2.21
4920,4920,1,0,8.48
4921,4921,1,0,8.31
4922,4922,1,0,3.79
4923,4923,1,0,9.91
4924,4924,1,0,3.16
4925,4925,1,0,5.14
4926,4926,1,0,3.52
4927,4927,1,0,5.65
4928,4928,1,0,2.87
4929,4929,1,0,1.3900000000000001
4930,4930,1,0,7.5600000000000005
4931,4931,1,0,3.0
4932,4932,1,0,5.83
4933,4933,1,0,11.200000000000001
4934,4934,1,0,5.58
4935,4935,1,0,5.87
4936,4936,1,0,1.47
4937,4937,1,0,2.11
4938,4938,1,0,2.47
4939,4939,0,0,1.49
4940,4940,1,0,4.3
4941,4941,1,0,3.9
4942,4942,1,0,12.76
4943,4943,1,0,12.11
4944,4944,1,0,5.78
4945,4945,1,0,2.72
4946,4946,1,0,3.6
4947,4947,1,0,9.72
4948,4948,0,0,1.22
4949,4949,1,0,1.97
4950,4950,1,0,2.77
4951,4951,1,0,1.72
4952,4952,0,0,1.0
4953,4953,0,0,1.25
4954,4954,1,0,3.04
4955,4955,1,0,11.08
4956,4956,1,0,1.03
4957,4957,1,0,1.06
4958,4958,1,0,2.66
4959,4959,1,0,2.98
4960,4960,1,0,5.13
4961,4961,1,0,2.67
4962,4962,1,0,0.73
4963,4963,1,0,3.92
4964,4964,1,0,2.15
4965,4965,1,0,3.98
4966,4966,1,0,7.68
4967,4967,1,0,5.41
4968,4968,1,0,1.61
4969,4969,0,0,3.7800000000000002
4970,4970,1,0,5.36
4971,4971,0,0,0.86
4972,4972,1,0,1.98
4973,4973,1,0,5.83
4974,4974,0,0,0.89
4975,4975,1,0,1.58
4976,4976,1,0,5.17
4977,4977,1,0,2.72
4978,4978,1,0,1.08
4979,4979,1,0,3.99
4980,4980,1,0,1.87
4981,4981,1,0,5.3100000000000005
4982,4982,0,0,4.32
4983,4983,1,0,1.49
4984,4984,1,0,1.22
4985,4985,1,0,4.69
4986,4986,1,0,2.23
4987,4987,1,0,8.92
4988,4988,1,0,2.27
4989,4989,1,0,1.84
4990,4990,1,0,2.41
4991,4991,1,0,1.61
4992,4992,1,0,2.41
4993,4993,1,0,8.63
4994,4994,1,0,2.81
4995,4995,1,0,1.71
4996,4996,1,0,9.790000000000001
4997,4997,1,0,1.6600000000000001
4998,4998,1,0,7.71
4999,4999,1,0,1.44
5000,5000,1,0,3.89
5001,5001,1,0,5.33
5002,5002,1,0,6.8500000000000005
5003,5003,1,0,3.25
5004,5004,1,0,16.62
5005,5005,1,0,2.47
5006,5006,1,0,4.53
5007,5007,1,0,10.200000000000001
5008,5008,0,0,14.71
5009,5009,0,0,0.9
5010,5010,1,0,8.120000000000001
5011,5011,1,0,3.84
5012,5012,1,0,3.5
5013,5013,1,0,3.23
5014,5014,1,0,3.94
5015,5015,1,0,6.43
5016,5016,1,0,5.54
5017,5017,1,0,2.2600000000000002
5018,5018,1,0,4.16
5019,5019,1,0,8.120000000000001
5020,5020,1,0,5.8500000000000005
5021,5021,1,0,2.82
5022,5022,1,0,2.77
5023,5023,1,0,5.67
5024,5024,1,0,2.73
5025,5025,1,0,4.7700000000000005
5026,5026,1,0,8.53
5027,5027,1,0,4.29
5028,5028,1,0,6.11
5029,5029,1,0,2.97
5030,5030,1,0,3.34
5031,5031,1,0,3.43
5032,5032,1,0,10.290000000000001
5033,5033,1,0,11.620000000000001
5034,5034,1,0,3.61
5035,5035,1,0,1.33
5036,5036,1,0,4.98
5037,5037,1,0,7.72
5038,5038,1,0,3.21
5039,5039,0,0,2.06
5040,5040,1,0,4.59
5041,5041,1,0,6.11
5042,5042,1,0,2.14
5043,5043,0,0,3.0300000000000002
5044,5044,1,0,5.82
5045,5045,0,0,4.74
5046,5046,1,0,10.74
5047,5047,0,0,2.68
5048,5048,1,0,3.15
5049,5049,1,0,3.49
5050,5050,1,0,6.140000000000001
5051,5051,1,0,2.29
5052,5052,1,0,13.83
5053,5053,1,0,5.15
5054,5054,1,0,2.75
5055,5055,1,0,1.7
5056,5056,1,0,3.14
5057,5057,1,0,2.5300000000000002
5058,5058,1,0,7.1000000000000005
5059,5059,1,0,3.87
5060,5060,1,0,2.34
5061,5061,1,0,3.18
5062,5062,1,0,6.46
5063,5063,1,0,5.76
5064,5064,1,0,3.74
5065,5065,1,0,4.42
5066,5066,1,0,1.61
5067,5067,1,0,3.02
5068,5068,1,0,2.93
5069,5069,1,0,1.42
5070,5070,1,0,3.41
5071,5071,1,0,1.3
5072,5072,1,0,3.11
5073,5073,1,0,3.06
5074,5074,0,0,2.71
5075,5075,1,0,7.47
5076,5076,1,0,1.53
5077,5077,1,0,6.74
5078,5078,1,0,3.62
5079,5079,1,0,2.72
5080,5080,1,0,7.930000000000001
5081,5081,1,0,10.75
5082,5082,1,0,11.05
5083,5083,1,0,4.14
5084,5084,1,0,6.11
5085,5085,1,0,2.11
5086,5086,1,0,10.5
5087,5087,1,0,2.59
5088,5088,1,0,5.29
5089,5089,1,0,3.6
5090,5090,1,0,2.47
5091,5091,1,0,2.06
5092,5092,1,0,4.3
5093,5093,1,0,1.73
5094,5094,1,0,2.52
5095,5095,1,0,3.96
5096,5096,1,0,1.84
5097,5097,1,0,2.86
5098,5098,0,0,10.09
5099,5099,1,0,6.24
5100,5100,1,0,2.63
5101,5101,1,0,3.27
5102,5102,1,0,2.0100000000000002
5103,5103,1,0,2.45
5104,5104,1,0,2.69
5105,5105,1,0,3.25
5106,5106,1,0,7.140000000000001
5107,5107,1,0,3.0700000000000003
5108,5108,1,0,3.22
5109,5109,0,0,2.11
5110,5110,1,0,1.06
5111,5111,1,0,3.3200000000000003
5112,5112,1,0,3.7
5113,5113,1,0,2.41
5114,5114,1,0,3.34
5115,5115,1,0,6.46
5116,5116,1,0,4.75
5117,5117,1,0,1.74
5118,5118,1,0,2.06
5119,5119,1,0,5.04
5120,5120,1,0,2.0100000000000002
5121,5121,1,0,1.46
5122,5122,0,0,1.1300000000000001
5123,5123,1,0,2.58
5124,5124,1,0,3.3200000000000003
5125,5125,1,0,1.84
5126,5126,1,0,4.1
5127,5127,1,0,2.17
5128,5128,1,0,1.78
5129,5129,1,0,2.41
5130,5130,1,0,3.33
5131,5131,1,0,2.49
5132,5132,1,0,4.11
5133,5133,1,0,3.81
5134,5134,1,0,1.6400000000000001
5135,5135,1,0,13.6
5136,5136,1,0,1.23
5137,5137,1,0,4.88
5138,5138,1,0,1.68
5139,5139,0,0,3.27
5140,5140,1,0,1.54
5141,5141,1,0,3.85
5142,5142,1,0,6.2
5143,5143,1,0,4.65
5144,5144,0,0,1.71
5145,5145,1,0,2.15
5146,5146,0,0,1.5
5147,5147,1,0,1.87
5148,5148,1,0,4.46
5149,5149,1,0,6.47
5150,5150,1,0,4.45
5151,5151,1,0,9.17
5152,5152,1,0,4.45
5153,5153,1,0,4.15
5154,5154,1,0,1.75
5155,5155,1,0,8.86
5156,5156,1,0,3.73
5157,5157,1,0,11.11
5158,5158,1,0,5.61
5159,5159,1,0,8.61
5160,5160,1,0,2.07
5161,5161,1,0,4.72
5162,5162,1,0,6.8
5163,5163,1,0,4.21
5164,5164,1,0,1.28
5165,5165,1,0,5.32
5166,5166,1,0,2.58
5167,5167,1,0,6.68
5168,5168,1,0,3.84
5169,5169,1,0,7.41
5170,5170,0,0,2.49
5171,5171,1,0,6.83
5172,5172,1,0,3.95
5173,5173,1,0,5.14
5174,5174,1,0,2.9
5175,5175,1,0,5.25
5176,5176,1,0,1.33
5177,5177,1,0,1.47
5178,5178,1,0,3.4
5179,5179,1,0,2.58
5180,5180,1,0,6.640000000000001
5181,5181,0,0,1.19
5182,5182,1,0,2.63
5183,5183,1,0,5.95
5184,5184,1,0,14.74
5185,5185,1,0,10.76
5186,5186,1,0,3.39
5187,5187,1,0,4.5
5188,5188,1,0,1.48
5189,5189,0,0,4.48
5190,5190,1,0,5.25
5191,5191,1,0,3.21
5192,5192,1,0,3.04
5193,5193,1,0,1.6500000000000001
5194,5194,1,0,1.6500000000000001
5195,5195,1,0,3.88
5196,5196,0,0,1.3800000000000001
5197,5197,1,0,4.44
5198,5198,1,0,8.44
5199,5199,1,0,1.93
5200,5200,1,0,7.640000000000001
5201,5201,1,0,5.41
5202,5202,1,0,4.74
5203,5203,1,0,9.17
5204,5204,1,0,1.78
5205,5205,1,0,3.71
5206,5206,1,0,8.8
5207,5207,1,0,2.7800000000000002
5208,5208,1,0,4.19
5209,5209,1,0,3.88
5210,5210,1,0,1.92
5211,5211,1,0,10.450000000000001
5212,5212,1,0,7.0200000000000005
5213,5213,1,0,3.59
5214,5214,1,0,4.21
5215,5215,1,0,2.79
5216,5216,1,0,3.73
5217,5217,1,0,3.7
5218,5218,1,0,3.9
5219,5219,1,0,2.5100000000000002
5220,5220,1,0,2.79
5221,5221,1,0,1.68
5222,5222,1,0,4.37
5223,5223,1,0,4.88
5224,5224,1,0,2.16
5225,5225,1,0,2.58
5226,5226,0,0,3.43
5227,5227,1,0,1.86
5228,5228,1,0,2.88
5229,5229,1,0,3.71
5230,5230,1,0,2.1
5231,5231,1,0,2.97
5232,5232,1,0,2.8000000000000003
5233,5233,1,0,5.43
5234,5234,1,0,4.14
5235,5235,1,0,1.46
5236,5236,1,0,1.06
5237,5237,1,0,1.76
5238,5238,1,0,3.94
5239,5239,1,0,6.93
5240,5240,1,0,3.39
5241,5241,0,0,1.81
5242,5242,1,0,4.22
5243,5243,1,0,3.49
5244,5244,1,0,1.9100000000000001
5245,5245,1,0,2.25
5246,5246,1,0,3.44
5247,5247,0,0,2.97
5248,5248,1,0,1.8900000000000001
5249,5249,1,0,7.3500000000000005
5250,5250,1,0,5.2
5251,5251,0,0,2.82
5252,5252,1,0,4.29
5253,5253,0,0,3.36
5254,5254,1,0,10.200000000000001
5255,5255,1,0,2.45
5256,5256,1,0,6.24
5257,5257,1,0,5.62
5258,5258,1,0,6.71
5259,5259,1,0,2.63
5260,5260,1,0,2.2
5261,5261,1,0,5.74
5262,5262,1,0,8.89
5263,5263,1,0,1.78
5264,5264,1,0,2.88
5265,5265,1,0,5.57
5266,5266,1,0,4.05
5267,5267,0,0,2.69
5268,5268,1,0,3.84
5269,5269,1,0,2.99
5270,5270,1,0,4.75
5271,5271,1,0,3.49
5272,5272,1,0,3.7
5273,5273,1,0,7.8
5274,5274,1,0,8.59
5275,5275,1,0,3.73
5276,5276,0,0,0.78
5277,5277,1,0,4.09
5278,5278,1,0,5.71
5279,5279,1,0,3.46
5280,5280,1,0,6.890000000000001
5281,5281,1,0,2.71
5282,5282,0,0,4.74
5283,5283,1,0,1.93
5284,5284,1,0,1.16
5285,5285,1,0,3.56
5286,5286,1,0,8.48
5287,5287,1,0,6.5200000000000005
5288,5288,1,0,2.44
5289,5289,1,0,2.04
5290,5290,1,0,5.5200000000000005
5291,5291,1,0,2.44
5292,5292,0,0,5.63
5293,5293,1,0,8.21
5294,5294,1,0,5.1000000000000005
5295,5295,0,0,7.07
5296,5296,1,0,2.58
5297,5297,1,0,3.59
5298,5298,1,0,3.46
5299,5299,1,0,9.93
5300,5300,1,0,4.5600000000000005
5301,5301,1,0,1.8900000000000001
5302,5302,1,0,3.72
5303,5303,1,0,1.22
5304,5304,0,0,3.95
5305,5305,1,0,4.7700000000000005
5306,5306,1,0,2.2800000000000002
5307,5307,1,0,8.07
5308,5308,1,0,3.17
5309,5309,0,0,8.31
5310,5310,1,0,6.5200000000000005
5311,5311,1,0,1.84
5312,5312,1,0,1.93
5313,5313,1,0,5.7700000000000005
5314,5314,1,0,4.17
5315,5315,1,0,1.19
5316,5316,1,0,6.32
5317,5317,1,0,8.48
5318,5318,1,0,1.36
5319,5319,1,0,4.03
5320,5320,0,0,2.8000000000000003
5321,5321,1,0,5.86
5322,5322,1,0,3.12
5323,5323,1,0,10.03
5324,5324,1,0,3.41
5325,5325,1,0,7.49
5326,5326,1,0,3.37
5327,5327,1,0,1.1500000000000001
5328,5328,1,0,2.41
5329,5329,1,0,4.09
5330,5330,1,0,3.3200000000000003
5331,5331,0,0,1.55
5332,5332,1,0,1.69
5333,5333,0,0,4.04
5334,5334,1,0,8.36
5335,5335,1,0,10.6
5336,5336,1,0,4.62
5337,5337,1,0,16.69
5338,5338,1,0,5.82
5339,5339,1,0,4.66
5340,5340,0,0,4.12
5341,5341,1,0,3.64
5342,5342,1,0,3.6
5343,5343,0,0,4.91
5344,5344,1,0,5.99
5345,5345,1,0,6.1000000000000005
5346,5346,1,0,1.01
5347,5347,1,0,1.42
5348,5348,1,0,6.94
5349,5349,1,0,4.07
5350,5350,0,0,3.15
5351,5351,1,0,2.11
5352,5352,1,0,5.69
5353,5353,1,0,3.86
5354,5354,1,0,4.09
5355,5355,1,0,4.4
5356,5356,1,0,6.12
5357,5357,1,0,2.71
5358,5358,1,0,2.48
5359,5359,1,0,3.0500000000000003
5360,5360,1,0,4.67
5361,5361,1,0,6.2
5362,5362,1,0,4.67
5363,5363,1,0,1.86
5364,5364,1,0,4.13
5365,5365,1,0,13.36
5366,5366,1,0,7.95
5367,5367,0,0,8.41
5368,5368,1,0,7.15
5369,5369,1,0,2.44
5370,5370,1,0,2.64
5371,5371,1,0,5.36
5372,5372,1,0,5.76
5373,5373,1,0,7.5
5374,5374,1,0,11.22
5375,5375,1,0,4.67
5376,5376,1,0,5.0
5377,5377,1,0,3.48
5378,5378,1,0,7.05
5379,5379,1,0,8.47
5380,5380,1,0,2.33
5381,5381,1,0,5.3
5382,5382,1,0,4.0200000000000005
5383,5383,1,0,9.19
5384,5384,1,0,2.24
5385,5385,0,0,1.53
5386,5386,0,0,7.76
5387,5387,1,0,2.57
5388,5388,1,0,0.88
5389,5389,1,0,4.38
5390,5390,1,0,3.2
5391,5391,1,0,3.1
5392,5392,1,0,6.3500000000000005
5393,5393,1,0,4.51
5394,5394,1,0,2.46
5395,5395,1,0,2.11
5396,5396,1,0,1.24
5397,5397,1,0,3.23
5398,5398,1,0,7.3100000000000005
5399,5399,1,0,2.47
5400,5400,1,0,1.37
5401,5401,1,0,2.24
5402,5402,1,0,3.19
5403,5403,1,0,4.04
5404,5404,1,0,1.44
5405,5405,1,0,4.65
5406,5406,1,0,14.42
5407,5407,1,0,0.89
5408,5408,1,0,4.67
5409,5409,1,0,4.5600000000000005
5410,5410,1,0,3.58
5411,5411,1,0,6.5600000000000005
5412,5412,1,0,6.1000000000000005
5413,5413,1,0,2.54
5414,5414,1,0,2.38
5415,5415,1,0,4.64
5416,5416,1,0,6.7
5417,5417,1,0,1.47
5418,5418,1,0,4.87
5419,5419,1,0,2.45
5420,5420,1,0,3.86
5421,5421,1,0,1.57
5422,5422,1,0,3.46
5423,5423,1,0,8.3
5424,5424,1,0,2.04
5425,5425,1,0,9.73
5426,5426,1,0,2.68
5427,5427,1,0,1.1400000000000001
5428,5428,1,0,3.2800000000000002
5429,5429,1,0,2.64
5430,5430,1,0,5.16
5431,5431,1,0,4.19
5432,5432,0,0,0.88
5433,5433,1,0,7.61
5434,5434,1,0,16.93
5435,5435,1,0,5.5200000000000005
5436,5436,1,0,5.3500000000000005
5437,5437,1,0,2.32
5438,5438,1,0,3.47
5439,5439,1,0,5.68
5440,5440,1,0,3.52
5441,5441,1,0,7.42
5442,5442,1,0,1.67
5443,5443,1,0,3.61
5444,5444,1,0,3.44
5445,5445,1,0,2.18
5446,5446,1,0,4.04
5447,5447,1,0,2.59
5448,5448,1,0,3.09
5449,5449,1,0,5.18
5450,5450,1,0,4.18
5451,5451,1,0,2.3000000000000003
5452,5452,1,0,5.18
5453,5453,1,0,3.89
5454,5454,1,0,5.88
5455,5455,1,0,7.67
5456,5456,1,0,3.6
5457,5457,1,0,6.26
5458,5458,1,0,3.49
5459,5459,1,0,1.92
5460,5460,1,0,5.83
5461,5461,1,0,4.39
5462,5462,1,0,3.46
5463,5463,1,0,3.2
5464,5464,1,0,1.77
5465,5465,1,0,5.4
5466,5466,1,0,6.44
5467,5467,1,0,9.75
5468,5468,1,0,7.78
5469,5469,1,0,6.84
5470,5470,1,0,2.36
5471,5471,1,0,3.61
5472,5472,1,0,4.8500000000000005
5473,5473,1,0,4.57
5474,5474,1,0,8.99
5475,5475,1,0,8.05
5476,5476,1,0,9.52
5477,5477,0,0,2.69
5478,5478,1,0,3.9
5479,5479,1,0,4.2700000000000005
5480,5480,1,0,4.92
5481,5481,1,0,18.62
5482,5482,1,0,2.11
5483,5483,1,0,8.27
5484,5484,1,0,10.3
5485,5485,1,0,4.2
5486,5486,1,0,2.67
5487,5487,0,0,0.61
5488,5488,1,0,2.5100000000000002
5489,5489,1,0,3.91
5490,5490,1,0,5.95
5491,5491,1,0,2.61
5492,5492,1,0,4.64
5493,5493,1,0,3.6
5494,5494,1,0,4.2
5495,5495,1,0,5.13
5496,5496,1,0,7.0200000000000005
5497,5497,1,0,1.82
5498,5498,1,0,3.67
5499,5499,1,0,4.49
5500,5500,1,0,4.16
5501,5501,1,0,6.3100000000000005
5502,5502,1,0,6.0200000000000005
5503,5503,1,0,1.23
5504,5504,1,0,1.71
5505,5505,0,0,5.05
5506,5506,0,0,2.87
5507,5507,1,0,16.080000000000002
5508,5508,1,0,5.3100000000000005
5509,5509,1,0,5.03
5510,5510,1,0,3.1
5511,5511,1,0,1.09
5512,5512,1,0,7.86
5513,5513,1,0,2.12
5514,5514,1,0,2.7
5515,5515,1,0,3.36
5516,5516,1,0,2.19
5517,5517,0,0,4.79
5518,5518,1,0,4.76
5519,5519,1,0,7.18
5520,5520,1,0,11.98
5521,5521,1,0,2.35
5522,5522,1,0,6.7
5523,5523,1,0,5.4
5524,5524,1,0,2.95
5525,5525,1,0,6.69
5526,5526,0,0,1.5
5527,5527,1,0,5.95
5528,5528,1,0,13.290000000000001
5529,5529,1,0,16.98
5530,5530,0,0,2.94
5531,5531,1,0,4.07
5532,5532,1,0,1.87
5533,5533,1,0,1.84
5534,5534,1,0,3.63
5535,5535,1,0,1.81
5536,5536,1,0,3.02
5537,5537,1,0,7.45
5538,5538,1,0,2.06
5539,5539,1,0,4.78
5540,5540,1,0,8.69
5541,5541,1,0,4.3
5542,5542,1,0,1.81
5543,5543,1,0,5.28
5544,5544,1,0,4.64
5545,5545,1,0,3.19
5546,5546,1,0,4.49
5547,5547,1,0,7.78
5548,5548,1,0,6.3500000000000005
5549,5549,1,0,2.39
5550,5550,1,0,5.2700000000000005
5551,5551,0,0,1.3900000000000001
5552,5552,1,0,5.28
5553,5553,1,0,2.39
5554,5554,1,0,3.43
5555,5555,1,0,1.78
5556,5556,1,0,2.12
5557,5557,1,0,6.82
5558,5558,1,0,1.47
5559,5559,0,0,2.0100000000000002
5560,5560,1,0,5.7700000000000005
5561,5561,1,0,1.51
5562,5562,1,0,3.62
5563,5563,1,0,1.04
5564,5564,1,0,3.14
5565,5565,0,0,2.73
5566,5566,1,0,1.58
5567,5567,1,0,2.41
5568,5568,1,0,2.13
5569,5569,1,0,1.3900000000000001
5570,5570,1,0,4.2700000000000005
5571,5571,1,0,5.84
5572,5572,1,0,1.37
5573,5573,1,0,6.69
5574,5574,1,0,3.14
5575,5575,1,0,3.13
5576,5576,0,0,0.98
5577,5577,1,0,4.16
5578,5578,0,0,0.98
5579,5579,1,0,4.23
5580,5580,1,0,4.54
5581,5581,1,0,13.26
5582,5582,1,0,3.36
5583,5583,1,0,3.27
5584,5584,1,0,1.74
5585,5585,1,0,19.79
5586,5586,1,0,8.700000000000001
5587,5587,1,0,4.51
5588,5588,1,0,10.36
5589,5589,1,0,3.19
5590,5590,1,0,1.86
5591,5591,1,0,7.76
5592,5592,1,0,4.8
5593,5593,1,0,7.34
5594,5594,1,0,6.48
5595,5595,1,0,4.58
5596,5596,1,0,2.75
5597,5597,1,0,5.0600000000000005
5598,5598,0,0,2.59
5599,5599,1,0,2.6
5600,5600,0,0,13.8
5601,5601,1,0,5.23
5602,5602,1,0,4.72
5603,5603,1,0,2.07
5604,5604,0,0,1.12
5605,5605,1,0,1.9000000000000001
5606,5606,1,0,2.17
5607,5607,1,0,8.28
5608,5608,1,0,6.53
5609,5609,1,0,7.61
5610,5610,1,0,4.8
5611,5611,1,0,4.8100000000000005
5612,5612,1,0,5.41
5613,5613,1,0,3.5100000000000002
5614,5614,1,0,4.15
5615,5615,1,0,1.93
5616,5616,1,0,2.14
5617,5617,1,0,5.45
5618,5618,1,0,5.91
5619,5619,1,0,6.99
5620,5620,1,0,5.37
5621,5621,1,0,2.64
5622,5622,1,0,4.46
5623,5623,1,0,2.91
5624,5624,1,0,2.89
5625,5625,1,0,1.35
5626,5626,1,0,11.63
5627,5627,1,0,3.7
5628,5628,1,0,3.72
5629,5629,1,0,11.08
5630,5630,0,0,2.7
5631,5631,1,0,3.91
5632,5632,1,0,1.47
5633,5633,1,0,3.2600000000000002
5634,5634,1,0,2.79
5635,5635,0,0,1.28
5636,5636,1,0,3.2600000000000002
5637,5637,1,0,1.12
5638,5638,1,0,2.37
5639,5639,1,0,7.640000000000001
5640,5640,1,0,6.99
5641,5641,1,0,2.46
5642,5642,1,0,1.6600000000000001
5643,5643,0,0,1.44
5644,5644,1,0,2.58
5645,5645,1,0,4.65
5646,5646,0,0,5.71
5647,5647,1,0,4.71
5648,5648,1,0,3.3000000000000003
5649,5649,1,0,12.19
5650,5650,1,0,8.89
5651,5651,1,0,4.69
5652,5652,1,0,5.82
5653,5653,1,0,3.27
5654,5654,1,0,3.86
5655,5655,1,0,3.52
5656,5656,1,0,8.15
5657,5657,1,0,4.32
5658,5658,1,0,5.5200000000000005
5659,5659,1,0,7.11
5660,5660,1,0,3.14
5661,5661,1,0,4.72
5662,5662,1,0,1.0
5663,5663,1,0,3.24
5664,5664,1,0,3.6
5665,5665,1,0,2.16
5666,5666,1,0,5.18
5667,5667,1,0,5.3100000000000005
5668,5668,1,0,3.0
5669,5669,1,0,2.7600000000000002
5670,5670,1,0,1.5
5671,5671,1,0,2.34
5672,5672,1,0,3.0700000000000003
5673,5673,1,0,3.37
5674,5674,0,0,3.11
5675,5675,1,0,2.5500000000000003
5676,5676,1,0,1.1
5677,5677,1,0,2.7
5678,5678,1,0,4.13
5679,5679,1,0,2.98
5680,5680,1,0,3.3000000000000003
5681,5681,1,0,2.46
5682,5682,1,0,2.93
5683,5683,1,0,2.33
5684,5684,1,0,7.890000000000001
5685,5685,1,0,3.04
5686,5686,1,0,1.75
5687,5687,1,0,6.57
5688,5688,1,0,1.1300000000000001
5689,5689,1,0,6.04
5690,5690,1,0,3.2800000000000002
5691,5691,1,0,2.94
5692,5692,1,0,5.48
5693,5693,1,0,5.09
5694,5694,1,0,3.3000000000000003
5695,5695,1,0,3.56
5696,5696,1,0,8.19
5697,5697,1,0,3.7600000000000002
5698,5698,1,0,4.2700000000000005
5699,5699,1,0,2.62
5700,5700,1,0,5.03
5701,5701,1,0,6.12
5702,5702,1,0,5.11
5703,5703,1,0,2.88
5704,5704,1,0,5.47
5705,5705,1,0,3.94
5706,5706,1,0,2.5300000000000002
5707,5707,1,0,1.61
5708,5708,1,0,9.36
5709,5709,1,0,5.7700000000000005
5710,5710,1,0,1.9000000000000001
5711,5711,1,0,1.93
5712,5712,1,0,2.13
5713,5713,1,0,1.67
5714,5714,1,0,5.97
5715,5715,1,0,3.3200000000000003
5716,5716,1,0,3.63
5717,5717,1,0,2.09
5718,5718,1,0,2.72
5719,5719,1,0,2.13
5720,5720,1,0,4.09
5721,5721,1,0,2.67
5722,5722,0,0,3.47
5723,5723,1,0,5.76
5724,5724,1,0,4.12
5725,5725,1,0,3.79
5726,5726,1,0,5.53
5727,5727,1,0,5.88
5728,5728,1,0,3.2
5729,5729,1,0,5.46
5730,5730,0,0,4.36
5731,5731,1,0,1.34
5732,5732,1,0,3.87
5733,5733,1,0,9.11
5734,5734,1,0,3.15
5735,5735,1,0,1.94
5736,5736,1,0,4.65
5737,5737,1,0,4.17
5738,5738,1,0,8.57
5739,5739,0,0,1.1400000000000001
5740,5740,1,0,12.51
5741,5741,1,0,4.0600000000000005
5742,5742,1,0,13.48
5743,5743,1,0,2.1
5744,5744,1,0,9.35
5745,5745,1,0,2.38
5746,5746,1,0,1.35
5747,5747,1,0,4.32
5748,5748,1,0,4.93
5749,5749,1,0,5.34
5750,5750,1,0,2.7800000000000002
5751,5751,1,0,7.67
5752,5752,1,0,2.6
5753,5753,0,0,3.49
5754,5754,1,0,3.25
5755,5755,1,0,3.12
5756,5756,0,0,5.67
5757,5757,1,0,1.92
5758,5758,1,0,4.34
5759,5759,0,0,3.44
5760,5760,1,0,2.6
5761,5761,1,0,5.5
5762,5762,1,0,14.0
5763,5763,1,0,5.64
5764,5764,1,0,2.7800000000000002
5765,5765,1,0,0.91
5766,5766,1,0,5.76
5767,5767,1,0,1.2
5768,5768,1,0,4.11
5769,5769,1,0,5.41
5770,5770,1,0,6.05
5771,5771,0,0,1.01
5772,5772,1,0,12.05
5773,5773,1,0,2.7600000000000002
5774,5774,1,0,3.96
5775,5775,1,0,4.43
5776,5776,1,0,4.5200000000000005
5777,5777,1,0,5.73
5778,5778,1,0,10.53
5779,5779,1,0,3.2
5780,5780,1,0,3.8000000000000003
5781,5781,1,0,2.36
5782,5782,1,0,2.87
5783,5783,1,0,9.43
5784,5784,1,0,4.16
5785,5785,1,0,2.38
5786,5786,1,0,6.390000000000001
5787,5787,1,0,1.8900000000000001
5788,5788,1,0,6.83
5789,5789,1,0,5.22
5790,5790,1,0,2.0
5791,5791,1,0,13.0
5792,5792,1,0,1.58
5793,5793,1,0,4.3
5794,5794,1,0,4.74
5795,5795,1,0,3.67
5796,5796,0,0,1.94
5797,5797,1,0,4.25
5798,5798,1,0,3.87
5799,5799,1,0,1.86
5800,5800,1,0,6.0200000000000005
5801,5801,1,0,3.08
5802,5802,1,0,5.5200000000000005
5803,5803,1,0,8.8
5804,5804,1,0,5.82
5805,5805,1,0,7.2
5806,5806,0,0,1.11
5807,5807,1,0,7.11
5808,5808,0,0,4.75
5809,5809,1,0,20.78
5810,5810,1,0,3.84
5811,5811,0,0,0.8
5812,5812,1,0,1.09
5813,5813,1,0,4.64
5814,5814,0,0,1.31
5815,5815,1,0,1.98
5816,5816,1,0,8.88
5817,5817,1,0,6.0600000000000005
5818,5818,1,0,3.31
5819,5819,1,0,0.8
5820,5820,1,0,1.71
5821,5821,1,0,3.44
5822,5822,1,0,7.25
5823,5823,1,0,3.08
5824,5824,1,0,6.38
5825,5825,1,0,1.37
5826,5826,1,0,9.42
5827,5827,1,0,4.4
5828,5828,1,0,2.5300000000000002
5829,5829,1,0,3.85
5830,5830,1,0,2.63
5831,5831,1,0,8.25
5832,5832,1,0,4.54
5833,5833,0,0,1.52
5834,5834,1,0,2.44
5835,5835,1,0,3.9
5836,5836,1,0,6.0200000000000005
5837,5837,1,0,3.39
5838,5838,1,0,5.73
