,player,response,round,rt
2285,2285,1,0,4.84
2286,2286,1,0,1.7
2287,2287,1,0,3.92
2288,2288,1,0,4.41
2289,2289,1,0,8.25
2290,2290,1,0,3.38
2291,2291,1,0,11.1
2292,2292,1,0,5.47
2293,2293,0,0,9.540000000000001
2294,2294,1,0,2.48
2295,2295,1,0,1.46
2296,2296,1,0,5.72
2297,2297,1,0,2.93
2298,2298,1,0,9.31
2299,2299,1,0,2.85
2300,2300,1,0,6.07
2301,2301,1,0,3.58
2302,2302,1,0,5.83
2303,2303,1,0,9.91
2304,2304,1,0,1.83
2305,2305,1,0,2.14
2306,2306,1,0,3.04
2307,2307,1,0,2.16
2308,2308,1,0,2.65
2309,2309,1,0,3.97
2310,2310,1,0,2.14
2311,2311,1,0,3.13
2312,2312,1,0,2.68
2313,2313,1,0,7.9
2314,2314,1,0,5.1000000000000005
2315,2315,1,0,1.68
2316,2316,1,0,6.21
2317,2317,1,0,3.15
2318,2318,1,0,7.7700000000000005
2319,2319,1,0,2.9
2320,2320,1,0,7.18
2321,2321,1,0,3.4
2322,2322,1,0,8.49
2323,2323,1,0,1.48
2324,2324,1,0,5.41
2325,2325,1,0,11.17
2326,2326,1,0,14.81
2327,2327,1,0,2.93
2328,2328,1,0,4.21
2329,2329,1,0,3.0300000000000002
2330,2330,1,0,9.49
2331,2331,1,0,1.99
2332,2332,1,0,3.0700000000000003
2333,2333,0,0,2.0
2334,2334,1,0,3.61
2335,2335,1,0,1.5
2336,2336,1,0,2.59
2337,2337,1,0,3.36
2338,2338,1,0,13.82
2339,2339,1,0,2.92
2340,2340,1,0,4.63
2341,2341,1,0,3.85
2342,2342,0,0,6.49
2343,2343,1,0,3.18
2344,2344,1,0,9.1
2345,2345,1,0,4.33
2346,2346,1,0,2.14
2347,2347,1,0,2.05
2348,2348,1,0,7.51
2349,2349,1,0,7.57
2350,2350,1,0,2.05
2351,2351,1,0,1.52
2352,2352,1,0,2.6
2353,2353,1,0,1.11
2354,2354,1,0,1.05
2355,2355,1,0,5.05
2356,2356,1,0,2.86
2357,2357,1,0,2.2
2358,2358,1,0,3.7
2359,2359,1,0,12.11
2360,2360,1,0,3.37
2361,2361,1,0,3.18
2362,2362,1,0,5.1000000000000005
2363,2363,1,0,6.890000000000001
2364,2364,1,0,2.31
2365,2365,0,0,3.0
2366,2366,1,0,1.9100000000000001
2367,2367,0,0,0.43
2368,2368,1,0,1.07
2369,2369,1,0,2.31
2370,2370,1,0,6.36
2371,2371,1,0,3.98
2372,2372,1,0,4.68
2373,2373,1,0,4.69
2374,2374,1,0,1.8
2375,2375,1,0,2.29
2376,2376,1,0,6.03
2377,2377,1,0,5.34
2378,2378,1,0,8.9
2379,2379,1,0,3.13
2380,2380,1,0,11.38
2381,2381,1,0,11.71
2382,2382,1,0,9.11
2383,2383,1,0,7.0
2384,2384,1,0,10.91
2385,2385,1,0,7.86
2386,2386,1,0,3.5700000000000003
2387,2387,1,0,3.8200000000000003
2388,2388,1,0,1.79
2389,2389,0,0,5.3100000000000005
2390,2390,1,0,3.29
2391,2391,1,0,6.63
2392,2392,0,0,2.38
2393,2393,1,0,5.16
2394,2394,1,0,2.52
2395,2395,1,0,3.35
2396,2396,1,0,2.91
2397,2397,1,0,1.01
2398,2398,1,0,4.89
2399,2399,1,0,4.48
2400,2400,1,0,3.98
2401,2401,1,0,6.33
2402,2402,1,0,1.17
2403,2403,1,0,2.87
2404,2404,1,0,1.19
2405,2405,1,0,4.33
2406,2406,1,0,2.33
2407,2407,1,0,2.72
2408,2408,0,0,13.32
2409,2409,1,0,4.09
2410,2410,1,0,2.9
2411,2411,1,0,1.82
2412,2412,1,0,1.49
2413,2413,1,0,6.91
2414,2414,1,0,2.08
2415,2415,1,0,2.5500000000000003
2416,2416,1,0,2.97
2417,2417,1,0,8.91
2418,2418,1,0,7.96
2419,2419,0,0,5.53
2420,2420,1,0,5.12
2421,2421,1,0,3.1
2422,2422,1,0,3.0500000000000003
2423,2423,1,0,4.89
2424,2424,1,0,5.2
2425,2425,1,0,1.07
2426,2426,1,0,1.1300000000000001
2427,2427,1,0,5.55
2428,2428,1,0,1.6400000000000001
2429,2429,1,0,3.58
2430,2430,1,0,5.74
2431,2431,1,0,4.8
2432,2432,1,0,3.33
2433,2433,1,0,3.38
2434,2434,1,0,3.22
2435,2435,1,0,7.03
2436,2436,1,0,3.72
2437,2437,1,0,1.84
2438,2438,1,0,3.65
2439,2439,1,0,2.3000000000000003
2440,2440,0,0,0.54
2441,2441,1,0,2.42
2442,2442,1,0,1.19
2443,2443,1,0,4.93
2444,2444,1,0,1.98
2445,2445,1,0,4.86
2446,2446,1,0,9.4
2447,2447,1,0,2.33
2448,2448,1,0,2.5500000000000003
2449,2449,1,0,7.97
2450,2450,1,0,12.89
2451,2451,1,0,8.82
2452,2452,1,0,2.65
2453,2453,1,0,6.59
2454,2454,1,0,1.59
2455,2455,1,0,1.11
2456,2456,1,0,1.81
2457,2457,1,0,1.6
2458,2458,1,0,4.8100000000000005
2459,2459,1,0,1.52
2460,2460,0,0,1.04
2461,2461,1,0,2.58
2462,2462,1,0,9.39
2463,2463,1,0,7.22
2464,2464,1,0,2.87
2465,2465,1,0,9.34
2466,2466,1,0,4.72
2467,2467,1,0,3.39
2468,2468,1,0,5.65
2469,2469,1,0,6.3100000000000005
2470,2470,1,0,3.66
2471,2471,1,0,5.3
2472,2472,1,0,1.82
2473,2473,1,0,1.4000000000000001
2474,2474,1,0,1.6300000000000001
2475,2475,1,0,3.92
2476,2476,1,0,3.97
2477,2477,1,0,1.7
2478,2478,1,0,12.3
2479,2479,1,0,5.33
2480,2480,1,0,4.24
2481,2481,1,0,5.33
2482,2482,1,0,18.04
2483,2483,1,0,4.78
2484,2484,1,0,2.5300000000000002
2485,2485,0,0,1.93
2486,2486,1,0,2.7800000000000002
2487,2487,1,0,4.29
2488,2488,1,0,10.82
2489,2489,1,0,3.71
2490,2490,1,0,2.8000000000000003
2491,2491,1,0,9.66
2492,2492,1,0,6.5600000000000005
2493,2493,0,0,1.76
2494,2494,1,0,8.120000000000001
2495,2495,1,0,5.5200000000000005
2496,2496,1,0,2.5500000000000003
2497,2497,1,0,5.49
2498,2498,1,0,2.6
2499,2499,1,0,5.93
2500,2500,1,0,9.38
2501,2501,1,0,7.72
2502,2502,0,0,7.140000000000001
2503,2503,1,0,2.56
2504,2504,1,0,3.42
2505,2505,1,0,3.71
2506,2506,1,0,1.8800000000000001
2507,2507,1,0,3.19
2508,2508,0,0,1.77
2509,2509,1,0,7.68
2510,2510,1,0,3.92
2511,2511,1,0,10.15
2512,2512,1,0,4.0200000000000005
2513,2513,1,0,6.71
2514,2514,1,0,7.76
2515,2515,1,0,7.8500000000000005
2516,2516,1,0,1.84
2517,2517,1,0,4.72
2518,2518,1,0,4.19
2519,2519,1,0,4.43
2520,2520,0,0,0.52
2521,2521,1,0,7.63
2522,2522,1,0,2.07
2523,2523,1,0,5.71
2524,2524,1,0,7.16
2525,2525,1,0,1.3900000000000001
2526,2526,1,0,1.52
2527,2527,1,0,3.16
2528,2528,1,0,2.82
2529,2529,0,0,1.8900000000000001
2530,2530,1,0,4.08
2531,2531,1,0,5.99
2532,2532,1,0,3.4
2533,2533,1,0,1.03
2534,2534,1,0,2.93
2535,2535,1,0,3.65
2536,2536,1,0,4.43
2537,2537,1,0,4.59
2538,2538,1,0,3.7800000000000002
2539,2539,1,0,2.14
2540,2540,1,0,8.78
2541,2541,0,0,0.92
2542,2542,1,0,6.390000000000001
2543,2543,1,0,3.12
2544,2544,1,0,7.140000000000001
2545,2545,1,0,1.51
2546,2546,1,0,16.59
2547,2547,1,0,3.41
2548,2548,1,0,9.05
2549,2549,1,0,2.67
2550,2550,1,0,4.19
2551,2551,1,0,7.84
2552,2552,1,0,5.79
2553,2553,1,0,4.3
2554,2554,1,0,3.3000000000000003
2555,2555,1,0,3.43
2556,2556,1,0,1.85
2557,2557,1,0,1.36
2558,2558,1,0,12.98
2559,2559,1,0,4.79
2560,2560,1,0,3.34
2561,2561,1,0,6.16
2562,2562,1,0,2.27
2563,2563,1,0,4.39
2564,2564,1,0,5.99
2565,2565,1,0,3.7
2566,2566,1,0,5.45
2567,2567,1,0,8.92
2568,2568,1,0,4.8100000000000005
2569,2569,1,0,4.58
2570,2570,1,0,3.0300000000000002
2571,2571,1,0,2.65
2572,2572,1,0,5.3
2573,2573,1,0,2.44
2574,2574,1,0,4.78
2575,2575,1,0,5.01
2576,2576,1,0,4.64
2577,2577,1,0,1.6300000000000001
2578,2578,1,0,1.5
2579,2579,1,0,7.38
2580,2580,1,0,5.0
2581,2581,1,0,9.700000000000001
2582,2582,1,0,2.9
2583,2583,1,0,4.0600000000000005
2584,2584,1,0,5.84
2585,2585,0,0,1.6600000000000001
2586,2586,1,0,5.95
2587,2587,1,0,4.68
2588,2588,1,0,4.0600000000000005
2589,2589,1,0,3.62
2590,2590,1,0,2.94
2591,2591,1,0,1.82
2592,2592,1,0,2.16
2593,2593,1,0,8.6
2594,2594,1,0,4.54
2595,2595,1,0,10.11
2596,2596,1,0,2.6
2597,2597,1,0,2.52
2598,2598,1,0,4.84
2599,2599,1,0,5.5200000000000005
2600,2600,1,0,3.15
2601,2601,1,0,1.98
2602,2602,1,0,3.35
2603,2603,1,0,2.95
2604,2604,1,0,2.97
2605,2605,1,0,4.03
2606,2606,1,0,5.14
2607,2607,1,0,3.56
2608,2608,1,0,5.0200000000000005
2609,2609,1,0,9.05
2610,2610,1,0,10.4
2611,2611,1,0,8.19
2612,2612,1,0,1.92
2613,2613,1,0,4.2700000000000005
2614,2614,1,0,1.49
2615,2615,1,0,3.41
2616,2616,0,0,1.1
2617,2617,1,0,1.45
2618,2618,1,0,4.59
2619,2619,1,0,4.09
2620,2620,1,0,1.98
2621,2621,1,0,2.35
2622,2622,1,0,1.16
2623,2623,0,0,1.81
2624,2624,1,0,6.04
2625,2625,1,0,1.01
2626,2626,1,0,6.72
2627,2627,1,0,1.51
2628,2628,1,0,6.3100000000000005
2629,2629,1,0,8.67
2630,2630,1,0,2.14
2631,2631,1,0,4.44
2632,2632,1,0,3.44
2633,2633,1,0,3.66
2634,2634,1,0,2.17
2635,2635,0,0,3.37
2636,2636,1,0,3.33
2637,2637,1,0,3.3000000000000003
2638,2638,1,0,2.98
2639,2639,1,0,8.16
2640,2640,1,0,5.37
2641,2641,1,0,4.51
2642,2642,1,0,2.33
2643,2643,1,0,2.5
2644,2644,0,0,1.95
2645,2645,1,0,3.37
2646,2646,1,0,1.48
2647,2647,1,0,11.26
2648,2648,1,0,3.18
2649,2649,1,0,4.49
2650,2650,1,0,7.7700000000000005
2651,2651,0,0,3.94
2652,2652,1,0,5.74
2653,2653,1,0,4.24
2654,2654,1,0,2.22
2655,2655,1,0,12.05
2656,2656,1,0,0.56
2657,2657,1,0,3.3200000000000003
2658,2658,1,0,5.38
2659,2659,1,0,1.8
2660,2660,1,0,1.9000000000000001
2661,2661,1,0,3.1
2662,2662,1,0,5.42
2663,2663,1,0,15.11
2664,2664,1,0,6.47
2665,2665,0,0,7.75
2666,2666,1,0,5.75
2667,2667,1,0,5.66
2668,2668,1,0,5.55
2669,2669,1,0,5.32
2670,2670,1,0,2.47
2671,2671,1,0,10.86
2672,2672,1,0,1.8
2673,2673,1,0,3.06
2674,2674,1,0,3.64
2675,2675,1,0,3.59
2676,2676,1,0,3.15
2677,2677,0,0,1.06
2678,2678,1,0,3.89
2679,2679,1,0,2.21
2680,2680,1,0,2.3000000000000003
2681,2681,1,0,7.11
2682,2682,1,0,4.16
2683,2683,1,0,4.62
2684,2684,1,0,10.200000000000001
2685,2685,0,0,3.39
2686,2686,1,0,1.01
2687,2687,1,0,1.61
2688,2688,1,0,1.67
2689,2689,1,0,4.13
2690,2690,1,0,6.43
2691,2691,1,0,3.04
2692,2692,1,0,1.25
2693,2693,1,0,2.15
2694,2694,1,0,1.98
2695,2695,1,0,4.2700000000000005
2696,2696,1,0,1.75
2697,2697,1,0,1.29
2698,2698,1,0,2.32
2699,2699,1,0,9.35
2700,2700,1,0,5.33
2701,2701,1,0,5.13
2702,2702,1,0,2.36
2703,2703,1,0,6.22
2704,2704,1,0,6.44
2705,2705,1,0,1.81
2706,2706,1,0,2.7
2707,2707,1,0,8.99
2708,2708,1,0,5.64
2709,2709,1,0,3.69
2710,2710,1,0,5.48
2711,2711,1,0,2.25
2712,2712,0,0,1.77
2713,2713,1,0,0.89
2714,2714,0,0,6.73
2715,2715,1,0,2.5500000000000003
2716,2716,1,0,2.17
2717,2717,1,0,3.19
2718,2718,1,0,2.34
2719,2719,1,0,1.29
2720,2720,1,0,6.46
2721,2721,1,0,4.93
2722,2722,1,0,1.96
2723,2723,1,0,6.73
2724,2724,1,0,2.37
2725,2725,1,0,1.3900000000000001
2726,2726,1,0,2.73
2727,2727,1,0,6.140000000000001
2728,2728,1,0,2.48
2729,2729,1,0,6.84
2730,2730,1,0,1.6600000000000001
2731,2731,1,0,10.17
2732,2732,1,0,2.31
2733,2733,1,0,2.08
2734,2734,1,0,4.68
2735,2735,1,0,4.3
2736,2736,1,0,2.63
2737,2737,1,0,7.75
2738,2738,1,0,5.82
2739,2739,1,0,2.89
2740,2740,1,0,4.65
2741,2741,1,0,1.99
2742,2742,0,0,2.65
2743,2743,1,0,1.21
2744,2744,1,0,10.21
2745,2745,1,0,5.79
2746,2746,0,0,6.1000000000000005
2747,2747,1,0,2.87
2748,2748,1,0,10.42
2749,2749,1,0,2.06
2750,2750,1,0,6.43
2751,2751,0,0,1.6300000000000001
2752,2752,1,0,1.86
2753,2753,1,0,1.58
2754,2754,0,0,2.0300000000000002
2755,2755,1,0,4.33
2756,2756,1,0,4.65
2757,2757,0,0,0.73
2758,2758,1,0,8.23
2759,2759,1,0,2.5500000000000003
2760,2760,0,0,4.2700000000000005
2761,2761,1,0,6.92
2762,2762,1,0,2.34
2763,2763,1,0,3.69
2764,2764,1,0,3.99
2765,2765,1,0,1.8
2766,2766,1,0,4.07
2767,2767,1,0,5.3500000000000005
2768,2768,0,0,1.61
2769,2769,1,0,4.87
2770,2770,1,0,2.0100000000000002
2771,2771,1,0,9.31
2772,2772,1,0,2.2
2773,2773,1,0,4.89
2774,2774,1,0,4.67
2775,2775,1,0,2.05
2776,2776,1,0,1.62
2777,2777,1,0,3.4
2778,2778,1,0,4.61
2779,2779,1,0,10.8
2780,2780,0,0,1.24
2781,2781,1,0,5.94
2782,2782,1,0,3.38
2783,2783,1,0,3.39
2784,2784,1,0,5.64
2785,2785,1,0,3.49
2786,2786,1,0,2.56
2787,2787,1,0,5.47
2788,2788,1,0,3.16
2789,2789,1,0,3.4
2790,2790,1,0,5.6000000000000005
2791,2791,1,0,1.58
2792,2792,1,0,4.15
2793,2793,1,0,1.59
2794,2794,1,0,3.6
2795,2795,1,0,1.4000000000000001
2796,2796,1,0,1.9100000000000001
2797,2797,1,0,2.18
2798,2798,1,0,3.11
2799,2799,1,0,4.2700000000000005
2800,2800,1,0,4.7
2801,2801,1,0,6.43
2802,2802,1,0,1.97
2803,2803,1,0,2.94
2804,2804,1,0,3.5100000000000002
2805,2805,1,0,2.07
2806,2806,1,0,4.08
2807,2807,1,0,3.5
2808,2808,0,0,0.87
2809,2809,1,0,3.33
2810,2810,1,0,1.78
2811,2811,1,0,3.12
2812,2812,1,0,13.13
2813,2813,1,0,4.66
2814,2814,1,0,6.66
2815,2815,1,0,6.25
2816,2816,1,0,2.8000000000000003
2817,2817,1,0,4.65
2818,2818,1,0,3.02
2819,2819,1,0,3.83
2820,2820,1,0,9.19
2821,2821,1,0,4.69
2822,2822,0,0,1.25
2823,2823,1,0,4.28
2824,2824,1,0,1.97
2825,2825,1,0,2.42
2826,2826,1,0,1.44
2827,2827,1,0,2.4
2828,2828,0,0,5.84
2829,2829,1,0,1.56
2830,2830,0,0,1.18
2831,2831,1,0,1.61
2832,2832,1,0,7.11
2833,2833,1,0,8.82
2834,2834,1,0,3.81
2835,2835,0,0,2.92
2836,2836,1,0,5.79
2837,2837,1,0,2.22
2838,2838,1,0,7.8
2839,2839,0,0,6.6000000000000005
2840,2840,1,0,3.47
2841,2841,1,0,3.0
2842,2842,1,0,2.11
2843,2843,1,0,7.0600000000000005
2844,2844,1,0,8.96
2845,2845,1,0,7.04
2846,2846,1,0,1.24
2847,2847,1,0,1.81
2848,2848,1,0,4.73
2849,2849,1,0,4.8100000000000005
2850,2850,0,0,1.23
2851,2851,1,0,4.23
2852,2852,1,0,4.05
2853,2853,1,0,5.51
2854,2854,1,0,2.69
2855,2855,1,0,2.36
2856,2856,1,0,1.37
2857,2857,1,0,4.5200000000000005
2858,2858,1,0,2.52
2859,2859,1,0,1.1500000000000001
2860,2860,1,0,5.98
2861,2861,1,0,4.21
2862,2862,1,0,9.07
2863,2863,1,0,4.41
2864,2864,1,0,1.05
2865,2865,1,0,2.52
2866,2866,1,0,2.07
2867,2867,1,0,2.06
2868,2868,0,0,3.04
2869,2869,1,0,3.74
2870,2870,0,0,3.13
2871,2871,1,0,3.96
2872,2872,1,0,2.48
2873,2873,1,0,6.69
2874,2874,1,0,3.34
2875,2875,1,0,3.3000000000000003
2876,2876,0,0,1.73
2877,2877,1,0,2.19
2878,2878,1,0,5.79
2879,2879,1,0,4.23
2880,2880,1,0,2.77
2881,2881,1,0,8.73
2882,2882,1,0,5.11
2883,2883,1,0,1.67
2884,2884,1,0,10.49
2885,2885,1,0,5.17
2886,2886,1,0,4.34
2887,2887,1,0,4.7
2888,2888,1,0,2.07
2889,2889,1,0,1.4000000000000001
2890,2890,1,0,8.2
2891,2891,1,0,7.11
2892,2892,1,0,3.84
2893,2893,1,0,3.72
2894,2894,1,0,5.04
2895,2895,1,0,2.5100000000000002
2896,2896,1,0,1.98
2897,2897,1,0,2.57
2898,2898,1,0,3.92
2899,2899,1,0,1.09
2900,2900,1,0,10.27
2901,2901,1,0,3.86
2902,2902,1,0,1.7
2903,2903,1,0,3.6
2904,2904,1,0,7.04
2905,2905,1,0,23.42
2906,2906,1,0,7.23
2907,2907,1,0,4.1
2908,2908,1,0,1.35
2909,2909,1,0,5.28
2910,2910,1,0,3.3000000000000003
2911,2911,1,0,5.47
2912,2912,0,0,7.59
2913,2913,0,0,0.93
2914,2914,1,0,7.49
2915,2915,1,0,6.26
2916,2916,1,0,4.6000000000000005
2917,2917,1,0,1.42
2918,2918,1,0,1.9100000000000001
2919,2919,1,0,3.2600000000000002
2920,2920,1,0,5.37
2921,2921,1,0,2.57
2922,2922,1,0,3.39
2923,2923,1,0,2.92
2924,2924,1,0,7.45
2925,2925,1,0,2.24
2926,2926,1,0,2.56
2927,2927,1,0,2.81
2928,2928,1,0,4.0600000000000005
2929,2929,1,0,2.83
2930,2930,1,0,5.66
2931,2931,1,0,11.46
2932,2932,1,0,3.1
2933,2933,1,0,2.66
2934,2934,1,0,1.76
2935,2935,1,0,2.18
2936,2936,1,0,3.63
2937,2937,1,0,2.24
2938,2938,1,0,2.25
2939,2939,1,0,9.24
2940,2940,1,0,2.27
2941,2941,1,0,6.73
2942,2942,1,0,4.37
2943,2943,1,0,2.33
2944,2944,0,0,3.37
2945,2945,1,0,4.07
2946,2946,1,0,2.12
2947,2947,1,0,4.15
2948,2948,1,0,2.29
2949,2949,1,0,3.68
2950,2950,1,0,3.52
2951,2951,1,0,2.7800000000000002
2952,2952,1,0,2.2
2953,2953,1,0,3.0
2954,2954,1,0,5.5
2955,2955,1,0,7.34
2956,2956,1,0,4.19
2957,2957,1,0,6.63
2958,2958,1,0,4.39
2959,2959,1,0,3.48
2960,2960,0,0,1.84
2961,2961,1,0,3.4
2962,2962,1,0,3.42
2963,2963,1,0,5.18
2964,2964,1,0,2.13
2965,2965,0,0,2.5300000000000002
2966,2966,1,0,7.01
2967,2967,1,0,1.6
2968,2968,1,0,10.99
2969,2969,1,0,2.5100000000000002
2970,2970,1,0,10.61
2971,2971,1,0,2.85
2972,2972,1,0,6.46
2973,2973,1,0,3.38
2974,2974,1,0,3.13
2975,2975,1,0,5.2700000000000005
2976,2976,1,0,2.05
2977,2977,1,0,6.99
2978,2978,1,0,2.41
2979,2979,1,0,3.2800000000000002
2980,2980,1,0,0.68
2981,2981,1,0,14.72
2982,2982,1,0,4.94
2983,2983,1,0,6.51
2984,2984,1,0,6.32
2985,2985,1,0,5.0600000000000005
2986,2986,1,0,9.34
2987,2987,1,0,6.21
2988,2988,1,0,14.620000000000001
2989,2989,1,0,0.91
2990,2990,1,0,0.8300000000000001
2991,2991,1,0,3.65
2992,2992,1,0,2.87
2993,2993,1,0,2.48
2994,2994,0,0,2.41
2995,2995,1,0,6.11
2996,2996,0,0,0.7000000000000001
2997,2997,0,0,6.44
2998,2998,0,0,1.79
2999,2999,1,0,4.46
3000,3000,1,0,2.11
3001,3001,1,0,1.1
3002,3002,0,0,3.89
3003,3003,1,0,6.8100000000000005
3004,3004,1,0,6.36
3005,3005,1,0,0.78
3006,3006,1,0,2.7
3007,3007,1,0,2.22
3008,3008,0,0,1.09
3009,3009,1,0,4.88
3010,3010,1,0,7.37
3011,3011,1,0,1.8800000000000001
3012,3012,0,0,2.77
3013,3013,1,0,4.46
3014,3014,1,0,2.61
3015,3015,1,0,3.19
3016,3016,0,0,11.35
3017,3017,1,0,4.43
3018,3018,1,0,6.3
3019,3019,1,0,1.93
3020,3020,1,0,1.4000000000000001
3021,3021,1,0,9.8
3022,3022,1,0,3.46
3023,3023,1,0,5.92
3024,3024,1,0,6.21
3025,3025,1,0,3.0500000000000003
3026,3026,1,0,7.5
3027,3027,1,0,5.23
3028,3028,1,0,5.49
3029,3029,1,0,3.0700000000000003
3030,3030,1,0,3.6
3031,3031,1,0,4.21
3032,3032,1,0,2.15
3033,3033,1,0,4.34
3034,3034,1,0,2.6
3035,3035,0,0,3.12
3036,3036,1,0,3.88
3037,3037,1,0,3.65
3038,3038,1,0,1.86
3039,3039,1,0,3.41
3040,3040,1,0,7.92
3041,3041,1,0,5.33
3042,3042,1,0,6.5200000000000005
3043,3043,1,0,4.11
3044,3044,1,0,2.62
3045,3045,1,0,4.39
3046,3046,1,0,7.6000000000000005
3047,3047,1,0,8.71
3048,3048,1,0,3.17
3049,3049,1,0,3.29
3050,3050,1,0,5.59
3051,3051,1,0,13.49
3052,3052,1,0,2.46
3053,3053,1,0,8.31
3054,3054,1,0,4.23
3055,3055,1,0,1.83
3056,3056,1,0,4.45
3057,3057,1,0,6.4
3058,3058,0,0,3.92
3059,3059,1,0,2.74
3060,3060,1,0,3.0700000000000003
3061,3061,1,0,8.14
3062,3062,0,0,3.0700000000000003
3063,3063,1,0,2.18
3064,3064,1,0,7.67
3065,3065,1,0,10.72
3066,3066,1,0,8.07
3067,3067,1,0,3.0700000000000003
3068,3068,1,0,1.61
3069,3069,1,0,5.4
3070,3070,1,0,4.15
3071,3071,1,0,14.06
3072,3072,1,0,11.34
3073,3073,1,0,3.72
3074,3074,1,0,1.93
3075,3075,1,0,9.290000000000001
3076,3076,1,0,3.0300000000000002
3077,3077,1,0,1.2
3078,3078,1,0,1.47
3079,3079,1,0,1.95
3080,3080,1,0,4.03
3081,3081,1,0,2.59
3082,3082,1,0,1.6600000000000001
3083,3083,1,0,10.94
3084,3084,1,0,3.44
3085,3085,1,0,3.79
3086,3086,1,0,1.18
3087,3087,1,0,0.8200000000000001
3088,3088,1,0,2.04
3089,3089,1,0,5.32
3090,3090,1,0,6.45
3091,3091,1,0,12.89
3092,3092,1,0,6.42
3093,3093,1,0,5.86
3094,3094,1,0,2.1
3095,3095,1,0,4.33
3096,3096,1,0,4.5200000000000005
3097,3097,1,0,3.92
3098,3098,1,0,2.61
3099,3099,1,0,2.32
3100,3100,1,0,2.5300000000000002
3101,3101,1,0,5.72
3102,3102,1,0,3.0300000000000002
3103,3103,0,0,2.0100000000000002
3104,3104,1,0,4.5
3105,3105,1,0,4.42
3106,3106,1,0,6.890000000000001
3107,3107,1,0,12.620000000000001
3108,3108,1,0,6.4
3109,3109,1,0,9.75
3110,3110,1,0,1.29
3111,3111,1,0,5.94
3112,3112,1,0,3.67
3113,3113,1,0,3.09
3114,3114,1,0,3.17
3115,3115,1,0,1.86
3116,3116,1,0,3.81
3117,3117,1,0,6.6000000000000005
3118,3118,1,0,4.45
3119,3119,0,0,2.46
3120,3120,1,0,4.3
3121,3121,1,0,1.87
3122,3122,1,0,5.5600000000000005
3123,3123,1,0,2.29
3124,3124,1,0,6.63
3125,3125,1,0,1.03
3126,3126,1,0,9.35
3127,3127,1,0,8.55
3128,3128,1,0,2.09
3129,3129,1,0,2.19
3130,3130,1,0,2.11
3131,3131,1,0,9.3
3132,3132,1,0,4.7700000000000005
3133,3133,0,0,4.96
3134,3134,1,0,4.97
3135,3135,1,0,5.94
3136,3136,1,0,2.31
3137,3137,1,0,3.37
3138,3138,1,0,4.68
3139,3139,1,0,1.05
3140,3140,1,0,9.83
3141,3141,1,0,4.48
3142,3142,1,0,4.92
3143,3143,1,0,11.43
3144,3144,1,0,5.93
3145,3145,1,0,4.8
3146,3146,1,0,4.33
3147,3147,1,0,3.75
3148,3148,0,0,3.18
3149,3149,0,0,4.86
3150,3150,1,0,2.92
3151,3151,1,0,4.59
3152,3152,1,0,6.09
3153,3153,1,0,1.3
3154,3154,1,0,3.1
3155,3155,1,0,11.450000000000001
3156,3156,1,0,2.0100000000000002
3157,3157,1,0,8.96
3158,3158,1,0,3.54
3159,3159,1,0,5.99
3160,3160,1,0,1.32
3161,3161,1,0,15.46
3162,3162,1,0,4.16
3163,3163,1,0,8.71
3164,3164,1,0,2.9
3165,3165,1,0,3.12
3166,3166,1,0,4.12
3167,3167,1,0,4.65
3168,3168,1,0,13.73
3169,3169,1,0,2.11
3170,3170,1,0,2.98
3171,3171,1,0,8.55
3172,3172,1,0,4.62
3173,3173,1,0,2.83
3174,3174,1,0,5.75
3175,3175,1,0,4.7700000000000005
3176,3176,1,0,5.5600000000000005
3177,3177,1,0,1.48
3178,3178,1,0,4.17
3179,3179,1,0,2.58
3180,3180,1,0,2.6
3181,3181,1,0,9.43
3182,3182,1,0,5.73
3183,3183,1,0,1.49
3184,3184,1,0,5.73
3185,3185,1,0,5.22
3186,3186,0,0,3.46
3187,3187,1,0,2.21
3188,3188,1,0,5.8500000000000005
3189,3189,1,0,10.58
3190,3190,1,0,7.68
3191,3191,1,0,4.07
3192,3192,1,0,8.01
3193,3193,1,0,3.49
3194,3194,1,0,6.36
3195,3195,0,0,4.43
3196,3196,1,0,6.12
3197,3197,0,0,1.59
3198,3198,1,0,2.79
3199,3199,1,0,3.44
3200,3200,1,0,6.79
3201,3201,1,0,2.06
3202,3202,1,0,2.29
3203,3203,1,0,7.09
3204,3204,1,0,9.1
3205,3205,1,0,3.13
3206,3206,1,0,8.13
3207,3207,1,0,5.47
3208,3208,1,0,4.18
3209,3209,1,0,7.72
3210,3210,0,0,0.6900000000000001
3211,3211,1,0,3.75
3212,3212,1,0,4.58
3213,3213,1,0,2.93
3214,3214,1,0,4.51
3215,3215,1,0,12.280000000000001
3216,3216,1,0,6.08
3217,3217,1,0,1.7
3218,3218,1,0,3.0
3219,3219,1,0,4.03
3220,3220,1,0,3.38
3221,3221,1,0,5.88
3222,3222,1,0,1.45
3223,3223,1,0,2.84
3224,3224,1,0,5.82
3225,3225,1,0,2.83
3226,3226,1,0,2.77
3227,3227,1,0,4.6000000000000005
3228,3228,1,0,3.44
3229,3229,1,0,6.41
3230,3230,1,0,6.97
3231,3231,1,0,2.42
3232,3232,1,0,9.34
3233,3233,1,0,2.61
3234,3234,1,0,2.15
3235,3235,1,0,4.14
3236,3236,1,0,3.0700000000000003
3237,3237,1,0,4.43
3238,3238,1,0,5.25
3239,3239,1,0,5.62
