round user time_start time_end time_php time_js
1 usuario7 1462868313.09 1462868296.58 -16506.9999695 4372
1 usuario13 1462868313.76 1462868297.21 -16549.4000912 4713
1 usuario16 1462868313.67 1462868306.43 -7244.70019341 14195
1 usuario9 1462868313.18 1462868298.76 -14425.4000187 6040
1 usuario4 1462868313.08 1462868298.55 -14524.4998932 5654
1 usuario12 1462868313.32 1462868306.07 -7252.20012665 13754
1 usuario1 1462868313.21 1462868297.45 -15760.999918 4708
1 usuario3 1462868313.77 1462868313.75 -27.9998779297 21214
1 usuario15 1462868313.48 1462868296.97 -16512.1998787 3960
1 usuario11 1462868313.8 1462868297.31 -16492.5000668 4707
1 usuario2 1462868313.89 1462868299.45 -14437.5998974 6797
1 usuario10 1462868313.5 1462868296.99 -16509.1001987 4121
1 usuario6 1462868313.63 1462868305.55 -8080.80005646 12901
1 usuario5 1462868313.62 1462868296.05 -17565.0999546 3088
1 usuario14 1462868313.78 1462868296.94 -16834.5999718 3983
1 usuario8 1462868313.51 1462868305.21 -8301.10001564 12678
2 usuario7 1462868335.28 1462868324.93 -10349.2999077 10692
2 usuario13 1462868335.1 1462868321.69 -13410.6001854 6855
2 usuario16 1462868335.13 1462868324.81 -10322.0000267 10074
2 usuario9 1462868335.93 1462868320.44 -15486.9000912 6165
2 usuario4 1462868335.05 1462868316.53 -18523.6999989 2318
2 usuario12 1462868335.71 1462868324.25 -11457.9000473 9847
2 usuario1 1462868335.79 1462868322.11 -13682.8999519 7764
2 usuario3 1462868335.52 1462868325.18 -10340.0998116 10319
2 usuario15 1462868335.69 1462868324.33 -11363.0001545 9767
2 usuario11 1462868335.52 1462868326.22 -9297.89996147 11366
2 usuario2 1462868335.16 1462868327.92 -7237.29991913 12968
2 usuario10 1462868335.45 1462868319.44 -16006.5999031 4881
2 usuario6 1462868336.03 1462868322.58 -13449.8000145 7884
2 usuario5 1462868335.62 1462868335.59 -27.2998809814 20851
2 usuario14 1462868334.96 1462868319.16 -15802.2999763 4164
2 usuario8 1462868335.35 1462868326.05 -9299.0000248 11482
3 usuario7 1462868357.13 1462868343.96 -13164.8001671 7622
3 usuario13 1462868357.39 1462868342.94 -14451.800108 6776
3 usuario16 1462868357.17 1462868349.95 -7229.89988327 13763
3 usuario9 1462868357.28 1462868339.76 -17518.3999538 2774
3 usuario4 1462868357.37 1462868338.81 -18563.3997917 1679
3 usuario12 1462868357.85 1462868343.41 -14435.4000092 6649
3 usuario1 1462868357.15 1462868339.28 -17864.700079 2392
3 usuario3 1462868357.23 1462868354.11 -3123.29983711 17523
3 usuario15 1462868357.55 1462868342.06 -15495.6998825 5309
3 usuario11 1462868357.58 1462868353.42 -4153.50008011 16832
3 usuario2 1462868357.74 1462868346.38 -11358.2999706 10172
3 usuario10 1462868358.1 1462868340.57 -17530.8001041 4069
3 usuario6 1462868358.09 1462868358.06 -27.0001888275 20974
3 usuario5 1462868357.16 1462868343.74 -13420.4001427 7040
3 usuario14 1462868358.01 1462868338.84 -19162.4000072 2467
3 usuario8 1462868357.91 1462868344.51 -13401.7000198 8106
4 usuario7 1462868378.54 1462868363.05 -15488.0001545 4866
4 usuario13 1462868378.98 1462868363.26 -15716.3999081 4813
4 usuario16 1462868378.54 1462868360.98 -17557.8000546 2761
4 usuario9 1462868378.64 1462868361.11 -17528.1000137 2783
4 usuario4 1462868378.92 1462868359.27 -19652.4000168 829
4 usuario12 1462868378.26 1462868365.86 -12400.9001255 6958
4 usuario1 1462868379.01 1462868361.15 -17863.8999462 2911
4 usuario3 1462868378.58 1462868371.34 -7235.49985886 13049
4 usuario15 1462868378.95 1462868363.37 -15582.9999447 4764
4 usuario11 1462868378.85 1462868376.74 -2111.5000248 18105
4 usuario2 1462868378.23 1462868366.87 -11352.5998592 8068
4 usuario10 1462868378.32 1462868362.84 -15480.9000492 3678
4 usuario6 1462868378.23 1462868378.2 -34.5001220703 19015
4 usuario5 1462868378.93 1462868363.48 -15452.8000355 5252
4 usuario14 1462868378.64 1462868361.65 -16983.7999344 2463
4 usuario8 1462868378.19 1462868363.71 -14484.2000008 4743
5 usuario7 1462868400.21 1462868381.66 -18545.0999737 2077
5 usuario13 1462868400.53 1462868386.09 -14443.2001114 6047
5 usuario16 1462868400.67 1462868388.28 -12391.299963 8691
5 usuario9 1462868400.54 1462868384.06 -16484.3001366 4362
5 usuario4 1462868400.37 1462868382.83 -17542.9999828 2849
5 usuario12 1462868400.67 1462868387.21 -13460.5998993 7897
5 usuario1 1462868400.99 1462868384.17 -16818.2001114 4071
5 usuario3 1462868401.18 1462868401.15 -27.6000499725 21510
5 usuario15 1462868400.86 1462868384.35 -16514.6999359 4339
5 usuario11 1462868400.44 1462868393.19 -7255.80000877 13282
5 usuario2 1462868400.8 1462868399.73 -1072.59988785 20438
5 usuario10 1462868400.27 1462868381.71 -18560.8999729 2264
5 usuario6 1462868401.09 1462868383.5 -17586.5001678 4192
5 usuario5 1462868400.93 1462868383.4 -17529.2000771 3414
5 usuario14 1462868401.02 1462868382.69 -18332.1998119 2849
5 usuario8 1462868401.22 1462868386.78 -14432.6000214 7538
6 usuario7 1462868418.71 1462868408.38 -10330.8000565 6088
6 usuario13 1462868418.84 1462868408.52 -10319.5998669 6904
6 usuario16 1462868418.88 1462868406.41 -12477.9000282 4679
6 usuario9 1462868418.87 1462868408.55 -10323.2998848 6951
6 usuario4 1462868418.88 1462868403.25 -15623.8000393 1822
6 usuario12 1462868418.28 1462868407.95 -10324.2001534 6227
6 usuario1 1462868418.59 1462868408.11 -10485.8000278 6027
6 usuario3 1462868419.23 1462868415.07 -4159.80005264 12808
6 usuario15 1462868419.18 1462868413.99 -5191.10012054 12059
6 usuario11 1462868418.5 1462868418.48 -26.7999172211 16967
6 usuario2 1462868418.77 1462868408.44 -10331.6998482 6575
6 usuario10 1462868419.11 1462868405.7 -13415.3001308 4373
6 usuario6 1462868418.53 1462868409.21 -9321.79999352 7065
6 usuario5 1462868418.4 1462868406.01 -12388.999939 4033
6 usuario14 1462868419.29 1462868404.74 -14548.7000942 2525
6 usuario8 1462868419.2 1462868408.87 -10326.6999722 6592
7 usuario7 1462868434.66 1462868423.3 -11362.6999855 3542
7 usuario13 1462868434.75 1462868424.43 -10314.4001961 4536
7 usuario16 1462868434.37 1462868423.95 -10418.6999798 3949
7 usuario9 1462868434.93 1462868422.45 -12482.7001095 2517
7 usuario4 1462868435.12 1462868421.6 -13511.3999844 1678
7 usuario12 1462868434.78 1462868427.53 -7254.49991226 8188
7 usuario1 1462868434.56 1462868423.97 -10594.3000317 4292
7 usuario3 1462868434.44 1462868434.41 -29.599905014 14117
7 usuario15 1462868434.49 1462868423.12 -11369.9998856 2882
7 usuario11 1462868434.82 1462868430.64 -4186.39993668 11050
7 usuario2 1462868434.77 1462868432.67 -2099.10011292 12839
7 usuario10 1462868434.52 1462868423.17 -11352.2000313 3001
