round user time_start time_end time_php time_js
1 usuario13 1462972799.23 1462972790.96 -8271.99983597 3385
1 usuario10 1462972799.29 1462972792.04 -7252.09999084 4791
1 usuario2 1462972799.24 1462972799.21 -31.8999290466 11681
1 usuario7 1462972799.52 1462972795.26 -4260.49995422 8471
1 usuario9 1462972799.54 1462972796.42 -3120.69988251 9230
1 usuario15 1462972798.65 1462972796.54 -2108.29997063 9694
1 usuario1 1462972799.11 1462972791.86 -7247.60007858 4399
1 usuario11 1462972798.56 1462972792.35 -6208.80007744 5706
1 usuario6 1462972798.99 1462972792.78 -6215.19994736 5533
1 usuario8 1462972798.83 1462972793.66 -5166.89991951 6606
1 usuario12 1462972799.34 1462972797.19 -2154.60014343 9703
1 usuario5 1462972798.64 1462972794.46 -4184.20004845 7356
1 usuario16 1462972799.06 1462972794.9 -4163.30003738 7600
1 usuario14 1462972798.91 1462972793.73 -5186.59996986 6376
1 usuario3 1462972798.57 1462972793.35 -5217.10014343 6387
1 usuario4 1462972799.48 1462972793.14 -6334.3000412 5722
2 usuario13 1462972822.63 1462972808.14 -14487.2000217 7820
2 usuario10 1462972822.65 1462972811.31 -11341.7999744 10938
2 usuario2 1462972822.86 1462972807.35 -15510.6999874 7036
2 usuario7 1462972822.98 1462972814.53 -8446.69985771 13917
2 usuario9 1462972822.89 1462972811.5 -11386.6000175 10899
2 usuario15 1462972823.33 1462972813.99 -9331.3999176 14278
2 usuario1 1462972822.98 1462972805.46 -17516.2000656 5259
2 usuario11 1462972823.06 1462972802.4 -20655.1001072 2773
2 usuario6 1462972822.65 1462972806.14 -16504.6999454 6088
2 usuario8 1462972823.55 1462972807.04 -16511.3999844 7129
2 usuario12 1462972822.9 1462972822.85 -52.60014534 22383
2 usuario5 1462972823.37 1462972806.81 -16555.7000637 7113
2 usuario16 1462972823.42 1462972805.84 -17576.2999058 5714
2 usuario14 1462972822.95 1462972808.5 -14445.8999634 8527
2 usuario3 1462972823.21 1462972803.6 -19616.300106 3975
2 usuario4 1462972822.75 1462972810.11 -12644.7000504 9518
3 usuario13 1462972845.7 1462972828.18 -17526.4000893 4490
3 usuario10 1462972846.37 1462972827.77 -18601.4997959 4056
3 usuario2 1462972845.71 1462972833.32 -12390.0001049 9397
3 usuario7 1462972846.46 1462972830.59 -15865.7000065 6525
3 usuario9 1462972846.28 1462972841.09 -5194.79990005 17134
3 usuario15 1462972845.81 1462972830.34 -15470.9999561 5952
3 usuario1 1462972846.64 1462972830.04 -16594.1998959 6002
3 usuario11 1462972846.07 1462972827.49 -18575.5999088 3376
3 usuario6 1462972845.79 1462972829.27 -16512.0999813 5569
3 usuario8 1462972845.65 1462972828.12 -17527.4999142 3516
3 usuario12 1462972846.46 1462972846.42 -40.2998924255 22419
3 usuario5 1462972845.64 1462972836.25 -9391.299963 11827
3 usuario16 1462972845.91 1462972828.35 -17562.6001358 3870
3 usuario14 1462972846.18 1462972831.74 -14439.5999908 7730
3 usuario3 1462972846.49 1462972828.94 -17543.9999104 4674
3 usuario4 1462972846.3 1462972827.35 -18944.8001385 3498
4 usuario13 1462972871.51 1462972849.8 -21709.400177 3046
4 usuario10 1462972871.43 1462972853.9 -17528.7001133 6473
4 usuario2 1462972871.46 1462972849.73 -21730.7999134 2959
4 usuario7 1462972870.92 1462972852.99 -17928.3001423 5422
4 usuario9 1462972871.08 1462972860.74 -10336.0998631 13402
4 usuario15 1462972870.91 1462972861.6 -9304.30006981 14737
4 usuario1 1462972870.73 1462972852.16 -18577.9001713 4463
4 usuario11 1462972870.86 1462972852.3 -18560.2998734 5172
4 usuario6 1462972871.51 1462972849.55 -21955.9998512 2711
4 usuario8 1462972871.44 1462972852.88 -18564.7997856 6156
4 usuario12 1462972870.82 1462972857.07 -13747.0002174 9501
4 usuario5 1462972871.27 1462972853.67 -17600.6000042 5873
4 usuario16 1462972870.93 1462972853.39 -17536.4999771 6423
4 usuario14 1462972870.81 1462972870.79 -26.0000228882 23546
4 usuario3 1462972871.71 1462972849.98 -21729.7999859 2429
4 usuario4 1462972871.28 1462972856.45 -14833.8999748 9069
5 usuario13 1462972899.09 1462972875.31 -23781.6998959 2738
5 usuario10 1462972898.93 1462972877.28 -21651.9999504 4793
5 usuario2 1462972899.2 1462972876.52 -22683.2001209 4010
5 usuario7 1462972899.78 1462972877.53 -22251.8000603 5527
5 usuario9 1462972899.37 1462972887.98 -11385.8001232 15846
5 usuario15 1462972899.59 1462972877.85 -21742.8998947 5882
5 usuario1 1462972898.95 1462972879.38 -19575.9000778 7561
5 usuario11 1462972899.15 1462972876.4 -22748.0998039 4485
5 usuario6 1462972899.53 1462972874.78 -24743.7000275 2223
5 usuario8 1462972899.11 1462972883.64 -15470.9000587 11129
5 usuario12 1462972899.3 1462972899.26 -42.7000522614 27328
5 usuario5 1462972899.62 1462972880.97 -18649.29986 8634
5 usuario16 1462972899.47 1462972877.74 -21731.6000462 5745
5 usuario14 1462972899.52 1462972897.41 -2104.79998589 25517
5 usuario3 1462972899.29 1462972875.55 -23742.399931 2763
5 usuario4 1462972899.8 1462972878.75 -21048.7000942 6373
6 usuario13 1462972919.04 1462972911.75 -7290.8000946 11592
6 usuario10 1462972919.25 1462972903.77 -15478.8000584 3779
6 usuario2 1462972919.29 1462972917.17 -2112.90001869 16909
6 usuario7 1462972919.57 1462972919.53 -32.0000648499 18622
6 usuario9 1462972919.1 1462972908.78 -10319.0999031 8298
6 usuario15 1462972918.87 1462972914.69 -4179.19993401 14038
6 usuario1 1462972919.06 1462972905.65 -13408.4999561 5642
6 usuario11 1462972919.09 1462972902.52 -16565.5999184 2310
6 usuario6 1462972919.74 1462972903.22 -16522.2001076 2642
6 usuario8 1462972919.77 1462972917.65 -2115.30017853 17482
6 usuario12 1462972919.44 1462972910.99 -8456.09998703 10592
6 usuario5 1462972919.17 1462972903.61 -15558.0999851 2933
6 usuario16 1462972918.86 1462972906.47 -12389.7001743 5946
6 usuario14 1462972918.96 1462972911.69 -7268.00012589 11113
6 usuario3 1462972919.83 1462972902.82 -17011.6000175 2470
6 usuario4 1462972919.62 1462972904.72 -14899.3999958 3822
7 usuario13 1462972939.2 1462972922.7 -16500.6999969 2604
7 usuario10 1462972939.51 1462972924.02 -15483.9000702 3717
7 usuario2 1462972939.22 1462972935.04 -4182.30009079 14686
7 usuario7 1462972939.81 1462972926.06 -13748.3000755 5407
7 usuario9 1462972939.86 1462972929.54 -10318.3000088 9385
7 usuario15 1462972939.68 1462972939.65 -28.1000137329 19724
7 usuario1 1462972938.9 1462972924.43 -14472.5999832 4309
7 usuario11 1462972939.26 1462972924.78 -14479.5999527 4633
7 usuario6 1462972939.77 1462972928.41 -11357.2001457 7593
7 usuario8 1462972939.43 1462972928.08 -11350.8999348 7251
7 usuario12 1462972939.18 1462972937.03 -2147.40014076 16460
7 usuario5 1462972939.87 1462972925.31 -14562.5 5075
7 usuario16 1462972939.17 1462972927.8 -11371.9000816 7868
7 usuario14 1462972939.83 1462972925.37 -14456.3000202 5353
7 usuario3 1462972939.57 1462972923.05 -16518.900156 2156
7 usuario4 1462972939.43 1462972933.06 -6368.49999428 12309
8 usuario13 1462972961.61 1462972943.63 -17983.2000732 3371
8 usuario10 1462972961.94 1462972943.35 -18597.2001553 2777
8 usuario2 1462972961.1 1462972956.92 -4179.69989777 16641
8 usuario7 1462972961.37 1462972961.32 -49.8998165131 20404
8 usuario9 1462972961.86 1462972951.54 -10325.9999752 10617
8 usuario15 1462972961.52 1462972944.99 -16528.8999081 4225
8 usuario1 1462972961.8 1462972942.2 -19598.1998444 2184
8 usuario11 1462972961.46 1462972945.99 -15476.3998985 5674
8 usuario6 1462972961.22 1462972943.6 -17620.6998825 2774
8 usuario8 1462972961.57 1462972946.09 -15486.8998528 5599
