5170.00007629, D, 87, 1
8599.99990463, D, 87, 3
5440.00005722, D, 87, 4
1470.00002861, C, 87, 5
2769.99998093, D, 87, 6
9589.99991417, D, 87, 7
3789.99996185, D, 87, 8
10410.0000858, D, 87, 9
3509.99999046, D, 87, 10
7040.00020027, D, 87, 11
4539.99996185, D, 87, 12
3900.00009537, D, 87, 13
3870.00012398, D, 87, 14
4630.00011444, D, 87, 15
5689.9998188, D, 87, 16
10359.9998951, D, 87, 17
4809.99994278, D, 87, 18
6950.00004768, D, 87, 19
1199.99980927, C, 87, 20
3529.99997139, D, 87, 21
5319.99993324, D, 87, 22
3970.00002861, D, 87, 23
12000.0, D, 87, 24
2299.99995232, D, 87, 25
20309.9999428, D, 87, 26
5019.99998093, D, 87, 27
3989.99977112, C, 87, 28
2829.99992371, D, 87, 29
3559.99994278, D, 87, 30
3039.99996185, D, 87, 31
4279.99997139, D, 87, 32
7060.0001812, D, 87, 33
6819.99993324, D, 87, 34
3720.00002861, D, 87, 35
9009.99999046, D, 87, 36
4549.99995232, D, 87, 37
6329.99992371, D, 87, 38
4009.99999046, D, 87, 39
10410.0000858, D, 87, 40
3539.99996185, D, 87, 41
4629.99987602, D, 87, 42
10960.0000381, D, 87, 43
7279.99997139, D, 87, 44
3759.99999046, C, 87, 45
4079.99992371, D, 87, 46
1579.99992371, D, 87, 47
2269.99998093, D, 87, 48
3629.99987602, D, 87, 49
12420.0000763, D, 87, 50
4929.99982834, D, 87, 51
3559.99994278, D, 87, 52
8799.99995232, D, 87, 53
5730.00001907, D, 87, 54
5769.99998093, D, 87, 55
1539.99996185, C, 87, 56
3379.99987602, D, 87, 57
2710.00003815, D, 87, 58
6619.99988556, D, 87, 59
3119.99988556, D, 87, 60
8730.00001907, D, 91, 1
16370.000124, D, 91, 2
7110.00013351, D, 91, 3
7969.99979019, D, 91, 4
7310.0001812, D, 91, 5
8309.99994278, D, 91, 6
9960.00003815, D, 91, 7
6160.00008583, D, 91, 8
9139.99986649, D, 91, 9
3059.99994278, D, 91, 10
2470.00002861, D, 91, 11
3170.00007629, D, 91, 12
6359.9998951, D, 91, 13
4200.00004768, D, 91, 14
2490.00000954, D, 91, 15
9410.00008583, D, 91, 16
2710.00003815, D, 91, 17
4440.00005722, D, 91, 18
3930.00006676, D, 91, 19
8600.00014305, C, 91, 21
5639.99986649, C, 91, 22
4849.99990463, C, 91, 23
4539.99996185, C, 91, 24
21529.9999714, D, 91, 25
4099.99990463, C, 91, 26
8100.00014305, C, 91, 27
6009.99999046, C, 91, 28
4840.00015259, C, 91, 29
10509.9999905, D, 91, 30
22000.0, D, 91, 31
