round user time_start time_end time_php time_js
1 usuario13 1462274359.6 1462274359.57 -28.5999774933 18220
1 usuario2 1462274360.06 1462274355.85 -4205.69992065 14974
1 usuario15 1462274359.79 1462274350.49 -9306.60009384 9365
1 usuario6 1462274360.07 1462274343.58 -16488.3000851 2625
1 usuario16 1462274359.66 1462274344.18 -15473.6001492 2957
1 usuario12 1462274360.32 1462274344.87 -15455.2998543 3788
1 usuario14 1462274360.4 1462274344.93 -15477.1001339 3624
1 usuario5 1462274359.62 1462274354.43 -5189.70012665 13034
1 usuario11 1462274359.66 1462274346.27 -13394.600153 5546
1 usuario3 1462274360.22 1462274349.94 -10286.0000134 8642
1 usuario7 1462274360.12 1462274352.87 -7244.4999218 11945
1 usuario10 1462274359.66 1462274347.22 -12436.9001389 6027
1 usuario4 1462274359.68 1462274357.57 -2108.5999012 16971
1 usuario9 1462274359.85 1462274356.72 -3128.9999485 15772
1 usuario1 1462274360.27 1462274346.66 -13607.3000431 5181
1 usuario8 1462274359.92 1462274359.88 -32.900094986 19008
2 usuario13 1462274391.37 1462274373.83 -17542.8001881 13163
2 usuario2 1462274390.82 1462274390.79 -33.6999893188 29647
2 usuario15 1462274391.17 1462274366.45 -24719.9001312 5603
2 usuario6 1462274391.29 1462274368.59 -22703.2999992 7446
2 usuario16 1462274390.9 1462274363.11 -27784.6999168 2389
2 usuario12 1462274391.25 1462274377.83 -13415.9998894 16421
2 usuario14 1462274391.03 1462274370.34 -20695.8999634 8852
2 usuario5 1462274391.31 1462274371.75 -19560.6000423 11079
2 usuario11 1462274391.06 1462274367.28 -23774.7001648 6562
2 usuario3 1462274391.26 1462274377.82 -13437.4001026 16535
2 usuario7 1462274391.1 1462274377.69 -13412.9998684 16507
2 usuario10 1462274391.25 1462274367.42 -23829.9000263 6703
2 usuario4 1462274391.01 1462274379.63 -11376.3999939 18900
2 usuario9 1462274390.84 1462274376.43 -14414.4999981 15524
2 usuario1 1462274390.89 1462274371.01 -19886.7001534 9642
2 usuario8 1462274390.85 1462274373.34 -17510.60009 12335
3 usuario13 1462274419.46 1462274403.0 -16461.9998932 10572
3 usuario2 1462274419.4 1462274404.72 -14684.0000153 12808
3 usuario15 1462274418.97 1462274404.56 -14411.7999077 12329
3 usuario6 1462274419.43 1462274397.84 -21595.7999229 5489
3 usuario16 1462274419.53 1462274393.78 -25749.7999668 1820
3 usuario12 1462274419.51 1462274411.24 -8265.50006866 18937
3 usuario14 1462274419.02 1462274401.52 -17504.3001175 9430
3 usuario5 1462274419.3 1462274400.76 -18541.8999195 8388
3 usuario11 1462274418.62 1462274399.04 -19576.800108 6926
3 usuario3 1462274419.01 1462274405.6 -13411.5998745 13281
3 usuario7 1462274418.87 1462274407.5 -11369.4999218 15349
3 usuario10 1462274418.89 1462274414.73 -4161.49997711 22419
3 usuario4 1462274418.61 1462274418.57 -38.5999679565 26510
3 usuario9 1462274418.87 1462274415.72 -3150.7999897 23816
3 usuario1 1462274419.49 1462274400.6 -18891.4999962 8607
3 usuario8 1462274419.12 1462274404.69 -14431.9000244 12781
4 usuario13 1462274445.84 1462274429.33 -16512.3000145 8810
4 usuario2 1462274446.48 1462274433.98 -12507.2999001 13467
4 usuario15 1462274446.21 1462274427.67 -18539.4001007 7644
4 usuario6 1462274445.71 1462274430.24 -15465.0001526 9753
4 usuario16 1462274446.46 1462274421.76 -24698.10009 1183
4 usuario12 1462274446.61 1462274435.27 -11342.2999382 14712
4 usuario14 1462274445.63 1462274431.2 -14430.4997921 11121
4 usuario5 1462274445.99 1462274430.48 -15511.4998817 10112
4 usuario11 1462274446.04 1462274431.59 -14448.7998486 11919
4 usuario3 1462274445.86 1462274433.48 -12383.9998245 13407
4 usuario7 1462274445.72 1462274435.4 -10322.0999241 15472
4 usuario10 1462274446.46 1462274431.0 -15463.2999897 11054
4 usuario4 1462274446.11 1462274431.68 -14427.2999763 11989
4 usuario9 1462274445.85 1462274443.74 -2108.50000381 23816
4 usuario1 1462274446.13 1462274426.28 -19849.2000103 5715
4 usuario8 1462274445.7 1462274445.67 -30.100107193 25464
5 usuario13 1462274474.44 1462274454.83 -19605.6001186 7938
5 usuario2 1462274473.91 1462274460.32 -13588.4997845 12754
5 usuario15 1462274474.6 1462274474.55 -44.3999767303 27293
5 usuario6 1462274474.36 1462274450.7 -23659.1999531 2677
5 usuario16 1462274473.81 1462274450.14 -23666.1000252 2628
5 usuario12 1462274474.61 1462274455.92 -18693.0999756 8256
5 usuario14 1462274474.48 1462274454.91 -19566.4999485 8229
5 usuario5 1462274473.84 1462274454.21 -19627.7999878 7151
5 usuario11 1462274473.76 1462274449.95 -23809.6001148 2861
5 usuario3 1462274474.3 1462274466.04 -8262.80021667 19129
5 usuario7 1462274473.97 1462274456.45 -17528.5999775 9667
5 usuario10 1462274473.71 1462274454.13 -19583.5001469 6587
5 usuario4 1462274474.62 1462274456.09 -18528.8000107 8924
5 usuario9 1462274474.46 1462274456.92 -17537.1000767 10009
5 usuario1 1462274473.64 1462274453.76 -19874.0000725 6537
5 usuario8 1462274473.92 1462274450.25 -23674.200058 3472
6 usuario13 1462274491.39 1462274484.14 -7242.59996414 8579
6 usuario2 1462274491.1 1462274477.33 -13774.3999958 2336
6 usuario15 1462274490.86 1462274489.78 -1079.90002632 14096
6 usuario6 1462274491.59 1462274485.38 -6208.69994164 9953
6 usuario16 1462274491.47 1462274477.03 -14446.0999966 2167
6 usuario12 1462274490.8 1462274483.56 -7242.79999733 7892
6 usuario14 1462274491.22 1462274487.06 -4165.19999504 11523
6 usuario5 1462274491.6 1462274484.35 -7252.40015984 9454
6 usuario11 1462274491.71 1462274478.27 -13442.6999092 3451
6 usuario3 1462274490.82 1462274487.68 -3139.09983635 12323
6 usuario7 1462274491.13 1462274491.1 -35.1002216339 16054
6 usuario10 1462274490.96 1462274490.93 -32.7000617981 16156
6 usuario4 1462274491.49 1462274487.33 -4162.60004044 11652
6 usuario9 1462274491.02 1462274479.6 -11414.899826 4025
6 usuario1 1462274490.86 1462274486.66 -4203.59992981 11936
6 usuario8 1462274491.1 1462274478.62 -12480.9999466 3642
7 usuario13 1462274511.89 1462274503.64 -8252.89988518 11196
7 usuario2 1462274512.3 1462274512.27 -29.4001102448 20087
7 usuario15 1462274512.25 1462274497.79 -14467.2000408 5873
7 usuario6 1462274512.28 1462274496.84 -15444.7000027 4198
7 usuario16 1462274512.0 1462274495.51 -16482.8000069 2986
7 usuario12 1462274512.59 1462274499.18 -13407.0000648 7312
7 usuario14 1462274512.54 1462274503.25 -9287.30010986 10974
7 usuario5 1462274512.58 1462274500.2 -12389.1000748 7541
7 usuario11 1462274512.15 1462274498.75 -13403.4998417 5971
7 usuario3 1462274512.55 1462274496.08 -16474.3001461 4208
7 usuario7 1462274511.75 1462274502.44 -9314.19992447 10219
7 usuario10 1462274512.5 1462274501.14 -11355.8001518 9093
7 usuario4 1462274511.78 1462274511.75 -30.4000377655 19201
7 usuario9 1462274512.57 1462274504.31 -8263.79990578 12234
7 usuario1 1462274512.3 1462274496.6 -15698.10009 4667
7 usuario8 1462274512.1 1462274494.59 -17519.0999508 2430
8 usuario13 1462274528.39 1462274527.31 -1076.69997215 14367
8 usuario2 1462274528.12 1462274519.73 -8387.60018349 6369
8 usuario15 1462274528.69 1462274523.51 -5185.40000916 10199
8 usuario6 1462274528.73 1462274515.33 -13398.0998993 1998
8 usuario16 1462274528.31 1462274514.88 -13425.3001213 1831
8 usuario12 1462274528.06 1462274520.83 -7231.80007935 7181
8 usuario14 1462274528.39 1462274522.17 -6221.79985046 8567
8 usuario5 1462274528.17 1462274519.89 -8277.10008621 6193
8 usuario11 1462274528.21 1462274515.84 -12373.8000393 2638
8 usuario3 1462274528.18 1462274517.86 -10323.0001926 4240
8 usuario7 1462274528.03 1462274524.88 -3141.70002937 12080
8 usuario10 1462274528.69 1462274520.41 -8276.49998665 6853
8 usuario4 1462274527.93 1462274518.61 -9312.79993057 5751
8 usuario9 1462274528.64 1462274528.61 -33.4000587463 14982
8 usuario1 1462274527.95 1462274521.63 -6319.29993629 8243
8 usuario8 1462274528.74 1462274516.34 -12397.600174 3188
9 usuario13 1462274550.32 1462274547.19 -3126.80006027 17740
9 usuario2 1462274550.64 1462274535.98 -14662.6999378 6780
9 usuario15 1462274549.9 1462274541.63 -8274.00016785 11878
9 usuario6 1462274550.69 1462274532.09 -18594.8998928 2313
9 usuario16 1462274550.73 1462274531.17 -19562.0000362 1809
9 usuario12 1462274550.1 1462274531.38 -18714.4999504 2265
9 usuario14 1462274550.25 1462274550.21 -35.7999801636 20768
9 usuario5 1462274550.1 1462274549.01 -1090.50011635 19788
9 usuario11 1462274550.69 1462274532.14 -18548.0000973 2878
9 usuario3 1462274550.35 1462274532.84 -17506.0999393 3603
9 usuario7 1462274550.8 1462274538.43 -12372.699976 9345
9 usuario10 1462274550.63 1462274535.12 -15518.599987 5373
