,Unnamed: 0,round,response,rt,user,session,subj_id,actions,response_opp
0,0,1,1,6.332000000000001,usuario3,s3t1330,usuario3s3t1330,--1,1
1,1,2,1,12.817,usuario3,s3t1330,usuario3s3t1330,111,1
2,2,3,1,6.144,usuario3,s3t1330,usuario3s3t1330,111,0
3,3,4,0,-4.218,usuario3,s3t1330,usuario3s3t1330,100,0
4,4,5,0,-5.595,usuario3,s3t1330,usuario3s3t1330,000,1
5,5,6,0,-7.189,usuario3,s3t1330,usuario3s3t1330,010,1
6,6,7,0,-3.908,usuario3,s3t1330,usuario3s3t1330,010,0
7,7,8,1,6.316,usuario3,s3t1330,usuario3s3t1330,001,1
8,8,9,0,-3.247,usuario3,s3t1330,usuario3s3t1330,110,0
9,9,10,0,-7.337999999999999,usuario3,s3t1330,usuario3s3t1330,000,1
10,10,11,1,4.938,usuario3,s3t1330,usuario3s3t1330,011,0
11,11,12,0,-3.3339999999999996,usuario3,s3t1330,usuario3s3t1330,100,0
12,12,13,0,-9.197000000000001,usuario3,s3t1330,usuario3s3t1330,000,1
13,13,14,0,-2.491,usuario3,s3t1330,usuario3s3t1330,010,1
14,14,15,0,-4.05,usuario3,s3t1330,usuario3s3t1330,010,0
15,15,16,1,6.82,usuario3,s3t1330,usuario3s3t1330,001,0
16,16,17,1,2.946,usuario3,s3t1330,usuario3s3t1330,101,0
17,17,18,0,-22.278000000000002,usuario3,s3t1330,usuario3s3t1330,100,0
18,18,19,0,-3.7739999999999996,usuario3,s3t1330,usuario3s3t1330,000,1
19,19,20,1,2.7260000000000004,usuario3,s3t1330,usuario3s3t1330,011,1
20,20,21,0,-4.863,usuario3,s3t1330,usuario3s3t1330,110,1
21,21,22,0,-2.656,usuario3,s3t1330,usuario3s3t1330,010,0
22,22,23,0,-15.274000000000001,usuario3,s3t1330,usuario3s3t1330,000,1
23,23,24,1,3.265,usuario3,s3t1330,usuario3s3t1330,011,0
24,24,25,1,3.2960000000000003,usuario3,s3t1330,usuario3s3t1330,101,0
25,25,26,1,3.437,usuario3,s3t1330,usuario3s3t1330,101,1
26,26,27,0,-6.065,usuario3,s3t1330,usuario3s3t1330,110,1
27,27,28,0,-4.48,usuario3,s3t1330,usuario3s3t1330,010,1
28,28,29,1,3.5589999999999997,usuario3,s3t1330,usuario3s3t1330,011,1
29,29,30,0,-5.468999999999999,usuario3,s3t1330,usuario3s3t1330,110,0
30,30,31,0,-4.502,usuario3,s3t1330,usuario3s3t1330,000,0
31,31,32,0,-2.685,usuario3,s3t1330,usuario3s3t1330,000,0
32,32,33,0,-2.472,usuario3,s3t1330,usuario3s3t1330,000,1
33,33,34,1,4.155,usuario3,s3t1330,usuario3s3t1330,011,1
34,34,35,1,4.425,usuario3,s3t1330,usuario3s3t1330,111,1
35,35,36,0,-2.9210000000000003,usuario3,s3t1330,usuario3s3t1330,110,0
36,36,37,0,-2.7939999999999996,usuario3,s3t1330,usuario3s3t1330,000,0
37,37,38,1,3.392,usuario3,s3t1330,usuario3s3t1330,001,1
38,38,39,1,2.7889999999999997,usuario3,s3t1330,usuario3s3t1330,111,1
39,39,40,1,5.223,usuario3,s3t1330,usuario3s3t1330,111,0
40,40,41,0,-29.46,usuario3,s3t1330,usuario3s3t1330,100,0
41,41,42,0,-3.343,usuario3,s3t1330,usuario3s3t1330,000,0
42,42,43,1,22.588,usuario3,s3t1330,usuario3s3t1330,001,0
43,43,44,1,3.9589999999999996,usuario3,s3t1330,usuario3s3t1330,101,1
44,44,45,1,11.148,usuario3,s3t1330,usuario3s3t1330,111,1
45,45,46,1,15.623,usuario3,s3t1330,usuario3s3t1330,111,0
46,46,47,0,-2.246,usuario3,s3t1330,usuario3s3t1330,100,1
47,47,48,0,-10.468,usuario3,s3t1330,usuario3s3t1330,010,0
48,48,49,0,-2.562,usuario3,s3t1330,usuario3s3t1330,000,0
49,49,50,0,-1.865,usuario3,s3t1330,usuario3s3t1330,000,0
50,0,1,1,11.907,usuario12,s3t1330,usuario12s3t1330,--1,1
51,1,2,0,-6.2410000000000005,usuario12,s3t1330,usuario12s3t1330,110,1
52,2,3,0,-10.245,usuario12,s3t1330,usuario12s3t1330,010,0
53,3,4,1,6.002999999999999,usuario12,s3t1330,usuario12s3t1330,001,0
54,4,5,0,-6.0120000000000005,usuario12,s3t1330,usuario12s3t1330,100,1
55,5,6,1,4.114,usuario12,s3t1330,usuario12s3t1330,011,0
56,6,7,0,-3.8280000000000003,usuario12,s3t1330,usuario12s3t1330,100,0
57,7,8,1,3.321,usuario12,s3t1330,usuario12s3t1330,001,0
58,8,9,0,-3.235,usuario12,s3t1330,usuario12s3t1330,100,0
59,9,10,0,-2.886,usuario12,s3t1330,usuario12s3t1330,000,0
60,10,11,0,-6.386,usuario12,s3t1330,usuario12s3t1330,000,1
61,11,12,0,-3.9219999999999997,usuario12,s3t1330,usuario12s3t1330,010,0
62,12,13,0,-3.031,usuario12,s3t1330,usuario12s3t1330,000,0
63,13,14,0,-3.115,usuario12,s3t1330,usuario12s3t1330,000,0
64,14,15,0,-2.13,usuario12,s3t1330,usuario12s3t1330,000,0
65,15,16,0,-3.3789999999999996,usuario12,s3t1330,usuario12s3t1330,000,0
66,16,17,1,3.065,usuario12,s3t1330,usuario12s3t1330,001,1
67,17,18,1,4.792,usuario12,s3t1330,usuario12s3t1330,111,0
68,18,19,0,-3.475,usuario12,s3t1330,usuario12s3t1330,100,0
69,19,20,0,-4.019,usuario12,s3t1330,usuario12s3t1330,000,1
70,20,21,0,-2.5610000000000004,usuario12,s3t1330,usuario12s3t1330,010,1
71,21,22,0,-4.199,usuario12,s3t1330,usuario12s3t1330,010,0
72,22,23,0,-2.403,usuario12,s3t1330,usuario12s3t1330,000,0
73,23,24,0,-2.565,usuario12,s3t1330,usuario12s3t1330,000,0
74,24,25,1,4.708,usuario12,s3t1330,usuario12s3t1330,001,0
75,25,26,0,-3.512,usuario12,s3t1330,usuario12s3t1330,100,0
76,26,27,0,-2.886,usuario12,s3t1330,usuario12s3t1330,000,0
77,27,28,0,-2.805,usuario12,s3t1330,usuario12s3t1330,000,0
78,28,29,0,-4.507,usuario12,s3t1330,usuario12s3t1330,000,0
79,29,30,1,2.313,usuario12,s3t1330,usuario12s3t1330,001,0
80,30,31,0,-5.195,usuario12,s3t1330,usuario12s3t1330,100,1
81,31,32,0,-3.273,usuario12,s3t1330,usuario12s3t1330,010,0
82,32,33,0,-6.872999999999999,usuario12,s3t1330,usuario12s3t1330,000,0
83,33,34,0,-2.9139999999999997,usuario12,s3t1330,usuario12s3t1330,000,0
84,34,35,0,-2.375,usuario12,s3t1330,usuario12s3t1330,000,0
85,35,36,0,-1.975,usuario12,s3t1330,usuario12s3t1330,000,0
86,36,37,1,3.548,usuario12,s3t1330,usuario12s3t1330,001,0
87,37,38,0,-2.47,usuario12,s3t1330,usuario12s3t1330,100,0
88,38,39,0,-1.954,usuario12,s3t1330,usuario12s3t1330,000,0
89,39,40,0,-1.847,usuario12,s3t1330,usuario12s3t1330,000,0
90,40,41,0,-2.448,usuario12,s3t1330,usuario12s3t1330,000,0
91,41,42,0,-3.8489999999999998,usuario12,s3t1330,usuario12s3t1330,000,0
92,42,43,0,-2.384,usuario12,s3t1330,usuario12s3t1330,000,0
93,43,44,0,-2.01,usuario12,s3t1330,usuario12s3t1330,000,1
94,44,45,0,-1.92,usuario12,s3t1330,usuario12s3t1330,010,0
95,45,46,0,-4.03,usuario12,s3t1330,usuario12s3t1330,000,0
96,46,47,0,-2.833,usuario12,s3t1330,usuario12s3t1330,000,0
97,47,48,0,-1.615,usuario12,s3t1330,usuario12s3t1330,000,0
98,48,49,0,-0.226,usuario12,s3t1330,usuario12s3t1330,000,0
99,49,50,0,-0.204,usuario12,s3t1330,usuario12s3t1330,000,0
100,0,1,0,-11.138,usuario10,s3t1330,usuario10s3t1330,--0,1
101,1,2,0,-5.08,usuario10,s3t1330,usuario10s3t1330,010,0
102,2,3,0,-3.904,usuario10,s3t1330,usuario10s3t1330,000,0
103,3,4,1,3.1489999999999996,usuario10,s3t1330,usuario10s3t1330,001,0
104,4,5,1,6.555,usuario10,s3t1330,usuario10s3t1330,101,0
105,5,6,0,-2.221,usuario10,s3t1330,usuario10s3t1330,100,0
106,6,7,0,-3.7460000000000004,usuario10,s3t1330,usuario10s3t1330,000,1
107,7,8,0,-2.734,usuario10,s3t1330,usuario10s3t1330,010,0
108,8,9,0,-3.6839999999999997,usuario10,s3t1330,usuario10s3t1330,000,0
109,9,10,1,6.3629999999999995,usuario10,s3t1330,usuario10s3t1330,001,0
110,10,11,1,3.714,usuario10,s3t1330,usuario10s3t1330,101,0
111,11,12,1,6.523,usuario10,s3t1330,usuario10s3t1330,101,0
112,12,13,0,-4.546,usuario10,s3t1330,usuario10s3t1330,100,0
113,13,14,0,-4.3919999999999995,usuario10,s3t1330,usuario10s3t1330,000,0
114,14,15,0,-3.0469999999999997,usuario10,s3t1330,usuario10s3t1330,000,0
115,15,16,0,-5.0280000000000005,usuario10,s3t1330,usuario10s3t1330,000,0
116,16,17,0,-2.496,usuario10,s3t1330,usuario10s3t1330,000,0
117,17,18,0,-6.612,usuario10,s3t1330,usuario10s3t1330,000,1
118,18,19,0,-2.084,usuario10,s3t1330,usuario10s3t1330,010,0
119,19,20,0,-2.575,usuario10,s3t1330,usuario10s3t1330,000,0
120,20,21,0,-2.033,usuario10,s3t1330,usuario10s3t1330,000,0
121,21,22,0,-2.256,usuario10,s3t1330,usuario10s3t1330,000,0
122,22,23,0,-3.935,usuario10,s3t1330,usuario10s3t1330,000,0
123,23,24,1,3.9160000000000004,usuario10,s3t1330,usuario10s3t1330,001,0
124,24,25,1,4.874,usuario10,s3t1330,usuario10s3t1330,101,0
125,25,26,0,-2.52,usuario10,s3t1330,usuario10s3t1330,100,0
126,26,27,0,-3.0989999999999998,usuario10,s3t1330,usuario10s3t1330,000,0
127,27,28,0,-3.7680000000000002,usuario10,s3t1330,usuario10s3t1330,000,0
128,28,29,0,-19.117,usuario10,s3t1330,usuario10s3t1330,000,0
129,29,30,0,-26.046,usuario10,s3t1330,usuario10s3t1330,000,0
130,30,31,0,-2.059,usuario10,s3t1330,usuario10s3t1330,000,0
131,31,32,0,-1.875,usuario10,s3t1330,usuario10s3t1330,000,0
132,32,33,1,18.636,usuario10,s3t1330,usuario10s3t1330,001,0
133,33,34,1,3.679,usuario10,s3t1330,usuario10s3t1330,101,0
134,34,35,1,0.7090000000000001,usuario10,s3t1330,usuario10s3t1330,101,0
135,35,36,1,1.495,usuario10,s3t1330,usuario10s3t1330,101,0
136,36,37,1,1.004,usuario10,s3t1330,usuario10s3t1330,101,0
137,37,38,1,1.034,usuario10,s3t1330,usuario10s3t1330,101,0
138,38,39,0,-2.101,usuario10,s3t1330,usuario10s3t1330,100,0
139,39,40,0,-1.7890000000000001,usuario10,s3t1330,usuario10s3t1330,000,0
140,40,41,0,-1.426,usuario10,s3t1330,usuario10s3t1330,000,0
141,41,42,0,-2.053,usuario10,s3t1330,usuario10s3t1330,000,0
142,42,43,0,-4.612,usuario10,s3t1330,usuario10s3t1330,000,0
143,43,44,0,-3.1069999999999998,usuario10,s3t1330,usuario10s3t1330,000,0
144,44,45,0,-2.9160000000000004,usuario10,s3t1330,usuario10s3t1330,000,0
145,45,46,0,-10.677999999999999,usuario10,s3t1330,usuario10s3t1330,000,0
146,46,47,0,-1.835,usuario10,s3t1330,usuario10s3t1330,000,0
147,47,48,0,-3.931,usuario10,s3t1330,usuario10s3t1330,000,0
148,48,49,0,-2.9810000000000003,usuario10,s3t1330,usuario10s3t1330,000,0
149,49,50,0,-2.702,usuario10,s3t1330,usuario10s3t1330,000,0
150,0,1,1,4.999,usuario1,s3t1330,usuario1s3t1330,--1,1
151,1,2,1,6.084,usuario1,s3t1330,usuario1s3t1330,111,0
152,2,3,0,-6.027,usuario1,s3t1330,usuario1s3t1330,100,0
153,3,4,0,-3.475,usuario1,s3t1330,usuario1s3t1330,000,1
154,4,5,1,10.544,usuario1,s3t1330,usuario1s3t1330,011,0
155,5,6,0,-11.724,usuario1,s3t1330,usuario1s3t1330,100,1
156,6,7,0,-8.604,usuario1,s3t1330,usuario1s3t1330,010,0
157,7,8,0,-17.268,usuario1,s3t1330,usuario1s3t1330,000,1
158,8,9,0,-6.551,usuario1,s3t1330,usuario1s3t1330,010,0
159,9,10,0,-4.0280000000000005,usuario1,s3t1330,usuario1s3t1330,000,0
160,10,11,1,7.851,usuario1,s3t1330,usuario1s3t1330,001,0
161,11,12,0,-6.587000000000001,usuario1,s3t1330,usuario1s3t1330,100,0
162,12,13,0,-11.758,usuario1,s3t1330,usuario1s3t1330,000,0
163,13,14,0,-2.883,usuario1,s3t1330,usuario1s3t1330,000,0
164,14,15,0,-4.4110000000000005,usuario1,s3t1330,usuario1s3t1330,000,0
165,15,16,0,-5.462000000000001,usuario1,s3t1330,usuario1s3t1330,000,0
166,16,17,1,12.149000000000001,usuario1,s3t1330,usuario1s3t1330,001,1
167,17,18,0,-9.885,usuario1,s3t1330,usuario1s3t1330,110,1
168,18,19,0,-4.226,usuario1,s3t1330,usuario1s3t1330,010,0
169,19,20,1,2.676,usuario1,s3t1330,usuario1s3t1330,001,0
170,20,21,1,6.492000000000001,usuario1,s3t1330,usuario1s3t1330,101,0
171,21,22,0,-5.86,usuario1,s3t1330,usuario1s3t1330,100,0
172,22,23,0,-3.0239999999999996,usuario1,s3t1330,usuario1s3t1330,000,0
173,23,24,0,-3.44,usuario1,s3t1330,usuario1s3t1330,000,0
174,24,25,0,-2.8489999999999998,usuario1,s3t1330,usuario1s3t1330,000,1
175,25,26,0,-3.668,usuario1,s3t1330,usuario1s3t1330,010,0
176,26,27,0,-10.270999999999999,usuario1,s3t1330,usuario1s3t1330,000,0
177,27,28,0,-12.079,usuario1,s3t1330,usuario1s3t1330,000,0
178,28,29,0,-10.359000000000002,usuario1,s3t1330,usuario1s3t1330,000,0
179,29,30,0,-3.045,usuario1,s3t1330,usuario1s3t1330,000,1
180,30,31,1,18.597,usuario1,s3t1330,usuario1s3t1330,011,0
181,31,32,0,-2.967,usuario1,s3t1330,usuario1s3t1330,100,0
182,32,33,0,-2.314,usuario1,s3t1330,usuario1s3t1330,000,0
183,33,34,0,-2.342,usuario1,s3t1330,usuario1s3t1330,000,0
184,34,35,0,-14.708,usuario1,s3t1330,usuario1s3t1330,000,0
185,35,36,0,-2.7560000000000002,usuario1,s3t1330,usuario1s3t1330,000,0
186,36,37,0,-4.467,usuario1,s3t1330,usuario1s3t1330,000,1
187,37,38,0,-14.765999999999998,usuario1,s3t1330,usuario1s3t1330,010,0
188,38,39,0,-9.277000000000001,usuario1,s3t1330,usuario1s3t1330,000,0
189,39,40,0,-2.656,usuario1,s3t1330,usuario1s3t1330,000,0
190,40,41,0,-3.9189999999999996,usuario1,s3t1330,usuario1s3t1330,000,0
191,41,42,0,-10.344000000000001,usuario1,s3t1330,usuario1s3t1330,000,0
192,42,43,0,-6.0889999999999995,usuario1,s3t1330,usuario1s3t1330,000,0
193,43,44,1,2.092,usuario1,s3t1330,usuario1s3t1330,001,0
194,44,45,0,-2.833,usuario1,s3t1330,usuario1s3t1330,100,0
195,45,46,0,-4.152,usuario1,s3t1330,usuario1s3t1330,000,0
196,46,47,0,-2.137,usuario1,s3t1330,usuario1s3t1330,000,0
197,47,48,0,-3.051,usuario1,s3t1330,usuario1s3t1330,000,0
198,48,49,0,-6.062,usuario1,s3t1330,usuario1s3t1330,000,0
199,49,50,0,-10.236,usuario1,s3t1330,usuario1s3t1330,000,0
200,0,1,1,5.67,usuario22,s3t1330,usuario22s3t1330,--1,0
201,1,2,0,-4.695,usuario22,s3t1330,usuario22s3t1330,100,0
202,2,3,0,-3.627,usuario22,s3t1330,usuario22s3t1330,000,0
203,3,4,0,-10.43,usuario22,s3t1330,usuario22s3t1330,000,1
204,4,5,0,-4.185,usuario22,s3t1330,usuario22s3t1330,010,1
205,5,6,0,-2.1319999999999997,usuario22,s3t1330,usuario22s3t1330,010,0
206,6,7,1,3.3560000000000003,usuario22,s3t1330,usuario22s3t1330,001,0
207,7,8,0,-2.079,usuario22,s3t1330,usuario22s3t1330,100,0
208,8,9,0,-1.232,usuario22,s3t1330,usuario22s3t1330,000,0
209,9,10,0,-1.36,usuario22,s3t1330,usuario22s3t1330,000,1
210,10,11,0,-6.442,usuario22,s3t1330,usuario22s3t1330,010,1
211,11,12,0,-2.8989999999999996,usuario22,s3t1330,usuario22s3t1330,010,1
212,12,13,0,-2.012,usuario22,s3t1330,usuario22s3t1330,010,0
213,13,14,0,-1.666,usuario22,s3t1330,usuario22s3t1330,000,0
214,14,15,0,-5.103,usuario22,s3t1330,usuario22s3t1330,000,0
215,15,16,0,-6.46,usuario22,s3t1330,usuario22s3t1330,000,0
216,16,17,0,-7.874,usuario22,s3t1330,usuario22s3t1330,000,0
217,17,18,1,7.407,usuario22,s3t1330,usuario22s3t1330,001,0
218,18,19,0,-1.2919999999999998,usuario22,s3t1330,usuario22s3t1330,100,0
219,19,20,0,-6.624,usuario22,s3t1330,usuario22s3t1330,000,0
220,20,21,0,-2.39,usuario22,s3t1330,usuario22s3t1330,000,0
221,21,22,0,-2.915,usuario22,s3t1330,usuario22s3t1330,000,0
222,22,23,0,-11.540999999999999,usuario22,s3t1330,usuario22s3t1330,000,0
223,23,24,0,-1.6909999999999998,usuario22,s3t1330,usuario22s3t1330,000,1
224,24,25,0,-4.579,usuario22,s3t1330,usuario22s3t1330,010,1
225,25,26,0,-1.3780000000000001,usuario22,s3t1330,usuario22s3t1330,010,0
226,26,27,0,-1.0659999999999998,usuario22,s3t1330,usuario22s3t1330,000,0
227,27,28,0,-2.388,usuario22,s3t1330,usuario22s3t1330,000,0
228,28,29,0,-1.4040000000000001,usuario22,s3t1330,usuario22s3t1330,000,0
229,29,30,0,-1.568,usuario22,s3t1330,usuario22s3t1330,000,0
230,30,31,0,-2.67,usuario22,s3t1330,usuario22s3t1330,000,0
231,31,32,0,-1.5830000000000002,usuario22,s3t1330,usuario22s3t1330,000,0
232,32,33,0,-1.069,usuario22,s3t1330,usuario22s3t1330,000,1
233,33,34,0,-1.943,usuario22,s3t1330,usuario22s3t1330,010,1
234,34,35,0,-1.597,usuario22,s3t1330,usuario22s3t1330,010,1
235,35,36,0,-1.482,usuario22,s3t1330,usuario22s3t1330,010,1
236,36,37,0,-1.817,usuario22,s3t1330,usuario22s3t1330,010,1
237,37,38,0,-1.601,usuario22,s3t1330,usuario22s3t1330,010,1
238,38,39,0,-1.735,usuario22,s3t1330,usuario22s3t1330,010,0
239,39,40,0,-1.636,usuario22,s3t1330,usuario22s3t1330,000,0
240,40,41,0,-1.867,usuario22,s3t1330,usuario22s3t1330,000,0
241,41,42,0,-1.208,usuario22,s3t1330,usuario22s3t1330,000,0
242,42,43,0,-1.107,usuario22,s3t1330,usuario22s3t1330,000,0
243,43,44,0,-1.482,usuario22,s3t1330,usuario22s3t1330,000,0
244,44,45,0,-1.065,usuario22,s3t1330,usuario22s3t1330,000,0
245,45,46,0,-1.8769999999999998,usuario22,s3t1330,usuario22s3t1330,000,0
246,46,47,0,-1.022,usuario22,s3t1330,usuario22s3t1330,000,0
247,47,48,0,-1.71,usuario22,s3t1330,usuario22s3t1330,000,0
248,48,49,0,-1.026,usuario22,s3t1330,usuario22s3t1330,000,0
249,49,50,0,-1.1179999999999999,usuario22,s3t1330,usuario22s3t1330,000,0
250,0,1,1,12.308,usuario14,s3t1330,usuario14s3t1330,--1,1
251,1,2,1,4.095,usuario14,s3t1330,usuario14s3t1330,111,0
252,2,3,1,9.062000000000001,usuario14,s3t1330,usuario14s3t1330,101,1
253,3,4,1,10.277000000000001,usuario14,s3t1330,usuario14s3t1330,111,1
254,4,5,1,4.938,usuario14,s3t1330,usuario14s3t1330,111,0
255,5,6,1,7.997000000000001,usuario14,s3t1330,usuario14s3t1330,101,1
256,6,7,1,5.971,usuario14,s3t1330,usuario14s3t1330,111,1
257,7,8,1,2.781,usuario14,s3t1330,usuario14s3t1330,111,1
258,8,9,1,1.284,usuario14,s3t1330,usuario14s3t1330,111,0
259,9,10,1,5.124,usuario14,s3t1330,usuario14s3t1330,101,1
260,10,11,0,-6.542999999999999,usuario14,s3t1330,usuario14s3t1330,110,1
261,11,12,1,19.637999999999998,usuario14,s3t1330,usuario14s3t1330,011,0
262,12,13,0,-7.745,usuario14,s3t1330,usuario14s3t1330,100,1
263,13,14,0,-5.546,usuario14,s3t1330,usuario14s3t1330,010,0
264,14,15,0,-6.278,usuario14,s3t1330,usuario14s3t1330,000,1
265,15,16,1,6.246,usuario14,s3t1330,usuario14s3t1330,011,0
266,16,17,0,-23.393,usuario14,s3t1330,usuario14s3t1330,100,0
267,17,18,0,-11.999,usuario14,s3t1330,usuario14s3t1330,000,0
268,18,19,1,12.922,usuario14,s3t1330,usuario14s3t1330,001,0
269,19,20,1,4.083,usuario14,s3t1330,usuario14s3t1330,101,1
270,20,21,1,14.137,usuario14,s3t1330,usuario14s3t1330,111,0
271,21,22,0,-6.159,usuario14,s3t1330,usuario14s3t1330,100,1
272,22,23,0,-7.858,usuario14,s3t1330,usuario14s3t1330,010,0
273,23,24,0,-12.747,usuario14,s3t1330,usuario14s3t1330,000,0
274,24,25,0,-2.032,usuario14,s3t1330,usuario14s3t1330,000,0
275,25,26,0,-6.221,usuario14,s3t1330,usuario14s3t1330,000,1
276,26,27,0,-6.806,usuario14,s3t1330,usuario14s3t1330,010,0
277,27,28,0,-1.6119999999999999,usuario14,s3t1330,usuario14s3t1330,000,0
278,28,29,0,-7.486000000000001,usuario14,s3t1330,usuario14s3t1330,000,0
279,29,30,1,2.316,usuario14,s3t1330,usuario14s3t1330,001,1
280,30,31,1,2.1590000000000003,usuario14,s3t1330,usuario14s3t1330,111,1
281,31,32,1,1.167,usuario14,s3t1330,usuario14s3t1330,111,0
282,32,33,1,1.222,usuario14,s3t1330,usuario14s3t1330,101,1
283,33,34,1,0.965,usuario14,s3t1330,usuario14s3t1330,111,1
284,34,35,1,1.008,usuario14,s3t1330,usuario14s3t1330,111,1
285,35,36,1,0.986,usuario14,s3t1330,usuario14s3t1330,111,0
286,36,37,1,1.636,usuario14,s3t1330,usuario14s3t1330,101,1
287,37,38,1,2.278,usuario14,s3t1330,usuario14s3t1330,111,1
288,38,39,1,1.913,usuario14,s3t1330,usuario14s3t1330,111,0
289,39,40,1,3.867,usuario14,s3t1330,usuario14s3t1330,101,1
290,40,41,1,1.9269999999999998,usuario14,s3t1330,usuario14s3t1330,111,1
291,41,42,1,1.6540000000000001,usuario14,s3t1330,usuario14s3t1330,111,0
292,42,43,1,1.765,usuario14,s3t1330,usuario14s3t1330,101,1
293,43,44,1,1.5830000000000002,usuario14,s3t1330,usuario14s3t1330,111,1
294,44,45,1,1.558,usuario14,s3t1330,usuario14s3t1330,111,0
295,45,46,1,2.511,usuario14,s3t1330,usuario14s3t1330,101,1
296,46,47,1,1.5590000000000002,usuario14,s3t1330,usuario14s3t1330,111,0
297,47,48,1,1.828,usuario14,s3t1330,usuario14s3t1330,101,1
298,48,49,1,1.5530000000000002,usuario14,s3t1330,usuario14s3t1330,111,1
299,49,50,1,1.649,usuario14,s3t1330,usuario14s3t1330,111,0
300,0,1,0,-8.704,usuario5,s3t1330,usuario5s3t1330,--0,1
301,1,2,1,12.319,usuario5,s3t1330,usuario5s3t1330,011,0
302,2,3,1,10.894,usuario5,s3t1330,usuario5s3t1330,101,1
303,3,4,0,-5.89,usuario5,s3t1330,usuario5s3t1330,110,1
304,4,5,0,-10.214,usuario5,s3t1330,usuario5s3t1330,010,0
305,5,6,1,4.106,usuario5,s3t1330,usuario5s3t1330,001,0
306,6,7,0,-5.42,usuario5,s3t1330,usuario5s3t1330,100,0
307,7,8,0,-4.6419999999999995,usuario5,s3t1330,usuario5s3t1330,000,0
308,8,9,1,6.728,usuario5,s3t1330,usuario5s3t1330,001,0
309,9,10,0,-3.9619999999999997,usuario5,s3t1330,usuario5s3t1330,100,1
310,10,11,0,-4.023,usuario5,s3t1330,usuario5s3t1330,010,0
311,11,12,1,5.207000000000001,usuario5,s3t1330,usuario5s3t1330,001,0
312,12,13,0,-3.701,usuario5,s3t1330,usuario5s3t1330,100,0
313,13,14,0,-4.3260000000000005,usuario5,s3t1330,usuario5s3t1330,000,0
314,14,15,0,-4.456,usuario5,s3t1330,usuario5s3t1330,000,0
315,15,16,0,-4.59,usuario5,s3t1330,usuario5s3t1330,000,1
316,16,17,0,-5.05,usuario5,s3t1330,usuario5s3t1330,010,1
317,17,18,0,-5.237,usuario5,s3t1330,usuario5s3t1330,010,0
318,18,19,1,4.056,usuario5,s3t1330,usuario5s3t1330,001,0
319,19,20,1,4.382,usuario5,s3t1330,usuario5s3t1330,101,1
320,20,21,1,4.986000000000001,usuario5,s3t1330,usuario5s3t1330,111,1
321,21,22,0,-3.1710000000000003,usuario5,s3t1330,usuario5s3t1330,110,1
322,22,23,1,4.303,usuario5,s3t1330,usuario5s3t1330,011,0
323,23,24,0,-5.472,usuario5,s3t1330,usuario5s3t1330,100,1
324,24,25,1,4.561,usuario5,s3t1330,usuario5s3t1330,011,1
325,25,26,0,-2.662,usuario5,s3t1330,usuario5s3t1330,110,1
326,26,27,1,2.428,usuario5,s3t1330,usuario5s3t1330,011,0
327,27,28,0,-7.169,usuario5,s3t1330,usuario5s3t1330,100,1
328,28,29,0,-3.29,usuario5,s3t1330,usuario5s3t1330,010,1
329,29,30,1,3.713,usuario5,s3t1330,usuario5s3t1330,011,0
330,30,31,0,-8.089,usuario5,s3t1330,usuario5s3t1330,100,0
331,31,32,0,-19.332,usuario5,s3t1330,usuario5s3t1330,000,0
332,32,33,0,-5.047,usuario5,s3t1330,usuario5s3t1330,000,0
333,33,34,1,8.687000000000001,usuario5,s3t1330,usuario5s3t1330,001,1
334,34,35,1,3.6630000000000003,usuario5,s3t1330,usuario5s3t1330,111,1
335,35,36,0,-4.816,usuario5,s3t1330,usuario5s3t1330,110,1
336,36,37,1,4.283,usuario5,s3t1330,usuario5s3t1330,011,1
337,37,38,1,5.75,usuario5,s3t1330,usuario5s3t1330,111,1
338,38,39,0,-2.605,usuario5,s3t1330,usuario5s3t1330,110,1
339,39,40,1,6.068,usuario5,s3t1330,usuario5s3t1330,011,1
340,40,41,1,2.6039999999999996,usuario5,s3t1330,usuario5s3t1330,111,1
341,41,42,0,-3.2880000000000003,usuario5,s3t1330,usuario5s3t1330,110,1
342,42,43,0,-4.449,usuario5,s3t1330,usuario5s3t1330,010,1
343,43,44,1,2.372,usuario5,s3t1330,usuario5s3t1330,011,0
344,44,45,1,3.3169999999999997,usuario5,s3t1330,usuario5s3t1330,101,0
345,45,46,0,-3.02,usuario5,s3t1330,usuario5s3t1330,100,0
346,46,47,0,-3.54,usuario5,s3t1330,usuario5s3t1330,000,1
347,47,48,1,5.402,usuario5,s3t1330,usuario5s3t1330,011,1
348,48,49,1,5.194,usuario5,s3t1330,usuario5s3t1330,111,1
349,49,50,0,-4.73,usuario5,s3t1330,usuario5s3t1330,110,1
350,0,1,1,5.864,usuario9,s3t1330,usuario9s3t1330,--1,1
351,1,2,1,5.796,usuario9,s3t1330,usuario9s3t1330,111,1
352,2,3,1,3.532,usuario9,s3t1330,usuario9s3t1330,111,0
353,3,4,1,4.565,usuario9,s3t1330,usuario9s3t1330,101,1
354,4,5,1,3.0860000000000003,usuario9,s3t1330,usuario9s3t1330,111,1
355,5,6,1,3.034,usuario9,s3t1330,usuario9s3t1330,111,1
356,6,7,1,3.1519999999999997,usuario9,s3t1330,usuario9s3t1330,111,1
357,7,8,1,2.6510000000000002,usuario9,s3t1330,usuario9s3t1330,111,0
