round user time_start time_end time_php time_js
6 usuario3 1462883085.45 1462883085.42 -28.1000137329 12713
6 usuario4 1462883085.44 1462883075.18 -10265.4998302 3023
6 usuario1 1462883085.3 1462883079.05 -6247.20001221 6622
7 usuario11 1462883099.13 1462883089.87 -9258.10003281 3181
7 usuario13 1462883099.63 1462883090.36 -9266.20006561 3998
7 usuario5 1462883099.59 1462883089.33 -10258.9998245 2777
7 usuario10 1462883099.55 1462883090.28 -9272.59993553 3574
7 usuario14 1462883099.78 1462883099.76 -21.6000080109 13252
7 usuario7 1462883099.42 1462883090.14 -9279.00004387 3188
7 usuario12 1462883099.19 1462883088.88 -10317.2998428 2480
7 usuario16 1462883099.87 1462883089.58 -10287.4999046 3138
7 usuario6 1462883099.26 1462883094.13 -5133.70013237 7711
7 usuario8 1462883099.81 1462883091.58 -8229.20012474 5030
7 usuario9 1462883099.38 1462883091.07 -8309.00001526 4544
7 usuario2 1462883099.32 1462883091.12 -8204.40006256 4398
7 usuario15 1462883099.87 1462883088.56 -11314.2001629 2194
7 usuario3 1462883099.37 1462883092.18 -7189.30006027 5680
7 usuario4 1462883099.45 1462883089.17 -10282.1998596 2677
7 usuario1 1462883099.41 1462883094.25 -5162.40000725 7899
8 usuario11 1462883112.22 1462883103.98 -8231.60004616 3809
8 usuario13 1462883112.98 1462883105.77 -7201.59983635 5092
8 usuario5 1462883112.17 1462883102.92 -9250.90003014 2293
8 usuario10 1462883112.43 1462883105.24 -7189.30006027 4640
8 usuario14 1462883112.41 1462883106.25 -6161.90004349 5395
8 usuario7 1462883112.08 1462883112.06 -23.1001377106 11597
8 usuario12 1462883112.52 1462883101.22 -11299.2999554 980
8 usuario16 1462883112.51 1462883103.27 -9243.20006371 2354
8 usuario6 1462883112.61 1462883104.4 -8207.00001717 4101
8 usuario8 1462883112.59 1462883105.4 -7186.80000305 4551
8 usuario9 1462883112.37 1462883105.18 -7187.40010262 4754
8 usuario2 1462883112.97 1462883102.71 -10257.2000027 2341
8 usuario15 1462883112.65 1462883103.41 -9243.90006065 2493
8 usuario3 1462883112.42 1462883106.27 -6156.79979324 5854
8 usuario4 1462883112.24 1462883102.98 -9253.29995155 2494
8 usuario1 1462883112.2 1462883110.1 -2094.89989281 9647
9 usuario11 1462883136.1 1462883119.67 -16420.6998348 6415
9 usuario13 1462883137.02 1462883123.65 -13368.7999249 9627
9 usuario5 1462883136.31 1462883124.01 -12306.5998554 10759
9 usuario10 1462883136.46 1462883114.94 -21515.8998966 1470
9 usuario14 1462883136.17 1462883127.95 -8228.1999588 14487
9 usuario7 1462883136.83 1462883116.34 -20490.7000065 3190
9 usuario12 1462883136.13 1462883115.63 -20498.7001419 2059
9 usuario16 1462883137.02 1462883115.5 -21522.0999718 1945
9 usuario6 1462883136.7 1462883136.68 -22.0000743866 23026
9 usuario8 1462883136.87 1462883114.32 -22549.6001244 689
9 usuario9 1462883136.82 1462883115.31 -21513.5002136 1896
9 usuario2 1462883136.96 1462883116.48 -20481.4999104 2476
9 usuario15 1462883136.06 1462883117.61 -18453.2999992 3904
9 usuario3 1462883136.18 1462883118.75 -17422.6999283 5287
9 usuario4 1462883136.85 1462883115.32 -21530.600071 2035
9 usuario1 1462883136.69 1462883118.23 -18454.7998905 4962
10 usuario11 1462883152.26 1462883145.06 -7198.60005379 7904
10 usuario13 1462883153.04 1462883140.73 -12310.9998703 2661
10 usuario5 1462883152.6 1462883141.33 -11277.3997784 3973
10 usuario10 1462883152.75 1462883149.66 -3094.19989586 12148
10 usuario14 1462883152.51 1462883142.25 -10261.3999844 5025
10 usuario7 1462883152.55 1462883146.38 -6173.39992523 8500
10 usuario12 1462883152.16 1462883138.84 -13325.6001472 1659
10 usuario16 1462883153.06 1462883145.86 -7193.89986992 7789
10 usuario6 1462883152.5 1462883140.19 -12303.6999702 2443
10 usuario8 1462883152.2 1462883152.18 -21.5001106262 14263
10 usuario9 1462883152.79 1462883141.52 -11270.7998753 3655
10 usuario2 1462883152.66 1462883141.38 -11284.6000195 3364
10 usuario15 1462883152.52 1462883139.17 -13347.4001884 2055
10 usuario3 1462883152.09 1462883147.98 -4111.20009422 10733
10 usuario4 1462883152.82 1462883140.5 -12326.6000748 2600
10 usuario1 1462883152.66 1462883141.37 -11285.7999802 3643
11 usuario11 1462883173.28 1462883159.95 -13338.2999897 6643
11 usuario13 1462883173.74 1462883156.31 -17432.9998493 2226
11 usuario5 1462883173.97 1462883157.57 -16394.0000534 3927
11 usuario10 1462883173.51 1462883157.12 -16387.1002197 3324
11 usuario14 1462883173.22 1462883166.02 -7193.19987297 12472
11 usuario7 1462883174.14 1462883155.69 -18456.2997818 2088
11 usuario12 1462883173.49 1462883155.05 -18438.5001659 1849
11 usuario16 1462883173.55 1462883157.14 -16409.4998837 3033
11 usuario6 1462883173.83 1462883155.41 -18422.2998619 1866
11 usuario8 1462883173.42 1462883154.98 -18434.800148 1737
11 usuario9 1462883173.48 1462883156.07 -17415.500164 2230
11 usuario2 1462883173.3 1462883156.92 -16383.1000328 3216
11 usuario15 1462883173.22 1462883155.76 -17455.6000233 2197
11 usuario3 1462883174.12 1462883174.09 -27.4000167847 20936
11 usuario4 1462883174.0 1462883157.59 -16414.0999317 3724
11 usuario1 1462883173.91 1462883161.61 -12301.89991 7902
12 usuario11 1462883191.61 1462883184.41 -7197.60012627 10054
12 usuario13 1462883191.21 1462883179.91 -11301.0001183 5121
12 usuario5 1462883192.01 1462883182.76 -9251.60002708 7745
12 usuario10 1462883191.41 1462883177.03 -14378.7000179 2479
12 usuario14 1462883191.58 1462883191.56 -21.8999385834 17296
12 usuario7 1462883191.36 1462883183.14 -8223.09994698 7921
12 usuario12 1462883192.16 1462883177.8 -14361.2999916 3265
12 usuario16 1462883191.73 1462883180.43 -11297.0001698 5834
12 usuario6 1462883192.16 1462883180.87 -11281.899929 5999
12 usuario8 1462883191.84 1462883175.43 -16409.9998474 963
12 usuario9 1462883191.98 1462883180.71 -11266.9999599 6177
12 usuario2 1462883191.55 1462883179.23 -12321.2001324 4881
12 usuario15 1462883191.2 1462883175.8 -15398.3998299 1531
12 usuario3 1462883191.51 1462883181.26 -10246.7999458 6088
12 usuario4 1462883192.05 1462883177.69 -14360.7001305 2643
12 usuario1 1462883191.97 1462883178.58 -13388.7000084 3618
13 usuario11 1462883210.06 1462883196.72 -13337.4998569 4070
13 usuario13 1462883209.73 1462883195.36 -14363.699913 3107
13 usuario5 1462883209.56 1462883195.13 -14426.199913 2071
13 usuario10 1462883209.61 1462883196.26 -13348.5999107 3809
13 usuario14 1462883209.65 1462883199.38 -10265.3999329 6728
13 usuario7 1462883209.2 1462883209.18 -19.9999809265 16771
13 usuario12 1462883210.1 1462883194.71 -15391.4999962 1504
13 usuario16 1462883209.7 1462883204.55 -5152.49991417 11781
13 usuario6 1462883209.26 1462883195.94 -13314.8999214 2747
13 usuario8 1462883209.85 1462883209.82 -21.8999385834 16934
13 usuario9 1462883209.74 1462883195.39 -14343.5001373 2375
13 usuario2 1462883209.57 1462883195.21 -14362.5001907 2593
13 usuario15 1462883209.89 1462883194.49 -15404.0999413 2238
13 usuario3 1462883210.06 1462883210.04 -24.5001316071 17480
13 usuario4 1462883210.19 1462883196.84 -13354.2001247 3737
13 usuario1 1462883209.69 1462883199.44 -10250.9000301 6424
14 usuario11 1462883228.98 1462883214.62 -14360.5999947 3519
14 usuario13 1462883228.5 1462883214.12 -14375.0 3353
14 usuario5 1462883228.6 1462883228.57 -22.500038147 17966
14 usuario10 1462883228.67 1462883214.31 -14357.1000099 3628
14 usuario14 1462883228.37 1462883218.1 -10269.4001198 7408
14 usuario7 1462883228.67 1462883215.31 -13361.5000248 3996
14 usuario12 1462883228.88 1462883212.47 -16410.7000828 1323
14 usuario16 1462883228.6 1462883221.37 -7223.29998016 10625
14 usuario6 1462883228.96 1462883214.51 -14453.2999992 4213
14 usuario8 1462883229.22 1462883213.84 -15384.8998547 2943
14 usuario9 1462883228.29 1462883213.95 -14336.0998631 3172
14 usuario2 1462883229.03 1462883213.67 -15360.1999283 3045
14 usuario15 1462883229.03 1462883213.62 -15407.2999954 2680
14 usuario3 1462883228.94 1462883217.66 -11275.7000923 6550
14 usuario4 1462883228.89 1462883214.52 -14363.9998436 3290
14 usuario1 1462883229.01 1462883213.64 -15365.4000759 2907
15 usuario11 1462883247.77 1462883233.39 -14385.1997852 3362
15 usuario13 1462883247.99 1462883232.6 -15393.2001591 3048
15 usuario5 1462883247.78 1462883232.42 -15358.2000732 2773
15 usuario10 1462883248.15 1462883231.75 -16401.5002251 2035
15 usuario14 1462883248.07 1462883240.88 -7196.79999352 11456
15 usuario7 1462883247.37 1462883232.02 -15355.3001881 2305
15 usuario12 1462883247.42 1462883231.03 -16390.7999992 1098
15 usuario16 1462883247.81 1462883247.79 -17.6999568939 18144
15 usuario6 1462883248.07 1462883241.92 -6153.10001373 11891
15 usuario8 1462883247.48 1462883232.12 -15363.2998466 1853
15 usuario9 1462883247.78 1462883232.44 -15339.6000862 2083
15 usuario2 1462883247.77 1462883235.41 -12361.5000248 5336
15 usuario15 1462883248.31 1462883231.88 -16434.2000484 1801
15 usuario3 1462883247.65 1462883237.4 -10253.8001537 7414
15 usuario4 1462883247.33 1462883231.95 -15387.9001141 2010
15 usuario1 1462883248.3 1462883236.99 -11307.1000576 6944
16 usuario11 1462883259.95 1462883251.73 -8221.30012512 2917
16 usuario13 1462883259.78 1462883252.58 -7204.20002937 3545
16 usuario5 1462883260.06 1462883256.96 -3101.20010376 8130
16 usuario10 1462883259.63 1462883252.44 -7199.30005074 3239
16 usuario14 1462883259.87 1462883259.84 -21.1999416351 10726
16 usuario7 1462883260.02 1462883251.76 -8255.10001183 3341
16 usuario12 1462883260.18 1462883249.9 -10281.4998627 1435
16 usuario16 1462883260.37 1462883259.29 -1077.10003853 10404
16 usuario6 1462883259.91 1462883254.72 -5192.80004501 5601
16 usuario8 1462883259.85 1462883253.69 -6166.69988632 5162
16 usuario9 1462883259.5 1462883251.3 -8201.40004158 2478
16 usuario2 1462883260.27 1462883251.04 -9232.50007629 2224
16 usuario15 1462883259.74 1462883251.44 -8303.69997025 2076
16 usuario3 1462883259.63 1462883251.41 -8217.40007401 2714
16 usuario4 1462883259.88 1462883250.63 -9254.50015068 2246
16 usuario1 1462883260.32 1462883252.11 -8211.69996262 2769
17 usuario11 1462883277.15 1462883263.8 -13343.3001041 2805
17 usuario13 1462883276.56 1462883265.27 -11291.8000221 4442
17 usuario5 1462883277.12 1462883277.1 -20.2000141144 15994
17 usuario10 1462883277.06 1462883263.72 -13332.4999809 3046
17 usuario14 1462883276.4 1462883272.27 -4127.89988518 11329
17 usuario7 1462883277.36 1462883262.99 -14370.4001904 1924
17 usuario12 1462883277.18 1462883262.83 -14351.4997959 1599
17 usuario16 1462883277.29 1462883270.07 -7216.2001133 8656
17 usuario6 1462883277.37 1462883263.98 -13385.2000237 3030
17 usuario8 1462883276.62 1462883264.25 -12369.4000244 3354
17 usuario9 1462883276.84 1462883262.5 -14339.5998478 1952
17 usuario2 1462883277.14 1462883263.79 -13349.9000072 2476
17 usuario15 1462883276.54 1462883264.21 -12329.3001652 3424
17 usuario3 1462883276.97 1462883268.77 -8201.20000839 8097
17 usuario4 1462883276.65 1462883263.31 -13348.400116 2379
17 usuario1 1462883276.54 1462883274.46 -2083.60004425 13087
18 usuario11 1462883289.43 1462883281.19 -8232.50007629 3004
18 usuario13 1462883289.43 1462883281.2 -8229.50005531 3592
18 usuario5 1462883288.82 1462883284.7 -4121.39987946 6519
18 usuario10 1462883289.32 1462883280.08 -9239.59994316 1979
18 usuario14 1462883288.86 1462883288.83 -26.4000892639 10368
18 usuario7 1462883288.92 1462883279.68 -9243.29996109 1277
18 usuario12 1462883288.83 1462883279.59 -9240.00000954 1361
18 usuario16 1462883289.08 1462883282.89 -6194.70000267 4549
18 usuario6 1462883288.6 1462883285.51 -3085.7000351 7097
18 usuario8 1462883289.28 1462883280.04 -9233.50000381 2377
18 usuario9 1462883288.62 1462883282.46 -6154.20007706 4572
18 usuario2 1462883288.46 1462883280.2 -8255.5000782 1931
18 usuario15 1462883288.83 1462883280.59 -8238.30008507 2998
18 usuario3 1462883289.19 1462883287.11 -2077.19993591 9090
18 usuario4 1462883288.8 1462883280.58 -8223.59991074 2879
18 usuario1 1462883289.03 1462883285.92 -3109.69996452 8334
19 usuario11 1462883298.73 1462883292.5 -6222.70011902 2031
19 usuario13 1462883298.8 1462883292.62 -6184.70001221 2137
19 usuario5 1462883299.39 1462883294.21 -5183.09998512 4342
19 usuario10 1462883299.2 1462883292.0 -7199.70011711 1630
19 usuario14 1462883298.98 1462883293.83 -5152.60004997 3909
19 usuario7 1462883298.81 1462883291.58 -7228.50012779 1616
19 usuario12 1462883298.7 1462883291.49 -7205.70015907 1620
19 usuario16 1462883299.36 1462883292.15 -7211.10010147 2023
19 usuario6 1462883299.19 1462883299.17 -19.700050354 9527
19 usuario8 1462883299.12 1462883294.99 -4130.59997559 4667
19 usuario9 1462883298.82 1462883291.61 -7210.99996567 1950
19 usuario2 1462883299.13 1462883290.92 -8217.90003777 1410
19 usuario15 1462883298.82 1462883292.63 -6194.60010529 2748
19 usuario3 1462883299.39 1462883296.3 -3094.70009804 6059
19 usuario4 1462883299.2 1462883291.98 -7218.29986572 2140
19 usuario1 1462883299.12 1462883296.02 -3098.59991074 5943
20 usuario11 1462883316.92 1462883305.63 -11287.5001431 5832
20 usuario13 1462883316.81 1462883303.47 -13341.9001102 3622
20 usuario5 1462883317.44 1462883310.25 -7189.10002708 9814
20 usuario10 1462883316.86 1462883301.48 -15379.1999817 1231
20 usuario14 1462883316.63 1462883302.28 -14348.2000828 2254
20 usuario7 1462883316.77 1462883316.74 -27.8000831604 16874
20 usuario12 1462883317.4 1462883302.02 -15382.4000359 2279
20 usuario16 1462883317.42 1462883303.03 -14391.9000626 2625
20 usuario6 1462883317.03 1462883303.71 -13319.0000057 3465
20 usuario8 1462883317.23 1462883303.91 -13323.3001232 3743
20 usuario9 1462883317.11 1462883301.72 -15383.1999302 1862
20 usuario2 1462883317.22 1462883303.89 -13329.4000626 3713
20 usuario15 1462883317.19 1462883301.79 -15402.299881 1916
20 usuario3 1462883316.55 1462883306.29 -10264.8999691 5848
20 usuario4 1462883316.57 1462883302.19 -14378.3998489 1934
20 usuario1 1462883316.56 1462883308.32 -8244.89998817 8150
21 usuario11 1462883332.57 1462883322.31 -10256.000042 4348
21 usuario13 1462883332.36 1462883320.04 -12316.9000149 2188
21 usuario5 1462883332.24 1462883321.96 -10275.3999233 3473
21 usuario10 1462883331.92 1462883319.62 -12307.1000576 1713
21 usuario14 1462883331.84 1462883324.64 -7199.19991493 6944
21 usuario7 1462883331.97 1462883328.85 -3122.30014801 11015
21 usuario12 1462883332.11 1462883320.81 -11300.8000851 2366
21 usuario16 1462883331.7 1462883320.33 -11372.0998764 1861
21 usuario6 1462883332.14 1462883324.97 -7171.200037 6888
21 usuario8 1462883331.76 1462883325.6 -6163.80000114 7289
21 usuario9 1462883332.26 1462883320.98 -11283.4999561 2831
21 usuario2 1462883332.11 1462883320.82 -11289.2000675 2554
21 usuario15 1462883332.51 1462883319.15 -13351.9999981 914
21 usuario3 1462883331.85 1462883322.62 -9228.099823 5029
21 usuario4 1462883332.13 1462883319.8 -12330.1999569 2186
21 usuario1 1462883332.12 1462883332.09 -24.2998600006 14482
22 usuario11 1462883353.08 1462883336.63 -16449.1999149 3027
22 usuario13 1462883353.18 1462883338.77 -14409.3000889 5341
22 usuario5 1462883352.68 1462883339.36 -13321.0999966 6080
22 usuario10 1462883352.79 1462883337.42 -15367.1000004 4454
22 usuario14 1462883353.1 1462883341.82 -11281.8000317 8927
22 usuario7 1462883352.67 1462883352.65 -21.6000080109 19628
22 usuario12 1462883352.96 1462883334.51 -18445.9998608 1355
22 usuario16 1462883353.19 1462883336.78 -16413.20014 4023
22 usuario6 1462883352.61 1462883336.22 -16387.5000477 3041
22 usuario8 1462883353.46 1462883336.04 -17421.599865 3234
22 usuario9 1462883352.88 1462883336.49 -16388.299942 3188
22 usuario2 1462883353.29 1462883335.87 -17421.8001366 2712
22 usuario15 1462883353.48 1462883335.01 -18468.2998657 1452
22 usuario3 1462883353.34 1462883335.94 -17401.7999172 3043
22 usuario4 1462883352.95 1462883336.53 -16411.4999771 3355
22 usuario1 1462883353.46 1462883346.24 -7215.99984169 13051
23 usuario11 1462883368.08 1462883356.78 -11300.6999493 2646
23 usuario13 1462883367.71 1462883359.47 -8233.30020905 5246
23 usuario5 1462883368.38 1462883356.08 -12302.9999733 2351
23 usuario10 1462883368.3 1462883364.16 -4133.59999657 10294
23 usuario14 1462883368.53 1462883359.3 -9229.09998894 5151
23 usuario7 1462883368.53 1462883355.21 -13327.6998997 1471
23 usuario12 1462883367.91 1462883355.6 -12309.3998432 1596
23 usuario16 1462883368.43 1462883357.12 -11311.1999035 2880
23 usuario6 1462883368.43 1462883358.19 -10247.4999428 4530
23 usuario8 1462883368.01 1462883367.99 -20.4999446869 13483
23 usuario9 1462883367.9 1462883358.66 -9243.59989166 4728
23 usuario2 1462883368.03 1462883355.72 -12306.4000607 1392
23 usuario15 1462883368.09 1462883355.76 -12332.7000141 1235
23 usuario3 1462883368.49 1462883360.28 -8205.19995689 5890
23 usuario4 1462883368.24 1462883356.81 -11434.9000454 2815
23 usuario1 1462883367.97 1462883365.88 -2095.00002861 11370
24 usuario11 1462883380.23 1462883373.03 -7200.40011406 3904
24 usuario13 1462883380.15 1462883372.94 -7202.60000229 4186
24 usuario5 1462883380.32 1462883371.07 -9252.30002403 1643
24 usuario10 1462883379.84 1462883371.63 -8215.19994736 2281
24 usuario14 1462883379.98 1462883375.84 -4141.49999619 6267
24 usuario7 1462883379.88 1462883379.86 -27.1999835968 10272
24 usuario12 1462883380.32 1462883370.05 -10269.4001198 1094
24 usuario16 1462883379.77 1462883373.58 -6192.80004501 4110
24 usuario6 1462883380.07 1462883375.95 -4125.20003319 6464
24 usuario8 1462883380.17 1462883371.95 -8224.2000103 2883
24 usuario9 1462883380.63 1462883371.4 -9232.30004311 2448
24 usuario2 1462883379.71 1462883370.46 -9259.29999352 1387
24 usuario15 1462883380.11 1462883369.77 -10334.7001076 630
24 usuario3 1462883380.69 1462883371.46 -9228.39999199 1929
24 usuario4 1462883379.87 1462883371.64 -8237.30015755 2347
24 usuario1 1462883379.87 1462883371.66 -8207.9000473 2640
25 usuario11 1462883405.53 1462883386.05 -19477.4000645 4780
25 usuario13 1462883404.93 1462883385.45 -19474.2000103 4260
25 usuario5 1462883404.94 1462883391.61 -13329.100132 10235
25 usuario10 1462883405.19 1462883382.64 -22552.2999763 1746
25 usuario14 1462883404.86 1462883386.42 -18432.6999187 5397
25 usuario7 1462883405.69 1462883387.24 -18448.6000538 6288
25 usuario12 1462883405.48 1462883382.94 -22538.8000011 1582
25 usuario16 1462883404.76 1462883384.24 -20512.0000839 3430
25 usuario6 1462883405.05 1462883384.55 -20499.0999699 3439
25 usuario8 1462883404.99 1462883383.47 -21522.7999687 2249
25 usuario9 1462883405.2 1462883384.67 -20529.6001434 2996
25 usuario2 1462883404.92 1462883383.42 -21497.0998764 2667
25 usuario15 1462883405.1 1462883382.53 -22568.8998699 1371
25 usuario3 1462883405.27 1462883405.24 -24.9001979828 23511
25 usuario4 1462883404.95 1462883383.42 -21523.0998993 2502
25 usuario1 1462883405.44 1462883383.93 -21512.3999119 3021
26 usuario11 1462883416.76 1462883414.67 -2086.79986 8100
26 usuario13 1462883416.31 1462883409.1 -7212.80002594 3131
26 usuario5 1462883415.82 1462883408.63 -7196.39992714 2647
26 usuario10 1462883415.8 1462883408.6 -7201.59983635 2368
26 usuario14 1462883416.52 1462883411.37 -5141.19982719 5475
26 usuario7 1462883416.39 1462883416.37 -21.7001438141 9629
26 usuario12 1462883416.07 1462883408.87 -7204.20002937 2349
26 usuario16 1462883416.01 1462883413.92 -2093.29986572 8099
26 usuario6 1462883416.57 1462883410.4 -6167.99998283 4311
26 usuario8 1462883416.43 1462883410.27 -6158.60009193 4234
26 usuario9 1462883416.58 1462883409.4 -7176.7001152 3162
26 usuario2 1462883416.24 1462883408.02 -8220.39985657 2061
26 usuario15 1462883415.93 1462883407.7 -8227.40006447 1568
26 usuario3 1462883416.44 1462883408.23 -8216.30001068 1911
26 usuario4 1462883416.1 1462883407.86 -8243.90006065 1878
26 usuario1 1462883415.78 1462883410.63 -5148.00000191 4153
27 usuario11 1462883425.5 1462883422.4 -3108.30020905 4598
27 usuario13 1462883425.56 1462883421.42 -4136.09981537 4069
27 usuario5 1462883424.98 1462883418.8 -6176.5999794 1934
27 usuario10 1462883425.78 1462883419.61 -6171.69976234 2763
27 usuario14 1462883425.77 1462883425.75 -23.0000019073 8188
27 usuario7 1462883425.18 1462883421.06 -4119.09985542 3608
27 usuario12 1462883425.75 1462883418.55 -7200.40011406 1434
27 usuario16 1462883425.09 1462883420.95 -4139.19997215 3892
27 usuario6 1462883424.9 1462883419.73 -5176.89990997 2114
27 usuario8 1462883425.39 1462883419.22 -6173.40016365 1745
27 usuario9 1462883425.14 1462883422.04 -3102.20003128 4418
27 usuario2 1462883425.83 1462883419.6 -6229.69985008 2319
27 usuario15 1462883425.17 1462883417.97 -7199.10001755 988
27 usuario3 1462883425.07 1462883418.88 -6185.40000916 1395
27 usuario4 1462883425.3 1462883419.12 -6181.49995804 1969
27 usuario1 1462883424.85 1462883420.73 -4121.19984627 3907
28 usuario11 1462883434.81 1462883429.65 -5157.00006485 3104
28 usuario13 1462883434.78 1462883429.61 -5163.59996796 3010
28 usuario5 1462883434.2 1462883429.06 -5141.99995995 3039
28 usuario10 1462883434.41 1462883429.26 -5147.30000496 2436
28 usuario14 1462883434.12 1462883432.04 -2081.3999176 5197
