,round,player,response,opponent,action_opponent,payoff,time_php,rt,session,game,strategy
5326,21,s6m22_usuario7,0,['s6m22_usuario16'],0,1,1557.99984932,-1.532,s6m22,changing,00
5327,21,s6m22_usuario8,1,['s6m22_usuario2'],0,0,926.199913025,0.903,s6m22,changing,10
5328,21,s6m22_usuario9,1,['s6m22_usuario13'],0,0,4265.49983025,4.242,s6m22,changing,10
5329,21,s6m22_usuario10,0,['s6m22_usuario12'],0,1,1214.30015564,-1.188,s6m22,changing,00
5330,21,s6m22_usuario11,1,['s6m22_usuario6'],1,3,972.200155258,0.946,s6m22,changing,11
5331,21,s6m22_usuario12,0,['s6m22_usuario10'],0,1,667.500019073,-0.642,s6m22,changing,00
5332,21,s6m22_usuario13,0,['s6m22_usuario9'],1,4,1629.60004807,-1.604,s6m22,changing,01
5333,21,s6m22_usuario14,0,['s6m22_usuario4'],0,1,1382.10010529,-1.355,s6m22,changing,00
5334,21,s6m22_usuario15,0,['s6m22_usuario1'],0,1,6124.90010262,-6.094,s6m22,changing,00
5335,21,s6m22_usuario16,0,['s6m22_usuario7'],0,1,1389.49990273,-1.364,s6m22,changing,00
5336,22,s6m22_usuario1,0,['s6m22_usuario8'],1,4,3797.30010033,-3.771,s6m22,changing,01
5337,22,s6m22_usuario2,0,['s6m22_usuario3'],0,1,930.399894714,-0.912,s6m22,changing,00
5338,22,s6m22_usuario3,0,['s6m22_usuario2'],0,1,3531.69989586,-3.513,s6m22,changing,00
5339,22,s6m22_usuario4,1,['s6m22_usuario5'],0,0,1919.80004311,1.893,s6m22,changing,10
5340,22,s6m22_usuario5,0,['s6m22_usuario4'],1,4,1815.99998474,-1.789,s6m22,changing,01
5341,22,s6m22_usuario6,1,['s6m22_usuario9'],0,0,1511.29984856,1.484,s6m22,changing,10
5342,22,s6m22_usuario7,0,['s6m22_usuario14'],0,1,1401.00002289,-1.376,s6m22,changing,00
5343,22,s6m22_usuario8,1,['s6m22_usuario1'],0,0,718.0001735689999,0.693,s6m22,changing,10
5344,22,s6m22_usuario9,0,['s6m22_usuario6'],1,4,3201.80010796,-3.169,s6m22,changing,01
5345,22,s6m22_usuario10,0,['s6m22_usuario11'],0,1,866.1000728610001,-0.838,s6m22,changing,00
5346,22,s6m22_usuario11,0,['s6m22_usuario10'],0,1,1928.30014229,-1.9,s6m22,changing,00
5347,22,s6m22_usuario12,0,['s6m22_usuario13'],0,1,736.9000911710001,-0.708,s6m22,changing,00
5348,22,s6m22_usuario13,0,['s6m22_usuario12'],0,1,2206.3999175999998,-2.18,s6m22,changing,00
5349,22,s6m22_usuario14,0,['s6m22_usuario7'],0,1,1606.60004616,-1.588,s6m22,changing,00
5350,22,s6m22_usuario15,0,['s6m22_usuario16'],1,4,5808.20012093,-5.778,s6m22,changing,01
5351,22,s6m22_usuario16,1,['s6m22_usuario15'],0,0,5538.40017319,5.48,s6m22,changing,10
5352,23,s6m22_usuario1,0,['s6m22_usuario5'],0,1,3581.00008965,-3.533,s6m22,changing,00
5353,23,s6m22_usuario2,0,['s6m22_usuario3'],0,1,547.1999645230001,-0.521,s6m22,changing,00
5354,23,s6m22_usuario3,0,['s6m22_usuario2'],0,1,2248.19993973,-2.223,s6m22,changing,00
5355,23,s6m22_usuario4,1,['s6m22_usuario11'],1,3,1592.49997139,1.567,s6m22,changing,11
5356,23,s6m22_usuario5,0,['s6m22_usuario1'],0,1,584.0997695919999,-0.555,s6m22,changing,00
5357,23,s6m22_usuario6,1,['s6m22_usuario16'],0,0,2109.09986496,2.082,s6m22,changing,10
5358,23,s6m22_usuario7,0,['s6m22_usuario8'],1,4,1058.89987946,-1.033,s6m22,changing,01
5359,23,s6m22_usuario8,1,['s6m22_usuario7'],0,0,1168.99991035,1.142,s6m22,changing,10
5360,23,s6m22_usuario9,1,['s6m22_usuario10'],0,0,3128.09991837,3.098,s6m22,changing,10
5361,23,s6m22_usuario10,0,['s6m22_usuario9'],1,4,3160.49981117,-3.132,s6m22,changing,01
5362,23,s6m22_usuario11,1,['s6m22_usuario4'],1,3,925.400018692,0.903,s6m22,changing,11
5363,23,s6m22_usuario12,0,['s6m22_usuario14'],0,1,947.000026703,-0.922,s6m22,changing,00
5364,23,s6m22_usuario13,0,['s6m22_usuario15'],0,1,1878.09991837,-1.853,s6m22,changing,00
5365,23,s6m22_usuario14,0,['s6m22_usuario12'],0,1,1251.99985504,-1.228,s6m22,changing,00
5366,23,s6m22_usuario15,0,['s6m22_usuario13'],0,1,8984.40003395,-8.956,s6m22,changing,00
5367,23,s6m22_usuario16,0,['s6m22_usuario6'],1,4,4477.30016708,-4.451,s6m22,changing,01
5368,24,s6m22_usuario1,0,['s6m22_usuario7'],1,4,3663.39993477,-3.637,s6m22,changing,01
5369,24,s6m22_usuario2,0,['s6m22_usuario10'],0,1,601.999998093,-0.574,s6m22,changing,00
5370,24,s6m22_usuario3,0,['s6m22_usuario13'],0,1,1799.80015755,-1.776,s6m22,changing,00
5371,24,s6m22_usuario4,0,['s6m22_usuario6'],0,1,3295.30000687,-3.266,s6m22,changing,00
5372,24,s6m22_usuario5,0,['s6m22_usuario9'],1,4,684.30018425,-0.658,s6m22,changing,01
5373,24,s6m22_usuario6,0,['s6m22_usuario4'],0,1,1374.20010567,-1.346,s6m22,changing,00
5374,24,s6m22_usuario7,1,['s6m22_usuario1'],0,0,13447.1001625,13.42,s6m22,changing,10
5375,24,s6m22_usuario8,1,['s6m22_usuario12'],0,0,675.60005188,0.645,s6m22,changing,10
5376,24,s6m22_usuario9,1,['s6m22_usuario5'],0,0,4539.20006752,4.522,s6m22,changing,10
5377,24,s6m22_usuario10,0,['s6m22_usuario2'],0,1,1963.4001254999998,-1.938,s6m22,changing,00
5378,24,s6m22_usuario11,0,['s6m22_usuario15'],0,1,3003.49998474,-2.978,s6m22,changing,00
5379,24,s6m22_usuario12,0,['s6m22_usuario8'],1,4,6841.79997444,-6.811,s6m22,changing,01
5380,24,s6m22_usuario13,0,['s6m22_usuario3'],0,1,2131.99996948,-2.104,s6m22,changing,00
5381,24,s6m22_usuario14,0,['s6m22_usuario16'],0,1,1251.89995766,-1.228,s6m22,changing,00
5382,24,s6m22_usuario15,0,['s6m22_usuario11'],0,1,10541.1999226,-10.509,s6m22,changing,00
5383,24,s6m22_usuario16,0,['s6m22_usuario14'],0,1,3184.90004539,-3.159,s6m22,changing,00
5384,25,s6m22_usuario1,0,['s6m22_usuario14'],0,1,8030.20000458,-8.0,s6m22,changing,00
5385,25,s6m22_usuario2,0,['s6m22_usuario13'],1,4,824.89991188,-0.799,s6m22,changing,01
5387,25,s6m22_usuario4,0,['s6m22_usuario10'],0,1,1768.39995384,-1.75,s6m22,changing,00
5388,25,s6m22_usuario5,0,['s6m22_usuario15'],0,1,1047.6000309,-1.023,s6m22,changing,00
5389,25,s6m22_usuario6,0,['s6m22_usuario9'],0,1,1197.20005989,-1.172,s6m22,changing,00
5390,25,s6m22_usuario7,0,['s6m22_usuario8'],1,4,1549.0000248,-1.523,s6m22,changing,01
5391,25,s6m22_usuario8,1,['s6m22_usuario7'],0,0,920.6998348239999,0.895,s6m22,changing,10
5392,25,s6m22_usuario9,0,['s6m22_usuario6'],0,1,2409.19995308,-2.383,s6m22,changing,00
5393,25,s6m22_usuario10,0,['s6m22_usuario4'],0,1,1944.70000267,-1.928,s6m22,changing,00
5394,25,s6m22_usuario11,1,['s6m22_usuario16'],0,0,1796.00000381,1.766,s6m22,changing,10
5395,25,s6m22_usuario12,0,['s6m22_usuario3'],0,1,10504.600048100001,-10.475,s6m22,changing,00
5396,25,s6m22_usuario13,1,['s6m22_usuario2'],0,0,5564.30006027,5.522,s6m22,changing,10
5397,25,s6m22_usuario14,0,['s6m22_usuario1'],0,1,1459.89990234,-1.434,s6m22,changing,00
5398,25,s6m22_usuario15,0,['s6m22_usuario5'],0,1,6959.39993858,-6.929,s6m22,changing,00
5399,25,s6m22_usuario16,0,['s6m22_usuario11'],1,4,1164.20006752,-1.133,s6m22,changing,01
5400,26,s6m22_usuario1,1,['s6m22_usuario4'],1,3,8440.69981575,8.411,s6m22,changing,11
5401,26,s6m22_usuario2,0,['s6m22_usuario13'],0,1,1078.39989662,-1.054,s6m22,changing,00
5402,26,s6m22_usuario3,0,['s6m22_usuario6'],0,1,4822.09992409,-4.796,s6m22,changing,00
5403,26,s6m22_usuario4,1,['s6m22_usuario1'],1,3,2200.50001144,2.178,s6m22,changing,11
5404,26,s6m22_usuario5,0,['s6m22_usuario11'],1,4,652.3001194,-0.624,s6m22,changing,01
5405,26,s6m22_usuario6,0,['s6m22_usuario3'],0,1,971.2998867030001,-0.951,s6m22,changing,00
5406,26,s6m22_usuario7,0,['s6m22_usuario9'],1,4,1786.79990768,-1.76,s6m22,changing,01
5407,26,s6m22_usuario8,1,['s6m22_usuario10'],0,0,1749.19986725,1.719,s6m22,changing,10
5408,26,s6m22_usuario9,1,['s6m22_usuario7'],0,0,2400.39992332,2.374,s6m22,changing,10
5409,26,s6m22_usuario10,0,['s6m22_usuario8'],1,4,1020.20001411,-0.987,s6m22,changing,01
5410,26,s6m22_usuario11,1,['s6m22_usuario5'],0,0,916.499853134,0.888,s6m22,changing,10
5411,26,s6m22_usuario12,1,['s6m22_usuario15'],0,0,835.700035095,0.81,s6m22,changing,10
5412,26,s6m22_usuario13,0,['s6m22_usuario2'],0,1,1761.30008698,-1.731,s6m22,changing,00
5413,26,s6m22_usuario14,0,['s6m22_usuario16'],0,1,1548.20013046,-1.52,s6m22,changing,00
5414,26,s6m22_usuario15,0,['s6m22_usuario12'],1,4,3883.39996338,-3.856,s6m22,changing,01
5415,26,s6m22_usuario16,0,['s6m22_usuario14'],0,1,1378.50022316,-1.335,s6m22,changing,00
5416,27,s6m22_usuario1,0,['s6m22_usuario15'],0,1,3897.50003815,-3.868,s6m22,changing,00
5417,27,s6m22_usuario2,0,['s6m22_usuario5'],0,1,736.9000911710001,-0.712,s6m22,changing,00
5418,27,s6m22_usuario3,1,['s6m22_usuario13'],0,0,2817.99983978,2.797,s6m22,changing,10
5419,27,s6m22_usuario4,1,['s6m22_usuario11'],0,0,2194.70000267,2.169,s6m22,changing,10
5420,27,s6m22_usuario5,0,['s6m22_usuario2'],0,1,1513.70000839,-1.489,s6m22,changing,00
5421,27,s6m22_usuario6,0,['s6m22_usuario14'],1,4,1120.59998512,-1.092,s6m22,changing,01
5422,27,s6m22_usuario7,0,['s6m22_usuario9'],0,1,2901.29995346,-2.871,s6m22,changing,00
5423,27,s6m22_usuario8,1,['s6m22_usuario12'],0,0,1294.49987411,1.267,s6m22,changing,10
5424,27,s6m22_usuario9,0,['s6m22_usuario7'],0,1,2934.79990959,-2.912,s6m22,changing,00
5425,27,s6m22_usuario10,0,['s6m22_usuario16'],0,1,1316.40005112,-1.288,s6m22,changing,00
5426,27,s6m22_usuario11,0,['s6m22_usuario4'],1,4,3061.80000305,-3.035,s6m22,changing,01
5427,27,s6m22_usuario12,0,['s6m22_usuario8'],1,4,1055.5999279,-1.028,s6m22,changing,01
5428,27,s6m22_usuario13,0,['s6m22_usuario3'],1,4,1359.49993134,-1.334,s6m22,changing,01
5429,27,s6m22_usuario14,1,['s6m22_usuario6'],0,0,1990.29994011,1.963,s6m22,changing,10
5430,27,s6m22_usuario15,0,['s6m22_usuario1'],0,1,2797.6000309,-2.775,s6m22,changing,00
5431,27,s6m22_usuario16,0,['s6m22_usuario10'],0,1,1809.70001221,-1.785,s6m22,changing,00
5432,28,s6m22_usuario1,1,['s6m22_usuario2'],0,0,3755.3999424000003,3.73,s6m22,changing,10
5433,28,s6m22_usuario2,0,['s6m22_usuario1'],1,4,688.199996948,-0.664,s6m22,changing,01
5434,28,s6m22_usuario3,0,['s6m22_usuario4'],0,1,2295.20010948,-2.271,s6m22,changing,00
5435,28,s6m22_usuario4,0,['s6m22_usuario3'],0,1,2283.10012817,-2.263,s6m22,changing,00
5436,28,s6m22_usuario5,0,['s6m22_usuario16'],0,1,628.099918365,-0.606,s6m22,changing,00
5437,28,s6m22_usuario6,0,['s6m22_usuario15'],0,1,1583.30011368,-1.556,s6m22,changing,00
5438,28,s6m22_usuario7,0,['s6m22_usuario11'],1,4,1526.29995346,-1.508,s6m22,changing,01
5439,28,s6m22_usuario8,1,['s6m22_usuario10'],0,0,1220.09992599,1.192,s6m22,changing,10
5440,28,s6m22_usuario9,1,['s6m22_usuario14'],0,0,2493.40009689,2.463,s6m22,changing,10
5441,28,s6m22_usuario10,0,['s6m22_usuario8'],1,4,829.200029373,-0.804,s6m22,changing,01
5442,28,s6m22_usuario11,1,['s6m22_usuario7'],0,0,1568.30000877,1.55,s6m22,changing,10
5443,28,s6m22_usuario12,1,['s6m22_usuario13'],0,0,4820.89996338,4.792,s6m22,changing,10
5444,28,s6m22_usuario13,0,['s6m22_usuario12'],1,4,1582.20005035,-1.557,s6m22,changing,01
5445,28,s6m22_usuario14,0,['s6m22_usuario9'],1,4,1741.60003662,-1.716,s6m22,changing,01
5446,28,s6m22_usuario15,0,['s6m22_usuario6'],0,1,2643.39995384,-2.613,s6m22,changing,00
5447,28,s6m22_usuario16,0,['s6m22_usuario5'],0,1,885.900020599,-0.858,s6m22,changing,00
5448,29,s6m22_usuario1,1,['s6m22_usuario11'],1,3,2679.89993095,2.655,s6m22,changing,11
5449,29,s6m22_usuario2,0,['s6m22_usuario12'],1,4,1100.00014305,-1.075,s6m22,changing,01
5450,29,s6m22_usuario3,0,['s6m22_usuario7'],0,1,8368.79992485,-8.339,s6m22,changing,00
5451,29,s6m22_usuario4,0,['s6m22_usuario9'],0,1,1777.49991417,-1.76,s6m22,changing,00
5452,29,s6m22_usuario5,0,['s6m22_usuario14'],0,1,630.4998397830001,-0.604,s6m22,changing,00
5453,29,s6m22_usuario6,0,['s6m22_usuario13'],0,1,872.30014801,-0.846,s6m22,changing,00
5454,29,s6m22_usuario7,0,['s6m22_usuario3'],0,1,966.799974442,-0.939,s6m22,changing,00
5455,29,s6m22_usuario8,1,['s6m22_usuario15'],0,0,3759.09996033,3.74,s6m22,changing,10
5456,29,s6m22_usuario9,0,['s6m22_usuario4'],0,1,4729.00009155,-4.701,s6m22,changing,00
5457,29,s6m22_usuario10,0,['s6m22_usuario16'],0,1,608.999967575,-0.581,s6m22,changing,00
5458,29,s6m22_usuario11,1,['s6m22_usuario1'],1,3,1046.90003395,1.029,s6m22,changing,11
5459,29,s6m22_usuario12,1,['s6m22_usuario2'],0,0,972.599983215,0.943,s6m22,changing,10
5460,29,s6m22_usuario13,0,['s6m22_usuario6'],0,1,1708.60004425,-1.685,s6m22,changing,00
5461,29,s6m22_usuario14,0,['s6m22_usuario5'],0,1,1660.69984436,-1.635,s6m22,changing,00
5462,29,s6m22_usuario15,0,['s6m22_usuario8'],1,4,6707.00001717,-6.677,s6m22,changing,01
5463,29,s6m22_usuario16,0,['s6m22_usuario10'],0,1,680.500030518,-0.653,s6m22,changing,00
5464,30,s6m22_usuario1,1,['s6m22_usuario10'],0,0,4292.59991646,4.274,s6m22,changing,10
5465,30,s6m22_usuario2,0,['s6m22_usuario4'],1,4,2654.99997139,-2.627,s6m22,changing,01
5466,30,s6m22_usuario3,0,['s6m22_usuario7'],0,1,10850.1000404,-10.82,s6m22,changing,00
5467,30,s6m22_usuario4,1,['s6m22_usuario2'],0,0,2596.30012512,2.565,s6m22,changing,10
5468,30,s6m22_usuario5,0,['s6m22_usuario16'],0,1,553.29990387,-0.535,s6m22,changing,00
5469,30,s6m22_usuario6,0,['s6m22_usuario13'],0,1,665.400028229,-0.637,s6m22,changing,00
5470,30,s6m22_usuario7,0,['s6m22_usuario3'],0,1,2400.6998539,-2.38,s6m22,changing,00
5471,30,s6m22_usuario8,1,['s6m22_usuario14'],0,0,2170.30000687,2.151,s6m22,changing,10
5472,30,s6m22_usuario9,1,['s6m22_usuario15'],0,0,3696.70009613,3.67,s6m22,changing,10
5473,30,s6m22_usuario10,0,['s6m22_usuario1'],1,4,789.20006752,-0.771,s6m22,changing,01
5474,30,s6m22_usuario11,1,['s6m22_usuario12'],0,0,983.1998348239999,0.965,s6m22,changing,10
5475,30,s6m22_usuario12,0,['s6m22_usuario11'],1,4,1339.20001984,-1.312,s6m22,changing,01
5476,30,s6m22_usuario13,0,['s6m22_usuario6'],0,1,1382.79986382,-1.357,s6m22,changing,00
5477,30,s6m22_usuario14,0,['s6m22_usuario8'],1,4,1269.19984818,-1.245,s6m22,changing,01
5478,30,s6m22_usuario15,0,['s6m22_usuario9'],1,4,6512.4001503,-6.49,s6m22,changing,01
5479,30,s6m22_usuario16,0,['s6m22_usuario5'],0,1,821.500062943,-0.796,s6m22,changing,00
5480,31,s6m22_usuario1,0,['s6m22_usuario12'],0,1,3175.29988289,-3.155,s6m22,changing,00
5481,31,s6m22_usuario2,0,['s6m22_usuario16'],0,1,717.9000377660001,-0.692,s6m22,changing,00
5482,31,s6m22_usuario3,0,['s6m22_usuario11'],1,4,9268.10002327,-9.235,s6m22,changing,01
5483,31,s6m22_usuario4,1,['s6m22_usuario14'],0,0,1004.80008125,0.98,s6m22,changing,10
5484,31,s6m22_usuario5,1,['s6m22_usuario15'],0,0,1144.09995079,1.113,s6m22,changing,10
5485,31,s6m22_usuario6,0,['s6m22_usuario8'],1,4,731.599807739,-0.707,s6m22,changing,01
5486,31,s6m22_usuario7,0,['s6m22_usuario13'],0,1,1783.49995613,-1.765,s6m22,changing,00
5487,31,s6m22_usuario8,1,['s6m22_usuario6'],0,0,1717.10014343,1.69,s6m22,changing,10
5488,31,s6m22_usuario9,0,['s6m22_usuario10'],0,1,6278.80001068,-6.224,s6m22,changing,00
5489,31,s6m22_usuario10,0,['s6m22_usuario9'],0,1,7435.40000916,-7.381,s6m22,changing,00
5490,31,s6m22_usuario11,1,['s6m22_usuario3'],0,0,834.200143814,0.812,s6m22,changing,10
5491,31,s6m22_usuario12,0,['s6m22_usuario1'],0,1,819.70000267,-0.801,s6m22,changing,00
5492,31,s6m22_usuario13,0,['s6m22_usuario7'],0,1,1332.09991455,-1.305,s6m22,changing,00
5493,31,s6m22_usuario14,0,['s6m22_usuario4'],1,4,1361.70005798,-1.336,s6m22,changing,01
5494,31,s6m22_usuario15,0,['s6m22_usuario5'],1,4,5323.60005379,-5.293,s6m22,changing,01
5495,31,s6m22_usuario16,0,['s6m22_usuario2'],0,1,959.3000411989999,-0.932,s6m22,changing,00
5496,32,s6m22_usuario1,0,['s6m22_usuario11'],0,1,3481.29987717,-3.458,s6m22,changing,00
5497,32,s6m22_usuario2,0,['s6m22_usuario4'],1,4,602.400064468,-0.576,s6m22,changing,01
5498,32,s6m22_usuario3,0,['s6m22_usuario10'],0,1,2754.1000843,-2.726,s6m22,changing,00
5499,32,s6m22_usuario4,1,['s6m22_usuario2'],0,0,1614.79997635,1.588,s6m22,changing,10
5500,32,s6m22_usuario5,0,['s6m22_usuario12'],0,1,821.3999271389999,-0.797,s6m22,changing,00
5501,32,s6m22_usuario6,1,['s6m22_usuario15'],0,0,3240.00000954,3.212,s6m22,changing,10
5502,32,s6m22_usuario7,0,['s6m22_usuario13'],0,1,2942.00015068,-2.918,s6m22,changing,00
5503,32,s6m22_usuario8,1,['s6m22_usuario16'],0,0,977.1001338960001,0.953,s6m22,changing,10
5504,32,s6m22_usuario9,1,['s6m22_usuario14'],0,0,2446.29979134,2.419,s6m22,changing,10
5505,32,s6m22_usuario10,0,['s6m22_usuario3'],0,1,899.100065231,-0.873,s6m22,changing,00
5506,32,s6m22_usuario11,0,['s6m22_usuario1'],0,1,1286.8001461,-1.261,s6m22,changing,00
5507,32,s6m22_usuario12,0,['s6m22_usuario5'],0,1,754.199981689,-0.729,s6m22,changing,00
5508,32,s6m22_usuario13,0,['s6m22_usuario7'],0,1,1540.40002823,-1.521,s6m22,changing,00
5509,32,s6m22_usuario14,0,['s6m22_usuario9'],1,4,1223.50001335,-1.198,s6m22,changing,01
5510,32,s6m22_usuario15,0,['s6m22_usuario6'],1,4,5052.60014534,-5.03,s6m22,changing,01
5511,32,s6m22_usuario16,0,['s6m22_usuario8'],1,4,3036.20004654,-3.014,s6m22,changing,01
5512,33,s6m22_usuario1,0,['s6m22_usuario10'],0,1,4128.90005112,-4.112,s6m22,changing,00
5513,33,s6m22_usuario2,0,['s6m22_usuario8'],1,4,542.799949646,-0.515,s6m22,changing,01
5514,33,s6m22_usuario3,0,['s6m22_usuario5'],0,1,1322.40009308,-1.275,s6m22,changing,00
5515,33,s6m22_usuario4,0,['s6m22_usuario9'],0,1,1773.10013771,-1.753,s6m22,changing,00
5516,33,s6m22_usuario5,0,['s6m22_usuario3'],0,1,600.3999710080001,-0.581,s6m22,changing,00
5517,33,s6m22_usuario6,0,['s6m22_usuario15'],0,1,3110.09979248,-3.086,s6m22,changing,00
5518,33,s6m22_usuario7,0,['s6m22_usuario12'],0,1,7981.69994354,-7.923,s6m22,changing,00
5519,33,s6m22_usuario8,1,['s6m22_usuario2'],0,0,763.800144196,0.747,s6m22,changing,10
5520,33,s6m22_usuario9,0,['s6m22_usuario4'],0,1,13077.7001381,-13.042,s6m22,changing,00
5521,33,s6m22_usuario10,0,['s6m22_usuario1'],0,1,841.799974442,-0.824,s6m22,changing,00
5522,33,s6m22_usuario11,0,['s6m22_usuario16'],0,1,1639.70017433,-1.62,s6m22,changing,00
5523,33,s6m22_usuario12,0,['s6m22_usuario7'],0,1,967.49997139,-0.941,s6m22,changing,00
5524,33,s6m22_usuario13,0,['s6m22_usuario14'],0,1,1833.60004425,-1.808,s6m22,changing,00
5525,33,s6m22_usuario14,0,['s6m22_usuario13'],0,1,2619.40002441,-2.601,s6m22,changing,00
5526,33,s6m22_usuario15,0,['s6m22_usuario6'],0,1,4492.79999733,-4.465,s6m22,changing,00
5527,33,s6m22_usuario16,0,['s6m22_usuario11'],0,1,2856.90021515,-2.829,s6m22,changing,00
5528,34,s6m22_usuario1,1,['s6m22_usuario14'],1,3,2416.80002213,2.388,s6m22,changing,11
5529,34,s6m22_usuario2,0,['s6m22_usuario12'],0,1,1047.39999771,-1.021,s6m22,changing,00
5530,34,s6m22_usuario3,0,['s6m22_usuario8'],1,4,1154.09994125,-1.128,s6m22,changing,01
5531,34,s6m22_usuario4,0,['s6m22_usuario5'],0,1,1674.99995232,-1.657,s6m22,changing,00
5532,34,s6m22_usuario5,0,['s6m22_usuario4'],0,1,576.699972153,-0.559,s6m22,changing,00
5533,34,s6m22_usuario6,0,['s6m22_usuario13'],0,1,884.500026703,-0.859,s6m22,changing,00
5534,34,s6m22_usuario7,0,['s6m22_usuario10'],0,1,1333.50014687,-1.318,s6m22,changing,00
5535,34,s6m22_usuario8,1,['s6m22_usuario3'],0,0,737.4999523160001,0.712,s6m22,changing,10
5536,34,s6m22_usuario9,0,['s6m22_usuario15'],0,1,4095.90005875,-4.073,s6m22,changing,00
5537,34,s6m22_usuario10,0,['s6m22_usuario7'],0,1,804.899930954,-0.787,s6m22,changing,00
5538,34,s6m22_usuario11,1,['s6m22_usuario16'],0,0,1005.59997559,0.979,s6m22,changing,10
5539,34,s6m22_usuario12,0,['s6m22_usuario2'],0,1,603.70016098,-0.587,s6m22,changing,00
5540,34,s6m22_usuario13,0,['s6m22_usuario6'],0,1,3263.09990883,-3.235,s6m22,changing,00
5541,34,s6m22_usuario14,1,['s6m22_usuario1'],1,3,1971.19998932,1.949,s6m22,changing,11
5542,34,s6m22_usuario15,0,['s6m22_usuario9'],0,1,3476.19986534,-3.45,s6m22,changing,00
5543,34,s6m22_usuario16,0,['s6m22_usuario11'],1,4,1061.30003929,-1.035,s6m22,changing,01
5544,35,s6m22_usuario1,0,['s6m22_usuario14'],1,4,3146.60000801,-3.12,s6m22,changing,01
5545,35,s6m22_usuario2,0,['s6m22_usuario12'],0,1,781.8000316619999,-0.765,s6m22,changing,00
5546,35,s6m22_usuario3,0,['s6m22_usuario11'],1,4,1777.60004997,-1.753,s6m22,changing,01
5547,35,s6m22_usuario4,1,['s6m22_usuario13'],0,0,2042.79994965,2.015,s6m22,changing,10
5548,35,s6m22_usuario5,0,['s6m22_usuario16'],0,1,569.100141525,-0.541,s6m22,changing,00
5549,35,s6m22_usuario6,0,['s6m22_usuario15'],0,1,845.4000949860001,-0.826,s6m22,changing,00
5550,35,s6m22_usuario7,0,['s6m22_usuario8'],1,4,4722.39995003,-4.699,s6m22,changing,01
5551,35,s6m22_usuario8,1,['s6m22_usuario7'],0,0,1258.29982758,1.232,s6m22,changing,10
5552,35,s6m22_usuario9,1,['s6m22_usuario10'],0,0,1654.00004387,1.627,s6m22,changing,10
5553,35,s6m22_usuario10,0,['s6m22_usuario9'],1,4,797.7001667019999,-0.769,s6m22,changing,01
5554,35,s6m22_usuario11,1,['s6m22_usuario3'],0,0,1540.6999587999999,1.509,s6m22,changing,10
5555,35,s6m22_usuario12,0,['s6m22_usuario2'],0,1,668.499946594,-0.641,s6m22,changing,00
5556,35,s6m22_usuario13,0,['s6m22_usuario4'],1,4,2223.90007973,-2.205,s6m22,changing,01
5557,35,s6m22_usuario14,1,['s6m22_usuario1'],0,0,3542.79994965,3.515,s6m22,changing,10
5558,35,s6m22_usuario15,0,['s6m22_usuario6'],0,1,2755.3999424000003,-2.727,s6m22,changing,00
5559,35,s6m22_usuario16,0,['s6m22_usuario5'],0,1,1678.20000648,-1.659,s6m22,changing,00
5560,36,s6m22_usuario1,1,['s6m22_usuario11'],1,3,4966.90011024,4.938,s6m22,changing,11
5561,36,s6m22_usuario2,0,['s6m22_usuario9'],1,4,812.799930573,-0.795,s6m22,changing,01
5562,36,s6m22_usuario3,0,['s6m22_usuario12'],0,1,1062.5,-1.04,s6m22,changing,00
5563,36,s6m22_usuario4,1,['s6m22_usuario8'],1,3,1169.60000992,1.142,s6m22,changing,11
5564,36,s6m22_usuario5,0,['s6m22_usuario14'],0,1,1423.09999466,-1.394,s6m22,changing,00
5565,36,s6m22_usuario6,0,['s6m22_usuario10'],0,1,1078.50003242,-1.052,s6m22,changing,00
5566,36,s6m22_usuario7,0,['s6m22_usuario13'],0,1,2355.29994965,-2.329,s6m22,changing,00
5567,36,s6m22_usuario8,1,['s6m22_usuario4'],1,3,1011.49988174,0.994,s6m22,changing,11
5568,36,s6m22_usuario9,1,['s6m22_usuario2'],0,0,1694.00000572,1.666,s6m22,changing,10
5569,36,s6m22_usuario10,0,['s6m22_usuario6'],0,1,700.800180435,-0.681,s6m22,changing,00
5570,36,s6m22_usuario11,1,['s6m22_usuario1'],1,3,831.600189209,0.809,s6m22,changing,11
5571,36,s6m22_usuario12,0,['s6m22_usuario3'],0,1,1137.09998131,-1.111,s6m22,changing,00
5572,36,s6m22_usuario13,0,['s6m22_usuario7'],0,1,2919.89994049,-2.901,s6m22,changing,00
5573,36,s6m22_usuario14,0,['s6m22_usuario5'],0,1,1222.8000164,-1.195,s6m22,changing,00
5574,36,s6m22_usuario15,0,['s6m22_usuario16'],0,1,2356.69994354,-2.331,s6m22,changing,00
5575,36,s6m22_usuario16,0,['s6m22_usuario15'],0,1,1171.0999012,-1.153,s6m22,changing,00
5576,37,s6m22_usuario1,0,['s6m22_usuario13'],0,1,3618.99995804,-3.59,s6m22,changing,00
5577,37,s6m22_usuario2,0,['s6m22_usuario14'],0,1,643.8999176030001,-0.625,s6m22,changing,00
5578,37,s6m22_usuario3,0,['s6m22_usuario15'],0,1,605.299949646,-0.58,s6m22,changing,00
5579,37,s6m22_usuario4,0,['s6m22_usuario12'],1,4,1909.00015831,-1.885,s6m22,changing,01
5580,37,s6m22_usuario5,0,['s6m22_usuario16'],0,1,787.9002094269999,-0.77,s6m22,changing,00
5581,37,s6m22_usuario6,0,['s6m22_usuario9'],1,4,613.399982452,-0.586,s6m22,changing,01
