,round,player,response,opponent,action_opponent,payoff,time_php,rt,session,game,strategy
0,1,s3m7_usuario9,0,['s3m7_usuario18'],1,4,4480.19981384,-4.452,s3m7,weak,01
1,1,s3m7_usuario18,1,['s3m7_usuario9'],0,0,9472.30005264,9.443,s3m7,weak,10
2,1,s3m7_usuario7,1,['s3m7_usuario10'],1,3,2238.19994926,2.213,s3m7,weak,11
3,1,s3m7_usuario10,1,['s3m7_usuario7'],1,3,8133.69989395,8.101,s3m7,weak,11
4,1,s3m7_usuario13,1,['s3m7_usuario5'],1,3,5098.50001335,5.043,s3m7,weak,11
5,1,s3m7_usuario5,1,['s3m7_usuario13'],1,3,3129.30011749,3.111,s3m7,weak,11
6,1,s3m7_usuario15,0,['s3m7_usuario16'],1,4,3587.30006218,-3.563,s3m7,weak,01
7,1,s3m7_usuario16,1,['s3m7_usuario15'],0,0,4043.10011864,4.015,s3m7,weak,10
8,1,s3m7_usuario12,0,['s3m7_usuario6'],1,4,4765.99979401,-4.742,s3m7,weak,01
9,1,s3m7_usuario6,1,['s3m7_usuario12'],0,0,5961.8999958,5.935,s3m7,weak,10
10,1,s3m7_usuario17,1,['s3m7_usuario2'],1,3,16088.900089300001,16.053,s3m7,weak,11
11,1,s3m7_usuario2,1,['s3m7_usuario17'],1,3,6274.90019798,6.218,s3m7,weak,11
12,1,s3m7_usuario14,1,['s3m7_usuario4'],1,3,6971.49991989,6.939,s3m7,weak,11
13,1,s3m7_usuario4,1,['s3m7_usuario14'],1,3,2788.30003738,2.748,s3m7,weak,11
15,1,s3m7_usuario3,1,['s3m7_usuario11'],1,3,8762.00008392,8.74,s3m7,weak,11
16,1,s3m7_usuario8,1,['s3m7_usuario1'],1,3,11946.199894,11.928,s3m7,weak,11
17,1,s3m7_usuario1,1,['s3m7_usuario8'],1,3,6753.29995155,6.694,s3m7,weak,11
18,2,s3m7_usuario9,1,['s3m7_usuario18'],1,3,5461.19999886,5.401,s3m7,weak,11
19,2,s3m7_usuario18,1,['s3m7_usuario9'],1,3,2074.10001755,2.044,s3m7,weak,11
20,2,s3m7_usuario7,1,['s3m7_usuario10'],1,3,1495.00012398,1.47,s3m7,weak,11
21,2,s3m7_usuario10,1,['s3m7_usuario7'],1,3,17424.0000248,17.404,s3m7,weak,11
22,2,s3m7_usuario13,0,['s3m7_usuario5'],1,4,6453.80020142,-6.433,s3m7,weak,01
23,2,s3m7_usuario5,1,['s3m7_usuario13'],0,0,2331.89988136,2.309,s3m7,weak,10
24,2,s3m7_usuario15,0,['s3m7_usuario16'],0,0,3769.89984512,-3.756,s3m7,weak,00
25,2,s3m7_usuario16,0,['s3m7_usuario15'],0,0,3273.50020409,-3.247,s3m7,weak,00
26,2,s3m7_usuario12,0,['s3m7_usuario6'],1,4,13072.5998878,-13.046,s3m7,weak,01
27,2,s3m7_usuario6,1,['s3m7_usuario12'],0,0,7720.49999237,7.686,s3m7,weak,10
28,2,s3m7_usuario17,1,['s3m7_usuario2'],1,3,3236.1998558,3.211,s3m7,weak,11
30,2,s3m7_usuario14,1,['s3m7_usuario4'],1,3,8195.60003281,8.162,s3m7,weak,11
31,2,s3m7_usuario4,1,['s3m7_usuario14'],1,3,3685.49990654,3.671,s3m7,weak,11
32,2,s3m7_usuario11,0,['s3m7_usuario3'],1,4,9848.00004959,-9.819,s3m7,weak,01
33,2,s3m7_usuario3,1,['s3m7_usuario11'],0,0,11604.6998501,11.576,s3m7,weak,10
34,2,s3m7_usuario8,1,['s3m7_usuario1'],0,0,6240.90003967,6.214,s3m7,weak,10
35,2,s3m7_usuario1,0,['s3m7_usuario8'],1,4,9882.40003586,-9.861,s3m7,weak,01
36,3,s3m7_usuario9,0,['s3m7_usuario18'],1,4,10770.2999115,-10.751,s3m7,weak,01
37,3,s3m7_usuario18,1,['s3m7_usuario9'],0,0,1869.69995499,1.841,s3m7,weak,10
38,3,s3m7_usuario7,1,['s3m7_usuario10'],1,3,953.900098801,0.925,s3m7,weak,11
39,3,s3m7_usuario10,1,['s3m7_usuario7'],1,3,5382.49993324,5.355,s3m7,weak,11
40,3,s3m7_usuario13,1,['s3m7_usuario5'],1,3,4485.99982262,4.461,s3m7,weak,11
41,3,s3m7_usuario5,1,['s3m7_usuario13'],1,3,3436.1000060999995,3.411,s3m7,weak,11
42,3,s3m7_usuario15,0,['s3m7_usuario16'],0,0,2919.99983788,-2.899,s3m7,weak,00
43,3,s3m7_usuario16,0,['s3m7_usuario15'],0,0,2759.29999352,-2.737,s3m7,weak,00
45,3,s3m7_usuario6,0,['s3m7_usuario12'],0,0,6012.20011711,-5.982,s3m7,weak,00
46,3,s3m7_usuario17,0,['s3m7_usuario2'],1,4,3371.59991264,-3.348,s3m7,weak,01
47,3,s3m7_usuario2,1,['s3m7_usuario17'],0,0,16315.2999878,15.503,s3m7,weak,10
48,3,s3m7_usuario14,1,['s3m7_usuario4'],1,3,3743.90006065,3.727,s3m7,weak,11
49,3,s3m7_usuario4,1,['s3m7_usuario14'],1,3,3093.29986572,3.068,s3m7,weak,11
50,3,s3m7_usuario11,1,['s3m7_usuario3'],1,3,8961.09986305,8.935,s3m7,weak,11
51,3,s3m7_usuario3,1,['s3m7_usuario11'],1,3,5676.39994621,5.649,s3m7,weak,11
52,3,s3m7_usuario8,0,['s3m7_usuario1'],0,0,7956.09998703,-7.931,s3m7,weak,00
53,3,s3m7_usuario1,0,['s3m7_usuario8'],0,0,14401.8998146,-14.373,s3m7,weak,00
54,4,s3m7_usuario9,1,['s3m7_usuario18'],1,3,3460.3998661,3.443,s3m7,weak,11
55,4,s3m7_usuario18,1,['s3m7_usuario9'],1,3,1868.80016327,1.837,s3m7,weak,11
56,4,s3m7_usuario7,1,['s3m7_usuario10'],1,3,1649.89995956,1.627,s3m7,weak,11
57,4,s3m7_usuario10,1,['s3m7_usuario7'],1,3,5617.30003357,5.595,s3m7,weak,11
58,4,s3m7_usuario13,1,['s3m7_usuario5'],1,3,2526.99995041,2.508,s3m7,weak,11
59,4,s3m7_usuario5,1,['s3m7_usuario13'],1,3,3966.59994125,3.938,s3m7,weak,11
60,4,s3m7_usuario15,0,['s3m7_usuario16'],0,0,7436.39993668,-7.38,s3m7,weak,00
61,4,s3m7_usuario16,0,['s3m7_usuario15'],0,0,2168.49994659,-2.143,s3m7,weak,00
62,4,s3m7_usuario12,0,['s3m7_usuario6'],0,0,9811.80000305,-9.782,s3m7,weak,00
63,4,s3m7_usuario6,0,['s3m7_usuario12'],0,0,5548.90012741,-5.523,s3m7,weak,00
64,4,s3m7_usuario17,0,['s3m7_usuario2'],0,0,4519.20008659,-4.497,s3m7,weak,00
65,4,s3m7_usuario2,0,['s3m7_usuario17'],0,0,6374.30000305,-6.346,s3m7,weak,00
66,4,s3m7_usuario14,1,['s3m7_usuario4'],1,3,3593.6999321000003,3.566,s3m7,weak,11
67,4,s3m7_usuario4,1,['s3m7_usuario14'],1,3,2845.80016136,2.831,s3m7,weak,11
68,4,s3m7_usuario11,1,['s3m7_usuario3'],1,3,13497.2000122,13.469,s3m7,weak,11
69,4,s3m7_usuario3,1,['s3m7_usuario11'],1,3,4784.69991684,4.77,s3m7,weak,11
70,4,s3m7_usuario8,0,['s3m7_usuario1'],0,0,2865.6001091,-2.84,s3m7,weak,00
71,4,s3m7_usuario1,0,['s3m7_usuario8'],0,0,5060.89997292,-5.03,s3m7,weak,00
72,5,s3m7_usuario9,1,['s3m7_usuario18'],1,3,6429.80003357,6.401,s3m7,weak,11
73,5,s3m7_usuario18,1,['s3m7_usuario9'],1,3,1703.50003242,1.687,s3m7,weak,11
74,5,s3m7_usuario7,1,['s3m7_usuario10'],1,3,1340.29984474,1.313,s3m7,weak,11
75,5,s3m7_usuario10,1,['s3m7_usuario7'],1,3,15445.899963400001,15.418,s3m7,weak,11
76,5,s3m7_usuario13,1,['s3m7_usuario5'],1,3,3300.20022392,3.274,s3m7,weak,11
77,5,s3m7_usuario5,1,['s3m7_usuario13'],1,3,1351.70006752,1.328,s3m7,weak,11
78,5,s3m7_usuario15,0,['s3m7_usuario16'],0,0,19766.5998936,-19.741,s3m7,weak,00
79,5,s3m7_usuario16,0,['s3m7_usuario15'],0,0,2743.29996109,-2.722,s3m7,weak,00
80,5,s3m7_usuario12,0,['s3m7_usuario6'],1,4,8210.50000191,-8.185,s3m7,weak,01
81,5,s3m7_usuario6,1,['s3m7_usuario12'],0,0,2017.59982109,1.999,s3m7,weak,10
82,5,s3m7_usuario17,1,['s3m7_usuario2'],0,0,2587.20016479,2.572,s3m7,weak,10
83,5,s3m7_usuario2,0,['s3m7_usuario17'],1,4,8556.80012703,-8.527,s3m7,weak,01
84,5,s3m7_usuario14,1,['s3m7_usuario4'],1,3,2123.80003929,2.105,s3m7,weak,11
85,5,s3m7_usuario4,1,['s3m7_usuario14'],1,3,1887.89987564,1.865,s3m7,weak,11
86,5,s3m7_usuario11,1,['s3m7_usuario3'],1,3,6297.30010033,6.269,s3m7,weak,11
87,5,s3m7_usuario3,1,['s3m7_usuario11'],1,3,2634.59992409,2.611,s3m7,weak,11
88,5,s3m7_usuario8,0,['s3m7_usuario1'],0,0,3729.29978371,-3.706,s3m7,weak,00
89,5,s3m7_usuario1,0,['s3m7_usuario8'],0,0,3957.60011673,-3.93,s3m7,weak,00
90,6,s3m7_usuario9,0,['s3m7_usuario18'],1,4,5293.49994659,-5.265,s3m7,weak,01
91,6,s3m7_usuario18,1,['s3m7_usuario9'],0,0,1816.40005112,1.778,s3m7,weak,10
92,6,s3m7_usuario7,1,['s3m7_usuario10'],1,3,614.000082016,0.591,s3m7,weak,11
93,6,s3m7_usuario10,1,['s3m7_usuario7'],1,3,4229.30002213,4.206,s3m7,weak,11
94,6,s3m7_usuario13,1,['s3m7_usuario5'],1,3,3521.39997482,3.495,s3m7,weak,11
95,6,s3m7_usuario5,1,['s3m7_usuario13'],1,3,1766.00003242,1.74,s3m7,weak,11
96,6,s3m7_usuario15,1,['s3m7_usuario16'],0,0,7783.69998932,7.756,s3m7,weak,10
97,6,s3m7_usuario16,0,['s3m7_usuario15'],1,4,2149.3999958,-2.123,s3m7,weak,01
98,6,s3m7_usuario12,1,['s3m7_usuario6'],1,3,4479.79998589,4.457,s3m7,weak,11
99,6,s3m7_usuario6,1,['s3m7_usuario12'],1,3,5712.59999275,5.684,s3m7,weak,11
100,6,s3m7_usuario17,0,['s3m7_usuario2'],1,4,2667.50001907,-2.644,s3m7,weak,01
101,6,s3m7_usuario2,1,['s3m7_usuario17'],0,0,4673.39992523,4.658,s3m7,weak,10
102,6,s3m7_usuario14,1,['s3m7_usuario4'],1,3,1336.09986305,1.32,s3m7,weak,11
103,6,s3m7_usuario4,1,['s3m7_usuario14'],1,3,1596.69995308,1.57,s3m7,weak,11
104,6,s3m7_usuario11,0,['s3m7_usuario3'],1,4,3731.60004616,-3.708,s3m7,weak,01
105,6,s3m7_usuario3,1,['s3m7_usuario11'],0,0,1318.09997559,1.292,s3m7,weak,10
106,6,s3m7_usuario8,0,['s3m7_usuario1'],1,4,2434.99994278,-2.408,s3m7,weak,01
107,6,s3m7_usuario1,1,['s3m7_usuario8'],0,0,1438.8999939,1.413,s3m7,weak,10
108,7,s3m7_usuario9,1,['s3m7_usuario18'],0,0,5660.70008278,5.641,s3m7,weak,10
109,7,s3m7_usuario18,0,['s3m7_usuario9'],1,4,4363.39998245,-4.347,s3m7,weak,01
110,7,s3m7_usuario7,1,['s3m7_usuario10'],1,3,701.699972153,0.668,s3m7,weak,11
111,7,s3m7_usuario10,1,['s3m7_usuario7'],1,3,2661.49997711,2.644,s3m7,weak,11
112,7,s3m7_usuario13,1,['s3m7_usuario5'],1,3,1795.00007629,1.765,s3m7,weak,11
113,7,s3m7_usuario5,1,['s3m7_usuario13'],1,3,1158.90002251,1.135,s3m7,weak,11
114,7,s3m7_usuario15,1,['s3m7_usuario16'],1,3,3075.9999752,3.049,s3m7,weak,11
115,7,s3m7_usuario16,1,['s3m7_usuario15'],1,3,3143.8999175999998,3.121,s3m7,weak,11
116,7,s3m7_usuario12,1,['s3m7_usuario6'],1,3,3933.3999157,3.906,s3m7,weak,11
117,7,s3m7_usuario6,1,['s3m7_usuario12'],1,3,3407.39989281,3.384,s3m7,weak,11
118,7,s3m7_usuario17,0,['s3m7_usuario2'],1,4,3210.00003815,-3.194,s3m7,weak,01
119,7,s3m7_usuario2,1,['s3m7_usuario17'],0,0,5220.00002861,5.191,s3m7,weak,10
120,7,s3m7_usuario14,1,['s3m7_usuario4'],1,3,2335.79993248,2.308,s3m7,weak,11
121,7,s3m7_usuario4,1,['s3m7_usuario14'],1,3,1146.30007744,1.122,s3m7,weak,11
122,7,s3m7_usuario11,1,['s3m7_usuario3'],1,3,2759.59992409,2.734,s3m7,weak,11
123,7,s3m7_usuario3,1,['s3m7_usuario11'],1,3,4644.79994774,4.62,s3m7,weak,11
124,7,s3m7_usuario8,1,['s3m7_usuario1'],1,3,3791.50009155,3.769,s3m7,weak,11
125,7,s3m7_usuario1,1,['s3m7_usuario8'],1,3,9558.5000515,9.529,s3m7,weak,11
126,8,s3m7_usuario9,0,['s3m7_usuario18'],1,4,10584.0001106,-10.555,s3m7,weak,01
127,8,s3m7_usuario18,1,['s3m7_usuario9'],0,0,2967.2999382,2.944,s3m7,weak,10
128,8,s3m7_usuario7,1,['s3m7_usuario10'],1,3,2060.10007858,2.037,s3m7,weak,11
129,8,s3m7_usuario10,1,['s3m7_usuario7'],1,3,2977.79989243,2.946,s3m7,weak,11
130,8,s3m7_usuario13,1,['s3m7_usuario5'],1,3,2498.70014191,2.474,s3m7,weak,11
131,8,s3m7_usuario5,1,['s3m7_usuario13'],1,3,1136.20018959,1.113,s3m7,weak,11
132,8,s3m7_usuario15,1,['s3m7_usuario16'],1,3,9525.6998539,9.501,s3m7,weak,11
133,8,s3m7_usuario16,1,['s3m7_usuario15'],1,3,2673.79999161,2.649,s3m7,weak,11
134,8,s3m7_usuario12,0,['s3m7_usuario6'],1,4,10321.300029799999,-10.265,s3m7,weak,01
135,8,s3m7_usuario6,1,['s3m7_usuario12'],0,0,2436.80000305,2.412,s3m7,weak,10
136,8,s3m7_usuario17,0,['s3m7_usuario2'],0,0,2225.49986839,-2.197,s3m7,weak,00
137,8,s3m7_usuario2,0,['s3m7_usuario17'],0,0,3019.29998398,-2.993,s3m7,weak,00
138,8,s3m7_usuario14,1,['s3m7_usuario4'],1,3,2612.50019073,2.59,s3m7,weak,11
139,8,s3m7_usuario4,1,['s3m7_usuario14'],1,3,1201.79986954,1.179,s3m7,weak,11
140,8,s3m7_usuario11,0,['s3m7_usuario3'],1,4,7918.90001297,-7.893,s3m7,weak,01
141,8,s3m7_usuario3,1,['s3m7_usuario11'],0,0,6007.69996643,5.989,s3m7,weak,10
142,8,s3m7_usuario8,1,['s3m7_usuario1'],1,3,2181.90002441,2.158,s3m7,weak,11
143,8,s3m7_usuario1,1,['s3m7_usuario8'],1,3,9229.30002213,9.203,s3m7,weak,11
144,9,s3m7_usuario9,1,['s3m7_usuario18'],1,3,10620.8999157,10.59,s3m7,weak,11
145,9,s3m7_usuario18,1,['s3m7_usuario9'],1,3,5023.19979668,4.993,s3m7,weak,11
146,9,s3m7_usuario7,1,['s3m7_usuario10'],1,3,544.39997673,0.527,s3m7,weak,11
147,9,s3m7_usuario10,1,['s3m7_usuario7'],1,3,2118.49999428,2.09,s3m7,weak,11
148,9,s3m7_usuario13,1,['s3m7_usuario5'],1,3,2378.9999485,2.352,s3m7,weak,11
149,9,s3m7_usuario5,1,['s3m7_usuario13'],1,3,1108.7000369999998,1.084,s3m7,weak,11
150,9,s3m7_usuario15,1,['s3m7_usuario16'],1,3,2207.20005035,2.183,s3m7,weak,11
151,9,s3m7_usuario16,1,['s3m7_usuario15'],1,3,1777.89998055,1.752,s3m7,weak,11
152,9,s3m7_usuario12,1,['s3m7_usuario6'],0,0,2788.89989853,2.764,s3m7,weak,10
153,9,s3m7_usuario6,0,['s3m7_usuario12'],1,4,2302.00004578,-2.275,s3m7,weak,01
154,9,s3m7_usuario17,1,['s3m7_usuario2'],0,0,2203.00006866,2.18,s3m7,weak,10
155,9,s3m7_usuario2,0,['s3m7_usuario17'],1,4,4756.89983368,-4.731,s3m7,weak,01
156,9,s3m7_usuario14,1,['s3m7_usuario4'],1,3,4107.39994049,4.084,s3m7,weak,11
157,9,s3m7_usuario4,1,['s3m7_usuario14'],1,3,811.800003052,0.79,s3m7,weak,11
158,9,s3m7_usuario11,1,['s3m7_usuario3'],0,0,1593.49989891,1.57,s3m7,weak,10
159,9,s3m7_usuario3,0,['s3m7_usuario11'],1,4,6110.100030899999,-6.09,s3m7,weak,01
160,9,s3m7_usuario8,1,['s3m7_usuario1'],1,3,4509.399890899999,4.451,s3m7,weak,11
161,9,s3m7_usuario1,1,['s3m7_usuario8'],1,3,5953.59992981,5.933,s3m7,weak,11
162,10,s3m7_usuario9,0,['s3m7_usuario18'],0,0,7577.89993286,-7.549,s3m7,weak,00
163,10,s3m7_usuario18,0,['s3m7_usuario9'],0,0,3017.29989052,-2.992,s3m7,weak,00
164,10,s3m7_usuario7,1,['s3m7_usuario10'],1,3,1948.79984856,1.927,s3m7,weak,11
165,10,s3m7_usuario10,1,['s3m7_usuario7'],1,3,3750.20003319,3.724,s3m7,weak,11
166,10,s3m7_usuario13,1,['s3m7_usuario5'],1,3,1671.60010338,1.657,s3m7,weak,11
167,10,s3m7_usuario5,1,['s3m7_usuario13'],1,3,1476.29976273,1.46,s3m7,weak,11
168,10,s3m7_usuario15,1,['s3m7_usuario16'],1,3,3937.20006943,3.908,s3m7,weak,11
169,10,s3m7_usuario16,1,['s3m7_usuario15'],1,3,1309.00001526,1.294,s3m7,weak,11
170,10,s3m7_usuario12,1,['s3m7_usuario6'],1,3,1777.10008621,1.754,s3m7,weak,11
171,10,s3m7_usuario6,1,['s3m7_usuario12'],1,3,2870.30005455,2.852,s3m7,weak,11
172,10,s3m7_usuario17,1,['s3m7_usuario2'],0,0,2736.20009422,2.709,s3m7,weak,10
173,10,s3m7_usuario2,0,['s3m7_usuario17'],1,4,6650.39992332,-6.623,s3m7,weak,01
174,10,s3m7_usuario14,1,['s3m7_usuario4'],1,3,2367.39993095,2.344,s3m7,weak,11
175,10,s3m7_usuario4,1,['s3m7_usuario14'],1,3,664.20006752,0.639,s3m7,weak,11
176,10,s3m7_usuario11,1,['s3m7_usuario3'],1,3,7127.79998779,7.099,s3m7,weak,11
177,10,s3m7_usuario3,1,['s3m7_usuario11'],1,3,6673.40016365,6.615,s3m7,weak,11
178,10,s3m7_usuario8,1,['s3m7_usuario1'],0,0,1483.99996758,1.46,s3m7,weak,10
179,10,s3m7_usuario1,0,['s3m7_usuario8'],1,4,5926.90014839,-5.9,s3m7,weak,01
180,11,s3m7_usuario9,1,['s3m7_usuario18'],1,3,2979.19988632,2.952,s3m7,weak,11
181,11,s3m7_usuario18,1,['s3m7_usuario9'],1,3,4667.39988327,4.643,s3m7,weak,11
182,11,s3m7_usuario7,1,['s3m7_usuario10'],1,3,1282.59992599,1.261,s3m7,weak,11
183,11,s3m7_usuario10,1,['s3m7_usuario7'],1,3,1593.49989891,1.566,s3m7,weak,11
184,11,s3m7_usuario13,1,['s3m7_usuario5'],1,3,626.399993896,0.6,s3m7,weak,11
185,11,s3m7_usuario5,1,['s3m7_usuario13'],1,3,1334.49983597,1.312,s3m7,weak,11
186,11,s3m7_usuario15,1,['s3m7_usuario16'],1,3,2085.50000191,2.063,s3m7,weak,11
187,11,s3m7_usuario16,1,['s3m7_usuario15'],1,3,1507.60006905,1.484,s3m7,weak,11
188,11,s3m7_usuario12,1,['s3m7_usuario6'],1,3,2846.19998932,2.829,s3m7,weak,11
189,11,s3m7_usuario6,1,['s3m7_usuario12'],1,3,2198.69995117,2.176,s3m7,weak,11
190,11,s3m7_usuario17,0,['s3m7_usuario2'],1,4,2423.90012741,-2.399,s3m7,weak,01
191,11,s3m7_usuario2,1,['s3m7_usuario17'],0,0,9598.50001335,9.569,s3m7,weak,10
192,11,s3m7_usuario14,1,['s3m7_usuario4'],1,3,9349.29990768,9.288,s3m7,weak,11
193,11,s3m7_usuario4,1,['s3m7_usuario14'],1,3,699.300050735,0.683,s3m7,weak,11
194,11,s3m7_usuario11,0,['s3m7_usuario3'],1,4,9946.70009613,-9.917,s3m7,weak,01
195,11,s3m7_usuario3,1,['s3m7_usuario11'],0,0,2322.40009308,2.294,s3m7,weak,10
196,11,s3m7_usuario8,1,['s3m7_usuario1'],1,3,2142.00019836,2.118,s3m7,weak,11
197,11,s3m7_usuario1,1,['s3m7_usuario8'],1,3,5841.30001068,5.812,s3m7,weak,11
198,12,s3m7_usuario9,1,['s3m7_usuario18'],0,0,3256.29997253,3.23,s3m7,weak,10
199,12,s3m7_usuario18,0,['s3m7_usuario9'],1,4,4384.79995728,-4.368,s3m7,weak,01
200,12,s3m7_usuario7,1,['s3m7_usuario10'],1,3,598.000049591,0.575,s3m7,weak,11
201,12,s3m7_usuario10,1,['s3m7_usuario7'],1,3,1788.80000114,1.764,s3m7,weak,11
202,12,s3m7_usuario13,1,['s3m7_usuario5'],1,3,797.800064087,0.775,s3m7,weak,11
203,12,s3m7_usuario5,1,['s3m7_usuario13'],1,3,1126.10006332,1.11,s3m7,weak,11
204,12,s3m7_usuario15,1,['s3m7_usuario16'],1,3,2286.39984131,2.263,s3m7,weak,11
205,12,s3m7_usuario16,1,['s3m7_usuario15'],1,3,2330.10005951,2.296,s3m7,weak,11
206,12,s3m7_usuario12,1,['s3m7_usuario6'],1,3,5238.80004883,5.209,s3m7,weak,11
207,12,s3m7_usuario6,1,['s3m7_usuario12'],1,3,1793.69997978,1.777,s3m7,weak,11
208,12,s3m7_usuario17,0,['s3m7_usuario2'],0,0,2160.39991379,-2.131,s3m7,weak,00
209,12,s3m7_usuario2,0,['s3m7_usuario17'],0,0,2185.09984016,-2.16,s3m7,weak,00
210,12,s3m7_usuario14,1,['s3m7_usuario4'],1,3,2881.10017776,2.857,s3m7,weak,11
211,12,s3m7_usuario4,1,['s3m7_usuario14'],1,3,712.5999927519999,0.688,s3m7,weak,11
212,12,s3m7_usuario11,1,['s3m7_usuario3'],1,3,1984.20000076,1.959,s3m7,weak,11
213,12,s3m7_usuario3,1,['s3m7_usuario11'],1,3,4105.59988022,4.08,s3m7,weak,11
214,12,s3m7_usuario8,1,['s3m7_usuario1'],1,3,1682.80005455,1.659,s3m7,weak,11
215,12,s3m7_usuario1,1,['s3m7_usuario8'],1,3,4593.19996834,4.569,s3m7,weak,11
216,13,s3m7_usuario9,1,['s3m7_usuario18'],1,3,3221.60005569,3.194,s3m7,weak,11
217,13,s3m7_usuario18,1,['s3m7_usuario9'],1,3,3685.19997597,3.66,s3m7,weak,11
218,13,s3m7_usuario7,1,['s3m7_usuario10'],1,3,765.200138092,0.749,s3m7,weak,11
219,13,s3m7_usuario10,1,['s3m7_usuario7'],1,3,918.1001186369999,0.9,s3m7,weak,11
220,13,s3m7_usuario13,1,['s3m7_usuario5'],1,3,1124.90010262,1.097,s3m7,weak,11
221,13,s3m7_usuario5,1,['s3m7_usuario13'],1,3,1906.69989586,1.878,s3m7,weak,11
222,13,s3m7_usuario15,1,['s3m7_usuario16'],1,3,3016.49999619,2.993,s3m7,weak,11
223,13,s3m7_usuario16,1,['s3m7_usuario15'],1,3,1491.30010605,1.463,s3m7,weak,11
224,13,s3m7_usuario12,1,['s3m7_usuario6'],1,3,1864.90011215,1.841,s3m7,weak,11
225,13,s3m7_usuario6,1,['s3m7_usuario12'],1,3,1604.09998894,1.588,s3m7,weak,11
226,13,s3m7_usuario17,0,['s3m7_usuario2'],0,0,2116.99986458,-2.093,s3m7,weak,00
227,13,s3m7_usuario2,0,['s3m7_usuario17'],0,0,2710.99996567,-2.687,s3m7,weak,00
228,13,s3m7_usuario14,1,['s3m7_usuario4'],1,3,2382.9998969999997,2.367,s3m7,weak,11
229,13,s3m7_usuario4,1,['s3m7_usuario14'],1,3,581.4998149869999,0.56,s3m7,weak,11
230,13,s3m7_usuario11,0,['s3m7_usuario3'],1,4,3232.49983788,-3.206,s3m7,weak,01
231,13,s3m7_usuario3,1,['s3m7_usuario11'],0,0,3451.20000839,3.426,s3m7,weak,10
232,13,s3m7_usuario8,1,['s3m7_usuario1'],1,3,1498.00014496,1.474,s3m7,weak,11
233,13,s3m7_usuario1,1,['s3m7_usuario8'],1,3,5193.59993935,5.165,s3m7,weak,11
234,14,s3m7_usuario9,0,['s3m7_usuario18'],1,4,1790.8000946,-1.764,s3m7,weak,01
235,14,s3m7_usuario18,1,['s3m7_usuario9'],0,0,3167.40012169,3.143,s3m7,weak,10
236,14,s3m7_usuario7,1,['s3m7_usuario10'],1,3,731.600046158,0.706,s3m7,weak,11
237,14,s3m7_usuario10,1,['s3m7_usuario7'],1,3,480.899810791,0.465,s3m7,weak,11
238,14,s3m7_usuario13,1,['s3m7_usuario5'],1,3,1987.29991913,1.964,s3m7,weak,11
239,14,s3m7_usuario5,1,['s3m7_usuario13'],1,3,1559.40008163,1.543,s3m7,weak,11
240,14,s3m7_usuario15,1,['s3m7_usuario16'],1,3,2645.49994469,2.621,s3m7,weak,11
241,14,s3m7_usuario16,1,['s3m7_usuario15'],1,3,1005.00011444,0.988,s3m7,weak,11
242,14,s3m7_usuario12,1,['s3m7_usuario6'],1,3,1782.50002861,1.765,s3m7,weak,11
243,14,s3m7_usuario6,1,['s3m7_usuario12'],1,3,1470.99995613,1.447,s3m7,weak,11
244,14,s3m7_usuario17,0,['s3m7_usuario2'],0,0,1886.0001564,-1.863,s3m7,weak,00
245,14,s3m7_usuario2,0,['s3m7_usuario17'],0,0,5913.1000042,-5.893,s3m7,weak,00
246,14,s3m7_usuario14,1,['s3m7_usuario4'],1,3,1114.39990997,1.088,s3m7,weak,11
247,14,s3m7_usuario4,1,['s3m7_usuario14'],1,3,2704.30016518,2.685,s3m7,weak,11
248,14,s3m7_usuario11,0,['s3m7_usuario3'],0,0,4716.50004387,-4.688,s3m7,weak,00
249,14,s3m7_usuario3,0,['s3m7_usuario11'],0,0,1456.60018921,-1.434,s3m7,weak,00
250,14,s3m7_usuario8,1,['s3m7_usuario1'],0,0,1762.90011406,1.746,s3m7,weak,10
251,14,s3m7_usuario1,0,['s3m7_usuario8'],1,4,2729.09998894,-2.7,s3m7,weak,01
252,15,s3m7_usuario9,1,['s3m7_usuario18'],1,3,3460.50000191,3.432,s3m7,weak,11
253,15,s3m7_usuario18,1,['s3m7_usuario9'],1,3,1902.49991417,1.879,s3m7,weak,11
254,15,s3m7_usuario7,1,['s3m7_usuario10'],1,3,482.399940491,0.459,s3m7,weak,11
255,15,s3m7_usuario10,1,['s3m7_usuario7'],1,3,719.3000316619999,0.694,s3m7,weak,11
256,15,s3m7_usuario13,1,['s3m7_usuario5'],1,3,562.00003624,0.546,s3m7,weak,11
257,15,s3m7_usuario5,1,['s3m7_usuario13'],1,3,1581.30002022,1.565,s3m7,weak,11
258,15,s3m7_usuario15,1,['s3m7_usuario16'],1,3,1921.99993134,1.896,s3m7,weak,11
259,15,s3m7_usuario16,1,['s3m7_usuario15'],1,3,650.699853897,0.626,s3m7,weak,11
260,15,s3m7_usuario12,1,['s3m7_usuario6'],1,3,3907.29999542,3.882,s3m7,weak,11
261,15,s3m7_usuario6,1,['s3m7_usuario12'],1,3,1226.90010071,1.21,s3m7,weak,11
262,15,s3m7_usuario17,1,['s3m7_usuario2'],1,3,2708.49990845,2.685,s3m7,weak,11
263,15,s3m7_usuario2,1,['s3m7_usuario17'],1,3,3190.39988518,3.165,s3m7,weak,11
264,15,s3m7_usuario14,1,['s3m7_usuario4'],1,3,1753.49998474,1.737,s3m7,weak,11
