,mean,std,2.5q,25q,50q,75q,97.5q,mc err
a,3.0600403749132683,0.2538760217506962,2.6274412840818204,2.88155159983719,3.038802616425326,3.2150691146842476,3.6231789266461556,0.006682439577805718
v,-0.5054058794778541,0.11934829275308971,-0.7440284645707191,-0.5826851640008655,-0.5037699661088783,-0.428390864066719,-0.26827577311951667,0.0021790786801978886
t,0.4265471868852492,0.01585916515754653,0.38882319967143975,0.4186128124928186,0.42923947744338375,0.4375202269698978,0.44905397423630145,0.00038891765595163775
z,0.20780786897104095,0.025840958790255195,0.1613122810752449,0.18953635983153527,0.20644953324847878,0.22455551522472245,0.2622816639482054,0.000799515988265351
