,mean,std,2.5q,25q,50q,75q,97.5q,mc err
a,3.4635093437413396,0.763755552192462,2.2815203372752655,2.922049497022692,3.3516692663274874,3.891467993304696,5.235459445603436,0.012302538392373233
v,-0.4047759387300184,0.3767292686461632,-1.1526315416059068,-0.6492262204010107,-0.4006030449899436,-0.14758776808893587,0.3212918170465582,0.006535587883561522
t,0.4562824953762647,0.23271995900537426,0.12268876710219566,0.28401324837115577,0.416713760099352,0.5809436904187989,1.0138473616321946,0.00421929249298106
z,0.5301381311624102,0.10657861720669737,0.3252703595271374,0.4569907940688858,0.5312113262652316,0.6053086607568097,0.7346283765034095,0.0015323503012023359
