,a,t,v,z_trans
0,3.4265313521547927,0.263257479811265,-0.41228874352131006,-0.8925933187597507
1,3.3564021109972417,0.2798360823117421,-0.4253800539575836,-0.8744126070783016
2,3.387493035857216,0.2705252928298363,-0.4273658734634603,-0.8914562651216273
3,3.3600084447420087,0.2738153472590909,-0.4541396721565904,-0.8557369426921168
4,3.3525789381765216,0.2697985405235898,-0.46042598530255596,-0.8520716612095043
5,3.3186465249323662,0.27590044908626815,-0.44671678041725604,-0.8367382328137815
6,3.3235978966474953,0.2735620752817954,-0.4180940195006666,-0.8836862033247763
7,3.4426817436859833,0.27083926192980035,-0.4848652209931717,-0.8781245491126014
8,3.4260481560466642,0.26655552408014244,-0.41229935041857657,-0.8292315994846844
9,3.2431193017999074,0.2644966197296887,-0.4290934037812635,-0.836840056683516
10,3.2924962488976592,0.2930856348207773,-0.4753503375769167,-0.8356233268791193
11,3.2739240579829465,0.29985341621127104,-0.4355542493841068,-0.8698171653652076
12,3.2079763117087596,0.2879892311651038,-0.4143792857396747,-0.8466044996078508
13,3.3118437583171256,0.2741674496953877,-0.4321029185634099,-0.8328392553533607
14,3.309031764320608,0.27594176323298203,-0.4229592349089743,-0.8892924081870215
15,3.3317650719028515,0.2850302499262669,-0.40427688623196956,-0.8824675844121463
16,3.2417687809390863,0.29396540890530803,-0.47560099705346154,-0.9002252241032859
17,3.2425071299479327,0.29743338800203567,-0.36360074599364184,-0.8741217860945689
18,3.2459211745039336,0.2977328648239639,-0.42252942430822904,-0.8799382563346365
19,3.310375186146186,0.27967404043416444,-0.4265955895241182,-0.9096542930207685
20,3.359260461544962,0.2796447362371192,-0.4448616604924711,-0.8764385002573898
21,3.308724069044356,0.29706634129428205,-0.4325223002912998,-0.8968846103775199
22,3.2834383481848066,0.29934429871594714,-0.4529300761862442,-0.9115117659893052
23,3.2988912314091037,0.2908329707368263,-0.46974151723645147,-0.8642616749195529
24,3.283383077748884,0.28850127149145177,-0.4314897322184665,-0.8492011829109714
25,3.330411230641691,0.2794383807689491,-0.47425922045238506,-0.8266721390646019
26,3.2850798716695357,0.28387452329693486,-0.48187849752707623,-0.8509816461435078
27,3.3124309335626654,0.2944380996708094,-0.4494590070421185,-0.9240539693835977
28,3.3453961844980844,0.27940298628002375,-0.45399199069133006,-0.8161568209496247
29,3.3204933345331975,0.2821034826955466,-0.5013373457115781,-0.832127033454988
30,3.3278637460838723,0.2783771896632771,-0.48885811650965283,-0.8438231435108817
31,3.3492786573478885,0.2739040763142537,-0.47317917575928903,-0.8339707800231967
32,3.3438184372833986,0.27594245435951475,-0.45098053922627646,-0.8555035463489091
