,a,t,v,z_trans
0,3.430958615657673,0.2683570387563323,-0.04057559711776443,-0.35066305304722206
1,3.126007031140203,0.2675691391207025,0.04982169211974696,-0.3847976524708492
2,3.019423006129484,0.32854011272304195,-0.08086936944032247,-0.39871685102256726
3,2.981152079207911,0.32315492471778284,0.0012585625622741348,-0.2854658574065993
4,3.1389130707218276,0.3185533884628149,0.012483038142392322,-0.5191620662746369
5,3.272067995802652,0.3537881021202609,0.05414476717217147,-0.5847393908546613
6,3.2686316038350665,0.30468163970359186,-0.06256218388097357,-0.4549565664737549
7,3.18549875931138,0.3227797511000759,-0.06088869895934523,-0.5301808745349725
8,3.1192556297332588,0.31248184571078486,-0.021221773537711874,-0.4546291251033604
9,3.1428850408014295,0.26665285576429654,-0.04720550992094527,-0.4236190372386207
10,3.3559808323130342,0.2616259324035655,-0.022112197843063064,-0.38965261210881996
11,3.164822078159164,0.3289439465455407,-0.054182906197145664,-0.3667386286458386
12,3.1400946332760755,0.345341509278292,-0.09381438423685329,-0.3202447422550587
13,3.109246670358651,0.32152682008340083,-0.10585991397323194,-0.4058444694828216
14,3.16943503053532,0.3244776104803223,-0.11733706906061936,-0.27516244066024703
15,3.0698181483070877,0.2992859474947105,-0.12071994965505577,-0.226403482641525
16,3.295610558370087,0.2740025487812981,-0.10188716625438321,-0.2309405696938498
17,3.1182180448153756,0.2605600016857703,-0.07263051918612512,-0.37263036701220775
18,3.1615870860579807,0.22085932753457507,-0.06779200558322751,-0.2424242817638236
19,3.3366156325520886,0.2432982559009021,-0.10379156999900405,-0.1428472955868343
20,3.279983347615872,0.1853360825571228,0.020202713260428218,-0.36174219085614884
21,3.37281004227376,0.30567459392765867,-0.0031194567585872135,-0.36815339786310197
22,3.1047279246834867,0.26721885187600913,-0.05062344857292225,-0.3088246153352068
23,3.1910381286183096,0.3014749267947721,0.004012159637574619,-0.3541533425074491
24,3.2266547922846156,0.251412173924659,0.023839060381887545,-0.5224275973543017
25,3.3263393744476035,0.1816248149623771,0.023384713102742205,-0.5268034731943545
26,3.2795255801044014,0.2371270516512703,-0.03813225701948941,-0.25259496909433393
27,3.2429013616256714,0.2542258969241682,-0.030830822284739906,-0.18003385180822035
28,3.1369593157496176,0.2930161431591505,-0.039496088460186346,-0.36703399318934427
29,3.347178292271958,0.2683211302624565,-0.03526377488524897,-0.4187983534606652
30,3.114474953268396,0.34130186031416937,0.018446372828131122,-0.39716964351632283
31,3.0308824245373183,0.3240127899496929,0.008101508575670241,-0.4106919258482005
32,3.15827811183567,0.3372334757329749,-0.06472148146206125,-0.3730556947692145
33,3.1217606629680947,0.2677866511231896,-0.04148916967716748,-0.26770282036212867
34,3.0641883822618112,0.2946261773662828,-0.05470996466879674,-0.23467771419969702
35,3.116876089868846,0.2762563315282389,-0.05571003420653192,-0.3256932900588706
36,3.161932036684612,0.24798037669447393,0.011711377397707168,-0.2892650522213953
37,3.2296623392957975,0.22467617280828098,0.007212191293342274,-0.2696627875348424
38,3.197633750730226,0.2984414600978802,-0.10805725751657648,-0.281713860040401
39,3.1542760811375468,0.27100717787146444,-0.10983091976063253,-0.3390183643307263
40,3.098604276121712,0.3235708166056832,-0.05855999426911923,-0.3315767375153568
41,3.230956368543801,0.2346968373263728,-0.06179299817300837,-0.38228321030901957
42,3.1743035959426953,0.35985022883465,-0.07352359986389123,-0.2992066933038405
43,3.0865855687848285,0.3224201043142353,-0.00705107416096018,-0.41550184961864695
44,3.210949777020716,0.19625781124605657,-0.035150213297320515,-0.3759137708754983
45,3.0818099362024114,0.333059497516408,-0.028302768640485254,-0.21200028371995405
46,3.0489988473454415,0.356848280562155,-0.0029599951597681223,-0.5095548823912773
47,3.0797940243417106,0.30974828095730594,0.004900491018677566,-0.367609479810974
48,3.0507142921378785,0.26323007321565495,-0.03632503081679246,-0.4235269430837836
49,3.430630118739217,0.19100967871019653,-0.022102097392466158,-0.39392127703724
50,3.2417155231180663,0.35384302272346074,0.009070517726520566,-0.46866645282963465
51,3.0758699358338055,0.32169194177345717,0.04752487201316269,-0.49462998079436094
52,3.2652931573766066,0.22203726744875965,-0.03510383695457214,-0.434624920217887
53,3.2609701321720905,0.2837119995817693,-0.022612428964388975,-0.2885475787999335
54,3.2739264046208945,0.2265658053158139,-0.016630781552638856,-0.42078723624427333
55,3.1653577620041013,0.24674995503044966,-0.06942822266152404,-0.2979588070984174
56,3.309935780784421,0.2390493983922427,-0.03270479452711827,-0.35242122303277945
57,3.259950236390931,0.23881576550527578,0.0035622331192247114,-0.3745820202927697
58,3.342884674082243,0.19455496218157275,-0.0476783351025446,-0.3693916679947788
59,3.3789917156470715,0.167610741231338,-0.09039739122414042,-0.30331516598405595
60,3.4237994830345757,0.2780262335984351,-0.08184397198128793,-0.25076345789085586
61,3.2542645074313636,0.2907751054049447,0.016735071738950058,-0.39520472466292667
62,3.21738639827742,0.290387840056681,-0.017128748163184493,-0.3930550276386136
63,3.100666351426025,0.26385066072492097,0.0032327753681272997,-0.3916711733265041
64,2.9829248024225423,0.26391343771512266,-0.04199592670992469,-0.3413458120617978
65,2.9873700780860433,0.29451975925710405,-0.1014333749560219,-0.26302756695134566
66,3.035696363756389,0.2838460757039481,-0.052854066905374045,-0.3678871423567981
67,3.0565229540257755,0.35340843725729776,-0.038625591186878784,-0.37487345297913355
