,a,t,v,z_trans
0,3.920563685940582,0.26720428069716645,0.4710704957658981,1.046686489009521
1,3.9227043891990614,0.2684954337373155,0.4611012449818027,1.0636195695518593
2,3.9103480560941186,0.27547712441199934,0.45752413456015834,1.0732606587119027
3,3.899307626183324,0.27311146285000476,0.45444941351584456,1.0639775328858216
4,3.9332153422747234,0.2777997499430458,0.4797220587489336,1.0513759880702023
5,3.8750721351358233,0.26858107870292136,0.48225444603343864,1.0309843164524604
6,3.8261514810454917,0.27076019473898383,0.4877297553943535,1.0132127845855388
7,3.824924833575275,0.2675906318928025,0.4745966732582192,1.0113723355314577
8,3.8940751363833157,0.26146623609590625,0.4947589224591126,0.9764040955235522
9,3.931466979038669,0.26207946517777114,0.493868374468361,1.0472316631412864
10,3.9768622920955217,0.2626469847097,0.472121299346705,1.0451070153967967
11,4.033760023100672,0.2698096939381694,0.45920074551885626,1.1056149825863972
12,3.995524193336764,0.27833188553160265,0.48006139930273645,1.1017506132702348
13,3.8754644483389775,0.2769031846421156,0.44974265917067313,1.09160848175156
14,3.80484452307324,0.2783285259915802,0.45003564036100613,1.0439636665944154
15,3.8646348921246596,0.2807867327846621,0.4826357208384084,1.0185423400946392
16,3.906253966193088,0.27553364507433586,0.4947759427193165,1.0506732070542832
17,3.8752086799481593,0.2743091899383078,0.4930055666753269,1.0382332347732994
18,3.7719591994348085,0.2704963809219067,0.47327618094177415,1.0242212829068797
19,3.8332753242401583,0.2813979062375222,0.46058021224323187,1.031059833365495
20,3.9146968472946924,0.26737574481532156,0.4809149679004173,1.0026510802608184
21,3.7900524354491996,0.26513280357099883,0.47316981774491496,1.0108502495335996
22,3.8740803049807266,0.27890562087566595,0.4801313635400082,1.0381839286200878
23,4.001254218563586,0.2802482371517971,0.4711921074167795,1.0954816554644495
24,3.8811775189185487,0.2801680957627385,0.48424472353763676,1.1060890486513606
25,3.8113901020695224,0.2826299407594348,0.4696748672793072,1.0318379803437006
26,3.92338224868138,0.27187768877985613,0.4738983066848249,1.0156339819983438
27,3.9414165777541457,0.2745855674110226,0.4791977505740078,1.017183853116011
28,3.9449564875384326,0.26915770233861,0.48522123313603605,1.045792076791944
29,3.9512387894874825,0.27886678260462044,0.4662486543679295,1.1042092095379616
30,3.9713513549045487,0.275999126953026,0.44778804843549014,1.1050193144252403
31,3.9754102358653314,0.2802785081297082,0.46117877591012135,1.0959682382814797
32,4.062406654631679,0.2810686570934649,0.480028466163713,1.0895070158452511
33,3.9847079061532398,0.2564951191327192,0.481825254232422,1.0866656325097366
