,a,t,v,z_trans
0,3.2411014994542944,0.22557775946680633,-0.13679307158201806,-0.603864039960972
1,3.4049929450816023,0.21920420586996234,-0.11358696234293539,-0.5640378301270846
2,3.447070657965819,0.17855291197640766,-0.08409063510211989,-0.7491141082756804
3,3.4662092773716124,0.11297550921556133,-0.21876154324175529,-0.5642124404590221
4,3.483804015465837,0.17391562380629502,-0.0764109289033868,-0.5826417350466527
5,3.37336184035562,0.17114177361929755,-0.09435464656386372,-0.7211933803388578
6,3.2714671543304177,0.23081371346735208,-0.06994881243362533,-0.6659994299258748
7,3.6465033928062347,0.09664104391845811,-0.13307436422216645,-0.5567942213549487
8,3.314678316709354,0.11122742398023548,-0.16976778527911687,-0.5413611997215686
9,3.4488450739932577,0.17353308850929378,-0.1482712874461391,-0.5020237366804421
10,3.4015302411669492,0.1218329366016613,-0.1946084139010582,-0.42769495246892586
11,3.454742802626734,0.13979732270550363,-0.17589701981205394,-0.4476938719819435
12,3.3980620094942644,0.15229580719644026,-0.1305437751370898,-0.5910591226121775
13,3.353258000619468,0.14410080778192333,-0.11740055638956354,-0.5411440171312085
14,3.547549106839174,0.14202428956874247,-0.13044090855890772,-0.6024771340592604
15,3.3789529970859298,0.11340742348532962,-0.114902577091617,-0.5828459460351004
16,3.4291489838809293,0.11507077727356765,-0.2186957599417532,-0.40485280428267084
17,3.364817368989803,0.12838989465099698,-0.225004979613309,-0.40730569349834306
18,3.364790591767399,0.09715106337036375,-0.23306562090732905,-0.3906275582871604
19,3.4202696511424477,0.09715262117632373,-0.19209228690398805,-0.41553811572812693
20,3.412350253985158,0.1465293024822932,-0.19715116491245485,-0.47287537160132764
21,3.4355596650536024,0.13292891631996767,-0.11532694795891807,-0.5199982559972345
22,3.429753030244156,0.13390272258119745,-0.1493481822932356,-0.6067601996869019
23,3.580195360135843,0.11767987284902096,-0.082021873472863,-0.6311728619926265
24,3.5293830560690176,0.12132369298826351,-0.16124359810959843,-0.5610073562499002
25,3.46809518543321,0.1364750846716681,-0.16345088038003389,-0.46471608443099655
26,3.5077773922743347,0.13399243190678256,-0.16700497497780187,-0.5290291212571658
27,3.4629721976820806,0.11834848975014395,-0.12537156706896713,-0.5274483689024624
28,3.3914523549329103,0.10985733483357879,-0.2328136503096513,-0.4224366322746613
29,3.478221520216401,0.08760285613499746,-0.19702568849608426,-0.332148910173966
30,3.4185028748621153,0.10367307251569594,-0.24156611865302113,-0.576340165732685
