,mean,std,2.5q,25q,50q,75q,97.5q,mc err
a,2.6931396602687836,0.6158530711443153,1.7492960600989016,2.2605840299819584,2.5964050506512146,3.0420919164062417,4.1574643544523235,0.014638582935832225
v,0.059305357513855544,0.49650423910788816,-0.9002808612717008,-0.268723515401869,0.05792661994765114,0.39363746814639433,1.0495152199107198,0.011470323548002422
t,0.48566919071186887,0.24842284674697873,0.12557914273147636,0.3054653288418382,0.4458945300940036,0.6177676528633314,1.0861911714742853,0.006348214083746019
z,0.48768290178216306,0.10933901371383202,0.2784200237930478,0.40998280552234206,0.48907909018390733,0.5646659236317482,0.7011589555298686,0.002688993511844988
