,mean,std,2.5q,25q,50q,75q,97.5q,mc err
a,3.240103823274812,0.7413411343923297,2.079809502691692,2.7060095432760263,3.1374212382429625,3.6737561381487898,4.9535865686912235,0.013625423397112688
v,0.33523922970097236,0.43458595793218213,-0.5046714248513171,0.033868083827230056,0.33718112986855653,0.6326690608772069,1.1724693080917126,0.006994036569302195
t,0.4330373257000585,0.22420728428772127,0.11503043386143609,0.26938500442273555,0.3972458427171857,0.5562179019786613,0.9763605955043908,0.004457632704660103
z,0.48787461839143487,0.11148153980810958,0.27240849342327517,0.4111973843387462,0.4862229264974974,0.5636733857684133,0.7077916117209961,0.0017160879734529834
