,mean,std,2.5q,25q,50q,75q,97.5q,mc err
a,2.4694445607077813,0.7246419440543906,1.4022533437356208,1.9462037015926907,2.3543228511536984,2.862091407495024,4.215599200192848,0.012289776633725371
v,-0.5302551574360632,0.749577078647223,-2.018749662546381,-1.026344493807187,-0.5217312092984858,-0.019185208299759005,0.943585940083947,0.010972748539061928
t,0.4702556441203715,0.24498233787993087,0.12341546843903073,0.29514017136191684,0.4285400583749568,0.6024875477653634,1.0649944012106867,0.004094075761064974
z,0.5129395838331744,0.1156031088469473,0.28395450258433574,0.4307582360756095,0.5158726299458798,0.5935269640056945,0.7304126118526335,0.001734918003130049
