round user time_start time_end time_php time_js
1 usuario16 1462965578.69 1462965567.31 -11381.9999695 16623
1 usuario15 1462965579.01 1462965562.11 -16897.5999355 11742
1 usuario12 1462965579.17 1462965562.63 -16532.2999954 12445
1 usuario3 1462965579.42 1462965555.67 -23748.9998341 5514
1 usuario14 1462965579.03 1462965558.31 -20710.5000019 7878
1 usuario13 1462965578.72 1462965558.07 -20646.999836 7527
1 usuario6 1462965578.9 1462965556.2 -22705.6000233 6474
1 usuario1 1462965578.92 1462965558.31 -20616.6000366 7946
1 usuario10 1462965579.28 1462965579.25 -26.9999504089 29419
1 usuario2 1462965578.83 1462965560.23 -18599.9000072 9885
1 usuario8 1462965578.7 1462965557.02 -21675.0998497 6630
1 usuario5 1462965579.33 1462965560.65 -18681.899786 10908
1 usuario7 1462965579.36 1462965564.89 -14467.799902 15030
1 usuario9 1462965579.61 1462965553.81 -25799.3998528 3381
1 usuario11 1462965579.04 1462965558.18 -20857.1999073 8316
1 usuario4 1462965578.95 1462965554.2 -24742.5000668 4575
2 usuario16 1462965618.6 1462965595.89 -22707.100153 16135
2 usuario15 1462965618.1 1462965618.06 -31.800031662 37955
2 usuario12 1462965617.82 1462965595.11 -22706.6998482 14886
2 usuario3 1462965618.47 1462965598.83 -19645.8001137 18315
2 usuario14 1462965618.54 1462965609.24 -9306.29992485 29157
2 usuario13 1462965618.36 1462965602.88 -15485.5999947 23098
2 usuario6 1462965618.37 1462965591.59 -26785.0000858 11625
2 usuario1 1462965617.6 1462965590.74 -26864.700079 10751
2 usuario10 1462965618.26 1462965594.53 -23730.2000523 14183
2 usuario2 1462965617.84 1462965599.27 -18571.7999935 19376
2 usuario8 1462965617.83 1462965588.62 -29210.9000683 8847
2 usuario5 1462965618.53 1462965601.94 -16596.6999531 21545
2 usuario7 1462965617.9 1462965609.64 -8267.40002632 29217
2 usuario9 1462965618.67 1462965597.02 -21649.8999596 16320
2 usuario11 1462965617.93 1462965590.64 -27282.1002007 10473
2 usuario4 1462965617.85 1462965586.9 -30951.0998726 6858
3 usuario16 1462965647.54 1462965631.03 -16509.0000629 11368
3 usuario15 1462965647.43 1462965634.77 -12660.4001522 15582
3 usuario12 1462965647.14 1462965630.42 -16723.400116 11536
3 usuario3 1462965647.12 1462965641.93 -5191.10012054 22394
3 usuario14 1462965646.77 1462965635.4 -11365.9000397 15789
3 usuario13 1462965646.88 1462965624.09 -22785.900116 4668
3 usuario6 1462965646.94 1462965626.32 -20619.300127 6880
3 usuario1 1462965647.32 1462965628.75 -18568.2001114 10028
3 usuario10 1462965647.72 1462965640.46 -7259.90009308 21140
3 usuario2 1462965647.66 1462965631.15 -16512.5000477 12246
3 usuario8 1462965646.87 1462965627.26 -19608.9999676 8370
3 usuario5 1462965647.66 1462965635.21 -12449.4998455 15616
3 usuario7 1462965647.4 1462965647.36 -31.9998264313 28399
3 usuario9 1462965647.24 1462965642.04 -5199.99980927 22295
3 usuario11 1462965647.66 1462965628.94 -18720.7000256 9894
3 usuario4 1462965647.19 1462965625.44 -21745.8000183 6530
4 usuario16 1462965679.62 1462965661.05 -18573.5001564 12448
4 usuario15 1462965679.4 1462965676.21 -3181.40006065 27675
4 usuario12 1462965679.49 1462965672.24 -7255.30004501 24032
4 usuario3 1462965678.91 1462965671.67 -7244.19999123 23493
4 usuario14 1462965679.19 1462965679.15 -40.6000614166 31320
4 usuario13 1462965679.67 1462965654.92 -24750.6000996 6978
4 usuario6 1462965678.95 1462965659.35 -19605.4000854 11352
4 usuario1 1462965679.39 1462965664.94 -14450.4001141 16563
4 usuario10 1462965678.85 1462965677.76 -1091.60017967 28984
4 usuario2 1462965679.6 1462965677.49 -2112.10012436 28763
4 usuario8 1462965679.16 1462965663.67 -15489.1998768 15743
4 usuario5 1462965679.19 1462965660.51 -18672.5001335 11797
4 usuario7 1462965679.07 1462965674.89 -4183.09998512 26411
4 usuario9 1462965679.21 1462965656.54 -22670.5000401 8204
4 usuario11 1462965679.09 1462965661.46 -17634.0000629 12731
4 usuario4 1462965678.83 1462965659.23 -19602.2000313 10982
5 usuario16 1462965712.13 1462965690.47 -21654.9999714 9790
5 usuario15 1462965712.56 1462965704.11 -8455.49988747 23602
5 usuario12 1462965711.87 1462965705.65 -6222.00012207 25097
5 usuario3 1462965712.02 1462965707.85 -4166.99981689 27875
5 usuario14 1462965712.08 1462965699.67 -12412.0001793 19401
5 usuario13 1462965712.49 1462965683.56 -28928.6999702 2835
5 usuario6 1462965711.83 1462965686.07 -25766.4000988 6055
5 usuario1 1462965712.41 1462965692.83 -19584.3999386 12371
5 usuario10 1462965711.96 1462965702.66 -9305.79996109 22744
5 usuario2 1462965712.25 1462965712.22 -36.4999771118 31547
5 usuario8 1462965712.32 1462965698.87 -13445.100069 18640
5 usuario5 1462965712.09 1462965698.6 -13485.699892 18353
5 usuario7 1462965712.15 1462965700.78 -11368.7999249 20646
5 usuario9 1462965712.72 1462965697.16 -15564.9001598 16886
5 usuario11 1462965712.29 1462965690.54 -21749.5999336 10385
5 usuario4 1462965712.12 1462965699.71 -12410.1998806 19818
6 usuario16 1462965740.42 1462965721.78 -18646.299839 8589
6 usuario15 1462965740.4 1462965734.05 -6358.5999012 20359
6 usuario12 1462965740.01 1462965727.6 -12404.7999382 14668
6 usuario3 1462965740.68 1462965723.08 -17596.0998535 10003
