round user time_start time_end time_php time_js
1 usuario2 1462880009.69 1462879987.17 -22513.9000416 6602
1 usuario6 1462880009.51 1462879987.9 -21611.7999554 7150
1 usuario5 1462880010.01 1462879984.32 -25691.9000149 3737
1 usuario15 1462880009.71 1462879990.24 -19467.099905 9297
1 usuario14 1462880009.44 1462879987.9 -21544.4998741 7036
1 usuario11 1462880009.49 1462879985.89 -23604.0999889 5116
1 usuario8 1462880009.21 1462879987.69 -21521.6999054 6594
1 usuario16 1462880009.53 1462879985.98 -23551.89991 4955
1 usuario10 1462880010.12 1462879988.39 -21731.2998772 7902
1 usuario9 1462880009.19 1462879986.68 -22512.3000145 5893
1 usuario7 1462880009.62 1462879999.35 -10270.2999115 18725
1 usuario1 1462880009.77 1462879986.24 -23532.7000618 5861
1 usuario3 1462880010.04 1462880010.02 -19.2999839783 29381
1 usuario12 1462880010.05 1462879989.54 -20508.0997944 9136
1 usuario13 1462880009.99 1462879987.36 -22624.3000031 6739
1 usuario4 1462880010.05 1462879992.6 -17450.5999088 11695
2 usuario2 1462880030.56 1462880016.22 -14333.6999416 5456
2 usuario6 1462880031.19 1462880015.8 -15384.5999241 5248
2 usuario5 1462880030.59 1462880015.18 -15413.4998322 4120
2 usuario15 1462880030.9 1462880026.77 -4122.29990959 16020
2 usuario14 1462880030.59 1462880016.19 -14399.1999626 5687
2 usuario11 1462880030.67 1462880017.33 -13338.2999897 6790
2 usuario8 1462880030.62 1462880017.26 -13360.5999947 6982
2 usuario16 1462880030.34 1462880023.14 -7202.80003548 12563
2 usuario10 1462880031.17 1462880014.76 -16408.0998898 3595
2 usuario9 1462880030.38 1462880030.36 -22.0000743866 20073
2 usuario7 1462880030.91 1462880022.69 -8219.89989281 12013
2 usuario1 1462880030.65 1462880018.35 -12306.2000275 7522
2 usuario3 1462880030.98 1462880030.95 -23.2000350952 19846
2 usuario12 1462880030.62 1462880023.42 -7197.70002365 12322
2 usuario13 1462880030.81 1462880015.31 -15504.1999817 4278
2 usuario4 1462880030.47 1462880022.25 -8216.00008011 11158
3 usuario2 1462880065.18 1462880034.46 -30721.4999199 2856
3 usuario6 1462880065.16 1462880033.41 -31747.6000786 1170
3 usuario5 1462880065.19 1462880032.43 -32761.1000538 788
3 usuario15 1462880065.0 1462880046.54 -18460.0999355 14602
3 usuario14 1462880064.35 1462880038.73 -25614.6998405 7088
3 usuario11 1462880064.62 1462880036.91 -27704.2000294 5198
3 usuario8 1462880064.49 1462880033.75 -30733.5000038 2087
3 usuario16 1462880065.14 1462880044.62 -20521.600008 13228
3 usuario10 1462880065.18 1462880036.44 -28737.9000187 4218
3 usuario9 1462880065.19 1462880038.61 -26583.799839 7175
3 usuario7 1462880064.43 1462880064.41 -22.3000049591 32463
3 usuario1 1462880064.43 1462880043.96 -20474.7998714 12259
3 usuario3 1462880064.63 1462880041.07 -23553.9999008 9028
3 usuario12 1462880064.72 1462880033.99 -30726.5999317 2334
3 usuario13 1462880064.85 1462880033.13 -31722.1000195 1280
3 usuario4 1462880064.73 1462880042.19 -22541.2998199 10675
4 usuario2 1462880093.07 1462880072.58 -20488.3000851 6354
4 usuario6 1462880092.6 1462880070.08 -22517.9998875 3878
4 usuario5 1462880093.34 1462880067.73 -25616.2998676 1496
4 usuario15 1462880093.03 1462880070.48 -22552.0999432 4436
4 usuario14 1462880092.93 1462880074.46 -18469.2001343 9062
4 usuario11 1462880093.21 1462880083.95 -9255.89990616 18287
4 usuario8 1462880092.53 1462880069.99 -22534.6000195 4457
4 usuario16 1462880093.03 1462880075.58 -17449.2001534 9392
4 usuario10 1462880092.52 1462880068.94 -23586.9998932 2709
4 usuario9 1462880092.69 1462880074.27 -18415.6999588 8031
4 usuario7 1462880093.15 1462880093.13 -19.4997787476 27634
4 usuario1 1462880092.95 1462880070.42 -22530.2000046 4942
4 usuario3 1462880092.45 1462880088.32 -4133.20016861 22644
4 usuario12 1462880092.75 1462880068.17 -24582.0999146 2403
4 usuario13 1462880092.41 1462880066.81 -25604.3000221 910
4 usuario4 1462880092.75 1462880070.14 -22610.3000641 4360
5 usuario2 1462880123.88 1462880100.35 -23530.299902 6231
