,round,player,action_player,opponent,action_opponent,payoff,rt,session,treatment,actions,response,abs_time
2998,86,s4m8_usuario11,C,['s4m8_usuario4'],C,3,2.208,s4m8,fix,CCC,1,2.208
2999,86,s4m8_usuario4,C,['s4m8_usuario11'],C,3,0.884,s4m8,fix,CCC,1,0.884
3000,86,s4m8_usuario5,D,['s4m8_usuario3'],D,1,-0.722,s4m8,fix,DDD,0,0.722
3001,86,s4m8_usuario3,D,['s4m8_usuario5'],D,1,-0.55,s4m8,fix,DDD,0,0.55
3002,86,s4m8_usuario12,C,['s4m8_usuario6'],C,3,4.918,s4m8,fix,CCC,1,4.918
3003,86,s4m8_usuario6,C,['s4m8_usuario12'],C,3,1.278,s4m8,fix,CCC,1,1.278
3004,87,s4m8_usuario2,C,['s4m8_usuario7'],C,3,2.065,s4m8,fix,CCC,1,2.065
3005,87,s4m8_usuario7,C,['s4m8_usuario2'],C,3,0.713,s4m8,fix,CCC,1,0.713
3006,87,s4m8_usuario14,C,['s4m8_usuario13'],C,3,4.773,s4m8,fix,CCC,1,4.773
3007,87,s4m8_usuario13,C,['s4m8_usuario14'],C,3,0.545,s4m8,fix,CCC,1,0.545
3008,87,s4m8_usuario9,C,['s4m8_usuario10'],C,3,7.571,s4m8,fix,CCC,1,7.571
3009,87,s4m8_usuario10,C,['s4m8_usuario9'],C,3,6.411,s4m8,fix,CCC,1,6.411
3010,87,s4m8_usuario8,D,['s4m8_usuario1'],C,4,-1.219,s4m8,fix,CCD,0,1.219
3011,87,s4m8_usuario1,C,['s4m8_usuario8'],D,0,1.585,s4m8,fix,CCC,1,1.585
3012,87,s4m8_usuario11,C,['s4m8_usuario4'],C,3,6.384,s4m8,fix,CCC,1,6.384
3013,87,s4m8_usuario4,C,['s4m8_usuario11'],C,3,1.306,s4m8,fix,CCC,1,1.306
3014,87,s4m8_usuario5,D,['s4m8_usuario3'],D,1,-0.62,s4m8,fix,DDD,0,0.62
3015,87,s4m8_usuario3,D,['s4m8_usuario5'],D,1,-1.016,s4m8,fix,DDD,0,1.016
3016,87,s4m8_usuario12,C,['s4m8_usuario6'],C,3,5.067,s4m8,fix,CCC,1,5.067
3017,87,s4m8_usuario6,C,['s4m8_usuario12'],C,3,0.616,s4m8,fix,CCC,1,0.616
3018,88,s4m8_usuario2,C,['s4m8_usuario7'],C,3,1.133,s4m8,fix,CCC,1,1.133
3019,88,s4m8_usuario7,C,['s4m8_usuario2'],C,3,0.637,s4m8,fix,CCC,1,0.637
3020,88,s4m8_usuario14,C,['s4m8_usuario13'],C,3,4.973,s4m8,fix,CCC,1,4.973
3021,88,s4m8_usuario13,C,['s4m8_usuario14'],C,3,0.664,s4m8,fix,CCC,1,0.664
3022,88,s4m8_usuario9,C,['s4m8_usuario10'],C,3,8.722,s4m8,fix,CCC,1,8.722
3023,88,s4m8_usuario10,C,['s4m8_usuario9'],C,3,4.218,s4m8,fix,CCC,1,4.218
3024,88,s4m8_usuario8,C,['s4m8_usuario1'],D,0,1.637,s4m8,fix,DCC,1,1.637
3025,88,s4m8_usuario1,D,['s4m8_usuario8'],C,4,-2.337,s4m8,fix,CDD,0,2.337
3026,88,s4m8_usuario11,C,['s4m8_usuario4'],C,3,5.769,s4m8,fix,CCC,1,5.769
3027,88,s4m8_usuario4,C,['s4m8_usuario11'],C,3,0.833,s4m8,fix,CCC,1,0.833
3028,88,s4m8_usuario5,D,['s4m8_usuario3'],D,1,-0.594,s4m8,fix,DDD,0,0.594
3029,88,s4m8_usuario3,D,['s4m8_usuario5'],D,1,-0.575,s4m8,fix,DDD,0,0.575
3030,88,s4m8_usuario12,C,['s4m8_usuario6'],C,3,4.423,s4m8,fix,CCC,1,4.423
3031,88,s4m8_usuario6,C,['s4m8_usuario12'],C,3,0.776,s4m8,fix,CCC,1,0.776
3032,89,s4m8_usuario2,C,['s4m8_usuario7'],C,3,2.254,s4m8,fix,CCC,1,2.254
3033,89,s4m8_usuario7,C,['s4m8_usuario2'],C,3,0.608,s4m8,fix,CCC,1,0.608
3034,89,s4m8_usuario14,C,['s4m8_usuario13'],C,3,8.167,s4m8,fix,CCC,1,8.167
3035,89,s4m8_usuario13,C,['s4m8_usuario14'],C,3,0.625,s4m8,fix,CCC,1,0.625
3036,89,s4m8_usuario9,C,['s4m8_usuario10'],C,3,6.03,s4m8,fix,CCC,1,6.03
3037,89,s4m8_usuario10,C,['s4m8_usuario9'],C,3,5.823,s4m8,fix,CCC,1,5.823
3038,89,s4m8_usuario8,D,['s4m8_usuario1'],D,1,-3.309,s4m8,fix,CDD,0,3.309
3039,89,s4m8_usuario1,D,['s4m8_usuario8'],D,1,-1.578,s4m8,fix,DCD,0,1.578
3040,89,s4m8_usuario11,C,['s4m8_usuario4'],C,3,3.97,s4m8,fix,CCC,1,3.97
3041,89,s4m8_usuario4,C,['s4m8_usuario11'],C,3,2.229,s4m8,fix,CCC,1,2.229
3042,89,s4m8_usuario5,D,['s4m8_usuario3'],D,1,-0.62,s4m8,fix,DDD,0,0.62
3043,89,s4m8_usuario3,D,['s4m8_usuario5'],D,1,-0.624,s4m8,fix,DDD,0,0.624
3044,89,s4m8_usuario12,C,['s4m8_usuario6'],C,3,5.821,s4m8,fix,CCC,1,5.821
3045,89,s4m8_usuario6,C,['s4m8_usuario12'],C,3,0.602,s4m8,fix,CCC,1,0.602
3046,90,s4m8_usuario2,C,['s4m8_usuario7'],C,3,1.158,s4m8,fix,CCC,1,1.158
3047,90,s4m8_usuario7,C,['s4m8_usuario2'],C,3,0.922,s4m8,fix,CCC,1,0.922
3048,90,s4m8_usuario14,C,['s4m8_usuario13'],C,3,6.374,s4m8,fix,CCC,1,6.374
3049,90,s4m8_usuario13,C,['s4m8_usuario14'],C,3,0.613,s4m8,fix,CCC,1,0.613
3050,90,s4m8_usuario9,C,['s4m8_usuario10'],C,3,5.837,s4m8,fix,CCC,1,5.837
3051,90,s4m8_usuario10,C,['s4m8_usuario9'],C,3,4.308,s4m8,fix,CCC,1,4.308
3052,90,s4m8_usuario8,C,['s4m8_usuario1'],D,0,1.7,s4m8,fix,DDC,1,1.7
3053,90,s4m8_usuario1,D,['s4m8_usuario8'],C,4,-1.557,s4m8,fix,DDD,0,1.557
3054,90,s4m8_usuario11,C,['s4m8_usuario4'],C,3,1.86,s4m8,fix,CCC,1,1.86
3055,90,s4m8_usuario4,C,['s4m8_usuario11'],C,3,1.347,s4m8,fix,CCC,1,1.347
3056,90,s4m8_usuario5,D,['s4m8_usuario3'],D,1,-0.643,s4m8,fix,DDD,0,0.643
3057,90,s4m8_usuario3,D,['s4m8_usuario5'],D,1,-2.698,s4m8,fix,DDD,0,2.698
3058,90,s4m8_usuario12,C,['s4m8_usuario6'],C,3,4.897,s4m8,fix,CCC,1,4.897
3059,90,s4m8_usuario6,C,['s4m8_usuario12'],C,3,1.25,s4m8,fix,CCC,1,1.25
3060,91,s4m8_usuario2,C,['s4m8_usuario7'],C,3,1.359,s4m8,fix,CCC,1,1.359
3061,91,s4m8_usuario7,C,['s4m8_usuario2'],C,3,0.644,s4m8,fix,CCC,1,0.644
3062,91,s4m8_usuario14,C,['s4m8_usuario13'],C,3,6.82,s4m8,fix,CCC,1,6.82
3063,91,s4m8_usuario13,C,['s4m8_usuario14'],C,3,0.575,s4m8,fix,CCC,1,0.575
3064,91,s4m8_usuario9,C,['s4m8_usuario10'],C,3,8.853,s4m8,fix,CCC,1,8.853
3065,91,s4m8_usuario10,C,['s4m8_usuario9'],C,3,5.403,s4m8,fix,CCC,1,5.403
3066,91,s4m8_usuario8,C,['s4m8_usuario1'],C,3,4.082,s4m8,fix,CDC,1,4.082
3067,91,s4m8_usuario1,C,['s4m8_usuario8'],C,3,2.488,s4m8,fix,DCC,1,2.488
3068,91,s4m8_usuario11,C,['s4m8_usuario4'],C,3,1.794,s4m8,fix,CCC,1,1.794
3069,91,s4m8_usuario4,C,['s4m8_usuario11'],C,3,1.51,s4m8,fix,CCC,1,1.51
3070,91,s4m8_usuario5,D,['s4m8_usuario3'],D,1,-0.687,s4m8,fix,DDD,0,0.687
3071,91,s4m8_usuario3,D,['s4m8_usuario5'],D,1,-1.461,s4m8,fix,DDD,0,1.461
3072,91,s4m8_usuario12,C,['s4m8_usuario6'],C,3,5.157,s4m8,fix,CCC,1,5.157
3073,91,s4m8_usuario6,C,['s4m8_usuario12'],C,3,1.371,s4m8,fix,CCC,1,1.371
3074,92,s4m8_usuario2,C,['s4m8_usuario7'],C,3,1.095,s4m8,fix,CCC,1,1.095
3075,92,s4m8_usuario7,C,['s4m8_usuario2'],C,3,0.57,s4m8,fix,CCC,1,0.57
3076,92,s4m8_usuario14,C,['s4m8_usuario13'],C,3,4.996,s4m8,fix,CCC,1,4.996
3077,92,s4m8_usuario13,C,['s4m8_usuario14'],C,3,0.64,s4m8,fix,CCC,1,0.64
3078,92,s4m8_usuario9,C,['s4m8_usuario10'],C,3,7.603,s4m8,fix,CCC,1,7.603
3079,92,s4m8_usuario10,C,['s4m8_usuario9'],C,3,4.458,s4m8,fix,CCC,1,4.458
3080,92,s4m8_usuario8,C,['s4m8_usuario1'],C,3,2.031,s4m8,fix,CCC,1,2.031
3081,92,s4m8_usuario1,C,['s4m8_usuario8'],C,3,1.684,s4m8,fix,CCC,1,1.684
3082,92,s4m8_usuario11,C,['s4m8_usuario4'],C,3,1.109,s4m8,fix,CCC,1,1.109
3083,92,s4m8_usuario4,C,['s4m8_usuario11'],C,3,0.735,s4m8,fix,CCC,1,0.735
3084,92,s4m8_usuario5,D,['s4m8_usuario3'],D,1,-0.538,s4m8,fix,DDD,0,0.538
3085,92,s4m8_usuario3,D,['s4m8_usuario5'],D,1,-0.927,s4m8,fix,DDD,0,0.927
3086,92,s4m8_usuario12,C,['s4m8_usuario6'],C,3,4.506,s4m8,fix,CCC,1,4.506
3087,92,s4m8_usuario6,C,['s4m8_usuario12'],C,3,0.612,s4m8,fix,CCC,1,0.612
3088,93,s4m8_usuario2,C,['s4m8_usuario7'],C,3,2.339,s4m8,fix,CCC,1,2.339
3089,93,s4m8_usuario7,C,['s4m8_usuario2'],C,3,0.934,s4m8,fix,CCC,1,0.934
3090,93,s4m8_usuario14,C,['s4m8_usuario13'],C,3,3.864,s4m8,fix,CCC,1,3.864
3091,93,s4m8_usuario13,C,['s4m8_usuario14'],C,3,0.565,s4m8,fix,CCC,1,0.565
3092,93,s4m8_usuario9,C,['s4m8_usuario10'],C,3,9.987,s4m8,fix,CCC,1,9.987
3093,93,s4m8_usuario10,C,['s4m8_usuario9'],C,3,2.197,s4m8,fix,CCC,1,2.197
3094,93,s4m8_usuario8,C,['s4m8_usuario1'],C,3,0.625,s4m8,fix,CCC,1,0.625
3095,93,s4m8_usuario1,C,['s4m8_usuario8'],C,3,1.577,s4m8,fix,CCC,1,1.577
3096,93,s4m8_usuario11,C,['s4m8_usuario4'],C,3,1.065,s4m8,fix,CCC,1,1.065
3097,93,s4m8_usuario4,C,['s4m8_usuario11'],C,3,0.389,s4m8,fix,CCC,1,0.389
3098,93,s4m8_usuario5,D,['s4m8_usuario3'],D,1,-0.565,s4m8,fix,DDD,0,0.565
3099,93,s4m8_usuario3,D,['s4m8_usuario5'],D,1,-1.034,s4m8,fix,DDD,0,1.034
3100,93,s4m8_usuario12,C,['s4m8_usuario6'],C,3,5.489,s4m8,fix,CCC,1,5.489
3101,93,s4m8_usuario6,C,['s4m8_usuario12'],C,3,0.49,s4m8,fix,CCC,1,0.49
3102,94,s4m8_usuario2,C,['s4m8_usuario7'],C,3,1.738,s4m8,fix,CCC,1,1.738
3103,94,s4m8_usuario7,C,['s4m8_usuario2'],C,3,0.885,s4m8,fix,CCC,1,0.885
3104,94,s4m8_usuario14,C,['s4m8_usuario13'],C,3,3.762,s4m8,fix,CCC,1,3.762
3105,94,s4m8_usuario13,C,['s4m8_usuario14'],C,3,0.674,s4m8,fix,CCC,1,0.674
3106,94,s4m8_usuario9,C,['s4m8_usuario10'],C,3,9.073,s4m8,fix,CCC,1,9.073
3107,94,s4m8_usuario10,C,['s4m8_usuario9'],C,3,5.075,s4m8,fix,CCC,1,5.075
3108,94,s4m8_usuario8,D,['s4m8_usuario1'],C,4,-1.202,s4m8,fix,CCD,0,1.202
3109,94,s4m8_usuario1,C,['s4m8_usuario8'],D,0,1.406,s4m8,fix,CCC,1,1.406
3110,94,s4m8_usuario11,C,['s4m8_usuario4'],C,3,0.878,s4m8,fix,CCC,1,0.878
3111,94,s4m8_usuario4,C,['s4m8_usuario11'],C,3,1.192,s4m8,fix,CCC,1,1.192
3112,94,s4m8_usuario5,D,['s4m8_usuario3'],D,1,-0.71,s4m8,fix,DDD,0,0.71
3113,94,s4m8_usuario3,D,['s4m8_usuario5'],D,1,-1.123,s4m8,fix,DDD,0,1.123
3114,94,s4m8_usuario12,C,['s4m8_usuario6'],C,3,4.651,s4m8,fix,CCC,1,4.651
3115,94,s4m8_usuario6,C,['s4m8_usuario12'],C,3,0.677,s4m8,fix,CCC,1,0.677
3116,95,s4m8_usuario2,C,['s4m8_usuario7'],C,3,1.212,s4m8,fix,CCC,1,1.212
3117,95,s4m8_usuario7,C,['s4m8_usuario2'],C,3,0.787,s4m8,fix,CCC,1,0.787
3118,95,s4m8_usuario14,C,['s4m8_usuario13'],C,3,4.628,s4m8,fix,CCC,1,4.628
3119,95,s4m8_usuario13,C,['s4m8_usuario14'],C,3,0.608,s4m8,fix,CCC,1,0.608
3120,95,s4m8_usuario9,C,['s4m8_usuario10'],C,3,6.63,s4m8,fix,CCC,1,6.63
3121,95,s4m8_usuario10,C,['s4m8_usuario9'],C,3,5.305,s4m8,fix,CCC,1,5.305
3122,95,s4m8_usuario8,D,['s4m8_usuario1'],D,1,-2.403,s4m8,fix,DCD,0,2.403
3123,95,s4m8_usuario1,D,['s4m8_usuario8'],D,1,-1.902,s4m8,fix,CDD,0,1.902
3124,95,s4m8_usuario11,C,['s4m8_usuario4'],C,3,0.71,s4m8,fix,CCC,1,0.71
3125,95,s4m8_usuario4,C,['s4m8_usuario11'],C,3,2.169,s4m8,fix,CCC,1,2.169
3126,95,s4m8_usuario5,D,['s4m8_usuario3'],D,1,-2.77,s4m8,fix,DDD,0,2.77
3127,95,s4m8_usuario3,D,['s4m8_usuario5'],D,1,-0.866,s4m8,fix,DDD,0,0.866
3128,95,s4m8_usuario12,C,['s4m8_usuario6'],C,3,4.47,s4m8,fix,CCC,1,4.47
3129,95,s4m8_usuario6,C,['s4m8_usuario12'],C,3,0.756,s4m8,fix,CCC,1,0.756
3130,96,s4m8_usuario2,C,['s4m8_usuario7'],C,3,1.263,s4m8,fix,CCC,1,1.263
3131,96,s4m8_usuario7,C,['s4m8_usuario2'],C,3,0.614,s4m8,fix,CCC,1,0.614
3132,96,s4m8_usuario14,C,['s4m8_usuario13'],C,3,5.602,s4m8,fix,CCC,1,5.602
3133,96,s4m8_usuario13,C,['s4m8_usuario14'],C,3,0.66,s4m8,fix,CCC,1,0.66
3134,96,s4m8_usuario9,C,['s4m8_usuario10'],C,3,5.607,s4m8,fix,CCC,1,5.607
3135,96,s4m8_usuario10,C,['s4m8_usuario9'],C,3,3.946,s4m8,fix,CCC,1,3.946
3136,96,s4m8_usuario8,C,['s4m8_usuario1'],D,0,1.984,s4m8,fix,DDC,1,1.984
3137,96,s4m8_usuario1,D,['s4m8_usuario8'],C,4,-1.444,s4m8,fix,DDD,0,1.444
3138,96,s4m8_usuario11,C,['s4m8_usuario4'],C,3,1.203,s4m8,fix,CCC,1,1.203
3139,96,s4m8_usuario4,C,['s4m8_usuario11'],C,3,1.041,s4m8,fix,CCC,1,1.041
3140,96,s4m8_usuario5,D,['s4m8_usuario3'],D,1,-1.84,s4m8,fix,DDD,0,1.84
3141,96,s4m8_usuario3,D,['s4m8_usuario5'],D,1,-0.919,s4m8,fix,DDD,0,0.919
3142,96,s4m8_usuario12,C,['s4m8_usuario6'],C,3,4.678,s4m8,fix,CCC,1,4.678
3143,96,s4m8_usuario6,C,['s4m8_usuario12'],C,3,0.8,s4m8,fix,CCC,1,0.8
3144,97,s4m8_usuario2,C,['s4m8_usuario7'],C,3,1.083,s4m8,fix,CCC,1,1.083
3145,97,s4m8_usuario7,C,['s4m8_usuario2'],C,3,0.578,s4m8,fix,CCC,1,0.578
3146,97,s4m8_usuario14,C,['s4m8_usuario13'],C,3,7.039,s4m8,fix,CCC,1,7.039
3147,97,s4m8_usuario13,C,['s4m8_usuario14'],C,3,0.567,s4m8,fix,CCC,1,0.567
3148,97,s4m8_usuario9,C,['s4m8_usuario10'],C,3,3.855,s4m8,fix,CCC,1,3.855
3149,97,s4m8_usuario10,C,['s4m8_usuario9'],C,3,6.168,s4m8,fix,CCC,1,6.168
3150,97,s4m8_usuario8,C,['s4m8_usuario1'],D,0,2.268,s4m8,fix,CDC,1,2.268
3151,97,s4m8_usuario1,D,['s4m8_usuario8'],C,4,-1.489,s4m8,fix,DCD,0,1.489
3152,97,s4m8_usuario11,C,['s4m8_usuario4'],C,3,1.102,s4m8,fix,CCC,1,1.102
3153,97,s4m8_usuario4,C,['s4m8_usuario11'],C,3,0.572,s4m8,fix,CCC,1,0.572
3154,97,s4m8_usuario5,D,['s4m8_usuario3'],D,1,-1.59,s4m8,fix,DDD,0,1.59
3155,97,s4m8_usuario3,D,['s4m8_usuario5'],D,1,-1.581,s4m8,fix,DDD,0,1.581
3156,97,s4m8_usuario12,C,['s4m8_usuario6'],C,3,4.747,s4m8,fix,CCC,1,4.747
3157,97,s4m8_usuario6,C,['s4m8_usuario12'],C,3,6.137,s4m8,fix,CCC,1,6.137
3158,98,s4m8_usuario2,C,['s4m8_usuario7'],C,3,0.892,s4m8,fix,CCC,1,0.892
3159,98,s4m8_usuario7,C,['s4m8_usuario2'],C,3,0.778,s4m8,fix,CCC,1,0.778
3160,98,s4m8_usuario14,C,['s4m8_usuario13'],C,3,7.795,s4m8,fix,CCC,1,7.795
3161,98,s4m8_usuario13,C,['s4m8_usuario14'],C,3,0.564,s4m8,fix,CCC,1,0.564
3162,98,s4m8_usuario9,C,['s4m8_usuario10'],C,3,3.435,s4m8,fix,CCC,1,3.435
3163,98,s4m8_usuario10,C,['s4m8_usuario9'],C,3,4.638,s4m8,fix,CCC,1,4.638
3164,98,s4m8_usuario8,C,['s4m8_usuario1'],C,3,0.933,s4m8,fix,CDC,1,0.933
3165,98,s4m8_usuario1,C,['s4m8_usuario8'],C,3,2.529,s4m8,fix,DCC,1,2.529
3166,98,s4m8_usuario11,C,['s4m8_usuario4'],C,3,1.577,s4m8,fix,CCC,1,1.577
3167,98,s4m8_usuario4,C,['s4m8_usuario11'],C,3,0.503,s4m8,fix,CCC,1,0.503
3168,98,s4m8_usuario5,D,['s4m8_usuario3'],D,1,-4.335,s4m8,fix,DDD,0,4.335
3169,98,s4m8_usuario3,D,['s4m8_usuario5'],D,1,-1.121,s4m8,fix,DDD,0,1.121
3170,98,s4m8_usuario12,C,['s4m8_usuario6'],C,3,4.688,s4m8,fix,CCC,1,4.688
3171,98,s4m8_usuario6,C,['s4m8_usuario12'],C,3,0.692,s4m8,fix,CCC,1,0.692
3172,99,s4m8_usuario2,C,['s4m8_usuario7'],C,3,1.224,s4m8,fix,CCC,1,1.224
3173,99,s4m8_usuario7,C,['s4m8_usuario2'],C,3,0.638,s4m8,fix,CCC,1,0.638
3174,99,s4m8_usuario14,C,['s4m8_usuario13'],C,3,5.484,s4m8,fix,CCC,1,5.484
3175,99,s4m8_usuario13,C,['s4m8_usuario14'],C,3,0.709,s4m8,fix,CCC,1,0.709
3176,99,s4m8_usuario9,C,['s4m8_usuario10'],C,3,5.821,s4m8,fix,CCC,1,5.821
3177,99,s4m8_usuario10,C,['s4m8_usuario9'],C,3,5.539,s4m8,fix,CCC,1,5.539
3178,99,s4m8_usuario8,C,['s4m8_usuario1'],C,3,0.474,s4m8,fix,CCC,1,0.474
3179,99,s4m8_usuario1,C,['s4m8_usuario8'],C,3,1.168,s4m8,fix,CCC,1,1.168
3180,99,s4m8_usuario11,C,['s4m8_usuario4'],C,3,0.944,s4m8,fix,CCC,1,0.944
3181,99,s4m8_usuario4,C,['s4m8_usuario11'],C,3,0.387,s4m8,fix,CCC,1,0.387
3182,99,s4m8_usuario5,D,['s4m8_usuario3'],D,1,-0.62,s4m8,fix,DDD,0,0.62
3183,99,s4m8_usuario3,D,['s4m8_usuario5'],D,1,-1.199,s4m8,fix,DDD,0,1.199
3184,99,s4m8_usuario12,C,['s4m8_usuario6'],C,3,4.59,s4m8,fix,CCC,1,4.59
3185,99,s4m8_usuario6,C,['s4m8_usuario12'],C,3,1.403,s4m8,fix,CCC,1,1.403
3186,100,s4m8_usuario2,C,['s4m8_usuario7'],C,3,1.357,s4m8,fix,CCC,1,1.357
3187,100,s4m8_usuario7,C,['s4m8_usuario2'],C,3,0.668,s4m8,fix,CCC,1,0.668
3188,100,s4m8_usuario14,C,['s4m8_usuario13'],C,3,4.247,s4m8,fix,CCC,1,4.247
3189,100,s4m8_usuario13,C,['s4m8_usuario14'],C,3,0.614,s4m8,fix,CCC,1,0.614
3190,100,s4m8_usuario9,C,['s4m8_usuario10'],C,3,6.353,s4m8,fix,CCC,1,6.353
3191,100,s4m8_usuario10,C,['s4m8_usuario9'],C,3,4.341,s4m8,fix,CCC,1,4.341
3192,100,s4m8_usuario8,C,['s4m8_usuario1'],C,3,2.046,s4m8,fix,CCC,1,2.046
3193,100,s4m8_usuario1,C,['s4m8_usuario8'],C,3,0.777,s4m8,fix,CCC,1,0.777
3194,100,s4m8_usuario11,C,['s4m8_usuario4'],C,3,0.919,s4m8,fix,CCC,1,0.919
3195,100,s4m8_usuario4,C,['s4m8_usuario11'],C,3,0.707,s4m8,fix,CCC,1,0.707
3196,100,s4m8_usuario5,D,['s4m8_usuario3'],D,1,-0.623,s4m8,fix,DDD,0,0.623
3197,100,s4m8_usuario3,D,['s4m8_usuario5'],D,1,-1.688,s4m8,fix,DDD,0,1.688
3198,100,s4m8_usuario12,C,['s4m8_usuario6'],C,3,4.586,s4m8,fix,CCC,1,4.586
3199,100,s4m8_usuario6,C,['s4m8_usuario12'],C,3,0.669,s4m8,fix,CCC,1,0.669
3200,1,s5m20_usuario1,D,['s5m20_usuario12'],D,1,-6.678,s5m20,changing,00D,0,6.678
3201,1,s5m20_usuario2,C,['s5m20_usuario10'],D,0,4.601,s5m20,changing,00C,1,4.601
3202,1,s5m20_usuario3,D,['s5m20_usuario5'],D,1,-12.777,s5m20,changing,00D,0,12.777
3203,1,s5m20_usuario4,C,['s5m20_usuario13'],C,3,2.399,s5m20,changing,00C,1,2.399
3204,1,s5m20_usuario5,D,['s5m20_usuario3'],D,1,-17.088,s5m20,changing,00D,0,17.088
3205,1,s5m20_usuario6,D,['s5m20_usuario18'],C,4,-5.609,s5m20,changing,00D,0,5.609
3206,1,s5m20_usuario7,C,['s5m20_usuario17'],D,0,4.066,s5m20,changing,00C,1,4.066
3207,1,s5m20_usuario8,C,['s5m20_usuario11'],D,0,7.746,s5m20,changing,00C,1,7.746
3208,1,s5m20_usuario9,D,['s5m20_usuario14'],D,1,-4.159,s5m20,changing,00D,0,4.159
3209,1,s5m20_usuario10,D,['s5m20_usuario2'],C,4,-7.406,s5m20,changing,00D,0,7.406
3210,1,s5m20_usuario11,D,['s5m20_usuario8'],C,4,-8.411,s5m20,changing,00D,0,8.411
3211,1,s5m20_usuario12,D,['s5m20_usuario1'],D,1,-13.305,s5m20,changing,00D,0,13.305
3212,1,s5m20_usuario13,C,['s5m20_usuario4'],C,3,5.348,s5m20,changing,00C,1,5.348
3213,1,s5m20_usuario14,D,['s5m20_usuario9'],D,1,-18.097,s5m20,changing,00D,0,18.097
3214,1,s5m20_usuario15,C,['s5m20_usuario16'],C,3,17.29,s5m20,changing,00C,1,17.29
3215,1,s5m20_usuario16,C,['s5m20_usuario15'],C,3,7.134,s5m20,changing,00C,1,7.134
3216,1,s5m20_usuario17,D,['s5m20_usuario7'],C,4,-6.317,s5m20,changing,00D,0,6.317
3217,1,s5m20_usuario18,C,['s5m20_usuario6'],D,0,6.095,s5m20,changing,00C,1,6.095
3218,2,s5m20_usuario1,C,['s5m20_usuario5'],C,3,12.111,s5m20,changing,DDC,1,12.111
3219,2,s5m20_usuario2,C,['s5m20_usuario11'],C,3,10.241,s5m20,changing,CDC,1,10.241
3220,2,s5m20_usuario3,D,['s5m20_usuario15'],D,1,-8.882,s5m20,changing,DDD,0,8.882
3221,2,s5m20_usuario4,C,['s5m20_usuario9'],C,3,2.269,s5m20,changing,CCC,1,2.269
3222,2,s5m20_usuario5,C,['s5m20_usuario1'],C,3,3.835,s5m20,changing,DDC,1,3.835
3223,2,s5m20_usuario6,C,['s5m20_usuario16'],C,3,12.699,s5m20,changing,DCC,1,12.699
3224,2,s5m20_usuario7,C,['s5m20_usuario17'],D,0,4.304,s5m20,changing,CDC,1,4.304
3225,2,s5m20_usuario8,D,['s5m20_usuario13'],C,4,-4.274,s5m20,changing,CDD,0,4.274
3226,2,s5m20_usuario9,C,['s5m20_usuario4'],C,3,13.368,s5m20,changing,DDC,1,13.368
3227,2,s5m20_usuario10,C,['s5m20_usuario18'],C,3,5.709,s5m20,changing,DCC,1,5.709
3228,2,s5m20_usuario11,C,['s5m20_usuario2'],C,3,8.684,s5m20,changing,DCC,1,8.684
3229,2,s5m20_usuario12,C,['s5m20_usuario14'],D,0,3.252,s5m20,changing,DDC,1,3.252
3230,2,s5m20_usuario13,C,['s5m20_usuario8'],D,0,3.09,s5m20,changing,CCC,1,3.09
3231,2,s5m20_usuario14,D,['s5m20_usuario12'],C,4,-3.575,s5m20,changing,DDD,0,3.575
3232,2,s5m20_usuario15,D,['s5m20_usuario3'],D,1,-14.603,s5m20,changing,CCD,0,14.603
3233,2,s5m20_usuario16,C,['s5m20_usuario6'],C,3,3.566,s5m20,changing,CCC,1,3.566
3234,2,s5m20_usuario17,D,['s5m20_usuario7'],C,4,-13.224,s5m20,changing,DCD,0,13.224
3235,2,s5m20_usuario18,C,['s5m20_usuario10'],C,3,2.856,s5m20,changing,CDC,1,2.856
3236,3,s5m20_usuario1,C,['s5m20_usuario10'],C,3,11.379,s5m20,changing,CCC,1,11.379
3237,3,s5m20_usuario2,C,['s5m20_usuario5'],C,3,5.968,s5m20,changing,CCC,1,5.968
3238,3,s5m20_usuario3,D,['s5m20_usuario13'],C,4,-13.484,s5m20,changing,DDD,0,13.484
3239,3,s5m20_usuario4,C,['s5m20_usuario14'],D,0,1.976,s5m20,changing,CCC,1,1.976
3240,3,s5m20_usuario5,C,['s5m20_usuario2'],C,3,6.58,s5m20,changing,CCC,1,6.58
3241,3,s5m20_usuario6,C,['s5m20_usuario7'],D,0,10.55,s5m20,changing,CCC,1,10.55
3242,3,s5m20_usuario7,D,['s5m20_usuario6'],C,4,-4.749,s5m20,changing,CDD,0,4.749
3243,3,s5m20_usuario8,D,['s5m20_usuario15'],C,4,-4.597,s5m20,changing,DCD,0,4.597
3244,3,s5m20_usuario9,C,['s5m20_usuario16'],C,3,6.255,s5m20,changing,CCC,1,6.255
3245,3,s5m20_usuario10,C,['s5m20_usuario1'],C,3,7.025,s5m20,changing,CCC,1,7.025
3246,3,s5m20_usuario11,D,['s5m20_usuario17'],D,1,-7.415,s5m20,changing,CCD,0,7.415
3247,3,s5m20_usuario12,D,['s5m20_usuario18'],D,1,-3.098,s5m20,changing,CDD,0,3.098
3248,3,s5m20_usuario13,C,['s5m20_usuario3'],D,0,2.354,s5m20,changing,CDC,1,2.354
3249,3,s5m20_usuario14,D,['s5m20_usuario4'],C,4,-3.727,s5m20,changing,DCD,0,3.727
3250,3,s5m20_usuario15,C,['s5m20_usuario8'],D,0,14.087,s5m20,changing,DDC,1,14.087
