,round,player,action_player,opponent,action_opponent,payoff,rt,session,treatment,actions,response,abs_time
9084,39,s8n3_usuario4,D,['s8n3_usuario9'],C,4,-1.285,s8n3,fix,CDD,0,1.285
9085,39,s8n3_usuario9,C,['s8n3_usuario4'],D,0,2.769,s8n3,fix,DCC,1,2.769
9086,39,s8n3_usuario2,D,['s8n3_usuario14'],C,4,-6.146,s8n3,fix,DCD,0,6.146
9087,39,s8n3_usuario14,C,['s8n3_usuario2'],D,0,1.835,s8n3,fix,CDC,1,1.835
9088,39,s8n3_usuario7,C,['s8n3_usuario13'],C,3,1.286,s8n3,fix,CCC,1,1.286
9089,39,s8n3_usuario13,C,['s8n3_usuario7'],C,3,1.719,s8n3,fix,CCC,1,1.719
9090,39,s8n3_usuario5,D,['s8n3_usuario8'],D,1,-2.353,s8n3,fix,DDD,0,2.353
9091,39,s8n3_usuario8,D,['s8n3_usuario5'],D,1,-0.804,s8n3,fix,DDD,0,0.804
9092,39,s8n3_usuario10,C,['s8n3_usuario17'],C,3,1.093,s8n3,fix,CCC,1,1.093
9093,39,s8n3_usuario17,C,['s8n3_usuario10'],C,3,0.989,s8n3,fix,CCC,1,0.989
9094,39,s8n3_usuario18,C,['s8n3_usuario12'],C,3,0.664,s8n3,fix,CCC,1,0.664
9095,39,s8n3_usuario12,C,['s8n3_usuario18'],C,3,0.666,s8n3,fix,CCC,1,0.666
9096,39,s8n3_usuario11,D,['s8n3_usuario3'],C,4,-0.744,s8n3,fix,DCD,0,0.744
9097,39,s8n3_usuario3,C,['s8n3_usuario11'],D,0,0.592,s8n3,fix,CDC,1,0.592
9098,39,s8n3_usuario16,C,['s8n3_usuario6'],C,3,0.691,s8n3,fix,CCC,1,0.691
9099,39,s8n3_usuario6,C,['s8n3_usuario16'],C,3,1.591,s8n3,fix,CCC,1,1.591
9100,39,s8n3_usuario1,D,['s8n3_usuario15'],D,1,-6.135,s8n3,fix,DDD,0,6.135
9101,39,s8n3_usuario15,D,['s8n3_usuario1'],D,1,-1.538,s8n3,fix,DDD,0,1.538
9102,40,s8n3_usuario4,D,['s8n3_usuario9'],D,1,-0.82,s8n3,fix,DCD,0,0.82
9103,40,s8n3_usuario9,D,['s8n3_usuario4'],D,1,-2.777,s8n3,fix,CDD,0,2.777
9104,40,s8n3_usuario2,C,['s8n3_usuario14'],C,3,1.789,s8n3,fix,DCC,1,1.789
9105,40,s8n3_usuario14,C,['s8n3_usuario2'],C,3,1.764,s8n3,fix,CDC,1,1.764
9106,40,s8n3_usuario7,C,['s8n3_usuario13'],C,3,1.522,s8n3,fix,CCC,1,1.522
9107,40,s8n3_usuario13,C,['s8n3_usuario7'],C,3,2.218,s8n3,fix,CCC,1,2.218
9108,40,s8n3_usuario5,D,['s8n3_usuario8'],D,1,-1.169,s8n3,fix,DDD,0,1.169
9109,40,s8n3_usuario8,D,['s8n3_usuario5'],D,1,-0.568,s8n3,fix,DDD,0,0.568
9110,40,s8n3_usuario10,C,['s8n3_usuario17'],C,3,0.825,s8n3,fix,CCC,1,0.825
9111,40,s8n3_usuario17,C,['s8n3_usuario10'],C,3,1.433,s8n3,fix,CCC,1,1.433
9112,40,s8n3_usuario18,C,['s8n3_usuario12'],C,3,0.804,s8n3,fix,CCC,1,0.804
9113,40,s8n3_usuario12,C,['s8n3_usuario18'],C,3,0.458,s8n3,fix,CCC,1,0.458
9114,40,s8n3_usuario11,D,['s8n3_usuario3'],C,4,-0.521,s8n3,fix,DCD,0,0.521
9115,40,s8n3_usuario3,C,['s8n3_usuario11'],D,0,0.584,s8n3,fix,CDC,1,0.584
9116,40,s8n3_usuario16,C,['s8n3_usuario6'],C,3,1.034,s8n3,fix,CCC,1,1.034
9117,40,s8n3_usuario6,C,['s8n3_usuario16'],C,3,1.793,s8n3,fix,CCC,1,1.793
9118,40,s8n3_usuario1,D,['s8n3_usuario15'],D,1,-3.192,s8n3,fix,DDD,0,3.192
9119,40,s8n3_usuario15,D,['s8n3_usuario1'],D,1,-0.898,s8n3,fix,DDD,0,0.898
9120,41,s8n3_usuario4,D,['s8n3_usuario9'],D,1,-0.978,s8n3,fix,DDD,0,0.978
9121,41,s8n3_usuario9,D,['s8n3_usuario4'],D,1,-3.214,s8n3,fix,DDD,0,3.214
9122,41,s8n3_usuario2,C,['s8n3_usuario14'],C,3,2.443,s8n3,fix,CCC,1,2.443
9123,41,s8n3_usuario14,C,['s8n3_usuario2'],C,3,1.672,s8n3,fix,CCC,1,1.672
9124,41,s8n3_usuario7,C,['s8n3_usuario13'],C,3,0.843,s8n3,fix,CCC,1,0.843
9125,41,s8n3_usuario13,C,['s8n3_usuario7'],C,3,0.615,s8n3,fix,CCC,1,0.615
9126,41,s8n3_usuario5,D,['s8n3_usuario8'],D,1,-1.099,s8n3,fix,DDD,0,1.099
9127,41,s8n3_usuario8,D,['s8n3_usuario5'],D,1,-0.641,s8n3,fix,DDD,0,0.641
9128,41,s8n3_usuario10,C,['s8n3_usuario17'],C,3,0.693,s8n3,fix,CCC,1,0.693
9129,41,s8n3_usuario17,C,['s8n3_usuario10'],C,3,1.746,s8n3,fix,CCC,1,1.746
9130,41,s8n3_usuario18,C,['s8n3_usuario12'],C,3,0.819,s8n3,fix,CCC,1,0.819
9131,41,s8n3_usuario12,C,['s8n3_usuario18'],C,3,0.682,s8n3,fix,CCC,1,0.682
9132,41,s8n3_usuario11,D,['s8n3_usuario3'],C,4,-0.54,s8n3,fix,DCD,0,0.54
9133,41,s8n3_usuario3,C,['s8n3_usuario11'],D,0,0.306,s8n3,fix,CDC,1,0.306
9134,41,s8n3_usuario16,C,['s8n3_usuario6'],C,3,0.895,s8n3,fix,CCC,1,0.895
9135,41,s8n3_usuario6,C,['s8n3_usuario16'],C,3,1.38,s8n3,fix,CCC,1,1.38
9136,41,s8n3_usuario1,D,['s8n3_usuario15'],D,1,-13.135,s8n3,fix,DDD,0,13.135
9137,41,s8n3_usuario15,D,['s8n3_usuario1'],D,1,-1.18,s8n3,fix,DDD,0,1.18
9138,42,s8n3_usuario4,C,['s8n3_usuario9'],D,0,11.42,s8n3,fix,DDC,1,11.42
9139,42,s8n3_usuario9,D,['s8n3_usuario4'],C,4,-1.7,s8n3,fix,DDD,0,1.7
9140,42,s8n3_usuario2,C,['s8n3_usuario14'],C,3,4.206,s8n3,fix,CCC,1,4.206
9141,42,s8n3_usuario14,C,['s8n3_usuario2'],C,3,1.174,s8n3,fix,CCC,1,1.174
9142,42,s8n3_usuario7,C,['s8n3_usuario13'],C,3,0.774,s8n3,fix,CCC,1,0.774
9143,42,s8n3_usuario13,C,['s8n3_usuario7'],C,3,0.659,s8n3,fix,CCC,1,0.659
9144,42,s8n3_usuario5,D,['s8n3_usuario8'],D,1,-3.296,s8n3,fix,DDD,0,3.296
9145,42,s8n3_usuario8,D,['s8n3_usuario5'],D,1,-1.154,s8n3,fix,DDD,0,1.154
9146,42,s8n3_usuario10,C,['s8n3_usuario17'],C,3,0.658,s8n3,fix,CCC,1,0.658
9147,42,s8n3_usuario17,C,['s8n3_usuario10'],C,3,1.087,s8n3,fix,CCC,1,1.087
9148,42,s8n3_usuario18,C,['s8n3_usuario12'],C,3,0.769,s8n3,fix,CCC,1,0.769
9149,42,s8n3_usuario12,C,['s8n3_usuario18'],C,3,0.522,s8n3,fix,CCC,1,0.522
9150,42,s8n3_usuario11,D,['s8n3_usuario3'],C,4,-0.554,s8n3,fix,DCD,0,0.554
9151,42,s8n3_usuario3,C,['s8n3_usuario11'],D,0,0.441,s8n3,fix,CDC,1,0.441
9152,42,s8n3_usuario16,C,['s8n3_usuario6'],C,3,0.747,s8n3,fix,CCC,1,0.747
9153,42,s8n3_usuario6,C,['s8n3_usuario16'],C,3,1.599,s8n3,fix,CCC,1,1.599
9154,42,s8n3_usuario1,D,['s8n3_usuario15'],D,1,-8.98,s8n3,fix,DDD,0,8.98
9155,42,s8n3_usuario15,D,['s8n3_usuario1'],D,1,-1.032,s8n3,fix,DDD,0,1.032
9156,43,s8n3_usuario4,D,['s8n3_usuario9'],C,4,-1.122,s8n3,fix,CDD,0,1.122
9157,43,s8n3_usuario9,C,['s8n3_usuario4'],D,0,1.765,s8n3,fix,DCC,1,1.765
9158,43,s8n3_usuario2,D,['s8n3_usuario14'],C,4,-3.017,s8n3,fix,CCD,0,3.017
9159,43,s8n3_usuario14,C,['s8n3_usuario2'],D,0,0.874,s8n3,fix,CCC,1,0.874
9160,43,s8n3_usuario7,C,['s8n3_usuario13'],C,3,1.313,s8n3,fix,CCC,1,1.313
9161,43,s8n3_usuario13,C,['s8n3_usuario7'],C,3,0.857,s8n3,fix,CCC,1,0.857
9162,43,s8n3_usuario5,C,['s8n3_usuario8'],D,0,4.013,s8n3,fix,DDC,1,4.013
9163,43,s8n3_usuario8,D,['s8n3_usuario5'],C,4,-0.581,s8n3,fix,DDD,0,0.581
9164,43,s8n3_usuario10,C,['s8n3_usuario17'],C,3,0.791,s8n3,fix,CCC,1,0.791
9165,43,s8n3_usuario17,C,['s8n3_usuario10'],C,3,1.065,s8n3,fix,CCC,1,1.065
9166,43,s8n3_usuario18,C,['s8n3_usuario12'],C,3,0.688,s8n3,fix,CCC,1,0.688
9167,43,s8n3_usuario12,C,['s8n3_usuario18'],C,3,0.536,s8n3,fix,CCC,1,0.536
9168,43,s8n3_usuario11,D,['s8n3_usuario3'],C,4,-0.481,s8n3,fix,DCD,0,0.481
9169,43,s8n3_usuario3,C,['s8n3_usuario11'],D,0,0.539,s8n3,fix,CDC,1,0.539
9170,43,s8n3_usuario16,C,['s8n3_usuario6'],C,3,0.584,s8n3,fix,CCC,1,0.584
9171,43,s8n3_usuario6,C,['s8n3_usuario16'],C,3,1.31,s8n3,fix,CCC,1,1.31
9172,43,s8n3_usuario1,D,['s8n3_usuario15'],D,1,-2.648,s8n3,fix,DDD,0,2.648
9173,43,s8n3_usuario15,D,['s8n3_usuario1'],D,1,-1.073,s8n3,fix,DDD,0,1.073
9174,44,s8n3_usuario4,D,['s8n3_usuario9'],D,1,-1.288,s8n3,fix,DCD,0,1.288
9175,44,s8n3_usuario9,D,['s8n3_usuario4'],D,1,-1.61,s8n3,fix,CDD,0,1.61
9176,44,s8n3_usuario2,C,['s8n3_usuario14'],D,0,3.141,s8n3,fix,DCC,1,3.141
9177,44,s8n3_usuario14,D,['s8n3_usuario2'],C,4,-1.716,s8n3,fix,CDD,0,1.716
9178,44,s8n3_usuario7,C,['s8n3_usuario13'],C,3,1.134,s8n3,fix,CCC,1,1.134
9179,44,s8n3_usuario13,C,['s8n3_usuario7'],C,3,0.828,s8n3,fix,CCC,1,0.828
9180,44,s8n3_usuario5,C,['s8n3_usuario8'],D,0,2.416,s8n3,fix,CDC,1,2.416
9181,44,s8n3_usuario8,D,['s8n3_usuario5'],C,4,-0.835,s8n3,fix,DCD,0,0.835
9182,44,s8n3_usuario10,C,['s8n3_usuario17'],C,3,0.623,s8n3,fix,CCC,1,0.623
9183,44,s8n3_usuario17,C,['s8n3_usuario10'],C,3,2.925,s8n3,fix,CCC,1,2.925
9184,44,s8n3_usuario18,C,['s8n3_usuario12'],C,3,0.597,s8n3,fix,CCC,1,0.597
9185,44,s8n3_usuario12,C,['s8n3_usuario18'],C,3,0.48,s8n3,fix,CCC,1,0.48
9186,44,s8n3_usuario11,D,['s8n3_usuario3'],C,4,-0.6,s8n3,fix,DCD,0,0.6
9187,44,s8n3_usuario3,C,['s8n3_usuario11'],D,0,0.383,s8n3,fix,CDC,1,0.383
9188,44,s8n3_usuario16,C,['s8n3_usuario6'],C,3,0.629,s8n3,fix,CCC,1,0.629
9189,44,s8n3_usuario6,C,['s8n3_usuario16'],C,3,1.136,s8n3,fix,CCC,1,1.136
9190,44,s8n3_usuario1,D,['s8n3_usuario15'],D,1,-0.912,s8n3,fix,DDD,0,0.912
9191,44,s8n3_usuario15,D,['s8n3_usuario1'],D,1,-0.979,s8n3,fix,DDD,0,0.979
9192,45,s8n3_usuario4,D,['s8n3_usuario9'],D,1,-0.935,s8n3,fix,DDD,0,0.935
9193,45,s8n3_usuario9,D,['s8n3_usuario4'],D,1,-1.715,s8n3,fix,DDD,0,1.715
9194,45,s8n3_usuario2,D,['s8n3_usuario14'],C,4,-5.65,s8n3,fix,CDD,0,5.65
9195,45,s8n3_usuario14,C,['s8n3_usuario2'],D,0,1.438,s8n3,fix,DCC,1,1.438
9196,45,s8n3_usuario7,C,['s8n3_usuario13'],C,3,0.867,s8n3,fix,CCC,1,0.867
9197,45,s8n3_usuario13,C,['s8n3_usuario7'],C,3,0.589,s8n3,fix,CCC,1,0.589
9198,45,s8n3_usuario5,C,['s8n3_usuario8'],D,0,6.531,s8n3,fix,CDC,1,6.531
9199,45,s8n3_usuario8,D,['s8n3_usuario5'],C,4,-0.618,s8n3,fix,DCD,0,0.618
9200,45,s8n3_usuario10,C,['s8n3_usuario17'],C,3,0.744,s8n3,fix,CCC,1,0.744
9201,45,s8n3_usuario17,C,['s8n3_usuario10'],C,3,2.208,s8n3,fix,CCC,1,2.208
9202,45,s8n3_usuario18,C,['s8n3_usuario12'],C,3,0.887,s8n3,fix,CCC,1,0.887
9203,45,s8n3_usuario12,C,['s8n3_usuario18'],C,3,0.559,s8n3,fix,CCC,1,0.559
9204,45,s8n3_usuario11,D,['s8n3_usuario3'],C,4,-0.705,s8n3,fix,DCD,0,0.705
9205,45,s8n3_usuario3,C,['s8n3_usuario11'],D,0,0.925,s8n3,fix,CDC,1,0.925
9206,45,s8n3_usuario16,C,['s8n3_usuario6'],D,0,0.662,s8n3,fix,CCC,1,0.662
9207,45,s8n3_usuario6,D,['s8n3_usuario16'],C,4,-5.979,s8n3,fix,CCD,0,5.979
9208,45,s8n3_usuario1,D,['s8n3_usuario15'],D,1,-1.682,s8n3,fix,DDD,0,1.682
9209,45,s8n3_usuario15,D,['s8n3_usuario1'],D,1,-1.064,s8n3,fix,DDD,0,1.064
9210,46,s8n3_usuario4,C,['s8n3_usuario9'],C,3,1.027,s8n3,fix,DDC,1,1.027
9211,46,s8n3_usuario9,C,['s8n3_usuario4'],C,3,1.439,s8n3,fix,DDC,1,1.439
9212,46,s8n3_usuario2,D,['s8n3_usuario14'],C,4,-2.432,s8n3,fix,DCD,0,2.432
9213,46,s8n3_usuario14,C,['s8n3_usuario2'],D,0,1.298,s8n3,fix,CDC,1,1.298
9214,46,s8n3_usuario7,C,['s8n3_usuario13'],C,3,0.795,s8n3,fix,CCC,1,0.795
9215,46,s8n3_usuario13,C,['s8n3_usuario7'],C,3,0.773,s8n3,fix,CCC,1,0.773
9216,46,s8n3_usuario5,D,['s8n3_usuario8'],D,1,-4.011,s8n3,fix,CDD,0,4.011
9217,46,s8n3_usuario8,D,['s8n3_usuario5'],D,1,-0.691,s8n3,fix,DCD,0,0.691
9218,46,s8n3_usuario10,D,['s8n3_usuario17'],C,4,-0.747,s8n3,fix,CCD,0,0.747
9219,46,s8n3_usuario17,C,['s8n3_usuario10'],D,0,1.454,s8n3,fix,CCC,1,1.454
9220,46,s8n3_usuario18,C,['s8n3_usuario12'],C,3,0.835,s8n3,fix,CCC,1,0.835
9221,46,s8n3_usuario12,C,['s8n3_usuario18'],C,3,0.5,s8n3,fix,CCC,1,0.5
9222,46,s8n3_usuario11,D,['s8n3_usuario3'],C,4,-0.686,s8n3,fix,DCD,0,0.686
9223,46,s8n3_usuario3,C,['s8n3_usuario11'],D,0,0.418,s8n3,fix,CDC,1,0.418
9224,46,s8n3_usuario16,D,['s8n3_usuario6'],C,4,-1.831,s8n3,fix,CDD,0,1.831
9225,46,s8n3_usuario6,C,['s8n3_usuario16'],D,0,4.063,s8n3,fix,DCC,1,4.063
9226,46,s8n3_usuario1,C,['s8n3_usuario15'],D,0,1.645,s8n3,fix,DDC,1,1.645
9227,46,s8n3_usuario15,D,['s8n3_usuario1'],C,4,-0.754,s8n3,fix,DDD,0,0.754
9228,47,s8n3_usuario4,D,['s8n3_usuario9'],D,1,-0.836,s8n3,fix,CCD,0,0.836
9229,47,s8n3_usuario9,D,['s8n3_usuario4'],D,1,-2.674,s8n3,fix,CCD,0,2.674
9230,47,s8n3_usuario2,D,['s8n3_usuario14'],C,4,-2.845,s8n3,fix,DCD,0,2.845
9231,47,s8n3_usuario14,C,['s8n3_usuario2'],D,0,1.375,s8n3,fix,CDC,1,1.375
9232,47,s8n3_usuario7,C,['s8n3_usuario13'],C,3,1.063,s8n3,fix,CCC,1,1.063
9233,47,s8n3_usuario13,C,['s8n3_usuario7'],C,3,0.68,s8n3,fix,CCC,1,0.68
9234,47,s8n3_usuario5,D,['s8n3_usuario8'],D,1,-3.543,s8n3,fix,DDD,0,3.543
9235,47,s8n3_usuario8,D,['s8n3_usuario5'],D,1,-0.61,s8n3,fix,DDD,0,0.61
9236,47,s8n3_usuario10,C,['s8n3_usuario17'],D,0,0.923,s8n3,fix,DCC,1,0.923
9237,47,s8n3_usuario17,D,['s8n3_usuario10'],C,4,-1.808,s8n3,fix,CDD,0,1.808
9238,47,s8n3_usuario18,C,['s8n3_usuario12'],C,3,0.596,s8n3,fix,CCC,1,0.596
9239,47,s8n3_usuario12,C,['s8n3_usuario18'],C,3,0.432,s8n3,fix,CCC,1,0.432
9240,47,s8n3_usuario11,C,['s8n3_usuario3'],C,3,0.771,s8n3,fix,DCC,1,0.771
9241,47,s8n3_usuario3,C,['s8n3_usuario11'],C,3,0.456,s8n3,fix,CDC,1,0.456
9242,47,s8n3_usuario16,C,['s8n3_usuario6'],C,3,0.953,s8n3,fix,DCC,1,0.953
9243,47,s8n3_usuario6,C,['s8n3_usuario16'],C,3,2.84,s8n3,fix,CDC,1,2.84
9244,47,s8n3_usuario1,D,['s8n3_usuario15'],D,1,-1.625,s8n3,fix,CDD,0,1.625
9245,47,s8n3_usuario15,D,['s8n3_usuario1'],D,1,-2.866,s8n3,fix,DCD,0,2.866
9246,48,s8n3_usuario4,C,['s8n3_usuario9'],C,3,1.236,s8n3,fix,DDC,1,1.236
9247,48,s8n3_usuario9,C,['s8n3_usuario4'],C,3,0.955,s8n3,fix,DDC,1,0.955
9248,48,s8n3_usuario2,C,['s8n3_usuario14'],D,0,2.034,s8n3,fix,DCC,1,2.034
9249,48,s8n3_usuario14,D,['s8n3_usuario2'],C,4,-4.974,s8n3,fix,CDD,0,4.974
9250,48,s8n3_usuario7,C,['s8n3_usuario13'],C,3,1.081,s8n3,fix,CCC,1,1.081
9251,48,s8n3_usuario13,C,['s8n3_usuario7'],C,3,0.659,s8n3,fix,CCC,1,0.659
9252,48,s8n3_usuario5,D,['s8n3_usuario8'],D,1,-1.049,s8n3,fix,DDD,0,1.049
9253,48,s8n3_usuario8,D,['s8n3_usuario5'],D,1,-1.021,s8n3,fix,DDD,0,1.021
9254,48,s8n3_usuario10,C,['s8n3_usuario17'],C,3,0.96,s8n3,fix,CDC,1,0.96
9255,48,s8n3_usuario17,C,['s8n3_usuario10'],C,3,1.412,s8n3,fix,DCC,1,1.412
9256,48,s8n3_usuario18,C,['s8n3_usuario12'],C,3,1.208,s8n3,fix,CCC,1,1.208
9257,48,s8n3_usuario12,C,['s8n3_usuario18'],C,3,0.458,s8n3,fix,CCC,1,0.458
9258,48,s8n3_usuario11,D,['s8n3_usuario3'],C,4,-0.532,s8n3,fix,CCD,0,0.532
9259,48,s8n3_usuario3,C,['s8n3_usuario11'],D,0,0.342,s8n3,fix,CCC,1,0.342
9260,48,s8n3_usuario16,C,['s8n3_usuario6'],C,3,0.711,s8n3,fix,CCC,1,0.711
9261,48,s8n3_usuario6,C,['s8n3_usuario16'],C,3,1.061,s8n3,fix,CCC,1,1.061
9262,48,s8n3_usuario1,D,['s8n3_usuario15'],D,1,-6.229,s8n3,fix,DDD,0,6.229
9263,48,s8n3_usuario15,D,['s8n3_usuario1'],D,1,-1.075,s8n3,fix,DDD,0,1.075
9264,49,s8n3_usuario4,D,['s8n3_usuario9'],D,1,-4.567,s8n3,fix,CCD,0,4.567
9265,49,s8n3_usuario9,D,['s8n3_usuario4'],D,1,-1.58,s8n3,fix,CCD,0,1.58
9266,49,s8n3_usuario2,D,['s8n3_usuario14'],C,4,-2.301,s8n3,fix,CDD,0,2.301
9267,49,s8n3_usuario14,C,['s8n3_usuario2'],D,0,1.473,s8n3,fix,DCC,1,1.473
9268,49,s8n3_usuario7,C,['s8n3_usuario13'],C,3,0.888,s8n3,fix,CCC,1,0.888
9269,49,s8n3_usuario13,C,['s8n3_usuario7'],C,3,0.59,s8n3,fix,CCC,1,0.59
9270,49,s8n3_usuario5,D,['s8n3_usuario8'],D,1,-1.578,s8n3,fix,DDD,0,1.578
9271,49,s8n3_usuario8,D,['s8n3_usuario5'],D,1,-0.558,s8n3,fix,DDD,0,0.558
9272,49,s8n3_usuario10,C,['s8n3_usuario17'],C,3,0.623,s8n3,fix,CCC,1,0.623
9273,49,s8n3_usuario17,C,['s8n3_usuario10'],C,3,1.04,s8n3,fix,CCC,1,1.04
9274,49,s8n3_usuario18,C,['s8n3_usuario12'],C,3,1.117,s8n3,fix,CCC,1,1.117
9275,49,s8n3_usuario12,C,['s8n3_usuario18'],C,3,0.547,s8n3,fix,CCC,1,0.547
9276,49,s8n3_usuario11,D,['s8n3_usuario3'],C,4,-0.431,s8n3,fix,DCD,0,0.431
9277,49,s8n3_usuario3,C,['s8n3_usuario11'],D,0,0.634,s8n3,fix,CDC,1,0.634
9278,49,s8n3_usuario16,C,['s8n3_usuario6'],C,3,1.099,s8n3,fix,CCC,1,1.099
9279,49,s8n3_usuario6,C,['s8n3_usuario16'],C,3,2.055,s8n3,fix,CCC,1,2.055
9280,49,s8n3_usuario1,D,['s8n3_usuario15'],D,1,-8.634,s8n3,fix,DDD,0,8.634
9281,49,s8n3_usuario15,D,['s8n3_usuario1'],D,1,-0.701,s8n3,fix,DDD,0,0.701
9282,50,s8n3_usuario4,C,['s8n3_usuario9'],C,3,1.238,s8n3,fix,DDC,1,1.238
9283,50,s8n3_usuario9,C,['s8n3_usuario4'],C,3,2.74,s8n3,fix,DDC,1,2.74
9284,50,s8n3_usuario2,D,['s8n3_usuario14'],C,4,-2.821,s8n3,fix,DCD,0,2.821
9285,50,s8n3_usuario14,C,['s8n3_usuario2'],D,0,1.022,s8n3,fix,CDC,1,1.022
9286,50,s8n3_usuario7,C,['s8n3_usuario13'],C,3,1.058,s8n3,fix,CCC,1,1.058
9287,50,s8n3_usuario13,C,['s8n3_usuario7'],C,3,1.699,s8n3,fix,CCC,1,1.699
9288,50,s8n3_usuario5,D,['s8n3_usuario8'],D,1,-1.916,s8n3,fix,DDD,0,1.916
9289,50,s8n3_usuario8,D,['s8n3_usuario5'],D,1,-0.562,s8n3,fix,DDD,0,0.562
9290,50,s8n3_usuario10,C,['s8n3_usuario17'],C,3,0.664,s8n3,fix,CCC,1,0.664
9291,50,s8n3_usuario17,C,['s8n3_usuario10'],C,3,1.034,s8n3,fix,CCC,1,1.034
9292,50,s8n3_usuario18,C,['s8n3_usuario12'],C,3,0.71,s8n3,fix,CCC,1,0.71
9293,50,s8n3_usuario12,C,['s8n3_usuario18'],C,3,0.453,s8n3,fix,CCC,1,0.453
9294,50,s8n3_usuario11,D,['s8n3_usuario3'],C,4,-0.435,s8n3,fix,DCD,0,0.435
9295,50,s8n3_usuario3,C,['s8n3_usuario11'],D,0,0.377,s8n3,fix,CDC,1,0.377
9296,50,s8n3_usuario16,C,['s8n3_usuario6'],C,3,0.873,s8n3,fix,CCC,1,0.873
9297,50,s8n3_usuario6,C,['s8n3_usuario16'],C,3,3.621,s8n3,fix,CCC,1,3.621
9298,50,s8n3_usuario1,D,['s8n3_usuario15'],D,1,-1.091,s8n3,fix,DDD,0,1.091
9299,50,s8n3_usuario15,D,['s8n3_usuario1'],D,1,-0.867,s8n3,fix,DDD,0,0.867
9300,51,s8n3_usuario4,C,['s8n3_usuario9'],D,0,0.8,s8n3,fix,CCC,1,0.8
9301,51,s8n3_usuario9,D,['s8n3_usuario4'],C,4,-1.483,s8n3,fix,CCD,0,1.483
9302,51,s8n3_usuario2,D,['s8n3_usuario14'],C,4,-1.582,s8n3,fix,DCD,0,1.582
9303,51,s8n3_usuario14,C,['s8n3_usuario2'],D,0,0.925,s8n3,fix,CDC,1,0.925
9304,51,s8n3_usuario7,C,['s8n3_usuario13'],C,3,1.415,s8n3,fix,CCC,1,1.415
9305,51,s8n3_usuario13,C,['s8n3_usuario7'],C,3,0.647,s8n3,fix,CCC,1,0.647
9306,51,s8n3_usuario5,D,['s8n3_usuario8'],D,1,-2.901,s8n3,fix,DDD,0,2.901
9307,51,s8n3_usuario8,D,['s8n3_usuario5'],D,1,-0.658,s8n3,fix,DDD,0,0.658
9308,51,s8n3_usuario10,C,['s8n3_usuario17'],C,3,0.521,s8n3,fix,CCC,1,0.521
9309,51,s8n3_usuario17,C,['s8n3_usuario10'],C,3,1.581,s8n3,fix,CCC,1,1.581
9310,51,s8n3_usuario18,C,['s8n3_usuario12'],C,3,1.442,s8n3,fix,CCC,1,1.442
9311,51,s8n3_usuario12,C,['s8n3_usuario18'],C,3,0.784,s8n3,fix,CCC,1,0.784
9312,51,s8n3_usuario11,D,['s8n3_usuario3'],C,4,-0.433,s8n3,fix,DCD,0,0.433
9313,51,s8n3_usuario3,C,['s8n3_usuario11'],D,0,0.608,s8n3,fix,CDC,1,0.608
9314,51,s8n3_usuario16,C,['s8n3_usuario6'],C,3,0.742,s8n3,fix,CCC,1,0.742
9315,51,s8n3_usuario6,C,['s8n3_usuario16'],C,3,1.114,s8n3,fix,CCC,1,1.114
9316,51,s8n3_usuario1,D,['s8n3_usuario15'],D,1,-1.977,s8n3,fix,DDD,0,1.977
9317,51,s8n3_usuario15,D,['s8n3_usuario1'],D,1,-0.777,s8n3,fix,DDD,0,0.777
9318,52,s8n3_usuario4,C,['s8n3_usuario9'],C,3,1.808,s8n3,fix,CDC,1,1.808
9319,52,s8n3_usuario9,C,['s8n3_usuario4'],C,3,3.536,s8n3,fix,DCC,1,3.536
9320,52,s8n3_usuario2,D,['s8n3_usuario14'],D,1,-1.619,s8n3,fix,DCD,0,1.619
9321,52,s8n3_usuario14,D,['s8n3_usuario2'],D,1,-2.945,s8n3,fix,CDD,0,2.945
9322,52,s8n3_usuario7,C,['s8n3_usuario13'],C,3,1.622,s8n3,fix,CCC,1,1.622
9323,52,s8n3_usuario13,C,['s8n3_usuario7'],C,3,0.605,s8n3,fix,CCC,1,0.605
9324,52,s8n3_usuario5,D,['s8n3_usuario8'],D,1,-0.946,s8n3,fix,DDD,0,0.946
9325,52,s8n3_usuario8,D,['s8n3_usuario5'],D,1,-0.716,s8n3,fix,DDD,0,0.716
9326,52,s8n3_usuario10,C,['s8n3_usuario17'],C,3,0.641,s8n3,fix,CCC,1,0.641
9327,52,s8n3_usuario17,C,['s8n3_usuario10'],C,3,2.337,s8n3,fix,CCC,1,2.337
9328,52,s8n3_usuario18,C,['s8n3_usuario12'],C,3,0.936,s8n3,fix,CCC,1,0.936
9329,52,s8n3_usuario12,C,['s8n3_usuario18'],C,3,0.69,s8n3,fix,CCC,1,0.69
9330,52,s8n3_usuario11,D,['s8n3_usuario3'],C,4,-0.527,s8n3,fix,DCD,0,0.527
9331,52,s8n3_usuario3,C,['s8n3_usuario11'],D,0,0.501,s8n3,fix,CDC,1,0.501
9332,52,s8n3_usuario16,C,['s8n3_usuario6'],C,3,0.788,s8n3,fix,CCC,1,0.788
9333,52,s8n3_usuario6,C,['s8n3_usuario16'],C,3,1.099,s8n3,fix,CCC,1,1.099
9334,52,s8n3_usuario1,D,['s8n3_usuario15'],D,1,-1.909,s8n3,fix,DDD,0,1.909
9335,52,s8n3_usuario15,D,['s8n3_usuario1'],D,1,-1.027,s8n3,fix,DDD,0,1.027
