round player action_player opponent action_opponent payoff time_php time_js who_played
8 usuario11 D ['usuario16'] D 1 808.300018311 783 user
8 usuario12 C ['usuario7'] C 3 4132.80010223 4106 user
8 usuario13 D ['usuario1'] C 4 1099.3001461 1072 user
8 usuario14 C ['usuario6'] D 0 1820.60003281 1792 user
8 usuario15 D ['usuario18'] D 1 2692.8999424 2667 user
8 usuario16 D ['usuario11'] D 1 1643.30005646 1617 user
8 usuario17 D ['usuario5'] D 1 2811.59996986 2786 user
8 usuario18 D ['usuario15'] D 1 16646.1000443 16611 user
9 usuario1 C ['usuario6'] D 0 4047.39999771 4028 user
9 usuario2 C ['usuario5'] D 0 6002.70009041 5975 user
9 usuario3 D ['usuario16'] D 1 2875.1001358 2842 user
9 usuario4 C ['usuario11'] D 0 1526.89981461 1499 user
9 usuario5 D ['usuario2'] C 4 2993.99995804 2968 user
9 usuario6 D ['usuario1'] C 4 1792.00005531 1764 user
9 usuario7 C ['usuario9'] D 0 1214.79988098 1187 user
9 usuario8 D ['usuario10'] D 1 9700.59990883 9676 user
9 usuario9 D ['usuario7'] C 4 2208.09984207 2190 user
9 usuario10 D ['usuario8'] D 1 11197.2999573 11168 user
9 usuario11 D ['usuario4'] C 4 990.700006485 965 user
9 usuario12 C ['usuario18'] C 3 4861.90009117 4834 user
9 usuario13 D ['usuario14'] D 1 1128.90005112 1102 user
9 usuario14 D ['usuario13'] D 1 1661.09991074 1637 user
9 usuario15 D ['usuario17'] C 4 9786.90004349 9759 user
9 usuario16 D ['usuario3'] D 1 1388.00001144 1359 user
9 usuario17 C ['usuario15'] D 0 3961.8999958 3935 user
9 usuario18 C ['usuario12'] C 3 4660.00008583 4632 user
10 usuario1 C ['usuario12'] C 3 1927.79994011 1902 user
10 usuario2 C ['usuario8'] D 0 2432.70015717 2415 user
10 usuario3 D ['usuario14'] D 1 2057.89995193 2039 user
10 usuario4 D ['usuario13'] D 1 929.300069809 913 user
10 usuario5 D ['usuario15'] D 1 1339.29991722 1315 user
10 usuario6 D ['usuario16'] D 1 1964.29991722 1947 user
10 usuario7 C ['usuario18'] C 3 1263.90004158 1240 user
10 usuario8 D ['usuario2'] C 4 2879.69994545 2854 user
10 usuario9 D ['usuario11'] D 1 1986.70005798 1963 user
10 usuario10 D ['usuario17'] D 1 3935.89997292 3902 user
10 usuario11 D ['usuario9'] D 1 1181.20002747 1159 user
10 usuario12 C ['usuario1'] C 3 3696.19989395 3670 user
10 usuario13 D ['usuario4'] D 1 1140.10000229 1111 user
10 usuario14 D ['usuario3'] D 1 1380.89990616 1351 user
10 usuario15 D ['usuario5'] D 1 13305.9999943 13284 user
10 usuario16 D ['usuario6'] D 1 1491.49990082 1465 user
10 usuario17 D ['usuario10'] D 1 2863.69991302 2838 user
10 usuario18 C ['usuario7'] C 3 2961.99989319 2934 user
11 usuario1 C ['usuario2'] C 3 1903.39994431 1878 user
11 usuario2 C ['usuario1'] C 3 834.399938583 816 user
11 usuario3 C ['usuario8'] D 0 2163.90013695 2140 user
11 usuario4 D ['usuario10'] D 1 693.899869919 675 user
11 usuario5 D ['usuario9'] D 1 792.300224304 773 user
11 usuario6 D ['usuario15'] C 4 2544.80004311 2516 user
11 usuario7 C ['usuario17'] D 0 855.90004921 839 user
11 usuario8 D ['usuario3'] C 4 8311.39993668 8281 user
11 usuario9 D ['usuario5'] D 1 1890.30003548 1867 user
11 usuario10 D ['usuario4'] D 1 5541.70012474 5499 user
11 usuario11 D ['usuario18'] C 4 1411.29994392 1383 user
11 usuario12 D ['usuario14'] C 4 8706.19988441 8678 user
11 usuario13 D ['usuario16'] D 1 1122.29990959 1096 user
11 usuario14 C ['usuario12'] D 0 1769.29998398 1746 user
11 usuario15 C ['usuario6'] D 0 8053.1001091 8017 user
11 usuario16 D ['usuario13'] D 1 6295.59993744 6266 user
11 usuario17 D ['usuario7'] C 4 8001.5001297 7968 user
11 usuario18 C ['usuario11'] D 0 1777.80008316 1749 user
12 usuario1 C ['usuario13'] D 0 3355.90004921 3331 user
12 usuario2 C ['usuario15'] D 0 2011.09981537 1988 user
12 usuario3 C ['usuario4'] D 0 1525.6998539 1499 user
12 usuario4 D ['usuario3'] C 4 447.89981842 419 user
12 usuario5 D ['usuario8'] C 4 1161.7000103 1143 user
12 usuario6 D ['usuario10'] D 1 2593.30010414 2566 user
12 usuario7 C ['usuario9'] D 0 1766.20006561 1742 user
12 usuario8 C ['usuario5'] D 0 3060.89997292 3032 user
12 usuario9 D ['usuario7'] C 4 1872.69997597 1848 user
12 usuario10 D ['usuario6'] D 1 4370.99981308 4346 user
12 usuario11 D ['usuario16'] D 1 1107.99980164 1083 user
12 usuario12 D ['usuario17'] D 1 5672.10006714 5643 user
12 usuario13 D ['usuario1'] C 4 1601.90010071 1572 user
12 usuario14 D ['usuario18'] D 1 1429.99982834 1404 user
12 usuario15 D ['usuario2'] C 4 2427.20007896 2400 user
12 usuario16 D ['usuario11'] D 1 1458.49990845 1432 user
12 usuario17 D ['usuario12'] D 1 5373.4998703 5341 user
12 usuario18 D ['usuario14'] D 1 2607.80000687 2580 user
13 usuario1 D ['usuario6'] D 1 2214.30015564 2191 user
13 usuario2 C ['usuario4'] D 0 3623.89993668 3606 user
13 usuario3 C ['usuario16'] D 0 1696.39992714 1665 user
13 usuario4 D ['usuario2'] C 4 821.599960327 803 user
13 usuario5 D ['usuario17'] C 4 1160.00008583 1142 user
13 usuario6 D ['usuario1'] D 1 1769.90008354 1752 user
13 usuario7 D ['usuario12'] D 1 2736.40012741 2710 user
13 usuario8 D ['usuario14'] D 1 5884.09996033 5856 user
13 usuario9 D ['usuario13'] D 1 1743.39985847 1715 user
13 usuario10 D ['usuario11'] D 1 6687.5 6641 user
13 usuario11 D ['usuario10'] D 1 1123.6000061 1094 user
13 usuario12 D ['usuario7'] D 1 2517.59982109 2466 user
13 usuario13 D ['usuario9'] D 1 1355.40008545 1338 user
13 usuario14 D ['usuario8'] D 1 1262.39991188 1236 user
13 usuario15 D ['usuario18'] D 1 2194.60010529 2169 user
13 usuario16 D ['usuario3'] C 4 2499.09996986 2473 user
13 usuario17 C ['usuario5'] D 0 2665.6999588 2638 user
13 usuario18 D ['usuario15'] D 1 1557.60002136 1530 user
14 usuario1 D ['usuario8'] D 1 1922.50013351 1905 user
14 usuario2 D ['usuario9'] D 1 4237.20002174 4206 user
14 usuario3 C ['usuario6'] D 0 1749.20010567 1725 user
14 usuario4 C ['usuario13'] D 0 1450.90007782 1427 user
14 usuario5 D ['usuario17'] D 1 616.499900818 592 user
14 usuario6 D ['usuario3'] C 4 1499.40013885 1475 user
14 usuario7 D ['usuario16'] D 1 1065.4001236 1042 user
14 usuario8 D ['usuario1'] D 1 8946.69985771 8918 user
14 usuario9 D ['usuario2'] D 1 1757.30013847 1739 user
14 usuario10 D ['usuario18'] D 1 9486.90009117 9446 user
14 usuario11 D ['usuario14'] D 1 772.799968719 744 user
14 usuario12 C ['usuario15'] D 0 2020.90001106 2001 user
14 usuario13 D ['usuario4'] C 4 1609.60006714 1583 user
14 usuario14 D ['usuario11'] D 1 985.899925232 961 user
14 usuario15 D ['usuario12'] C 4 2428.50017548 2403 user
14 usuario16 D ['usuario7'] D 1 1974.49994087 1946 user
14 usuario17 D ['usuario5'] D 1 1732.10000992 1701 user
14 usuario18 D ['usuario10'] D 1 1261.30008698 1230 user
15 usuario1 D ['usuario7'] D 1 1498.6000061 1481 user
15 usuario2 C ['usuario13'] D 0 8936.90013885 8909 user
15 usuario3 C ['usuario10'] D 0 1648.10013771 1624 user
15 usuario4 D ['usuario16'] D 1 1062.3998642 1043 user
15 usuario5 C ['usuario17'] D 0 1377.79998779 1351 user
15 usuario6 D ['usuario8'] D 1 1851.70006752 1826 user
15 usuario7 D ['usuario1'] D 1 580.899953842 554 user
15 usuario8 D ['usuario6'] D 1 1925.49991608 1876 user
15 usuario9 D ['usuario12'] C 4 1954.79989052 1924 user
15 usuario10 D ['usuario3'] C 4 6557.00016022 6529 user
15 usuario11 D ['usuario15'] D 1 1099.3001461 1079 user
15 usuario12 C ['usuario9'] D 0 2406.69989586 2384 user
15 usuario13 D ['usuario2'] C 4 1975.00014305 1956 user
15 usuario14 D ['usuario18'] C 4 848.799943924 821 user
15 usuario15 D ['usuario11'] D 1 3438.99989128 3408 user
15 usuario16 D ['usuario4'] D 1 2415.8000946 2396 user
15 usuario17 D ['usuario5'] C 4 2035.3000164 2019 user
15 usuario18 C ['usuario14'] D 0 1917.2000885 1887 user
16 usuario1 C ['usuario17'] D 0 989.300012589 962 user
16 usuario2 D ['usuario8'] D 1 2545.09997368 2515 user
16 usuario3 D ['usuario12'] C 4 2138.90004158 2109 user
16 usuario4 D ['usuario18'] D 1 926.599979401 899 user
16 usuario5 D ['usuario6'] D 1 857.499837875 829 user
16 usuario6 D ['usuario5'] D 1 1522.60017395 1497 user
16 usuario7 D ['usuario15'] C 4 781.800031662 764 user
16 usuario8 D ['usuario2'] D 1 5345.39985657 5313 user
16 usuario9 D ['usuario11'] D 1 4386.39998436 4360 user
16 usuario10 D ['usuario16'] D 1 5781.70013428 5731 user
16 usuario11 D ['usuario9'] D 1 1231.80007935 1214 user
16 usuario12 C ['usuario3'] D 0 2048.19989204 2022 user
16 usuario13 D ['usuario14'] D 1 808.099985123 780 user
16 usuario14 D ['usuario13'] D 1 1655.60007095 1629 user
16 usuario15 C ['usuario7'] D 0 5060.49990654 5026 user
16 usuario16 D ['usuario10'] D 1 2690.99998474 2675 user
16 usuario17 D ['usuario1'] C 4 1859.50016975 1832 user
16 usuario18 D ['usuario4'] D 1 2174.60012436 2147 user
17 usuario1 C ['usuario18'] D 0 1287.40000725 1257 user
17 usuario2 C ['usuario12'] C 3 6063.19999695 6033 user
17 usuario3 D ['usuario16'] D 1 1341.49980545 1316 user
17 usuario4 D ['usuario5'] D 1 746.199846268 726 user
17 usuario5 D ['usuario4'] D 1 825.099945068 807 user
17 usuario6 D ['usuario9'] D 1 1235.59999466 1210 user
17 usuario7 C ['usuario17'] D 0 1014.8999691 994 user
17 usuario8 C ['usuario13'] D 0 1320.499897 1291 user
17 usuario9 D ['usuario6'] D 1 4365.10014534 4348 user
17 usuario10 D ['usuario15'] D 1 2162.80007362 2124 user
17 usuario11 D ['usuario14'] D 1 1283.60009193 1256 user
17 usuario12 C ['usuario2'] C 3 2262.50004768 2236 user
17 usuario13 D ['usuario8'] C 4 857.499837875 840 user
17 usuario14 D ['usuario11'] D 1 1210.19983292 1190 user
17 usuario15 D ['usuario10'] D 1 1646.29983902 1619 user
17 usuario16 D ['usuario3'] D 1 9013.09990883 8983 user
17 usuario17 D ['usuario7'] C 4 2800.30012131 2773 user
17 usuario18 D ['usuario1'] C 4 1353.39999199 1330 user
18 usuario1 C ['usuario2'] C 3 2760.10012627 1683 user
18 usuario2 C ['usuario1'] C 3 2435.89997292 2411 user
18 usuario3 C ['usuario15'] D 0 1141.4000988 1117 user
18 usuario4 D ['usuario16'] D 1 773.699998856 745 user
18 usuario5 D ['usuario10'] D 1 1300.40001869 1273 user
18 usuario6 D ['usuario12'] D 1 2713.2999897 2694 user
18 usuario7 C ['usuario9'] D 0 1614.30001259 1586 user
18 usuario8 C ['usuario13'] D 0 4265.0001049 4237 user
18 usuario9 D ['usuario7'] C 4 1555.89985847 1528 user
18 usuario10 D ['usuario5'] D 1 2209.80000496 2169 user
18 usuario11 D ['usuario17'] D 1 918.199777603 901 user
18 usuario12 D ['usuario6'] D 1 1479.30002213 1453 user
18 usuario13 D ['usuario8'] C 4 944.000005722 915 user
18 usuario14 D ['usuario18'] D 1 5370.80001831 5324 user
18 usuario15 D ['usuario3'] C 4 2621.99997902 2603 user
18 usuario16 D ['usuario4'] D 1 1376.69992447 1352 user
18 usuario17 D ['usuario11'] D 1 1819.49996948 1790 user
18 usuario18 D ['usuario14'] D 1 1899.99985695 1872 user
19 usuario1 C ['usuario13'] D 0 1339.59984779 1313 user
19 usuario2 C ['usuario8'] D 0 1555.40013313 1511 user
19 usuario3 C ['usuario12'] D 0 1718.40000153 1702 user
19 usuario4 D ['usuario5'] D 1 937.299966812 912 user
19 usuario5 D ['usuario4'] D 1 1159.80005264 1134 user
19 usuario6 D ['usuario11'] D 1 1997.29990959 1970 user
19 usuario7 D ['usuario10'] D 1 7233.10017586 7213 user
19 usuario8 D ['usuario2'] C 4 1293.59984398 1267 user
19 usuario9 D ['usuario17'] C 4 2357.90014267 2331 user
19 usuario10 D ['usuario7'] D 1 7167.60015488 7123 user
19 usuario11 D ['usuario6'] D 1 969.799995422 951 user
19 usuario12 D ['usuario3'] C 4 1360.59999466 1333 user
19 usuario13 D ['usuario1'] C 4 921.299934387 892 user
19 usuario14 C ['usuario16'] D 0 2302.20007896 2276 user
19 usuario15 D ['usuario18'] D 1 3018.10002327 2991 user
19 usuario16 D ['usuario14'] C 4 1842.49997139 1818 user
19 usuario17 C ['usuario9'] D 0 2856.69994354 2831 user
19 usuario18 D ['usuario15'] D 1 1947.80015945 1920 user
20 usuario1 C ['usuario3'] C 3 1073.89998436 1048 user
20 usuario2 C ['usuario15'] C 3 1245.20015717 1218 user
20 usuario3 C ['usuario1'] C 3 1649.79982376 1613 user
20 usuario4 D ['usuario14'] D 1 675.800085068 648 user
20 usuario5 D ['usuario10'] D 1 2690.4001236 1787 user
20 usuario6 D ['usuario7'] D 1 2175.69994926 2150 user
20 usuario7 D ['usuario6'] D 1 1195.39999962 1171 user
20 usuario8 D ['usuario11'] D 1 6436.1000061 6413 user
20 usuario9 D ['usuario13'] D 1 5470.90005875 5441 user
20 usuario10 D ['usuario5'] D 1 2864.0999794 2788 user
20 usuario11 D ['usuario8'] D 1 770.900011063 752 user
20 usuario12 D ['usuario18'] D 1 1675.80008507 1651 user
20 usuario13 D ['usuario9'] D 1 821.500062943 805 user
20 usuario14 D ['usuario4'] D 1 2329.69999313 2306 user
20 usuario15 C ['usuario2'] C 3 2503.70001793 2475 user
20 usuario16 D ['usuario17'] D 1 1853.80005836 1833 user
20 usuario17 D ['usuario16'] D 1 2134.90009308 2111 user
20 usuario18 D ['usuario12'] D 1 1301.19991302 1274 user
21 usuario1 C ['usuario13'] D 0 1195.39999962 1178 user
21 usuario2 C ['usuario6'] D 0 644.199848175 617 user
21 usuario3 C ['usuario5'] D 0 2095.3001976 2079 user
21 usuario4 C ['usuario9'] D 0 824.39994812 798 user
21 usuario5 D ['usuario3'] C 4 815.599918365 785 user
21 usuario6 D ['usuario2'] C 4 1195.70016861 1172 user
21 usuario7 D ['usuario8'] D 1 721.300125122 697 user
21 usuario8 D ['usuario7'] D 1 1850.19993782 1833 user
21 usuario9 D ['usuario4'] C 4 1892.19999313 1867 user
21 usuario10 D ['usuario14'] D 1 7630.10001183 7582 user
21 usuario11 D ['usuario15'] D 1 866.600036621 838 user
21 usuario12 D ['usuario16'] D 1 1630.10001183 1602 user
21 usuario13 D ['usuario1'] C 4 945.699930191 917 user
21 usuario14 D ['usuario10'] D 1 1053.1001091 1026 user
21 usuario15 D ['usuario11'] D 1 2013.99993896 1995 user
21 usuario16 D ['usuario12'] D 1 3724.39980507 1944 user
21 usuario17 D ['usuario18'] D 1 1675.89998245 1649 user
21 usuario18 D ['usuario17'] D 1 2365.4999733 2342 user
22 usuario1 D ['usuario6'] D 1 1695.99986076 1666 user
22 usuario2 C ['usuario14'] D 0 971.499919891 953 user
22 usuario3 C ['usuario15'] D 0 1639.19997215 1612 user
22 usuario4 C ['usuario17'] D 0 623.800039291 603 user
22 usuario5 D ['usuario10'] D 1 1012.70008087 986 user
22 usuario6 D ['usuario1'] D 1 2186.29980087 2161 user
22 usuario7 D ['usuario18'] D 1 576.900005341 550 user
22 usuario8 D ['usuario11'] D 1 6922.4998951 6891 user
22 usuario9 D ['usuario16'] D 1 2917.70005226 2899 user
22 usuario10 D ['usuario5'] D 1 17118.2999611 17076 user
22 usuario11 D ['usuario8'] D 1 893.199920654 869 user
22 usuario12 D ['usuario13'] D 1 2569.00000572 2542 user
22 usuario13 D ['usuario12'] D 1 1154.89983559 1131 user
22 usuario14 D ['usuario2'] C 4 1180.60016632 1164 user
22 usuario15 D ['usuario3'] C 4 1840.50011635 1817 user
22 usuario16 D ['usuario9'] D 1 2364.60018158 2339 user
22 usuario17 D ['usuario4'] C 4 2824.39994812 2798 user
22 usuario18 D ['usuario7'] D 1 6847.19991684 6818 user
23 usuario1 D ['usuario15'] D 1 1548.89988899 1522 user
23 usuario2 C ['usuario17'] D 0 970.999956131 946 user
23 usuario3 D ['usuario13'] D 1 2709.49983597 2684 user
23 usuario4 C ['usuario5'] C 3 617.79999733 589 user
23 usuario5 C ['usuario4'] C 3 1537.30010986 1512 user
23 usuario6 D ['usuario9'] D 1 1161.40007973 1144 user
23 usuario7 D ['usuario8'] D 1 601.099967957 575 user
23 usuario8 D ['usuario7'] D 1 2697.29995728 2679 user
23 usuario9 D ['usuario6'] D 1 1652.49991417 1625 user
23 usuario10 D ['usuario11'] D 1 3505.10001183 3467 user
23 usuario11 D ['usuario10'] D 1 1215.60001373 1186 user
23 usuario12 C ['usuario16'] D 0 1720.99995613 1692 user
23 usuario13 D ['usuario3'] D 1 1243.40009689 1218 user
23 usuario14 D ['usuario18'] D 1 4956.30002022 4935 user
23 usuario15 D ['usuario1'] D 1 2712.50009537 2685 user
23 usuario16 D ['usuario12'] C 4 1737.5998497 1710 user
23 usuario17 D ['usuario2'] C 4 3784.89995003 3760 user
23 usuario18 D ['usuario14'] D 1 2458.40001106 2439 user
24 usuario1 D ['usuario5'] C 4 1116.89996719 1093 user
24 usuario2 C ['usuario9'] D 0 979.199886322 953 user
24 usuario3 D ['usuario11'] D 1 2321.00009918 2293 user
24 usuario4 C ['usuario13'] D 0 657.69982338 631 user
24 usuario5 C ['usuario1'] D 0 669.699907303 642 user
24 usuario6 D ['usuario10'] D 1 1657.00006485 1630 user
24 usuario7 C ['usuario15'] D 0 2892.09985733 2875 user
24 usuario8 D ['usuario12'] C 4 1768.10002327 1742 user
24 usuario9 D ['usuario2'] C 4 1247.80011177 1224 user
24 usuario10 D ['usuario6'] D 1 2822.89981842 2782 user
24 usuario11 D ['usuario3'] D 1 1226.00007057 1207 user
24 usuario12 C ['usuario8'] D 0 1419.50011253 1396 user
24 usuario13 D ['usuario4'] C 4 1022.90010452 996 user
24 usuario14 D ['usuario16'] D 1 1215.7998085 1191 user
24 usuario15 D ['usuario7'] C 4 3370.69988251 3341 user
24 usuario16 D ['usuario14'] D 1 4652.99987793 4626 user
24 usuario17 D ['usuario18'] D 1 3320.20020485 3295 user
24 usuario18 D ['usuario17'] D 1 2045.09997368 2020 user
25 usuario1 D ['usuario15'] C 4 1957.29994774 1937 user
25 usuario2 C ['usuario7'] C 3 1161.30018234 1111 user
25 usuario3 D ['usuario14'] D 1 1657.29999542 1633 user
25 usuario4 C ['usuario16'] D 0 623.399972916 598 user
25 usuario5 C ['usuario18'] D 0 1019.20008659 992 user
25 usuario6 D ['usuario13'] D 1 1458.99987221 1434 user
25 usuario7 C ['usuario2'] C 3 649.500131607 625 user
