userid,rt,response,round,context,strategy
  8,13.77, 0,24, 2,PD
  8,13.35, 0,25, 1,PD
  8, 8.64, 0,26, 2,PD
  8, 5.08, 1,27, 1,PD
  8, 8.79, 0,28, 0,PD
  8,14.29, 0,29, 2,PD
  8,11.43, 0,30, 2,PD
  8,10.22, 0,31, 2,PD
  8, 9.04, 1,32, 1,PD
  8, 5.13, 0,33, 2,PD
  8,25.93, 0,34, 3,PD
  8,11.32, 0,35, 2,PD
  8,11.13, 0,36, 1,PD
  8, 6.85, 0,37, 0,PD
  8, 7.58, 0,38, 2,PD
  8, 7.14, 0,39, 0,PD
  8,10.42, 0,40, 2,PD
  8,25.40, 0,41, 4,PD
  8, 8.66, 0,42, 2,PD
  8, 7.22, 1,43, 1,PD
  8, 9.50, 0,44, 0,PD
  8, 4.67, 0,45, 1,PD
  8, 8.57, 0,46, 1,PD
  8, 7.21, 0,47, 1,PD
 10, 6.10, 0, 1,nan,MCC
 10, 7.01, 1, 3, 5,MCC
 10, 3.12, 0, 4, 3,MCC
 10, 5.16, 0, 5, 4,MCC
 10, 4.00, 1, 6, 2,MCC
 10, 4.16, 0, 7, 2,MCC
 10, 5.99, 0, 8, 1,MCC
 10, 6.78, 1, 9, 2,MCC
 10, 4.54, 0,10, 2,MCC
 10,11.85, 0,11, 2,MCC
 10, 4.82, 0,12, 4,MCC
 10, 2.52, 1,13, 3,MCC
 10, 5.95, 0,14, 2,MCC
 10, 5.09, 0,15, 4,MCC
 10, 2.60, 1,16, 2,MCC
 10, 3.80, 0,17, 2,MCC
 10,11.40, 0,18, 2,MCC
 10, 9.25, 1,19, 2,MCC
 10,11.29, 0,20, 4,MCC
 10, 3.56, 0,21, 5,MCC
 10, 3.58, 0,22, 2,MCC
 10, 7.32, 1,23, 3,MCC
 10, 6.14, 0,24, 2,MCC
 10,10.32, 0,25, 2,MCC
 10,11.08, 1,26, 2,MCC
 10, 4.39, 0,27, 0,MCC
 10, 9.63, 0,28, 2,MCC
 10, 3.51, 0,29, 0,MCC
 10, 3.89, 1,30, 2,MCC
 10, 3.73, 0,31, 1,MCC
 10, 3.43, 0,32, 2,MCC
 10, 4.99, 1,33, 4,MCC
 10, 5.12, 0,34, 2,MCC
 10,10.10, 0,35, 3,MCC
 10, 2.88, 0,36, 2,MCC
 10, 3.72, 1,37, 1,MCC
 10, 4.86, 0,38, 3,MCC
 10, 3.76, 0,39, 1,MCC
 10, 2.87, 1,40, 1,MCC
 10, 5.07, 0,41, 1,MCC
 10,10.81, 0,42, 4,MCC
 10, 5.37, 0,43, 2,MCC
 10, 2.65, 1,44, 2,MCC
 10, 6.71, 0,45, 3,MCC
 10, 6.24, 0,46, 2,MCC
 10, 3.04, 0,47, 1,MCC
114, 5.80, 0, 1,nan,PD
114,13.58, 0, 2, 4,PD
114,18.74, 1, 3, 2,PD
114,10.84, 0, 4, 3,PD
114,14.94, 0, 5, 1,PD
114,20.26, 1, 6, 2,PD
114,15.27, 0, 7, 2,PD
114, 7.22, 0, 8, 1,PD
114,21.28, 0, 9, 3,PD
114,17.32, 0,10, 2,PD
114, 7.75, 0,11, 3,PD
114, 7.48, 0,12, 4,PD
114, 7.84, 1,13, 2,PD
114,12.49, 1,14, 2,PD
114, 4.80, 0,15, 2,PD
114, 6.59, 0,16, 1,PD
114, 6.37, 0,17, 4,PD
114,15.78, 0,18, 2,PD
114, 8.03, 0,19, 2,PD
114,21.01, 1,20, 4,PD
114, 4.78, 0,21, 3,PD
114, 6.09, 0,22, 3,PD
114,16.24, 0,23, 4,PD
114,10.92, 0,24, 3,PD
114, 8.68, 0,25, 1,PD
114, 7.36, 0,26, 2,PD
114,10.21, 0,27, 1,PD
114,13.75, 0,28, 1,PD
114, 9.75, 1,29, 2,PD
114,10.77, 0,30, 2,PD
114,20.84, 0,31, 3,PD
114, 7.42, 1,32, 2,PD
114,15.36, 1,33, 1,PD
114, 7.44, 0,34, 2,PD
114, 4.17, 0,35, 1,PD
114, 3.97, 0,36, 1,PD
114, 4.29, 0,37, 2,PD
114, 7.89, 0,38, 4,PD
114, 5.45, 0,39, 2,PD
114, 6.50, 0,40, 0,PD
114, 7.20, 1,41, 2,PD
114,14.26, 0,42, 2,PD
114, 5.44, 0,43, 1,PD
114,11.88, 1,44, 1,PD
114, 6.88, 0,45, 4,PD
114, 3.67, 0,46, 1,PD
114, 2.78, 0,47, 1,PD
 20, 8.03, 1, 1,nan,MCC
 20,12.74, 1, 2, 3,MCC
 20, 8.18, 1, 3, 3,MCC
 20, 5.22, 0, 4, 3,MCC
 20, 8.28, 1, 5, 3,MCC
 20, 8.84, 0, 6, 1,MCC
 20, 7.52, 0, 7, 4,MCC
 20, 6.53, 1, 8, 3,MCC
 20,13.70, 0, 9, 5,MCC
 20, 9.46, 0,10, 4,MCC
 20, 9.33, 1,11, 3,MCC
 20, 7.21, 1,12, 2,MCC
 20, 4.52, 0,13, 2,MCC
 20, 9.20, 0,14, 2,MCC
 20, 5.08, 0,15, 3,MCC
 20, 5.15, 1,16, 1,MCC
 20, 6.29, 0,17, 3,MCC
 20, 4.75, 0,18, 2,MCC
 20, 2.54, 1,19, 2,MCC
 20, 5.83, 1,20, 4,MCC
 20, 4.45, 0,21, 3,MCC
 20,11.07, 0,22, 2,MCC
 20, 5.02, 0,23, 2,MCC
 20, 8.54, 0,24, 3,MCC
 20, 9.15, 1,25, 2,MCC
 20, 6.26, 0,26, 1,MCC
 20,11.63, 0,27, 1,MCC
 20, 7.64, 1,28, 1,MCC
 20, 7.00, 1,29, 1,MCC
 20,10.61, 1,30, 2,MCC
 20, 9.39, 0,31, 1,MCC
 20, 8.86, 0,32, 1,MCC
 20,12.34, 0,33, 2,MCC
 20,13.09, 0,34, 3,MCC
 20, 9.95, 0,35, 3,MCC
 20, 8.64, 1,36, 2,MCC
 20,13.27, 0,37, 2,MCC
 20,14.45, 0,38, 2,MCC
 20,10.38, 0,39, 3,MCC
 20, 9.80, 1,40, 1,MCC
 20,12.38, 0,41, 1,MCC
 20, 9.41, 0,42, 3,MCC
 20, 3.44, 0,43, 1,MCC
 20, 7.11, 1,44, 3,MCC
 20,13.04, 0,45, 4,MCC
 20, 7.50, 0,46, 1,MCC
 20, 8.74, 0,47, 0,MCC
131, 9.47, 1, 1,nan,PD
131,22.80, 0, 2, 5,PD
131,25.86, 0, 3, 4,PD
131,23.16, 1, 4, 5,PD
131,14.63, 0, 5, 2,PD
131,21.35, 1, 6, 2,PD
131,17.27, 1, 7, 1,PD
131,11.52, 1, 8, 3,PD
131, 8.25, 1, 9, 7,PD
131, 7.29, 1,10, 4,PD
131,10.10, 0,11, 2,PD
131, 7.90, 0,12, 3,PD
131, 4.98, 0,13, 2,PD
131, 7.73, 0,14, 0,PD
131, 7.24, 0,15, 3,PD
131, 7.53, 0,16, 2,PD
131, 9.70, 0,17, 2,PD
131, 4.87, 1,18, 2,PD
131, 3.91, 1,19, 2,PD
131,15.09, 0,20, 4,PD
131, 4.00, 0,21, 2,PD
131, 4.41, 0,22, 1,PD
131, 2.78, 0,23, 2,PD
131, 8.85, 0,24, 3,PD
131, 4.65, 0,25, 3,PD
131, 3.41, 0,26, 1,PD
131, 4.64, 0,27, 2,PD
131, 4.62, 0,28, 1,PD
131, 4.83, 0,29, 3,PD
131, 4.08, 0,30, 2,PD
131, 4.34, 0,31, 2,PD
131,10.49, 0,32, 2,PD
131, 4.29, 0,33, 2,PD
131,12.35, 1,34, 2,PD
131, 3.92, 0,35, 1,PD
131,20.15, 1,36, 3,PD
131, 4.47, 0,37, 2,PD
131, 3.29, 0,38, 2,PD
131, 3.29, 0,39, 3,PD
131, 5.68, 0,40, 2,PD
131, 5.40, 0,41, 4,PD
131, 3.51, 0,42, 3,PD
131, 4.47, 0,43, 1,PD
131, 8.17, 0,44, 2,PD
131, 3.44, 0,45, 3,PD
131, 3.73, 0,46, 2,PD
131, 3.37, 0,47, 1,PD
113, 9.86, 1, 1,nan,PD
113,20.66, 1, 2, 5,PD
113, 6.88, 1, 3, 5,PD
113, 8.77, 0, 4, 5,PD
113, 6.23, 0, 5, 5,PD
113, 2.37, 0, 6, 2,PD
113, 6.10, 1, 7, 4,PD
113, 7.67, 1, 8, 5,PD
113, 9.51, 1, 9, 7,PD
113, 4.85, 1,10, 6,PD
113, 7.35, 0,11, 4,PD
113, 3.61, 0,12, 3,PD
113, 2.89, 0,13, 3,PD
113, 5.63, 0,14, 2,PD
113, 5.36, 0,15, 5,PD
113, 3.95, 0,16, 3,PD
113, 4.54, 0,17, 4,PD
113, 8.63, 1,18, 3,PD
113, 6.46, 0,19, 4,PD
113, 6.84, 0,20, 6,PD
113, 5.68, 0,21, 2,PD
113, 3.58, 0,22, 2,PD
113, 3.71, 0,23, 3,PD
113, 7.71, 1,24, 6,PD
113, 5.52, 0,25, 5,PD
113, 3.22, 0,26, 1,PD
113, 2.66, 0,27, 4,PD
113, 6.35, 0,28, 3,PD
113, 4.73, 0,29, 3,PD
113, 7.46, 0,30, 4,PD
113, 4.66, 1,31, 3,PD
113, 5.70, 0,32, 2,PD
113, 2.25, 0,33, 3,PD
113, 1.53, 0,34, 3,PD
113, 5.15, 0,35, 4,PD
113, 4.23, 0,36, 5,PD
113, 4.59, 0,37, 5,PD
113, 5.71, 0,38, 5,PD
113, 3.45, 1,39, 4,PD
113, 5.92, 0,40, 3,PD
113, 5.79, 0,41, 6,PD
113, 4.82, 0,42, 5,PD
113, 5.55, 0,43, 3,PD
113, 5.24, 0,44, 4,PD
113, 4.17, 0,45, 4,PD
113, 4.73, 0,46, 5,PD
113, 2.77, 0,47, 3,PD
150, 3.73, 1, 1,nan,PC
150, 8.47, 1, 2, 6,PC
150, 6.12, 1, 3, 5,PC
150, 4.58, 1, 4, 4,PC
150, 8.40, 0, 5, 4,PC
150, 3.28, 1, 6, 3,PC
150, 4.80, 1, 7, 1,PC
150, 1.28, 1, 8, 5,PC
150, 3.06, 1, 9, 4,PC
150, 1.30, 1,10, 4,PC
150, 1.90, 1,11, 3,PC
150, 1.56, 1,12, 3,PC
150, 4.28, 1,13, 1,PC
150, 1.96, 1,14, 3,PC
150, 2.07, 1,15, 4,PC
150, 2.81, 1,16, 2,PC
150, 2.12, 1,17, 3,PC
150, 5.27, 1,18, 3,PC
150, 2.72, 1,19, 4,PC
150, 4.72, 1,20, 2,PC
150, 3.43, 1,21, 1,PC
150, 3.57, 1,22, 1,PC
150, 4.01, 1,23, 2,PC
150, 2.38, 1,24, 5,PC
150, 1.78, 1,25, 5,PC
150, 5.79, 1,26, 0,PC
150, 2.95, 1,27, 2,PC
150, 3.15, 1,28, 5,PC
150, 2.23, 1,29, 2,PC
150, 1.62, 1,30, 3,PC
150, 1.78, 1,31, 3,PC
150, 2.90, 1,32, 2,PC
150, 2.64, 1,33, 1,PC
150, 2.70, 1,34, 2,PC
150, 2.73, 1,35, 1,PC
150, 3.79, 1,36, 4,PC
150, 4.63, 1,37, 3,PC
150, 2.38, 1,38, 5,PC
150, 3.13, 1,39, 2,PC
150, 1.34, 1,40, 3,PC
150, 1.67, 1,41, 4,PC
150, 1.92, 1,42, 3,PC
150, 2.33, 1,43, 3,PC
150, 3.46, 1,44, 2,PC
150, 1.19, 1,45, 3,PC
150, 1.94, 1,46, 5,PC
150, 2.19, 1,47, 3,PC
 47, 4.16, 1, 1,nan,PD
 47, 6.59, 1, 2, 5,PD
 47, 2.82, 0, 3, 6,PD
 47, 3.86, 0, 4, 5,PD
 47, 4.11, 0, 5, 5,PD
 47, 4.23, 0, 6, 5,PD
 47, 2.05, 1, 7, 4,PD
 47, 4.88, 0, 8, 4,PD
 47,10.54, 0, 9, 3,PD
 47, 3.92, 0,10, 5,PD
 47, 4.99, 0,11, 5,PD
 47, 6.82, 0,12, 4,PD
 47, 4.79, 0,13, 4,PD
 47, 3.95, 0,14, 4,PD
 47, 2.86, 0,15, 5,PD
 47, 2.30, 1,16, 3,PD
 47, 5.27, 0,17, 4,PD
 47, 8.25, 0,18, 4,PD
 47, 5.36, 0,19, 3,PD
 47,11.13, 0,20, 4,PD
 47, 7.37, 0,21, 3,PD
 47, 9.23, 0,22, 3,PD
 47, 8.46, 0,23, 4,PD
 47, 3.17, 0,24, 5,PD
 47, 7.73, 0,25, 5,PD
 47, 9.27, 0,26, 2,PD
 47, 3.58, 1,27, 3,PD
 47, 4.04, 0,28, 5,PD
 47, 8.65, 0,29, 3,PD
 47, 2.47, 0,30, 5,PD
 47,12.66, 0,31, 4,PD
 47, 8.08, 0,32, 3,PD
 47, 3.84, 0,33, 3,PD
 47, 2.84, 0,34, 3,PD
 47,10.67, 0,35, 4,PD
 47, 2.35, 0,36, 4,PD
 47, 8.14, 0,37, 4,PD
 47,11.56, 0,38, 5,PD
 47, 4.89, 0,39, 4,PD
 47, 6.65, 0,40, 4,PD
 47, 5.41, 0,41, 4,PD
 47, 4.50, 0,42, 3,PD
 47, 3.67, 0,43, 5,PD
 47, 3.65, 0,44, 5,PD
 47, 9.72, 0,45, 4,PD
 47, 3.27, 0,46, 5,PD
 47, 2.14, 0,47, 4,PD
111, 5.37, 1, 1,nan,MCC
111,12.36, 1, 2, 4,MCC
111, 9.63, 1, 3, 4,MCC
111,13.98, 1, 4, 1,MCC
111, 8.54, 1, 5, 2,MCC
111, 3.35, 1, 6, 4,MCC
111, 5.98, 1, 7, 2,MCC
111, 7.52, 1, 8, 2,MCC
111, 5.42, 1, 9, 0,MCC
111, 4.36, 1,10, 3,MCC
111, 4.18, 1,11, 1,MCC
111, 6.17, 1,12, 3,MCC
111, 3.01, 0,13, 1,MCC
111, 3.32, 1,14, 2,MCC
111, 3.69, 0,15, 3,MCC
111, 9.46, 1,16, 3,MCC
111, 7.77, 1,17, 1,MCC
111, 6.12, 0,18, 1,MCC
111, 2.32, 1,19, 2,MCC
111, 1.84, 0,20, 2,MCC
111, 7.16, 0,21, 2,MCC
111, 1.54, 1,22, 1,MCC
111, 3.48, 1,23, 2,MCC
111, 2.80, 1,24, 2,MCC
111, 5.46, 1,25, 1,MCC
111, 6.93, 1,26, 0,MCC
111, 2.82, 1,27, 1,MCC
111, 3.51, 1,28, 4,MCC
111, 2.41, 1,29, 0,MCC
111, 3.16, 0,30, 1,MCC
111, 3.37, 1,31, 3,MCC
111, 4.54, 1,32, 2,MCC
111, 4.12, 0,33, 1,MCC
111, 4.26, 1,34, 2,MCC
111, 2.59, 1,35, 2,MCC
111, 3.00, 1,36, 2,MCC
111, 5.62, 0,37, 0,MCC
111, 5.65, 1,38, 2,MCC
111, 7.77, 0,39, 2,MCC
111, 2.50, 0,40, 3,MCC
111, 9.17, 0,41, 1,MCC
111, 9.92, 1,42, 1,MCC
111, 9.06, 1,43, 3,MCC
111, 9.03, 0,44, 3,MCC
111, 7.85, 0,45, 2,MCC
111,11.08, 1,46, 2,MCC
111,10.96, 0,47, 2,MCC
 46, 6.46, 0, 1,nan,PD
 46, 5.72, 0, 2, 4,PD
 46, 7.83, 0, 3, 3,PD
 46,12.18, 0, 4, 4,PD
 46,17.74, 0, 5, 2,PD
 46,23.63, 0, 6, 5,PD
 46,12.90, 0, 7, 3,PD
 46,22.01, 0, 8, 1,PD
 46,19.84, 0, 9, 2,PD
 46,21.29, 0,10, 5,PD
 46, 7.39, 0,11, 4,PD
 46,14.23, 0,12, 2,PD
 46, 5.71, 0,13, 4,PD
 46, 9.03, 0,14, 1,PD
 46,14.14, 0,15, 3,PD
 46,12.41, 0,16, 3,PD
 46,18.37, 0,17, 4,PD
 46,17.58, 0,18, 1,PD
 46, 9.08, 0,19, 2,PD
 46,10.08, 0,20, 4,PD
 46,12.04, 0,21, 1,PD
 46,14.28, 0,22, 2,PD
 46,12.17, 0,23, 4,PD
 46,15.85, 0,24, 4,PD
 46,11.53, 0,25, 2,PD
 46, 9.97, 0,26, 1,PD
 46,17.30, 0,27, 3,PD
 46,15.17, 0,28, 4,PD
 46, 9.52, 0,29, 1,PD
 46,10.60, 0,30, 2,PD
 46,16.42, 0,31, 3,PD
 46,13.37, 0,32, 3,PD
 46,10.15, 0,33, 4,PD
 46, 9.82, 0,34, 2,PD
 46, 5.84, 0,35, 3,PD
 46, 5.80, 0,36, 2,PD
 46, 7.25, 0,37, 2,PD
 46, 5.90, 0,38, 2,PD
 46, 7.67, 0,39, 4,PD
 46, 7.91, 0,40, 5,PD
 46, 7.29, 0,41, 2,PD
 46, 3.55, 0,42, 2,PD
 46, 2.86, 0,43, 3,PD
 46, 3.29, 0,44, 3,PD
 46, 3.31, 0,45, 2,PD
 46,11.20, 0,46, 3,PD
 46, 2.89, 0,47, 3,PD
101, 7.29, 1, 1,nan,MCC
101, 5.67, 0, 2, 4,MCC
101,11.61, 1, 3, 2,MCC
101, 9.56, 0, 4, 2,MCC
101,14.22, 1, 5, 3,MCC
101,11.98, 0, 6, 2,MCC
101, 8.03, 0, 7, 3,MCC
101,15.91, 1, 8, 1,MCC
101,10.08, 1, 9, 2,MCC
101,11.67, 0,10, 3,MCC
101,13.28, 0,11, 3,MCC
101, 6.13, 1,12, 1,MCC
101, 7.83, 1,13, 2,MCC
101, 6.88, 0,14, 2,MCC
101,10.22, 0,15, 2,MCC
101, 6.47, 1,16, 3,MCC
101,10.70, 0,17, 3,MCC
101,15.00, 1,18, 1,MCC
101,13.05, 0,19, 3,MCC
101, 7.43, 0,20, 5,MCC
101, 9.16, 1,21, 2,MCC
101, 4.14, 0,22, 1,MCC
101,10.15, 1,23, 2,MCC
101, 6.72, 1,24, 2,MCC
101, 4.23, 0,25, 2,MCC
101,13.20, 1,26, 1,MCC
101,10.80, 1,27, 2,MCC
101, 6.70, 0,28, 2,MCC
101, 8.55, 0,29, 2,MCC
101, 8.94, 1,30, 2,MCC
101, 9.21, 0,31, 3,MCC
101,10.22, 1,32, 2,MCC
101, 5.91, 1,33, 1,MCC
101, 4.77, 0,34, 0,MCC
101,14.32, 0,35, 2,MCC
101, 7.28, 1,36, 1,MCC
101, 5.46, 0,37, 1,MCC
101, 7.34, 0,38, 4,MCC
101, 5.56, 1,39, 3,MCC
101, 7.41, 0,40, 3,MCC
101, 7.46, 1,41, 2,MCC
101, 3.93, 0,42, 1,MCC
101, 8.76, 0,43, 3,MCC
101, 6.14, 1,44, 3,MCC
101, 5.51, 1,45, 2,MCC
101,10.13, 0,46, 3,MCC
101, 6.74, 1,47, 2,MCC
 68, 5.26, 1, 1,nan,MCC
 68,11.83, 1, 2, 5,MCC
 68,11.67, 0, 3, 1,MCC
 68, 5.46, 1, 4, 6,MCC
 68, 6.15, 0, 5, 4,MCC
 68, 4.39, 1, 6, 3,MCC
 68, 8.93, 1, 7, 3,MCC
 68, 4.23, 0, 8, 0,MCC
 68, 6.15, 0, 9, 5,MCC
 68,13.36, 1,10, 5,MCC
 68, 8.02, 0,11, 1,MCC
 68, 8.89, 0,12, 2,MCC
 68, 7.06, 1,13, 5,MCC
 68,13.84, 1,14, 3,MCC
 68, 4.85, 0,15, 0,MCC
 68, 6.05, 0,16, 0,MCC
 68,11.92, 1,17, 4,MCC
 68,10.31, 0,18, 2,MCC
 68,14.79, 1,19, 3,MCC
 68,10.16, 1,20, 3,MCC
 68, 7.52, 0,21, 0,MCC
 68,13.68, 0,22, 2,MCC
 68, 5.70, 0,23, 0,MCC
 68, 3.93, 1,24, 3,MCC
 68,21.51, 0,25, 4,MCC
 68, 7.14, 0,26, 2,MCC
 68, 5.72, 0,27, 2,MCC
 68, 9.31, 0,28, 3,MCC
 68,11.61, 1,29, 3,MCC
 68, 7.40, 1,30, 3,MCC
 68,16.48, 0,31, 3,MCC
 68, 7.68, 0,32, 1,MCC
 68, 6.33, 0,33, 2,MCC
 68, 6.24, 0,34, 3,MCC
 68, 5.71, 0,35, 1,MCC
 68, 2.88, 1,36, 0,MCC
 68, 6.29, 1,37, 3,MCC
 68, 8.98, 0,38, 3,MCC
 68, 4.23, 0,39, 1,MCC
 68, 8.33, 0,40, 3,MCC
 68, 5.37, 1,41, 2,MCC
 68, 5.04, 1,42, 2,MCC
 68, 4.60, 0,43, 1,MCC
 68, 6.46, 0,44, 1,MCC
 68, 4.56, 0,45, 2,MCC
 68, 4.65, 0,46, 2,MCC
 68, 4.68, 0,47, 2,MCC
153, 7.97, 1, 1,nan,MCC
153, 7.06, 0, 2, 5,MCC
153, 6.06, 1, 3, 2,MCC
153, 5.19, 1, 4, 4,MCC
153, 4.13, 0, 5, 4,MCC
153, 2.50, 0, 6, 2,MCC
153, 2.05, 0, 7, 4,MCC
153, 2.13, 1, 8, 1,MCC
153, 2.45, 0, 9, 3,MCC
153, 2.20, 0,10, 4,MCC
153, 5.42, 1,11, 1,MCC
153,13.17, 1,12, 2,MCC
153,14.99, 0,13, 2,MCC
153, 5.08, 0,14, 3,MCC
153, 6.62, 0,15, 2,MCC
153, 2.66, 0,16, 1,MCC
153, 5.57, 0,17, 2,MCC
153, 8.37, 0,18, 2,MCC
153, 3.47, 1,19, 2,MCC
153, 3.18, 0,20, 3,MCC
153, 2.94, 0,21, 3,MCC
153, 8.64, 0,22, 1,MCC
153, 2.09, 1,23, 0,MCC
153, 3.81, 0,24, 1,MCC
153, 4.42, 0,25, 3,MCC
153, 3.72, 0,26, 2,MCC
153, 4.27, 0,27, 1,MCC
153,10.33, 0,28, 2,MCC
153, 5.72, 1,29, 2,MCC
153, 2.48, 0,30, 2,MCC
153, 3.29, 0,31, 2,MCC
153, 2.16, 0,32, 2,MCC
153, 4.31, 1,33, 1,MCC
153, 4.34, 0,34, 0,MCC
153, 5.29, 0,35, 2,MCC
153, 5.28, 0,36, 1,MCC
153, 5.41, 0,37, 2,MCC
153, 4.67, 0,38, 3,MCC
153, 2.09, 1,39, 1,MCC
153, 4.28, 1,40, 1,MCC
153, 5.06, 0,41, 2,MCC
153, 2.84, 0,42, 2,MCC
153, 4.59, 0,43, 2,MCC
153, 1.81, 0,44, 2,MCC
153, 5.03, 0,45, 1,MCC
153, 8.61, 0,46, 2,MCC
153, 4.68, 1,47, 1,MCC
164, 5.29, 1, 1,nan,MCC
164, 6.76, 0, 2, 3,MCC
164, 5.62, 1, 3, 1,MCC
164, 5.64, 1, 4, 3,MCC
164, 3.34, 0, 5, 3,MCC
164, 2.40, 0, 6, 3,MCC
164, 3.09, 0, 7, 2,MCC
164, 3.32, 0, 8, 0,MCC
164, 2.71, 0, 9, 3,MCC
164, 1.80, 0,10, 3,MCC
164, 2.07, 0,11, 1,MCC
164, 1.39, 0,12, 4,MCC
164, 5.29, 0,13, 2,MCC
164, 4.29, 1,14, 1,MCC
164, 2.89, 0,15, 2,MCC
164, 2.16, 0,16, 2,MCC
164, 3.74, 0,17, 2,MCC
164, 2.62, 0,18, 0,MCC
164, 3.46, 1,19, 2,MCC
164, 2.89, 1,20, 3,MCC
164, 3.38, 0,21, 2,MCC
164, 1.99, 0,22, 3,MCC
164, 1.74, 0,23, 1,MCC
164, 2.61, 0,24, 3,MCC
164, 2.27, 0,25, 0,MCC
164, 2.01, 0,26, 0,MCC
164, 1.78, 0,27, 1,MCC
164, 2.60, 0,28, 2,MCC
164, 2.41, 0,29, 2,MCC
164, 1.64, 0,30, 3,MCC
164, 1.80, 0,31, 1,MCC
164, 2.17, 0,32, 2,MCC
164, 2.83, 0,33, 2,MCC
164, 2.03, 1,34, 2,MCC
164, 3.33, 1,35, 0,MCC
164, 2.35, 0,36, 0,MCC
164, 3.24, 0,37, 0,MCC
164, 3.52, 0,38, 1,MCC
164, 4.50, 1,39, 0,MCC
164, 2.88, 1,40, 1,MCC
164, 2.84, 1,41, 2,MCC
164, 3.34, 1,42, 1,MCC
164, 4.51, 0,43, 0,MCC
164, 1.21, 0,44, 1,MCC
164, 1.40, 0,45, 1,MCC
164, 1.94, 0,46, 1,MCC
164, 2.78, 0,47, 1,MCC
 57,12.65, 1, 1,nan,MCC
 57, 6.60, 0, 2, 3,MCC
 57, 7.27, 0, 3, 1,MCC
 57, 7.14, 0, 4, 4,MCC
 57, 4.15, 1, 5, 3,MCC
 57,11.53, 0, 6, 3,MCC
 57, 6.88, 0, 7, 4,MCC
 57, 5.02, 0, 8, 0,MCC
 57, 4.54, 0, 9, 2,MCC
 57, 5.11, 1,10, 3,MCC
 57, 4.06, 1,11, 1,MCC
 57, 3.23, 0,12, 3,MCC
 57,19.74, 0,13, 3,MCC
 57, 6.00, 1,14, 2,MCC
 57, 6.13, 1,15, 5,MCC
 57, 6.87, 0,16, 2,MCC
 57, 6.49, 0,17, 3,MCC
 57, 2.82, 1,18, 2,MCC
 57, 3.85, 1,19, 3,MCC
 57, 7.16, 1,20, 4,MCC
 57, 5.13, 1,21, 3,MCC
 57, 3.26, 1,22, 4,MCC
 57, 7.39, 0,23, 2,MCC
 57, 2.25, 0,24, 3,MCC
 57, 4.06, 0,25, 2,MCC
 57, 4.62, 0,26, 1,MCC
 57, 2.89, 0,27, 1,MCC
 57, 2.69, 0,28, 2,MCC
 57, 4.86, 0,29, 2,MCC
 57, 2.51, 0,30, 2,MCC
 57, 7.87, 1,31, 1,MCC
 57, 4.54, 1,32, 2,MCC
 57, 3.45, 0,33, 3,MCC
 57, 2.62, 0,34, 3,MCC
 57, 3.26, 0,35, 1,MCC
 57, 2.55, 0,36, 2,MCC
 57, 2.59, 0,37, 2,MCC
 57, 2.58, 0,38, 3,MCC
 57, 4.19, 0,39, 0,MCC
 57, 3.29, 0,40, 1,MCC
 57, 6.99, 1,41, 3,MCC
 57, 7.71, 0,42, 3,MCC
 57, 2.76, 0,43, 2,MCC
 57, 4.64, 0,44, 3,MCC
 57, 2.73, 0,45, 4,MCC
 57, 4.16, 1,46, 2,MCC
 57, 2.81, 0,47, 1,MCC
145, 4.19, 0, 1,nan,MCC
145, 4.11, 0, 2, 4,MCC
145, 5.99, 0, 3, 3,MCC
145, 7.30, 0, 4, 3,MCC
145, 6.82, 0, 5, 1,MCC
145, 2.22, 0, 6, 4,MCC
145, 1.24, 0, 7, 4,MCC
145, 6.30, 1, 8, 1,MCC
145, 2.77, 1, 9, 2,MCC
145, 3.94, 0,10, 1,MCC
145, 6.72, 1,11, 2,MCC
145, 8.40, 1,12, 4,MCC
145, 1.96, 0,13, 3,MCC
145, 2.62, 1,14, 3,MCC
145, 7.69, 0,15, 4,MCC
145, 6.75, 1,16, 2,MCC
145, 1.58, 1,17, 3,MCC
145, 4.15, 1,18, 1,MCC
145, 3.73, 1,19, 4,MCC
145, 3.52, 0,20, 5,MCC
145, 1.93, 1,21, 4,MCC
145, 3.80, 1,22, 3,MCC
145, 2.11, 1,23, 2,MCC
145, 4.83, 1,24, 2,MCC
145, 5.69, 1,25, 2,MCC
145, 3.79, 0,26, 1,MCC
145, 2.33, 0,27, 1,MCC
145, 5.22, 0,28, 1,MCC
145, 5.38, 0,29, 3,MCC
145, 6.14, 0,30, 4,MCC
145, 6.83, 0,31, 3,MCC
145, 3.18, 0,32, 2,MCC
145, 7.51, 0,33, 3,MCC
145, 3.83, 0,34, 3,MCC
145, 2.75, 1,35, 1,MCC
145, 3.77, 1,36, 1,MCC
145, 5.01, 1,37, 3,MCC
145, 2.31, 0,38, 2,MCC
145, 5.38, 0,39, 0,MCC
145, 4.30, 0,40, 0,MCC
145, 1.81, 0,41, 3,MCC
145, 2.93, 0,42, 4,MCC
145, 4.75, 1,43, 2,MCC
145, 3.21, 1,44, 1,MCC
145, 6.76, 0,45, 4,MCC
145, 5.18, 0,46, 1,MCC
145, 7.14, 1,47, 2,MCC
 84, 4.81, 0, 1,nan,PD
 84, 6.26, 0, 2, 5,PD
 84, 5.71, 0, 3, 5,PD
 84, 9.51, 0, 4, 3,PD
 84, 5.25, 0, 5, 3,PD
 84, 4.12, 0, 6, 2,PD
 84, 3.28, 0, 7, 6,PD
