userid,rt,response,round,context,strategy
 93, 4.90, 0,34, 5,PD
 93, 6.05, 0,35, 3,PD
 93, 3.57, 0,36, 3,PD
 93, 2.87, 0,37, 2,PD
 93, 3.73, 0,38, 4,PD
 93, 2.58, 0,39, 2,PD
 93, 2.09, 0,40, 2,PD
 93, 3.11, 0,41, 3,PD
 93, 2.36, 0,42, 2,PD
 93, 3.12, 0,43, 1,PD
 93, 5.03, 0,44, 3,PD
 93, 2.77, 0,45, 2,PD
 93, 2.43, 0,46, 2,PD
 93, 3.25, 0,47, 2,PD
 93, 3.33, 0,48, 3,PD
 93, 2.85, 0,49, 3,PD
 93, 4.16, 0,50, 2,PD
 93, 7.35, 0,51, 3,PD
 93, 3.07, 0,52, 3,PD
 93, 3.03, 0,53, 2,PD
 93, 2.96, 0,54, 2,PD
 93, 2.91, 0,55, 2,PD
 93, 2.89, 0,56, 2,PD
 93, 2.96, 0,57, 2,PD
 93, 3.02, 0,58, 3,PD
 18,14.60, 0, 1,nan,MCC
 18, 7.31, 0, 2, 4,MCC
 18, 3.44, 0, 3, 3,MCC
 18, 8.88, 0, 4, 3,MCC
 18, 5.38, 0, 5, 3,MCC
 18, 3.19, 0, 6, 2,MCC
 18, 3.90, 0, 7, 1,MCC
 18, 3.75, 0, 8, 3,MCC
 18, 1.78, 0, 9, 2,MCC
 18, 2.15, 0,10, 2,MCC
 18, 3.45, 0,11, 2,MCC
 18, 2.89, 0,12, 1,MCC
 18, 2.65, 0,13, 2,MCC
 18, 2.00, 0,14, 2,MCC
 18, 2.26, 0,15, 1,MCC
 18, 9.96, 0,16, 3,MCC
 18, 2.21, 0,17, 2,MCC
 18, 9.83, 0,18, 1,MCC
 18, 5.25, 0,19, 1,MCC
 18, 2.77, 0,20, 2,MCC
 18, 3.82, 0,21, 0,MCC
 18, 3.75, 0,22, 1,MCC
 18, 5.31, 1,23, 1,MCC
 18, 7.88, 0,24, 2,MCC
 18, 3.94, 1,25, 3,MCC
 18, 6.10, 0,26, 2,MCC
 18, 7.53, 0,27, 2,MCC
 18, 8.75, 0,28, 2,MCC
 18, 4.05, 0,29, 3,MCC
 18, 6.70, 0,30, 1,MCC
 18, 3.49, 0,31, 3,MCC
 18, 1.93, 0,32, 2,MCC
 18, 2.52, 0,33, 2,MCC
 18, 4.11, 0,34, 2,MCC
 18, 3.94, 0,35, 3,MCC
 18, 3.90, 1,36, 2,MCC
 18, 3.91, 1,37, 2,MCC
 18, 9.65, 0,38, 3,MCC
 18,14.46, 0,39, 4,MCC
 18, 3.67, 0,40, 1,MCC
 18, 3.72, 0,41, 2,MCC
 18, 8.27, 0,42, 1,MCC
 18, 9.72, 0,43, 0,MCC
 18, 5.11, 0,44, 1,MCC
 18, 2.93, 0,45, 2,MCC
 18, 3.53, 0,46, 1,MCC
 18, 5.02, 0,47, 1,MCC
 18, 5.78, 0,48, 2,MCC
 18, 5.20, 0,49, 2,MCC
 18, 4.34, 0,50, 3,MCC
 18,14.00, 0,51, 3,MCC
 18, 4.19, 0,52, 3,MCC
 18, 5.96, 0,53, 3,MCC
 18, 4.69, 0,54, 2,MCC
 18, 3.45, 0,55, 3,MCC
 18, 3.02, 0,56, 2,MCC
 18, 3.75, 0,57, 3,MCC
 18, 2.44, 0,58, 2,MCC
 36, 8.61, 1, 1,nan,MCC
 36, 4.87, 1, 2, 4,MCC
 36, 5.20, 0, 3, 2,MCC
 36, 5.00, 0, 4, 1,MCC
 36,18.62, 0, 5, 2,MCC
 36,11.31, 0, 6, 0,MCC
 36, 4.44, 1, 7, 2,MCC
 36,10.32, 0, 8, 0,MCC
 36, 3.30, 0, 9, 1,MCC
 36, 4.26, 1,10, 3,MCC
 36, 3.46, 0,11, 0,MCC
 36, 3.04, 0,12, 1,MCC
 36, 5.43, 0,13, 0,MCC
 36, 4.01, 0,14, 2,MCC
 36, 4.27, 1,15, 0,MCC
 36, 7.08, 1,16, 3,MCC
 36, 3.12, 0,17, 1,MCC
 36, 4.25, 0,18, 2,MCC
 36,18.99, 0,19, 1,MCC
 36, 6.96, 0,20, 2,MCC
 36, 4.18, 0,21, 1,MCC
 36, 6.62, 0,22, 1,MCC
 36, 9.40, 0,23, 2,MCC
 36, 4.72, 1,24, 3,MCC
 36, 3.05, 0,25, 1,MCC
 36, 3.94, 0,26, 1,MCC
 36, 3.00, 0,27, 1,MCC
 36, 4.19, 1,28, 0,MCC
 36,14.93, 0,29, 1,MCC
 36, 2.86, 0,30, 0,MCC
 36, 4.71, 1,31, 1,MCC
 36, 2.99, 0,32, 0,MCC
 36, 2.85, 0,33, 1,MCC
 36, 3.89, 0,34, 0,MCC
 36, 2.67, 0,35, 1,MCC
 36, 4.55, 0,36, 1,MCC
 36, 6.25, 1,37, 2,MCC
 36, 3.63, 1,38, 2,MCC
 36, 3.78, 0,39, 1,MCC
 36, 3.36, 0,40, 0,MCC
 36, 5.88, 0,41, 1,MCC
 36, 7.29, 0,42, 1,MCC
 36, 3.09, 1,43, 0,MCC
 36, 2.42, 1,44, 0,MCC
 36, 8.22, 0,45, 1,MCC
 36, 4.77, 0,46, 1,MCC
 36, 7.20, 0,47, 1,MCC
 36, 6.34, 0,48, 1,MCC
 36, 2.77, 1,49, 0,MCC
 36, 3.32, 1,50, 0,MCC
 36, 4.85, 0,51, 0,MCC
 36, 2.95, 0,52, 1,MCC
 36, 1.99, 0,53, 1,MCC
 36, 6.76, 0,54, 0,MCC
 36, 3.80, 0,55, 1,MCC
 36, 3.21, 1,56, 0,MCC
 36, 6.69, 0,57, 0,MCC
 36, 7.76, 0,58, 0,MCC
138, 5.31, 1, 1,nan,PD
138, 7.35, 0, 2, 5,PD
138, 3.62, 0, 3, 5,PD
138, 5.09, 0, 4, 3,PD
138, 4.97, 0, 5, 3,PD
138, 2.69, 1, 6, 1,PD
138, 4.33, 0, 7, 3,PD
138, 7.38, 0, 8, 3,PD
138, 8.30, 1, 9, 2,PD
138, 6.95, 0,10, 3,PD
138, 5.82, 1,11, 3,PD
138, 4.57, 0,12, 3,PD
138, 3.46, 1,13, 1,PD
138, 6.70, 0,14, 2,PD
138, 7.48, 0,15, 2,PD
138, 4.80, 0,16, 6,PD
138, 9.81, 0,17, 3,PD
138, 2.76, 0,18, 4,PD
138, 5.39, 0,19, 2,PD
138, 4.37, 0,20, 2,PD
138, 8.92, 0,21, 3,PD
138,11.86, 0,22, 2,PD
138, 5.90, 0,23, 4,PD
138, 5.22, 0,24, 4,PD
138, 5.19, 0,25, 4,PD
138,11.92, 1,26, 1,PD
138, 5.58, 0,27, 1,PD
138, 3.15, 0,28, 1,PD
138, 5.55, 0,29, 3,PD
138, 2.17, 0,30, 2,PD
138, 4.90, 0,31, 3,PD
138, 3.70, 0,32, 4,PD
138, 3.42, 0,33, 2,PD
138, 4.14, 0,34, 1,PD
138, 7.12, 0,35, 2,PD
138, 6.87, 0,36, 2,PD
138,10.95, 0,37, 2,PD
138, 3.38, 0,38, 4,PD
138, 4.24, 0,39, 3,PD
138,10.60, 0,40, 2,PD
138,15.17, 0,41, 2,PD
138, 5.72, 0,42, 2,PD
138, 5.78, 0,43, 2,PD
138,14.68, 0,44, 2,PD
138, 5.53, 0,45, 3,PD
138, 7.37, 0,46, 2,PD
138, 5.84, 0,47, 1,PD
138, 9.27, 0,48, 3,PD
138, 6.79, 0,49, 1,PD
138, 5.32, 0,50, 3,PD
138, 5.22, 0,51, 3,PD
138, 7.85, 0,52, 3,PD
138, 4.04, 0,53, 2,PD
138, 4.05, 0,54, 1,PD
138, 4.98, 0,55, 2,PD
138, 2.69, 0,56, 1,PD
138, 3.30, 0,57, 2,PD
138, 4.95, 0,58, 1,PD
168, 6.75, 1, 1,nan,PC
168, 5.18, 1, 2, 6,PC
168,23.03, 1, 3, 5,PC
168,28.01, 1, 4, 3,PC
168,23.30, 1, 5, 3,PC
168,25.98, 1, 6, 1,PC
168,24.01, 1, 7, 5,PC
168,11.80, 1, 8, 2,PC
168,11.32, 1,10, 3,PC
168, 6.99, 1,11, 3,PC
168,20.33, 1,12, 4,PC
168,14.17, 1,13, 2,PC
168,21.38, 1,14, 4,PC
168,12.95, 1,15, 3,PC
168,22.54, 1,16, 4,PC
168,20.97, 1,17, 2,PC
168,10.51, 1,18, 4,PC
168,29.71, 1,19, 3,PC
168,14.41, 1,20, 2,PC
168, 3.21, 1,22, 3,PC
168,16.48, 1,23, 4,PC
168,11.68, 1,24, 4,PC
168, 5.52, 1,25, 4,PC
168,14.59, 1,26, 2,PC
168,20.23, 1,27, 3,PC
168,14.91, 1,28, 2,PC
168,14.07, 1,29, 2,PC
168,21.44, 1,30, 3,PC
168, 7.22, 1,31, 3,PC
168,16.94, 1,32, 4,PC
168, 6.51, 1,33, 2,PC
168,18.01, 1,34, 2,PC
168,16.06, 1,35, 1,PC
168,21.07, 1,36, 2,PC
168, 9.06, 1,37, 2,PC
168,12.94, 1,38, 3,PC
168,14.73, 1,39, 2,PC
168,25.49, 1,40, 3,PC
168, 9.29, 1,41, 2,PC
168,16.59, 1,42, 2,PC
168,17.02, 1,43, 3,PC
168,19.22, 1,44, 2,PC
168, 7.18, 1,45, 2,PC
168,10.41, 0,46, 2,PC
168,21.92, 1,47, 3,PC
168,13.38, 1,48, 3,PC
168,14.83, 1,49, 2,PC
168,19.69, 1,50, 2,PC
168, 6.57, 1,51, 3,PC
168, 4.96, 1,52, 3,PC
168,15.31, 1,53, 2,PC
168, 8.21, 1,54, 1,PC
168, 8.48, 1,55, 3,PC
168, 7.76, 1,56, 2,PC
168,10.38, 1,57, 1,PC
168,15.63, 1,58, 2,PC
 32, 2.49, 1, 1,nan,PC
 32, 1.51, 1, 2, 3,PC
 32, 4.82, 1, 3, 3,PC
 32, 2.32, 1, 4, 3,PC
 32, 4.46, 0, 5, 2,PC
 32, 3.53, 1, 6, 2,PC
 32, 5.47, 0, 7, 3,PC
 32, 5.63, 1, 8, 3,PC
 32, 4.18, 1, 9, 2,PC
 32, 5.58, 1,10, 2,PC
 32, 3.75, 0,11, 3,PC
 32, 3.10, 1,12, 4,PC
 32, 4.13, 1,13, 2,PC
 32, 2.97, 1,14, 2,PC
 32, 2.25, 1,15, 3,PC
 32, 4.43, 1,16, 4,PC
 32, 2.29, 1,17, 3,PC
 32, 1.54, 1,18, 3,PC
 32, 1.93, 1,19, 3,PC
 32, 3.50, 0,20, 2,PC
 32, 2.46, 1,21, 3,PC
 32, 2.43, 1,22, 3,PC
 32, 1.96, 1,23, 3,PC
 32, 2.80, 1,24, 3,PC
 32, 2.32, 1,25, 3,PC
 32, 1.54, 1,26, 2,PC
 32, 2.06, 1,27, 2,PC
 32, 3.62, 1,28, 2,PC
 32, 1.38, 1,29, 2,PC
 32, 1.50, 1,30, 3,PC
 32, 2.09, 1,31, 3,PC
 32, 1.83, 1,32, 4,PC
 32, 2.05, 1,33, 2,PC
 32, 2.90, 0,34, 2,PC
 32, 1.37, 1,35, 2,PC
 32, 2.14, 1,36, 2,PC
 32, 2.39, 1,37, 2,PC
 32, 2.17, 1,38, 3,PC
 32, 2.01, 1,39, 2,PC
 32, 0.81, 1,40, 3,PC
 32, 2.11, 1,41, 2,PC
 32, 1.66, 1,42, 2,PC
 32, 1.49, 1,43, 3,PC
 32, 1.69, 1,44, 2,PC
 32, 0.97, 1,45, 2,PC
 32, 1.29, 1,46, 2,PC
 32, 2.26, 0,47, 1,PC
 32, 2.28, 1,48, 3,PC
 32, 4.91, 0,49, 2,PC
 32, 2.13, 1,50, 3,PC
 32, 2.27, 1,51, 3,PC
 32, 1.87, 1,52, 3,PC
 32, 2.46, 0,53, 2,PC
 32, 1.63, 1,54, 2,PC
 32, 1.89, 1,55, 3,PC
 32, 2.68, 0,56, 2,PC
 32, 2.09, 1,57, 2,PC
 32, 4.32, 1,58, 2,PC
 21, 4.65, 0, 1,nan,PD
 21, 6.36, 0, 2, 2,PD
 21, 1.75, 0, 3, 2,PD
 21, 1.23, 0, 4, 3,PD
 21, 1.29, 0, 5, 2,PD
 21, 1.44, 0, 6, 1,PD
 21, 7.30, 0, 7, 2,PD
 21, 2.40, 0, 8, 1,PD
 21, 1.96, 0, 9, 2,PD
 21, 1.41, 0,10, 2,PD
 21,12.15, 0,11, 2,PD
 21, 3.86, 0,12, 1,PD
 21, 3.49, 0,13, 2,PD
 21, 4.45, 0,14, 2,PD
 21, 1.34, 0,15, 2,PD
 21, 4.36, 0,16, 3,PD
 21, 3.45, 0,17, 4,PD
 21, 2.11, 0,18, 3,PD
 21, 2.24, 0,19, 3,PD
 21, 2.59, 0,20, 2,PD
 21, 6.17, 0,21, 1,PD
 21, 1.49, 0,22, 3,PD
 21, 1.68, 0,23, 2,PD
 21, 5.29, 0,24, 3,PD
 21, 1.37, 0,25, 2,PD
 21, 1.68, 0,26, 2,PD
 21, 1.15, 0,27, 2,PD
 21, 1.77, 0,28, 3,PD
 21, 1.45, 0,29, 2,PD
 21, 2.08, 0,30, 3,PD
 21, 2.03, 0,31, 2,PD
 21, 3.10, 0,32, 2,PD
 21, 1.37, 0,33, 2,PD
 21, 5.03, 0,34, 3,PD
 21, 1.24, 0,35, 2,PD
 21, 0.94, 0,36, 3,PD
 21, 0.93, 0,37, 2,PD
 21, 2.58, 0,38, 2,PD
 21, 2.19, 0,39, 2,PD
 21, 3.32, 0,40, 3,PD
 21, 1.59, 0,41, 2,PD
 21, 1.82, 0,42, 2,PD
 21, 1.95, 0,43, 2,PD
 21, 1.88, 0,44, 3,PD
 21, 1.53, 0,45, 2,PD
 21, 3.07, 0,46, 3,PD
 21, 3.36, 0,47, 3,PD
 21, 1.61, 0,48, 1,PD
 21, 2.12, 0,49, 2,PD
 21, 2.04, 0,50, 1,PD
 21, 1.50, 0,51, 3,PD
 21, 1.86, 0,52, 3,PD
 21, 1.67, 0,53, 3,PD
 21, 1.59, 0,54, 2,PD
 21, 3.13, 0,55, 3,PD
 21, 1.35, 0,56, 3,PD
 21, 1.65, 0,57, 2,PD
 21, 2.63, 0,58, 3,PD
 60, 3.51, 0, 1,nan,PD
 60, 3.48, 0, 2, 0,PD
 60, 4.55, 0, 3, 0,PD
 60, 2.24, 0, 4, 2,PD
 60, 4.71, 0, 5, 0,PD
 60, 9.30, 0, 6, 1,PD
 60, 4.27, 0, 7, 2,PD
 60, 4.60, 0, 8, 1,PD
 60, 3.52, 0, 9, 0,PD
 60, 1.98, 0,10, 2,PD
 60, 1.89, 0,11, 0,PD
 60, 6.29, 0,12, 0,PD
 60, 2.95, 0,13, 1,PD
 60, 2.77, 0,14, 1,PD
 60, 7.29, 0,15, 1,PD
 60, 6.11, 0,16, 2,PD
 60, 4.82, 0,17, 3,PD
 60, 3.38, 0,18, 1,PD
 60, 2.61, 0,19, 2,PD
 60, 5.76, 0,20, 0,PD
 60,10.73, 0,21, 0,PD
 60, 4.66, 0,22, 0,PD
 60, 5.96, 0,23, 2,PD
 60, 5.58, 0,24, 2,PD
 60,13.27, 0,25, 1,PD
 60, 7.15, 0,26, 0,PD
 60, 9.79, 1,27, 2,PD
 60,11.23, 0,28, 2,PD
 60, 7.58, 1,29, 1,PD
 60, 6.80, 0,30, 1,PD
 60, 4.81, 0,31, 0,PD
 60, 6.37, 0,32, 0,PD
 60, 9.50, 0,33, 0,PD
 60, 3.94, 0,34, 1,PD
 60, 7.37, 0,35, 1,PD
 60, 5.65, 0,36, 2,PD
 60, 5.47, 0,37, 0,PD
 60,20.67, 0,38, 0,PD
 60, 4.89, 0,39, 1,PD
 60, 3.91, 0,40, 1,PD
 60, 4.23, 0,41, 0,PD
 60, 2.03, 0,42, 0,PD
 60, 3.49, 0,43, 1,PD
 60,11.16, 0,44, 1,PD
 60, 3.24, 0,45, 2,PD
 60, 2.35, 0,46, 2,PD
 60, 2.15, 0,47, 1,PD
 60, 4.73, 0,48, 1,PD
 60, 5.04, 0,49, 0,PD
 60, 5.81, 0,50, 0,PD
 60, 5.70, 0,51, 1,PD
 60, 3.19, 0,52, 1,PD
 60,11.07, 1,53, 1,PD
 60, 8.84, 0,54, 1,PD
 60,15.15, 0,55, 0,PD
 60, 8.77, 0,56, 1,PD
 60, 2.00, 1,57, 1,PD
 60, 2.71, 1,58, 2,PD
113, 3.30, 0, 1,nan,MCC
113, 4.60, 0, 2, 0,MCC
113, 4.09, 1, 3, 0,MCC
113, 3.74, 0, 4, 2,MCC
113, 2.22, 0, 5, 0,MCC
113, 4.41, 0, 6, 2,MCC
113, 3.99, 0, 7, 3,MCC
113, 4.19, 0, 8, 1,MCC
113, 7.27, 1, 9, 1,MCC
113, 6.32, 0,10, 1,MCC
113, 2.21, 0,11, 0,MCC
113, 2.28, 0,12, 0,MCC
113, 3.94, 0,13, 1,MCC
113, 6.11, 0,14, 1,MCC
113, 3.13, 0,15, 2,MCC
113, 2.09, 0,16, 1,MCC
113, 2.14, 0,17, 2,MCC
113, 2.37, 1,18, 1,MCC
113, 4.01, 0,19, 2,MCC
113, 3.02, 0,20, 0,MCC
113, 2.70, 0,21, 0,MCC
113, 6.16, 1,22, 1,MCC
113, 8.75, 1,23, 1,MCC
113, 3.84, 0,24, 1,MCC
113, 2.29, 0,25, 1,MCC
113, 5.37, 1,26, 0,MCC
113, 3.27, 1,27, 2,MCC
113, 2.96, 1,28, 2,MCC
113, 2.82, 0,29, 0,MCC
113, 2.18, 0,30, 2,MCC
113, 1.99, 0,31, 1,MCC
113, 2.12, 0,32, 0,MCC
113, 6.41, 0,33, 1,MCC
113, 3.36, 0,34, 1,MCC
113, 1.68, 0,35, 1,MCC
113, 4.60, 0,36, 3,MCC
113, 1.72, 0,37, 0,MCC
113, 5.55, 1,38, 0,MCC
113, 5.84, 0,39, 1,MCC
113, 4.06, 0,40, 1,MCC
113, 4.80, 0,41, 1,MCC
113, 4.24, 0,42, 0,MCC
113, 3.35, 0,43, 1,MCC
113, 7.10, 1,44, 1,MCC
113, 3.98, 0,45, 1,MCC
113,18.38, 0,46, 2,MCC
113, 6.82, 0,47, 1,MCC
113, 5.93, 0,48, 2,MCC
113, 1.35, 0,49, 0,MCC
113, 3.11, 0,50, 0,MCC
113, 2.25, 0,51, 1,MCC
113, 4.00, 0,52, 2,MCC
113, 2.23, 0,53, 1,MCC
113, 3.06, 0,54, 2,MCC
113, 2.70, 0,55, 1,MCC
113, 3.31, 0,56, 1,MCC
113, 3.63, 0,57, 1,MCC
113, 4.11, 0,58, 3,MCC
143, 4.99, 0, 1,nan,MCC
143, 4.46, 0, 2, 2,MCC
143, 3.37, 1, 3, 0,MCC
143, 5.24, 0, 4, 1,MCC
143, 2.71, 1, 5, 1,MCC
143, 5.24, 1, 6, 3,MCC
143, 4.17, 0, 7, 3,MCC
143, 4.86, 1, 8, 1,MCC
143, 5.66, 0, 9, 1,MCC
143, 2.72, 0,10, 3,MCC
143, 2.67, 0,11, 1,MCC
143, 6.65, 0,12, 0,MCC
143,11.53, 0,13, 1,MCC
143, 7.88, 1,14, 1,MCC
143, 4.68, 0,15, 2,MCC
143, 3.05, 0,16, 2,MCC
143, 3.99, 0,17, 3,MCC
143, 5.05, 1,18, 0,MCC
143, 4.80, 0,19, 2,MCC
143, 3.97, 0,20, 0,MCC
143, 3.65, 1,21, 0,MCC
143, 6.66, 0,22, 0,MCC
143, 4.63, 0,23, 2,MCC
143,21.16, 0,24, 3,MCC
143, 2.34, 0,25, 1,MCC
143,11.99, 1,26, 1,MCC
143, 3.16, 0,27, 2,MCC
143, 2.20, 0,28, 3,MCC
143, 2.24, 0,29, 2,MCC
143, 3.36, 1,30, 2,MCC
143, 3.71, 0,31, 1,MCC
143, 2.93, 1,32, 1,MCC
143, 7.63, 0,33, 1,MCC
143, 7.62, 0,34, 1,MCC
143, 5.56, 1,35, 1,MCC
143, 4.15, 0,36, 2,MCC
143, 2.97, 0,37, 0,MCC
143, 1.98, 1,38, 0,MCC
143, 2.68, 0,39, 1,MCC
143, 4.13, 1,40, 0,MCC
143, 4.58, 0,41, 1,MCC
143, 4.27, 0,42, 0,MCC
143, 3.92, 0,43, 2,MCC
143, 2.46, 0,44, 0,MCC
143, 3.51, 0,45, 3,MCC
143, 4.54, 0,46, 1,MCC
143,22.52, 1,47, 0,MCC
143,10.42, 0,48, 1,MCC
143, 6.06, 0,49, 0,MCC
143,11.71, 0,50, 1,MCC
143, 7.51, 1,51, 0,MCC
143,12.79, 0,52, 0,MCC
143, 2.42, 0,53, 0,MCC
143, 4.22, 1,54, 1,MCC
143, 3.03, 0,55, 0,MCC
143, 2.41, 0,56, 0,MCC
143, 8.16, 0,57, 1,MCC
143, 3.17, 0,58, 2,MCC
  6, 2.94, 1, 1,nan,MCC
  6, 3.85, 0, 2, 2,MCC
  6, 2.95, 0, 3, 0,MCC
  6, 2.92, 0, 4, 1,MCC
  6, 2.45, 1, 5, 2,MCC
  6, 1.96, 0, 6, 2,MCC
  6, 1.28, 0, 7, 2,MCC
  6, 2.26, 1, 8, 0,MCC
  6, 4.11, 0, 9, 1,MCC
  6, 2.47, 0,10, 1,MCC
  6, 3.16, 0,11, 1,MCC
  6, 4.64, 0,12, 1,MCC
  6, 3.43, 0,13, 0,MCC
  6, 4.44, 0,14, 0,MCC
  6, 2.04, 0,15, 2,MCC
  6, 3.21, 0,16, 2,MCC
  6, 5.18, 0,17, 3,MCC
  6, 2.92, 1,18, 0,MCC
  6, 2.32, 0,19, 1,MCC
  6, 1.64, 0,20, 1,MCC
  6, 1.28, 0,21, 1,MCC
  6, 2.45, 0,22, 1,MCC
  6, 2.22, 1,23, 0,MCC
  6, 3.78, 0,24, 1,MCC
  6, 2.59, 1,25, 0,MCC
  6, 2.08, 0,26, 0,MCC
  6, 2.12, 0,27, 1,MCC
  6, 5.79, 0,28, 1,MCC
  6, 1.12, 0,29, 1,MCC
  6, 1.19, 0,30, 2,MCC
  6, 1.70, 0,31, 3,MCC
  6, 1.43, 0,32, 1,MCC
  6, 8.08, 0,33, 2,MCC
  6, 3.49, 0,34, 1,MCC
  6, 1.62, 0,35, 2,MCC
  6, 1.78, 0,36, 2,MCC
  6, 3.05, 0,37, 1,MCC
  6, 1.81, 0,38, 1,MCC
  6, 1.73, 0,39, 1,MCC
  6, 2.66, 1,40, 0,MCC
  6, 6.59, 0,41, 1,MCC
  6, 3.58, 1,42, 0,MCC
  6, 2.97, 0,43, 0,MCC
  6, 6.77, 1,44, 0,MCC
  6, 3.82, 0,45, 1,MCC
  6, 1.82, 0,46, 1,MCC
  6, 1.94, 0,47, 1,MCC
  6, 1.79, 0,48, 1,MCC
  6, 2.00, 1,49, 0,MCC
  6, 3.19, 0,50, 0,MCC
  6, 6.83, 0,51, 0,MCC
  6, 4.22, 0,52, 1,MCC
  6, 3.40, 0,53, 0,MCC
  6, 4.08, 0,54, 0,MCC
  6, 3.52, 0,55, 2,MCC
  6, 1.59, 0,56, 0,MCC
  6, 1.03, 0,57, 1,MCC
  6, 1.63, 0,58, 0,MCC
 63, 2.63, 0, 1,nan,PD
 63, 4.06, 0, 2, 3,PD
 63, 5.41, 0, 3, 0,PD
 63, 3.45, 0, 4, 0,PD
 63, 2.63, 0, 5, 2,PD
 63, 2.88, 0, 6, 2,PD
 63, 2.99, 0, 7, 1,PD
 63, 2.68, 0, 8, 1,PD
 63, 3.22, 0, 9, 1,PD
 63, 3.43, 0,10, 1,PD
 63, 3.22, 0,11, 1,PD
 63, 3.54, 0,12, 1,PD
 63, 1.91, 0,13, 0,PD
 63, 2.79, 0,14, 0,PD
 63, 3.40, 0,15, 1,PD
 63, 2.77, 0,16, 2,PD
 63, 4.01, 0,17, 5,PD
 63, 3.58, 0,18, 1,PD
 63, 3.23, 0,19, 1,PD
 63, 4.11, 0,20, 1,PD
 63, 2.81, 0,21, 1,PD
 63, 2.53, 0,22, 0,PD
 63, 3.02, 0,23, 0,PD
 63, 3.82, 0,24, 5,PD
 63, 2.09, 0,25, 1,PD
 63, 3.73, 0,26, 2,PD
 63, 4.01, 0,27, 0,PD
 63, 2.97, 0,28, 1,PD
 63, 3.02, 0,29, 1,PD
 63, 2.69, 0,30, 3,PD
 63, 3.72, 0,31, 2,PD
 63, 2.69, 0,32, 1,PD
 63, 3.03, 0,33, 2,PD
 63, 3.07, 0,34, 2,PD
 63, 3.73, 0,35, 2,PD
 63, 2.93, 0,36, 1,PD
 63, 2.46, 0,37, 1,PD
 63, 2.87, 0,38, 1,PD
 63, 2.21, 0,39, 0,PD
 63, 1.94, 0,40, 0,PD
 63, 3.47, 0,41, 1,PD
 63, 2.89, 0,42, 1,PD
 63, 2.49, 0,43, 1,PD
 63, 2.43, 0,44, 0,PD
 63, 4.58, 0,45, 2,PD
 63, 1.97, 0,46, 1,PD
 63, 2.47, 0,47, 1,PD
 63, 1.81, 0,48, 1,PD
 63, 2.17, 0,49, 0,PD
 63, 2.65, 0,50, 1,PD
 63, 2.13, 0,51, 0,PD
 63, 2.97, 0,52, 0,PD
 63, 1.74, 0,53, 0,PD
 63, 3.89, 0,54, 0,PD
 63, 1.80, 0,55, 1,PD
 63, 3.82, 0,56, 0,PD
 63, 3.38, 0,57, 1,PD
 63, 3.13, 0,58, 0,PD
 71, 8.92, 0, 1,nan,MCC
 71,21.46, 0, 2, 3,MCC
 71, 6.84, 0, 3, 2,MCC
 71, 9.29, 0, 4, 2,MCC
 71,25.22, 0, 5, 3,MCC
 71, 2.77, 0, 6, 2,MCC
 71, 5.77, 0, 7, 1,MCC
 71, 2.39, 0, 8, 3,MCC
 71, 3.53, 0, 9, 2,MCC
 71, 3.16, 0,10, 2,MCC
 71, 5.68, 0,11, 1,MCC
 71, 5.46, 0,12, 2,MCC
 71, 3.95, 0,13, 2,MCC
 71, 4.75, 0,14, 2,MCC
 71, 4.18, 0,15, 1,MCC
 71,17.97, 1,16, 1,MCC
 71, 8.60, 1,17, 2,MCC
 71, 2.64, 0,18, 0,MCC
 71, 1.64, 0,19, 0,MCC
 71, 6.08, 0,20, 1,MCC
 71, 3.89, 0,21, 1,MCC
 71, 2.70, 0,22, 0,MCC
 71, 1.79, 1,23, 0,MCC
 71, 6.28, 1,24, 3,MCC
 71, 3.94, 1,25, 2,MCC
 71, 3.17, 0,26, 2,MCC
 71, 3.13, 0,27, 2,MCC
 71,12.00, 0,28, 2,MCC
 71, 6.28, 0,29, 1,MCC
 71, 7.70, 0,30, 3,MCC
 71, 6.48, 0,31, 3,MCC
 71,27.65, 0,32, 1,MCC
 71,11.79, 0,33, 2,MCC
 71, 3.27, 0,34, 3,MCC
 71, 5.60, 0,35, 3,MCC
 71, 3.11, 0,36, 1,MCC
 71, 3.10, 0,37, 2,MCC
 71, 3.85, 0,38, 2,MCC
 71, 2.90, 0,39, 2,MCC
 71, 3.62, 0,40, 1,MCC
 71, 4.17, 0,41, 1,MCC
 71, 5.64, 0,42, 1,MCC
 71, 2.26, 0,43, 0,MCC
 71, 1.52, 0,44, 0,MCC
 71, 4.38, 0,45, 1,MCC
 71,18.78, 0,46, 1,MCC
 71, 1.95, 0,47, 2,MCC
 71, 2.79, 0,48, 3,MCC
 71, 6.32, 0,49, 2,MCC
 71, 4.28, 0,50, 2,MCC
 71, 7.32, 0,51, 2,MCC
 71, 9.82, 0,52, 2,MCC
 71, 2.18, 0,53, 2,MCC
 71, 3.46, 0,54, 2,MCC
 71, 3.65, 0,55, 3,MCC
 71, 3.69, 0,56, 2,MCC
 71, 3.04, 0,57, 2,MCC
 71, 2.68, 0,58, 2,MCC
118, 5.17, 1, 1,nan,MCC
118, 2.78, 1, 2, 2,MCC
118, 4.47, 1, 3, 1,MCC
118, 2.94, 1, 4, 1,MCC
118, 3.82, 1, 5, 1,MCC
118, 3.02, 0, 6, 1,MCC
118, 5.77, 1, 7, 1,MCC
118, 2.89, 1, 8, 2,MCC
